company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TripAdvisor Inc,TRIP,,1526520,2012.0,Q4,2012-10-01,2012-12-31,,1091000.0,0.23,0.23,,5967000.0,0.24,9186000.0,66721000.0,34129000.0,34129000.0,33510000.0,-381000.0,3464000.0,169427000.0,1000000.0,-524000.0,63465000.0,-17977000.0,3464000.0,165963000.0,2781000.0,-76000.0,119267000.0,46696000.0,-3381000.0,43315000.0,169427000.0,139600000.0,139462000.0,141341000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q3YTD,2012-01-01,2012-09-30,,4909000.0,1.16,1.16,,14033000.0,1.13,77814000.0,199279000.0,160871000.0,160871000.0,160490000.0,381000.0,8536000.0,593573000.0,,-2476000.0,23535000.0,93977000.0,8536000.0,585037000.0,8219000.0,76000.0,335733000.0,249304000.0,-10619000.0,238685000.0,593573000.0,141300000.0,142342000.0,143657000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q3TTM,2011-10-01,2012-09-30,,6789000.0,1.32,1.32,,19149000.0,1.28,89343000.0,251226000.0,182888000.0,182888000.0,182511000.0,377000.0,11216000.0,731371000.0,,-2350000.0,87932000.0,72199000.0,11216000.0,720155000.0,9163000.0,884000.0,437295000.0,282860000.0,-10629000.0,272231000.0,731371000.0,141300000.0,142342000.0,143657000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q3,2012-07-01,2012-09-30,2013-10-23 16:03:57+00:00,1310000.0,0.42,0.42,,5037000.0,0.41,31275000.0,67647000.0,59535000.0,59535000.0,59360000.0,175000.0,2876000.0,212710000.0,,1367000.0,23535000.0,20056000.0,2876000.0,209834000.0,2882000.0,76000.0,117585000.0,92249000.0,-1439000.0,90810000.0,212710000.0,141300000.0,142342000.0,143657000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q2YTD,2012-01-01,2012-06-30,,3599000.0,0.74,0.74,,8996000.0,0.72,46539000.0,131632000.0,101336000.0,101336000.0,101130000.0,206000.0,5660000.0,380863000.0,,-3843000.0,,73921000.0,5660000.0,375203000.0,5337000.0,,218148000.0,157055000.0,-9180000.0,147875000.0,380863000.0,139500000.0,139278000.0,141737000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q2TTM,2011-07-01,2012-06-30,,7873000.0,1.31,1.31,,18742000.0,1.28,83253000.0,243928000.0,177646000.0,177646000.0,177465000.0,181000.0,11567000.0,699462000.0,,-6519000.0,68588000.0,76085000.0,11567000.0,687895000.0,6069000.0,808000.0,415216000.0,272679000.0,-11780000.0,260899000.0,699462000.0,139500000.0,139278000.0,141737000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 16:06:20+00:00,1760000.0,0.38,0.38,,4715000.0,0.37,23569000.0,64243000.0,53165000.0,53165000.0,53019000.0,146000.0,2926000.0,197148000.0,,-4539000.0,,39826000.0,2926000.0,194222000.0,2405000.0,,110544000.0,83678000.0,-6944000.0,76734000.0,197148000.0,139500000.0,139278000.0,141737000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q1TTM,2011-04-01,2012-03-31,,7245000.0,1.34,1.34,,18541000.0,1.32,90067000.0,232370000.0,178591000.0,178591000.0,178510000.0,81000.0,11376000.0,671556000.0,,-1523000.0,71622000.0,57582000.0,11376000.0,660180000.0,3447000.0,808000.0,387360000.0,272820000.0,-4162000.0,268658000.0,671556000.0,133600000.0,133754000.0,136158000.0
TripAdvisor Inc,TRIP,,1526520,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 16:50:08+00:00,1839000.0,0.36,0.36,,4281000.0,0.35,22970000.0,67389000.0,48171000.0,48171000.0,48111000.0,60000.0,2734000.0,183715000.0,,696000.0,,34095000.0,2734000.0,180981000.0,2932000.0,,107604000.0,73377000.0,-2236000.0,71141000.0,183715000.0,133600000.0,133754000.0,136158000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 16:03:01+00:00,6000000.0,1.44,1.44,0.0,30000000.0,1.41,79000000.0,368000000.0,205000000.0,205000000.0,205000000.0,,18000000.0,945000000.0,,,131000000.0,98000000.0,18000000.0,927000000.0,10000000.0,,633000000.0,294000000.0,-10000000.0,284000000.0,945000000.0,142400000.0,142854000.0,145263000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 16:05:50+00:00,1000000.0,0.39,0.39,,8000000.0,0.38,28000000.0,97000000.0,56000000.0,56000000.0,56000000.0,,6000000.0,255000000.0,,3000000.0,34000000.0,25000000.0,6000000.0,249000000.0,3000000.0,,165000000.0,84000000.0,,84000000.0,255000000.0,143600000.0,142690000.0,145454000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 16:07:43+00:00,1000000.0,0.44,0.44,,6000000.0,0.43,22000000.0,79000000.0,62000000.0,62000000.0,62000000.0,,4000000.0,230000000.0,,-1000000.0,29000000.0,23000000.0,4000000.0,226000000.0,3000000.0,,138000000.0,88000000.0,-4000000.0,84000000.0,230000000.0,140900000.0,143063000.0,144655000.0
TripAdvisor Inc,TRIP,,1526520,2013.0,Q1TTM,2012-04-01,2013-03-31,,5161000.0,1.47,1.47,,21719000.0,1.45,86030000.0,277611000.0,208829000.0,208829000.0,207889000.0,-60000.0,13266000.0,809285000.0,1000000.0,-4696000.0,116000000.0,64905000.0,13266000.0,796019000.0,11068000.0,,485396000.0,310623000.0,-15764000.0,294859000.0,809285000.0,140900000.0,143063000.0,144655000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 16:46:19+00:00,18000000.0,1.58,1.58,0.0,47000000.0,1.55,96000000.0,502000000.0,226000000.0,226000000.0,226000000.0,,40000000.0,1246000000.0,,-9000000.0,171000000.0,128000000.0,40000000.0,1206000000.0,9000000.0,,866000000.0,340000000.0,-18000000.0,322000000.0,1246000000.0,143000000.0,142721000.0,145800000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q4,2014-10-01,2014-12-31,,7000000.0,0.24,0.24,,14000000.0,0.24,19000000.0,115000000.0,36000000.0,36000000.0,36000000.0,,12000000.0,288000000.0,,-2000000.0,46000000.0,34000000.0,12000000.0,276000000.0,3000000.0,,216000000.0,60000000.0,-5000000.0,55000000.0,288000000.0,143000000.0,142721000.0,145800000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q3YTD,2014-01-01,2014-09-30,,11000000.0,1.34,1.34,,33000000.0,1.31,77000000.0,387000000.0,190000000.0,190000000.0,190000000.0,,28000000.0,958000000.0,,-7000000.0,125000000.0,94000000.0,28000000.0,930000000.0,6000000.0,,650000000.0,280000000.0,-13000000.0,267000000.0,958000000.0,142100000.0,142842000.0,146071000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:06:18+00:00,6000000.0,0.38,0.38,,12000000.0,0.37,21000000.0,159000000.0,54000000.0,54000000.0,54000000.0,,11000000.0,354000000.0,,-7000000.0,46000000.0,36000000.0,11000000.0,343000000.0,2000000.0,,259000000.0,84000000.0,-9000000.0,75000000.0,354000000.0,142100000.0,142842000.0,146071000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q2YTD,2014-01-01,2014-06-30,,5000000.0,0.96,0.96,,21000000.0,0.94,56000000.0,228000000.0,136000000.0,136000000.0,136000000.0,,17000000.0,604000000.0,,,79000000.0,58000000.0,17000000.0,587000000.0,4000000.0,,391000000.0,196000000.0,-4000000.0,192000000.0,604000000.0,141700000.0,142701000.0,145782000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q2,2014-04-01,2014-06-30,2015-07-23 16:05:58+00:00,3000000.0,0.48,0.48,,11000000.0,0.47,30000000.0,127000000.0,68000000.0,68000000.0,68000000.0,,9000000.0,323000000.0,,,41000000.0,32000000.0,9000000.0,314000000.0,2000000.0,,214000000.0,100000000.0,-2000000.0,98000000.0,323000000.0,141700000.0,142701000.0,145782000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q1TTM,2013-04-01,2014-03-31,,7000000.0,1.48,1.48,,34000000.0,1.45,83000000.0,390000000.0,211000000.0,211000000.0,211000000.0,,22000000.0,996000000.0,,1000000.0,140000000.0,101000000.0,22000000.0,974000000.0,9000000.0,,672000000.0,302000000.0,-8000000.0,294000000.0,996000000.0,141700000.0,142399000.0,145665000.0
TripAdvisor Inc,TRIP,,1526520,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 16:08:02+00:00,2000000.0,0.48,0.48,,10000000.0,0.47,26000000.0,101000000.0,68000000.0,68000000.0,68000000.0,,8000000.0,281000000.0,,,38000000.0,26000000.0,8000000.0,273000000.0,2000000.0,,177000000.0,96000000.0,-2000000.0,94000000.0,281000000.0,141700000.0,142399000.0,145665000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 16:02:58+00:00,36000000.0,1.38,1.38,0.0,57000000.0,1.36,41000000.0,692000000.0,198000000.0,198000000.0,198000000.0,,58000000.0,1492000000.0,,17000000.0,207000000.0,210000000.0,58000000.0,1434000000.0,10000000.0,,1202000000.0,232000000.0,7000000.0,239000000.0,1492000000.0,143500000.0,143836000.0,145967000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q4,2015-10-01,2015-12-31,,10000000.0,0.03,0.03,,15000000.0,0.02,-30000000.0,146000000.0,3000000.0,3000000.0,3000000.0,,13000000.0,309000000.0,,1000000.0,54000000.0,96000000.0,13000000.0,296000000.0,3000000.0,,321000000.0,-25000000.0,-2000000.0,-27000000.0,309000000.0,143500000.0,143836000.0,145967000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q3,2015-07-01,2015-09-30,2016-11-08 16:06:48+00:00,10000000.0,0.51,0.51,,13000000.0,0.51,24000000.0,197000000.0,74000000.0,74000000.0,74000000.0,,16000000.0,415000000.0,,13000000.0,54000000.0,37000000.0,16000000.0,399000000.0,3000000.0,,311000000.0,88000000.0,10000000.0,98000000.0,415000000.0,145100000.0,144133000.0,145828000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q3YTD,2015-01-01,2015-09-30,,26000000.0,1.35,1.35,,42000000.0,1.34,71000000.0,546000000.0,195000000.0,195000000.0,195000000.0,,45000000.0,1183000000.0,,16000000.0,153000000.0,114000000.0,45000000.0,1138000000.0,7000000.0,,881000000.0,257000000.0,9000000.0,266000000.0,1183000000.0,145100000.0,144133000.0,145828000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q3TTM,2014-10-01,2015-09-30,,33000000.0,1.59,1.59,,56000000.0,1.58,90000000.0,661000000.0,231000000.0,231000000.0,231000000.0,,57000000.0,1471000000.0,,14000000.0,199000000.0,148000000.0,57000000.0,1414000000.0,10000000.0,,1097000000.0,317000000.0,4000000.0,321000000.0,1471000000.0,145100000.0,144133000.0,145828000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 16:02:36+00:00,9000000.0,0.4,0.4,,15000000.0,0.4,24000000.0,192000000.0,58000000.0,58000000.0,58000000.0,,16000000.0,405000000.0,,5000000.0,50000000.0,44000000.0,16000000.0,389000000.0,2000000.0,,310000000.0,79000000.0,3000000.0,82000000.0,405000000.0,145000000.0,143709000.0,145959000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q2YTD,2015-01-01,2015-06-30,,16000000.0,0.84,0.84,,29000000.0,0.83,47000000.0,349000000.0,121000000.0,121000000.0,121000000.0,,29000000.0,768000000.0,,3000000.0,99000000.0,77000000.0,29000000.0,739000000.0,4000000.0,,570000000.0,169000000.0,-1000000.0,168000000.0,768000000.0,145000000.0,143709000.0,145959000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q2TTM,2014-07-01,2015-06-30,,29000000.0,1.46,1.46,,55000000.0,1.44,87000000.0,623000000.0,211000000.0,211000000.0,211000000.0,,52000000.0,1410000000.0,,-6000000.0,191000000.0,147000000.0,52000000.0,1358000000.0,9000000.0,,1045000000.0,313000000.0,-15000000.0,298000000.0,1410000000.0,145000000.0,143709000.0,145959000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 16:07:47+00:00,7000000.0,0.44,0.44,,14000000.0,0.43,23000000.0,157000000.0,63000000.0,63000000.0,63000000.0,,13000000.0,363000000.0,,-2000000.0,49000000.0,33000000.0,13000000.0,350000000.0,2000000.0,,260000000.0,90000000.0,-4000000.0,86000000.0,363000000.0,143200000.0,143145000.0,145872000.0
TripAdvisor Inc,TRIP,,1526520,2015.0,Q1TTM,2014-04-01,2015-03-31,,23000000.0,1.54,1.54,,51000000.0,1.51,93000000.0,558000000.0,221000000.0,221000000.0,221000000.0,,45000000.0,1328000000.0,,-11000000.0,182000000.0,135000000.0,45000000.0,1283000000.0,9000000.0,,949000000.0,334000000.0,-20000000.0,314000000.0,1328000000.0,143200000.0,143145000.0,145872000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 16:03:14+00:00,32000000.0,0.83,0.83,,69000000.0,0.82,31000000.0,756000000.0,120000000.0,120000000.0,120000000.0,,71000000.0,1480000000.0,,-3000000.0,243000000.0,143000000.0,71000000.0,1409000000.0,12000000.0,,1243000000.0,166000000.0,-15000000.0,151000000.0,1480000000.0,144600000.0,145443000.0,146893000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q4,2016-10-01,2016-12-31,,8000000.0,0.02,0.02,,18000000.0,0.02,4000000.0,172000000.0,2000000.0,2000000.0,2000000.0,,16000000.0,316000000.0,,-3000000.0,57000000.0,34000000.0,16000000.0,300000000.0,2000000.0,,289000000.0,11000000.0,-5000000.0,6000000.0,316000000.0,144600000.0,145443000.0,146893000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q3,2016-07-01,2016-09-30,2017-11-06 16:06:43+00:00,8000000.0,0.38,0.38,,18000000.0,0.37,8000000.0,210000000.0,55000000.0,55000000.0,55000000.0,,19000000.0,421000000.0,,,62000000.0,38000000.0,19000000.0,402000000.0,3000000.0,,336000000.0,66000000.0,-3000000.0,63000000.0,421000000.0,144700000.0,145678000.0,147217000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q3YTD,2016-01-01,2016-09-30,,24000000.0,0.81,0.81,,51000000.0,0.8,27000000.0,584000000.0,118000000.0,118000000.0,118000000.0,,55000000.0,1164000000.0,,,186000000.0,109000000.0,55000000.0,1109000000.0,10000000.0,,954000000.0,155000000.0,-10000000.0,145000000.0,1164000000.0,144700000.0,145678000.0,147217000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q3TTM,2015-10-01,2016-09-30,,34000000.0,0.84,0.84,,66000000.0,0.82,-3000000.0,730000000.0,121000000.0,121000000.0,121000000.0,,68000000.0,1473000000.0,,1000000.0,240000000.0,205000000.0,68000000.0,1405000000.0,13000000.0,,1275000000.0,130000000.0,-12000000.0,118000000.0,1473000000.0,144700000.0,145678000.0,147217000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q2,2016-04-01,2016-06-30,2017-08-08 16:07:02+00:00,8000000.0,0.23,0.23,,17000000.0,0.23,10000000.0,202000000.0,34000000.0,34000000.0,34000000.0,,20000000.0,391000000.0,,,63000000.0,34000000.0,20000000.0,371000000.0,3000000.0,,324000000.0,47000000.0,-3000000.0,44000000.0,391000000.0,147800000.0,145732000.0,147060000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q2YTD,2016-01-01,2016-06-30,,16000000.0,0.43,0.43,,33000000.0,0.43,19000000.0,374000000.0,63000000.0,63000000.0,63000000.0,,36000000.0,743000000.0,,,124000000.0,71000000.0,36000000.0,707000000.0,7000000.0,,618000000.0,89000000.0,-7000000.0,82000000.0,743000000.0,147800000.0,145732000.0,147060000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q2TTM,2015-07-01,2016-06-30,,36000000.0,0.97,0.97,,61000000.0,0.96,13000000.0,717000000.0,140000000.0,140000000.0,140000000.0,,65000000.0,1467000000.0,,14000000.0,232000000.0,204000000.0,65000000.0,1402000000.0,13000000.0,,1250000000.0,152000000.0,1000000.0,153000000.0,1467000000.0,147800000.0,145732000.0,147060000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q1,2016-01-01,2016-03-31,2017-05-09 16:51:22+00:00,8000000.0,0.2,0.2,,16000000.0,0.2,9000000.0,172000000.0,29000000.0,29000000.0,29000000.0,,16000000.0,352000000.0,,,61000000.0,37000000.0,16000000.0,336000000.0,4000000.0,,294000000.0,42000000.0,-4000000.0,38000000.0,352000000.0,145000000.0,145445000.0,146903000.0
TripAdvisor Inc,TRIP,,1526520,2016.0,Q1TTM,2015-04-01,2016-03-31,,37000000.0,1.14,1.14,,59000000.0,1.13,27000000.0,707000000.0,164000000.0,164000000.0,164000000.0,,61000000.0,1481000000.0,,19000000.0,219000000.0,214000000.0,61000000.0,1420000000.0,12000000.0,,1236000000.0,184000000.0,7000000.0,191000000.0,1481000000.0,145000000.0,145445000.0,146903000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,FY,2017-01-01,2017-12-31,2020-02-19 16:03:50+00:00,32000000.0,-0.14,-0.14,0.0,79000000.0,-0.14,129000000.0,849000000.0,-19000000.0,-19000000.0,-19000000.0,,72000000.0,1556000000.0,,,243000000.0,157000000.0,72000000.0,1484000000.0,15000000.0,1000000.0,1360000000.0,124000000.0,-14000000.0,110000000.0,1556000000.0,135700000.0,140000000.0,140000000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q4,2017-10-01,2017-12-31,,8000000.0,-0.6,-0.6,,22000000.0,-0.6,87000000.0,166000000.0,-84000000.0,-84000000.0,-84000000.0,,15000000.0,321000000.0,,-3000000.0,59000000.0,42000000.0,15000000.0,306000000.0,4000000.0,1000000.0,297000000.0,9000000.0,-6000000.0,3000000.0,321000000.0,135700000.0,140000000.0,140000000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q3,2017-07-01,2017-09-30,2018-11-07 16:08:55+00:00,8000000.0,0.18,0.18,,19000000.0,0.18,13000000.0,247000000.0,25000000.0,25000000.0,25000000.0,,20000000.0,439000000.0,,,61000000.0,42000000.0,20000000.0,419000000.0,4000000.0,,377000000.0,42000000.0,-4000000.0,38000000.0,439000000.0,138900000.0,138779000.0,139388000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q3YTD,2017-01-01,2017-09-30,,24000000.0,0.46,0.46,,57000000.0,0.46,42000000.0,683000000.0,65000000.0,65000000.0,65000000.0,,57000000.0,1235000000.0,,3000000.0,184000000.0,115000000.0,57000000.0,1178000000.0,11000000.0,,1063000000.0,115000000.0,-8000000.0,107000000.0,1235000000.0,138900000.0,138779000.0,139388000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q3TTM,2016-10-01,2017-09-30,,32000000.0,0.48,0.48,,75000000.0,0.48,46000000.0,855000000.0,67000000.0,67000000.0,67000000.0,,73000000.0,1551000000.0,,,241000000.0,149000000.0,73000000.0,1478000000.0,13000000.0,,1352000000.0,126000000.0,-13000000.0,113000000.0,1551000000.0,138900000.0,138779000.0,139388000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q2,2017-04-01,2017-06-30,2018-08-01 16:06:50+00:00,8000000.0,0.19,0.19,,19000000.0,0.19,17000000.0,229000000.0,27000000.0,27000000.0,27000000.0,,20000000.0,424000000.0,,2000000.0,64000000.0,38000000.0,20000000.0,404000000.0,4000000.0,,358000000.0,46000000.0,-2000000.0,44000000.0,424000000.0,142100000.0,140472000.0,140937000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q2YTD,2017-01-01,2017-06-30,,16000000.0,0.28,0.28,,38000000.0,0.28,29000000.0,436000000.0,40000000.0,40000000.0,40000000.0,,37000000.0,796000000.0,,3000000.0,123000000.0,73000000.0,37000000.0,759000000.0,7000000.0,,686000000.0,73000000.0,-4000000.0,69000000.0,796000000.0,142100000.0,140472000.0,140937000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q2TTM,2016-07-01,2017-06-30,,32000000.0,0.68,0.68,,74000000.0,0.67,41000000.0,818000000.0,97000000.0,97000000.0,97000000.0,,72000000.0,1533000000.0,,,242000000.0,145000000.0,72000000.0,1461000000.0,12000000.0,,1311000000.0,150000000.0,-12000000.0,138000000.0,1533000000.0,142100000.0,140472000.0,140937000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 16:08:20+00:00,8000000.0,0.09,0.09,,19000000.0,0.09,12000000.0,207000000.0,13000000.0,13000000.0,13000000.0,,17000000.0,372000000.0,,1000000.0,59000000.0,35000000.0,17000000.0,355000000.0,3000000.0,,328000000.0,27000000.0,-2000000.0,25000000.0,372000000.0,144400000.0,143632000.0,144717000.0
TripAdvisor Inc,TRIP,,1526520,2017.0,Q1TTM,2016-04-01,2017-03-31,,32000000.0,0.72,0.72,,72000000.0,0.71,34000000.0,791000000.0,104000000.0,104000000.0,104000000.0,,72000000.0,1500000000.0,,-2000000.0,241000000.0,141000000.0,72000000.0,1428000000.0,11000000.0,,1277000000.0,151000000.0,-13000000.0,138000000.0,1500000000.0,144400000.0,143632000.0,144717000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,FY,2018-01-01,2018-12-31,2020-02-19 16:03:50+00:00,34000000.0,0.82,0.82,0.0,82000000.0,0.81,60000000.0,778000000.0,113000000.0,113000000.0,113000000.0,,86000000.0,1615000000.0,,-5000000.0,275000000.0,177000000.0,86000000.0,1529000000.0,12000000.0,7000000.0,1346000000.0,183000000.0,-10000000.0,173000000.0,1615000000.0,137800000.0,138000000.0,140000000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q4,2018-10-01,2018-12-31,,10000000.0,0.05,0.05,,21000000.0,0.05,16000000.0,157000000.0,7000000.0,7000000.0,7000000.0,,19000000.0,346000000.0,,-4000000.0,68000000.0,49000000.0,19000000.0,327000000.0,2000000.0,7000000.0,305000000.0,22000000.0,1000000.0,23000000.0,346000000.0,137800000.0,138000000.0,140000000.0
