company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2009.0,FY,,2009-12-31,2011-02-25 16:58:16+00:00,1008025000.0,1406736000.0,-44414000.0,893421000.0,28972000.0,,11903289000.0,54539000.0,87106000.0,,,287591000.0,0.0,9039897000.0,83405000.0,478469000.0,16701000000.0,-11001866000.0,2768730000.0,1105655000.0,97775000.0,208877000.0,465692000.0,149159000.0,6779373000.0,6664648000.0,,232400000.0,2359290000.0,228599000.0,94497000.0,26221234000.0,14579768000.0,2369865000.0,1938581000.0,14579768000.0,3577902000.0,22410932000.0,26221234000.0,7150369000.0,20472351000.0,361603000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2011.0,FY,,2011-12-31,2013-02-27 18:27:33+00:00,633282000.0,663209000.0,-70686000.0,266145000.0,6559000.0,,2778148000.0,,,,,287591000.0,,4727173000.0,60311000.0,248958000.0,,2956000.0,1868316000.0,1326037000.0,,367776000.0,665818000.0,,13941692000.0,1379887000.0,,116200000.0,1651875000.0,648582000.0,70970000.0,15647066000.0,4012670000.0,1357472000.0,1947682000.0,4012670000.0,4015626000.0,11515240000.0,15647066000.0,14289594000.0,9567558000.0,-346667000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2012.0,FY,,2012-12-31,2014-02-25 16:45:04+00:00,764350000.0,1008862000.0,-72854000.0,540162000.0,45748000.0,,7845814000.0,,,,,3519401000.0,,7282295000.0,400329000.0,267713000.0,,,3463347000.0,2130497000.0,,904972000.0,995806000.0,,22155799000.0,1850215000.0,,155568000.0,1802714000.0,1883534000.0,,28302824000.0,9237050000.0,2227295000.0,3643690000.0,9237050000.0,9237050000.0,18910206000.0,28302824000.0,26075529000.0,15266516000.0,-338624000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2014.0,FY,,2014-12-31,2016-02-26 17:25:51+00:00,868231000.0,1068104000.0,-74009000.0,515144000.0,38703000.0,,7902630000.0,337307000.0,160288000.0,,,3519401000.0,,8568429000.0,515025000.0,349664000.0,,,4467473000.0,1638558000.0,,898687000.0,1860279000.0,,23013496000.0,1284019000.0,,155568000.0,2448661000.0,245583000.0,,29740387000.0,9976815000.0,2692465000.0,3134381000.0,9976815000.0,9976815000.0,19608004000.0,29740387000.0,27047922000.0,16473623000.0,-300467000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2015.0,Q3,,2015-09-30,2015-11-06 14:37:01+00:00,768551000.0,1125984000.0,-73546000.0,517595000.0,35781000.0,,7929976000.0,12247000.0,169272000.0,,,3519401000.0,,8757498000.0,476778000.0,302225000.0,,,4612828000.0,1498346000.0,,771749000.0,1804987000.0,,23682159000.0,1238068000.0,,155568000.0,2747977000.0,228883000.0,119702000.0,30046026000.0,10294430000.0,2367688000.0,2971693000.0,10294430000.0,10294430000.0,19596028000.0,30046026000.0,27678338000.0,16624335000.0,-309977000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2015.0,Q2,,2015-06-30,2015-08-05 15:46:20+00:00,598716000.0,1108733000.0,-72033000.0,510807000.0,36469000.0,,7922578000.0,117792000.0,203375000.0,,,3519401000.0,,8689647000.0,497919000.0,289561000.0,,,4606159000.0,1636769000.0,,772544000.0,1758011000.0,,23412690000.0,1256951000.0,,155568000.0,2644485000.0,278883000.0,124830000.0,29879939000.0,10185053000.0,2449929000.0,2838985000.0,10185053000.0,10185053000.0,19539318000.0,29879939000.0,27430010000.0,16700333000.0,-309977000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2015.0,Q1,,2015-03-31,2015-05-06 15:30:56+00:00,1868099000.0,2559128000.0,-83128000.0,939742000.0,112936000.0,,29302286000.0,212541000.0,388694000.0,0.0,,3519401000.0,,14729449000.0,543092000.0,530876000.0,33716222000.0,-35353390000.0,8804510000.0,2214394000.0,0.0,1744083000.0,2644550000.0,0.0,9135947000.0,19398320000.0,0.0,314768000.0,5838113000.0,804883000.0,33183000.0,52107409000.0,35353390000.0,5192747000.0,5706226000.0,35353390000.0,0.0,51792641000.0,52107409000.0,13198440000.0,46086415000.0,296119000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2016.0,FY,,2016-12-31,2018-02-23 17:34:18+00:00,884521000.0,1015791000.0,-65282000.0,702255000.0,30251000.0,0.0,7919616000.0,,,,,3519401000.0,,8829354000.0,544642000.0,328721000.0,,,5607207000.0,1141514000.0,,1102909000.0,1980214000.0,,25511448000.0,1266936000.0,,155568000.0,3175171000.0,773883000.0,,32053200000.0,10711734000.0,2477672000.0,3638605000.0,10711734000.0,10711734000.0,21185871000.0,32053173000.0,29575491000.0,17547266000.0,-317771000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2016.0,Q3,,2016-09-30,2016-11-04 14:23:24+00:00,166845000.0,187749000.0,,550162000.0,40056000.0,,,4527000.0,,,,3519401000.0,,9235128000.0,525809000.0,311051000.0,,,,1116240000.0,,752400000.0,1421795000.0,,24277822000.0,427382000.0,,155600000.0,,373883000.0,,29618815000.0,-309977000.0,1295783000.0,1962523000.0,-309977000.0,-309977000.0,13291435000.0,13137058000.0,28323032000.0,11328912000.0,-309977000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2016.0,Q2,,2016-06-30,2016-08-05 11:46:57+00:00,765509000.0,1010164000.0,-65364000.0,527678000.0,38726000.0,,7921906000.0,103926000.0,,,,3519401000.0,,9435924000.0,518750000.0,292547000.0,,,5398926000.0,1294548000.0,,969921000.0,1359377000.0,,24429228000.0,1256842000.0,,155568000.0,2962843000.0,178883000.0,,30882663000.0,10509408000.0,2415284000.0,2303769000.0,10509408000.0,10509408000.0,20217687000.0,30882663000.0,28467379000.0,17913918000.0,-309977000.0
Eversource Energy,ES,SJ7XXD41SQU3ZNWUJ746,72741,2016.0,Q1,,2016-03-31,2016-05-06 11:52:20+00:00,782418000.0,1083061000.0,-65175000.0,526452000.0,50966000.0,,7913300000.0,44171000.0,,,,3519401000.0,,9144687000.0,502948000.0,359225000.0,,,5284255000.0,1355422000.0,,1053124000.0,1432613000.0,,24099579000.0,1213678000.0,,155568000.0,2900351000.0,378883000.0,,30712475000.0,10438499000.0,2590547000.0,2593914000.0,10438499000.0,10438499000.0,20118408000.0,30712475000.0,28121928000.0,17524494000.0,-309977000.0
