company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:07:18+00:00,-1729000000.0,30600000.0,282600000.0,201300000.0,483300000.0,430200000.0,1500000.0,-257300000.0,,4300300000.0,1224400000.0,-1545900000.0,463500000.0,1224400000.0,-1545900000.0,463500000.0,143500000.0,561100000.0,561100000.0,-354200000.0,105200000.0,,,-38700000.0,-343300000.0,-3062100000.0,-80300000.0,,96200000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,Q4,2008-10-01,2008-12-31,,-28200000.0,800000.0,4500000.0,34100000.0,94900000.0,,-6200000.0,-3400000.0,14800000.0,1363800000.0,-128400000.0,-80700000.0,197700000.0,-128400000.0,-80700000.0,197700000.0,-17600000.0,30000000.0,30000000.0,75400000.0,400000.0,,,-9500000.0,-51600000.0,-1498000000.0,100000.0,,-900000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:22:40+00:00,-45600000.0,16800000.0,57400000.0,197500000.0,439400000.0,,-19300000.0,-210000000.0,14800000.0,5160000000.0,-438400000.0,-273100000.0,596400000.0,-438400000.0,-273100000.0,596400000.0,-134400000.0,219500000.0,219500000.0,130700000.0,-1600000.0,-4700000.0,,-38200000.0,-255400000.0,-5337300000.0,-236100000.0,,32600000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,Q3,2008-07-01,2008-09-30,,,13100000.0,6400000.0,39200000.0,100000000.0,,-14200000.0,-16300000.0,,1096600000.0,-62000000.0,-48200000.0,155900000.0,-62000000.0,-48200000.0,155900000.0,31500000.0,46400000.0,46400000.0,12700000.0,-14400000.0,,,-9400000.0,-48200000.0,-1134800000.0,,,
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 15:55:38+00:00,-17400000.0,16000000.0,52900000.0,163400000.0,344500000.0,,-13100000.0,-206600000.0,,3796200000.0,-310000000.0,-192400000.0,398700000.0,-310000000.0,-192400000.0,398700000.0,-116800000.0,189500000.0,189500000.0,55300000.0,-2000000.0,-4700000.0,,-28700000.0,-203800000.0,-3839300000.0,-236200000.0,,33500000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 17:25:00+00:00,-17400000.0,2900000.0,46500000.0,124200000.0,244500000.0,,1100000.0,-190300000.0,,2699600000.0,-248000000.0,-144200000.0,242800000.0,-248000000.0,-144200000.0,242800000.0,-148300000.0,143100000.0,143100000.0,42600000.0,12400000.0,-4700000.0,,-19300000.0,-155600000.0,-2704500000.0,-236200000.0,,33500000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,Q4,2009-10-01,2009-12-31,,3800000.0,5000000.0,2200000.0,62200000.0,155600000.0,455400000.0,9600000.0,-30900000.0,241700000.0,2471800000.0,-385700000.0,392300000.0,209100000.0,-385700000.0,392300000.0,209100000.0,225300000.0,-52800000.0,-52800000.0,132200000.0,11000000.0,,,-16800000.0,-66900000.0,-3093400000.0,,,
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 09:30:48+00:00,,5000000.0,133300000.0,155100000.0,434000000.0,455400000.0,17100000.0,6900000.0,241700000.0,4619000000.0,-770000000.0,248800000.0,714100000.0,-770000000.0,248800000.0,714100000.0,210000000.0,108500000.0,108500000.0,159700000.0,27100000.0,5900000.0,,-47400000.0,-212500000.0,-5610400000.0,0.0,,
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 15:06:44+00:00,-3800000.0,,131100000.0,92900000.0,278400000.0,,7500000.0,37800000.0,,2147200000.0,-384300000.0,-143500000.0,505000000.0,-384300000.0,-143500000.0,505000000.0,-15300000.0,161300000.0,161300000.0,27500000.0,16100000.0,5900000.0,,-30600000.0,-145600000.0,-2517000000.0,,,
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,Q3TTM,2008-10-01,2009-09-30,,-32000000.0,800000.0,135600000.0,127000000.0,373300000.0,,1300000.0,34400000.0,14800000.0,3511000000.0,-512700000.0,-224200000.0,702700000.0,-512700000.0,-224200000.0,702700000.0,-32900000.0,191300000.0,191300000.0,102900000.0,16500000.0,5900000.0,,-40100000.0,-197200000.0,-4015000000.0,100000.0,,-900000.0
