company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2008.0,FY,,2008-12-31,2010-02-26 10:07:18+00:00,386200000.0,669300000.0,-102300000.0,220900000.0,2961800000.0,182900000.0,77400000.0,4194000000.0,1541300000.0,2409000000.0,272600000.0,164200000.0,86700000.0,332700000.0,5500000.0,83500000.0,141900000.0,,,320800000.0,158500000.0,115100000.0,,1076100000.0,105500000.0,7500400000.0,3532800000.0,1166200000.0,816500000.0,3532800000.0,3697000000.0,3803400000.0,7500400000.0,6061600000.0,2986900000.0,,-402800000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,FY,,2009-12-31,2011-02-25 14:22:40+00:00,523200000.0,828300000.0,82200000.0,430900000.0,7348900000.0,279500000.0,80900000.0,8232900000.0,3329500000.0,3016600000.0,375900000.0,209700000.0,104800000.0,915900000.0,,113300000.0,195300000.0,71500000.0,0.0,393200000.0,207000000.0,141200000.0,,1134600000.0,236700000.0,13997600000.0,8308900000.0,1666100000.0,1234700000.0,8308900000.0,8518600000.0,5479000000.0,13997600000.0,11955600000.0,4244300000.0,0.0,-256800000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,Q3,,2009-09-30,2009-11-05 15:55:38+00:00,362200000.0,599500000.0,44600000.0,205600000.0,2911100000.0,167800000.0,78400000.0,4205700000.0,1567000000.0,1947900000.0,263300000.0,177800000.0,92300000.0,354000000.0,0.0,84600000.0,160100000.0,,,337200000.0,118500000.0,89200000.0,,1207100000.0,195800000.0,7430500000.0,3854100000.0,1057300000.0,885900000.0,3854100000.0,4031900000.0,3398600000.0,7430500000.0,6109900000.0,2512700000.0,0.0,-308700000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2009.0,Q2,,2009-06-30,2009-08-05 17:25:00+00:00,458100000.0,610700000.0,-15700000.0,227900000.0,2966600000.0,184100000.0,80500000.0,4200200000.0,1545900000.0,2134000000.0,271400000.0,171400000.0,89100000.0,331200000.0,5100000.0,76900000.0,81600000.0,,,322300000.0,115300000.0,98900000.0,,1149200000.0,158100000.0,7439800000.0,3716900000.0,1094900000.0,881900000.0,3716900000.0,3888300000.0,3551500000.0,7439800000.0,6073500000.0,2669600000.0,0.0,-383200000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2010.0,FY,,2010-12-31,2012-02-24 09:30:48+00:00,591800000.0,928300000.0,87900000.0,338000000.0,7203500000.0,268600000.0,58100000.0,8550000000.0,3111900000.0,4935200000.0,390000000.0,158400000.0,86300000.0,859300000.0,,193200000.0,140600000.0,17400000.0,42500000.0,451400000.0,433500000.0,138000000.0,,1471200000.0,256900000.0,14176300000.0,6403200000.0,1673000000.0,1300400000.0,6403200000.0,6561600000.0,7614700000.0,14176300000.0,12113300000.0,6314300000.0,0.0,-2359400000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2010.0,Q3,,2010-09-30,2010-11-05 15:06:44+00:00,481100000.0,791400000.0,70200000.0,389400000.0,7197900000.0,248400000.0,75100000.0,8222500000.0,3016800000.0,4828800000.0,371900000.0,160200000.0,92900000.0,800200000.0,,88800000.0,161200000.0,15000000.0,28800000.0,461000000.0,225900000.0,123800000.0,,1375800000.0,267500000.0,13555700000.0,6260700000.0,1483500000.0,1187000000.0,6260700000.0,6420900000.0,7134800000.0,13555700000.0,11700300000.0,5947800000.0,0.0,-2383200000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2010.0,Q2,,2010-06-30,2010-08-04 12:07:23+00:00,480900000.0,794100000.0,16100000.0,502000000.0,7246000000.0,279200000.0,71900000.0,8207000000.0,3201300000.0,2697200000.0,368300000.0,202400000.0,89200000.0,856400000.0,,105400000.0,188400000.0,0.0,,371500000.0,232800000.0,144800000.0,,1280400000.0,263700000.0,13766300000.0,8476100000.0,1618200000.0,1212200000.0,8476100000.0,8678500000.0,5087800000.0,13766300000.0,11779800000.0,3875600000.0,0.0,-66400000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2010.0,Q1,,2010-03-31,2010-05-05 14:48:49+00:00,541400000.0,801200000.0,54200000.0,463900000.0,7328200000.0,299400000.0,58300000.0,8221000000.0,3283700000.0,2815600000.0,368900000.0,204800000.0,91400000.0,875900000.0,,120700000.0,181000000.0,0.0,,367200000.0,234900000.0,149100000.0,,1209500000.0,236900000.0,13834000000.0,8352700000.0,1593200000.0,1258700000.0,8352700000.0,8557500000.0,5276500000.0,13834000000.0,11871900000.0,4017800000.0,0.0,-239200000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2011.0,FY,,2011-12-31,2013-02-26 16:32:09+00:00,642900000.0,945400000.0,36300000.0,415500000.0,7228500000.0,276500000.0,74000000.0,8542800000.0,2784800000.0,4550600000.0,414500000.0,148200000.0,55900000.0,884100000.0,,122000000.0,177700000.0,,,457100000.0,375100000.0,117100000.0,,1880400000.0,259200000.0,13873200000.0,6503000000.0,1674000000.0,1356300000.0,6503000000.0,6651200000.0,7222000000.0,13873200000.0,11784700000.0,5865700000.0,0.0,-2642200000.0
Fidelity National Information Services Inc,FIS,6WQI0GK1PRFVBA061U48,1136893,2011.0,Q3,,2011-09-30,2011-11-04 12:04:38+00:00,561800000.0,897800000.0,39800000.0,386800000.0,7214200000.0,256600000.0,73500000.0,8562200000.0,2872000000.0,4327700000.0,410700000.0,151900000.0,60700000.0,845400000.0,,109000000.0,159200000.0,0.0,0.0,436400000.0,384900000.0,137100000.0,,1778400000.0,538300000.0,13885500000.0,6599000000.0,1604200000.0,1515900000.0,6599000000.0,6750900000.0,7134600000.0,13885500000.0,11870600000.0,5618700000.0,0.0,-2433400000.0
