company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2008.0,FY,2007-04-01,2008-03-31,2010-06-01 20:11:19+00:00,,1.43,1.43,1.205,1.4,52663000.0,296793000.0,296793000.0,,296793000.0,,410799000.0,1035737000.0,,2435000.0,26763000.0,120864000.0,175646000.0,410799000.0,624938000.0,9495000.0,54851000.0,323273000.0,301665000.0,47791000.0,349456000.0,1035737000.0,207500000.0,207220000.0,212048000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,FY,2008-04-01,2009-03-31,2011-06-21 13:04:48+00:00,,1.34,1.34,1.3459999999999999,1.31,-13508000.0,245587000.0,245587000.0,0.0,245587000.0,,386793000.0,903297000.0,,-4354000.0,6434000.0,115524000.0,161218000.0,386793000.0,516504000.0,29440000.0,32545000.0,283176000.0,233328000.0,-1249000.0,232079000.0,903297000.0,183300000.0,183158000.0,186788000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q3,2008-10-01,2008-12-31,2010-02-09 14:36:34+00:00,,0.4,0.4,0.33899999999999997,0.39,-51946000.0,72356000.0,72356000.0,,72356000.0,,87379000.0,192166000.0,,-20378000.0,500000.0,26973000.0,36840000.0,87379000.0,104787000.0,7096000.0,7410000.0,64313000.0,40474000.0,-20064000.0,20410000.0,192166000.0,180900000.0,181963000.0,183999000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q2,2008-07-01,2008-09-30,2009-11-06 12:50:13+00:00,,0.41,0.41,0.33799999999999997,0.4,16414000.0,75720000.0,75720000.0,,75720000.0,,105553000.0,269706000.0,,1671000.0,0.0,31343000.0,45629000.0,105553000.0,164153000.0,6870000.0,10152000.0,76972000.0,87181000.0,4953000.0,92134000.0,269706000.0,184700000.0,183615000.0,187936000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q4,2010-01-01,2010-03-31,,,0.41,0.41,0.34,0.4,8248000.0,75749000.0,75749000.0,,75749000.0,,109549000.0,278020000.0,,750000.0,,33287000.0,46697000.0,109549000.0,168471000.0,7838000.0,2598000.0,79984000.0,88487000.0,-4490000.0,83997000.0,278020000.0,183900000.0,183642000.0,187339000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,FY,2009-04-01,2010-03-31,2012-05-30 13:24:31+00:00,,1.18,1.18,1.359,1.16,20808000.0,217005000.0,217005000.0,0.0,217005000.0,,413487000.0,947729000.0,,8679000.0,1238000.0,120823000.0,167222000.0,413487000.0,534242000.0,31150000.0,15325000.0,289283000.0,244959000.0,-7146000.0,237813000.0,947729000.0,183900000.0,183642000.0,187339000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q3,2009-10-01,2009-12-31,2010-02-09 14:36:34+00:00,,0.38,0.38,0.34,0.37,476000.0,69403000.0,69403000.0,,69403000.0,,104103000.0,250099000.0,,128000.0,0.0,30332000.0,43096000.0,104103000.0,145996000.0,7763000.0,4946000.0,73428000.0,72568000.0,-2689000.0,69879000.0,250099000.0,182600000.0,183856000.0,187861000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q3YTD,2009-04-01,2009-12-31,,,0.77,0.77,1.02,0.76,12560000.0,141256000.0,141256000.0,,141256000.0,,303938000.0,669709000.0,,7929000.0,1238000.0,87536000.0,120525000.0,303938000.0,365771000.0,23312000.0,12727000.0,209299000.0,156472000.0,-2656000.0,153816000.0,669709000.0,182600000.0,183856000.0,187861000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q2,2009-07-01,2009-09-30,2009-11-06 12:50:13+00:00,,0.24,0.24,0.33899999999999997,0.24,6797000.0,44485000.0,44485000.0,,44485000.0,,103321000.0,226661000.0,,2107000.0,0.0,29568000.0,41046000.0,103321000.0,123340000.0,8030000.0,4479000.0,70614000.0,52726000.0,-1444000.0,51282000.0,226661000.0,185400000.0,183190000.0,186922000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q2YTD,2009-04-01,2009-09-30,,,0.39,0.39,0.68,0.39,12084000.0,71853000.0,71853000.0,,71853000.0,,199835000.0,419610000.0,,7801000.0,1238000.0,57204000.0,77429000.0,199835000.0,219775000.0,15549000.0,7781000.0,135871000.0,83904000.0,33000.0,83937000.0,419610000.0,185400000.0,183190000.0,186922000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q1,2009-04-01,2009-06-30,2010-08-09 13:52:05+00:00,,0.15,0.15,0.33899999999999997,0.15,5287000.0,27368000.0,27368000.0,0.0,27368000.0,,96514000.0,192949000.0,,5694000.0,1238000.0,27636000.0,36383000.0,96514000.0,96435000.0,7519000.0,3302000.0,65257000.0,31178000.0,1477000.0,32655000.0,192949000.0,182500000.0,182856000.0,185526000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q4,2011-01-01,2011-03-31,,12412000.0,0.67,0.67,,0.63,-10251000.0,125528000.0,132874000.0,-7346000.0,125528000.0,,175903000.0,416309000.0,,130000.0,186000.0,46032000.0,54821000.0,175903000.0,240406000.0,8065000.0,3603000.0,113451000.0,126955000.0,-4332000.0,122623000.0,416309000.0,187000000.0,187066000.0,194715000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,FY,2010-04-01,2011-03-31,2013-05-30 14:55:45+00:00,12412000.0,2.24,2.24,1.374,2.15,31531000.0,418950000.0,429167000.0,-10217000.0,418950000.0,,605954000.0,1487205000.0,,1877000.0,1865000.0,170607000.0,222184000.0,605954000.0,881251000.0,31521000.0,16159000.0,407068000.0,474183000.0,-13485000.0,460698000.0,1487205000.0,187000000.0,187066000.0,194715000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q3,2010-10-01,2010-12-31,2011-02-08 14:38:55+00:00,,0.54,0.54,0.6890000000000001,0.51,12461000.0,100776000.0,101930000.0,-1154000.0,100776000.0,,151427000.0,367824000.0,,375000.0,646000.0,42198000.0,56100000.0,151427000.0,216397000.0,7672000.0,4235000.0,98944000.0,117453000.0,-3062000.0,114391000.0,367824000.0,186600000.0,187488000.0,196255000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q3YTD,2010-04-01,2010-12-31,,,1.57,1.57,1.37,1.52,41782000.0,293422000.0,296293000.0,-2871000.0,293422000.0,,430051000.0,1070896000.0,,1747000.0,1679000.0,124575000.0,167363000.0,430051000.0,640845000.0,23456000.0,12556000.0,293617000.0,347228000.0,-9153000.0,338075000.0,1070896000.0,186600000.0,187488000.0,196255000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q3TTM,2010-01-01,2010-12-31,,,1.98,1.98,1.72,1.92,50030000.0,369171000.0,372042000.0,-2871000.0,369171000.0,,539600000.0,1348916000.0,,2497000.0,1679000.0,157862000.0,214060000.0,539600000.0,809316000.0,31294000.0,15154000.0,373601000.0,435715000.0,-13643000.0,422072000.0,1348916000.0,186600000.0,187488000.0,196255000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q2,2010-07-01,2010-09-30,2010-11-08 14:53:41+00:00,,0.55,0.55,0.34299999999999997,0.54,16250000.0,103080000.0,104748000.0,-1668000.0,103080000.0,,157266000.0,382271000.0,,1873000.0,558000.0,43720000.0,57584000.0,157266000.0,225005000.0,8045000.0,4027000.0,101862000.0,123143000.0,-2145000.0,120998000.0,382271000.0,187400000.0,186303000.0,190704000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q2YTD,2010-04-01,2010-09-30,,,1.03,1.03,0.69,1.01,29321000.0,192646000.0,194363000.0,-1717000.0,192646000.0,,278624000.0,703072000.0,,1372000.0,1033000.0,82377000.0,111263000.0,278624000.0,424448000.0,15784000.0,8321000.0,194673000.0,229775000.0,-6091000.0,223684000.0,703072000.0,187400000.0,186303000.0,190704000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q2TTM,2009-10-01,2010-09-30,,,1.82,1.82,1.37,1.78,38045000.0,337798000.0,339515000.0,-1717000.0,337798000.0,,492276000.0,1231191000.0,,2250000.0,1033000.0,145996000.0,201056000.0,492276000.0,738915000.0,31385000.0,15865000.0,348085000.0,390830000.0,-13270000.0,377560000.0,1231191000.0,187400000.0,186303000.0,190704000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q1,2010-04-01,2010-06-30,2010-08-09 13:52:05+00:00,,0.48,0.48,0.342,0.47,13071000.0,89566000.0,89615000.0,-49000.0,89566000.0,,121358000.0,320801000.0,,-501000.0,475000.0,38657000.0,53679000.0,121358000.0,199443000.0,7739000.0,4294000.0,92811000.0,106632000.0,-3946000.0,102686000.0,320801000.0,186600000.0,185540000.0,190072000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q1TTM,2009-07-01,2010-06-30,,,1.51,1.51,1.36,1.48,28592000.0,279203000.0,279252000.0,-49000.0,279203000.0,,438331000.0,1075581000.0,,2484000.0,475000.0,131844000.0,184518000.0,438331000.0,637250000.0,31370000.0,16317000.0,316837000.0,320413000.0,-12569000.0,307844000.0,1075581000.0,186600000.0,185540000.0,190072000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2012.0,Q4,2012-01-01,2012-03-31,,5582000.0,0.42,0.42,0.35,0.38,11286000.0,80636000.0,80636000.0,,80636000.0,,141556000.0,338911000.0,,910000.0,1497000.0,47713000.0,48654000.0,141556000.0,197355000.0,8346000.0,5449000.0,103446000.0,93909000.0,-1987000.0,91922000.0,338911000.0,191300000.0,191283000.0,203519000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2012.0,FY,2011-04-01,2012-03-31,2013-05-30 14:55:45+00:00,10963000.0,1.76,1.76,1.39,1.65,42990000.0,336705000.0,336705000.0,0.0,336705000.0,,583882000.0,1383176000.0,,-352000.0,837000.0,182650000.0,208328000.0,583882000.0,799294000.0,34266000.0,17797000.0,402778000.0,396516000.0,-16821000.0,379695000.0,1383176000.0,191300000.0,191283000.0,203519000.0
