company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2008.0,FY,2007-04-01,2008-03-31,2010-06-01 20:11:19+00:00,,68000.0,,,100076000.0,,,662000.0,59112000.0,1127000000.0,-182703000.0,55655000.0,447307000.0,,-182703000.0,55655000.0,447307000.0,320259000.0,296793000.0,296793000.0,49708000.0,21184000.0,,-251959000.0,-1857964000.0,-74839000.0,,-1138040000.0,1959210000.0,29248000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q4,2009-01-01,2009-03-31,,,4811000.0,,,23836000.0,,,-8413000.0,7079000.0,,-58398000.0,69448000.0,44085000.0,,-58398000.0,69448000.0,44085000.0,55135000.0,21964000.0,21964000.0,1887000.0,-3655000.0,,-61822000.0,-1728035000.0,-17126000.0,,,1814599000.0,10000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,FY,2008-04-01,2009-03-31,2011-06-21 13:04:48+00:00,0.0,5386000.0,,,96046000.0,,,-1191000.0,33555000.0,,-330233000.0,-19827000.0,308653000.0,,-330233000.0,-19827000.0,308653000.0,-41407000.0,245587000.0,245587000.0,-37175000.0,6798000.0,,-246657000.0,-2479175000.0,-123970000.0,,-123929000.0,2583152000.0,166000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q3,2008-10-01,2008-12-31,,,192000.0,,,24029000.0,,,-62354000.0,1010000.0,,-58782000.0,141157000.0,-2919000.0,,-58782000.0,141157000.0,-2919000.0,79456000.0,72356000.0,72356000.0,-37142000.0,1898000.0,,-61690000.0,-406148000.0,-38232000.0,,,585525000.0,12000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q3YTD,2008-04-01,2008-12-31,2010-02-09 14:36:34+00:00,,575000.0,,,72210000.0,,,7222000.0,26476000.0,,-271835000.0,-89275000.0,264568000.0,,-271835000.0,-89275000.0,264568000.0,-96542000.0,223623000.0,223623000.0,-39062000.0,10453000.0,,-184835000.0,-751140000.0,-106844000.0,,-123929000.0,768553000.0,156000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2009.0,Q2YTD,2008-04-01,2008-09-30,2009-11-06 12:50:13+00:00,,383000.0,,,48181000.0,,,69576000.0,25466000.0,,-213053000.0,-230432000.0,267487000.0,,-213053000.0,-230432000.0,267487000.0,-175998000.0,151267000.0,151267000.0,-1920000.0,8555000.0,,-123145000.0,-344992000.0,-68612000.0,,-123929000.0,183028000.0,144000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q4,2010-01-01,2010-03-31,,,6171000.0,,,22322000.0,,,-6104000.0,17900000.0,,-45018000.0,67829000.0,108028000.0,,-45018000.0,67829000.0,108028000.0,130839000.0,75749000.0,75749000.0,9890000.0,44000.0,,-62962000.0,-322500000.0,-28652000.0,,,418981000.0,
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,FY,2009-04-01,2010-03-31,2012-05-30 13:24:31+00:00,0.0,6473000.0,,,90057000.0,,,18395000.0,36478000.0,,-210984000.0,-195262000.0,452047000.0,,-210984000.0,-195262000.0,452047000.0,45801000.0,217005000.0,217005000.0,120117000.0,2094000.0,,-249556000.0,-1634446000.0,-63043000.0,,,1502127000.0,100000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q3YTD,2009-04-01,2009-12-31,2010-02-09 14:36:34+00:00,,302000.0,,,67735000.0,,,24499000.0,18578000.0,,-165966000.0,-263091000.0,344019000.0,,-165966000.0,-263091000.0,344019000.0,-85038000.0,141256000.0,141256000.0,110227000.0,2050000.0,,-186594000.0,-1311946000.0,-34391000.0,,0.0,1083146000.0,100000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q3TTM,2009-01-01,2009-12-31,,,5113000.0,,,91571000.0,,,16086000.0,25657000.0,,-224364000.0,-193643000.0,388104000.0,,-224364000.0,-193643000.0,388104000.0,-29903000.0,163220000.0,163220000.0,112114000.0,-1605000.0,,-248416000.0,-3039981000.0,-51517000.0,,,2897745000.0,110000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q3,2009-10-01,2009-12-31,,,55000.0,,,22437000.0,,,-265000.0,9603000.0,,-51576000.0,-229105000.0,100927000.0,,-51576000.0,-229105000.0,100927000.0,-179754000.0,69403000.0,69403000.0,9297000.0,1341000.0,,-62520000.0,-760552000.0,-19765000.0,,,551112000.0,100000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q2YTD,2009-04-01,2009-09-30,2009-11-06 12:50:13+00:00,,247000.0,,,45298000.0,,,24764000.0,8975000.0,,-114390000.0,-33986000.0,243092000.0,,-114390000.0,-33986000.0,243092000.0,94716000.0,71853000.0,71853000.0,100930000.0,709000.0,,-124074000.0,-551394000.0,-14626000.0,,0.0,532034000.0,0.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q2TTM,2008-10-01,2009-09-30,,,5250000.0,,,93163000.0,,,-46003000.0,17064000.0,,-231570000.0,176619000.0,284258000.0,,-231570000.0,176619000.0,284258000.0,229307000.0,166173000.0,166173000.0,65675000.0,-1048000.0,,-247586000.0,-2685577000.0,-69984000.0,,,2932158000.0,22000.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q2,2009-07-01,2009-09-30,,,-1315000.0,,,22639000.0,,,22518000.0,8431000.0,,-52943000.0,-111016000.0,128025000.0,,-52943000.0,-111016000.0,128025000.0,-35934000.0,44485000.0,44485000.0,39698000.0,709000.0,,-62083000.0,-418115000.0,-9968000.0,,,317067000.0,
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2010.0,Q1,2009-04-01,2009-06-30,2010-08-09 13:52:05+00:00,0.0,1562000.0,,,22659000.0,,,2246000.0,544000.0,,-61447000.0,77030000.0,115067000.0,0.0,-61447000.0,77030000.0,115067000.0,130650000.0,27368000.0,27368000.0,61232000.0,,,-61991000.0,-133279000.0,-4658000.0,,,214967000.0,0.0
Microchip Technology Inc,MCHP,5493007PTFULNYZJ1R12,827054,2011.0,Q4,2011-01-01,2011-03-31,,-13020000.0,1800000.0,,,26459000.0,,,-13279000.0,20593000.0,,21204000.0,29567000.0,152537000.0,,21204000.0,29567000.0,152537000.0,203308000.0,125528000.0,125528000.0,11467000.0,614000.0,,-3000.0,-148749000.0,-26064000.0,,,216291000.0,1109000.0
