company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2008.0,FY,,2008-12-31,2010-02-26 16:18:38+00:00,249854000.0,429970000.0,40090000.0,-4245000.0,2019084000.0,,8811502000.0,459749000.0,145230000.0,33047000.0,160471000.0,3658602000.0,,28861000.0,,144857000.0,436433000.0,0.0,130514000.0,71079000.0,78164000.0,113399000.0,,,31303000.0,20648000.0,49026000.0,-2905852000.0,,172896000.0,7187341000.0,5901405000.0,2816206000.0,1056610000.0,5901405000.0,5901405000.0,1285936000.0,7187341000.0,3934702000.0,229326000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,FY,,2009-12-31,2011-02-25 15:42:47+00:00,242591000.0,458652000.0,38199000.0,-1433000.0,1604723000.0,,9060094000.0,571652000.0,196318000.0,34936000.0,176551000.0,3658602000.0,,13834000.0,,537237000.0,455651000.0,2629000.0,181937000.0,10555000.0,170245000.0,311856000.0,,,35425000.0,37531000.0,48744000.0,-3236525000.0,,570522000.0,7590263000.0,5822136000.0,2878959000.0,1375785000.0,5822136000.0,5824765000.0,1765498000.0,7590263000.0,4255653000.0,389713000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q3,,2009-09-30,2009-11-06 15:20:10+00:00,243585000.0,373241000.0,37255000.0,3461000.0,1618590000.0,,9006356000.0,480832000.0,160230000.0,61145000.0,139598000.0,3658602000.0,,15895000.0,,586043000.0,449814000.0,,162363000.0,14083000.0,173343000.0,120854000.0,,,36239000.0,38050000.0,52724000.0,-3052395000.0,,448986000.0,7414447000.0,5957422000.0,2653771000.0,1083269000.0,5957422000.0,5957422000.0,1457025000.0,7414447000.0,4310862000.0,373756000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q2,,2009-06-30,2009-08-07 16:40:16+00:00,236529000.0,429130000.0,35771000.0,-521000.0,1554151000.0,,8881813000.0,495966000.0,138326000.0,35672000.0,149697000.0,3658602000.0,,18594000.0,,465202000.0,448296000.0,,152622000.0,8695000.0,161050000.0,108210000.0,,,31224000.0,33416000.0,49587000.0,-3064463000.0,,423955000.0,7225762000.0,5816829000.0,2595149000.0,1061845000.0,5816829000.0,5816829000.0,1408933000.0,7225762000.0,4182317000.0,347088000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2010.0,FY,,2010-12-31,2012-02-24 17:30:07+00:00,292270000.0,596622000.0,,-1251000.0,1811887000.0,0.0,9717788000.0,660264000.0,161535000.0,25000000.0,256746000.0,3927807000.0,,121803000.0,0.0,654524000.0,493881000.0,600000.0,327988000.0,,,237696000.0,,,55466000.0,59087000.0,169812000.0,-3108337000.0,,474514000.0,8467851000.0,6608200000.0,3214370000.0,1471976000.0,6608200000.0,6608800000.0,1859051000.0,8467851000.0,4759600000.0,387075000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2010.0,Q3,,2010-09-30,2010-11-05 14:43:02+00:00,251431000.0,473953000.0,36360000.0,4427000.0,1460914000.0,,9449558000.0,594437000.0,181955000.0,29762000.0,184941000.0,3759631000.0,,47629000.0,,678116000.0,484802000.0,750000.0,190701000.0,0.0,98198000.0,143836000.0,,,53908000.0,44332000.0,111466000.0,-3137836000.0,,638523000.0,7890897000.0,6316149000.0,2866811000.0,1240767000.0,6316149000.0,6316899000.0,1573998000.0,7890897000.0,4539284000.0,333231000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2010.0,Q2,,2010-06-30,2010-08-06 17:05:24+00:00,243228000.0,391545000.0,38280000.0,-10667000.0,1660086000.0,,9363249000.0,544578000.0,224792000.0,53577000.0,206528000.0,3711726000.0,,23360000.0,,586256000.0,466172000.0,956000.0,223217000.0,8205000.0,94950000.0,134828000.0,,,49302000.0,33336000.0,59568000.0,-3181733000.0,,563315000.0,7744327000.0,6170849000.0,2899306000.0,1221019000.0,6170849000.0,6171805000.0,1572522000.0,7744327000.0,4378849000.0,351503000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2010.0,Q1,,2010-03-31,2010-05-05 16:21:15+00:00,230330000.0,402934000.0,37828000.0,-4466000.0,1723949000.0,,9267589000.0,619968000.0,209560000.0,60903000.0,156704000.0,3658602000.0,,12672000.0,,505841000.0,457957000.0,2124000.0,169920000.0,9784000.0,92576000.0,149419000.0,,,36899000.0,39764000.0,67858000.0,-3143924000.0,,592679000.0,7678735000.0,6119199000.0,2996980000.0,1255152000.0,6119199000.0,6121323000.0,1557412000.0,7678735000.0,4223798000.0,302260000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2011.0,FY,,2011-12-31,2013-02-26 17:25:49+00:00,324900000.0,577400000.0,28300000.0,-17600000.0,2910400000.0,0.0,10079200000.0,712600000.0,154300000.0,12500000.0,223000000.0,3928100000.0,,123100000.0,999000000.0,819000000.0,598600000.0,500000.0,254400000.0,,108500000.0,165400000.0,,,75300000.0,65500000.0,156300000.0,-2972400000.0,,641300000.0,9983800000.0,7089200000.0,4439700000.0,1466700000.0,7089200000.0,7089700000.0,2894100000.0,9983800000.0,4945500000.0,1427400000.0,0.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2011.0,Q3,,2011-09-30,2011-11-04 16:37:01+00:00,262594000.0,444000000.0,38946000.0,-5468000.0,2722449000.0,0.0,10011741000.0,668824000.0,167549000.0,36742000.0,192621000.0,3928525000.0,,130034000.0,998997000.0,866003000.0,576415000.0,476000.0,328610000.0,,,166953000.0,,,74525000.0,74621000.0,165196000.0,-3068565000.0,,632396000.0,9707092000.0,6937708000.0,4131590000.0,1366680000.0,6937708000.0,6938184000.0,2768908000.0,9707092000.0,4999087000.0,1402228000.0,0.0
