company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:18:38+00:00,85896000.0,0.67,0.67,,0.62,,149753000.0,666688000.0,360830000.0,360830000.0,360830000.0,0.0,927638000.0,2836088000.0,,,-5278000.0,622961000.0,691000.0,130430000.0,927638000.0,1908450000.0,103521000.0,1501388000.0,407062000.0,103521000.0,510583000.0,2836088000.0,538600000.0,537767000.0,579145000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:42:47+00:00,43508000.0,0.96,0.96,,0.93,,217142000.0,812013000.0,511749000.0,511749000.0,511749000.0,0.0,1136893000.0,3572376000.0,,,9000000.0,731151000.0,0.0,144837000.0,1136893000.0,2435483000.0,33917000.0,1740509000.0,694974000.0,33917000.0,728891000.0,3572376000.0,533100000.0,530337000.0,551433000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:20:10+00:00,5190000.0,0.27,0.27,,0.27,,63188000.0,200600000.0,148508000.0,148508000.0,148508000.0,,307579000.0,946962000.0,,,,194014000.0,0.0,37623000.0,307579000.0,639383000.0,9740000.0,437427000.0,201956000.0,9740000.0,211696000.0,946962000.0,550000000.0,540983000.0,554350000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:40:16+00:00,7999000.0,0.23,0.23,,0.22,,51728000.0,190338000.0,120410000.0,120410000.0,120410000.0,,289281000.0,879034000.0,,,,186357000.0,0.0,44609000.0,289281000.0,589753000.0,11688000.0,429303000.0,160450000.0,11688000.0,172138000.0,879034000.0,523500000.0,528963000.0,559328000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q4,2009-10-01,2009-12-31,,1157000.0,0.04,0.04,,0.04,,-17185000.0,211288000.0,21133000.0,21133000.0,22904000.0,-1771000.0,310208000.0,941454000.0,1366000.0,,182331000.0,187210000.0,3212000.0,40196000.0,310208000.0,631246000.0,-3270000.0,625394000.0,5852000.0,-1904000.0,3948000.0,941454000.0,531800000.0,523603000.0,534015000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 17:30:07+00:00,10416000.0,0.22,0.22,,0.22,,196833000.0,759131000.0,115228000.0,115228000.0,116999000.0,-1771000.0,1132709000.0,3315912000.0,1366000.0,,182331000.0,741708000.0,19463000.0,159459000.0,1132709000.0,2183203000.0,,1872508000.0,310695000.0,1366000.0,312061000.0,3315912000.0,531800000.0,523603000.0,534015000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q3YTD,2009-01-01,2009-09-30,,9259000.0,0.18,0.18,,0.18,,214018000.0,547843000.0,94095000.0,94095000.0,94095000.0,,822501000.0,2374458000.0,,,,554498000.0,16251000.0,119263000.0,822501000.0,1551957000.0,3270000.0,1247114000.0,304843000.0,3270000.0,308113000.0,2374458000.0,523700000.0,523878000.0,538132000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 14:43:02+00:00,1330000.0,0.16,0.16,,0.16,,45902000.0,183424000.0,83786000.0,83786000.0,83786000.0,0.0,280629000.0,823912000.0,,,,185204000.0,4493000.0,40877000.0,280629000.0,543283000.0,1733000.0,415328000.0,127955000.0,1733000.0,129688000.0,823912000.0,523700000.0,523878000.0,538132000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q2YTD,2009-01-01,2009-06-30,,7929000.0,0.02,0.02,,0.02,,168116000.0,364419000.0,10309000.0,10309000.0,10309000.0,,541872000.0,1550546000.0,,,,369294000.0,11758000.0,78386000.0,541872000.0,1008674000.0,1537000.0,831786000.0,176888000.0,1537000.0,178425000.0,1550546000.0,492300000.0,523105000.0,532850000.0
Juniper Networks Inc,JNPR,AUHIXNGG7U2U7JEHM527,1043604,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 17:05:24+00:00,3539000.0,0.03,0.03,,0.03,,82194000.0,176555000.0,14769000.0,14769000.0,14769000.0,,279981000.0,786363000.0,,,,183894000.0,7529000.0,39175000.0,279981000.0,506382000.0,1273000.0,410692000.0,95690000.0,1273000.0,96963000.0,786363000.0,492300000.0,523105000.0,532850000.0
