company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otheroperatingexpenses,otherservicechargeincome,preferreddividends,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Morgan Stanley,MS,,895421,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 20:48:02+00:00,7.38,7.38,,7.38,2974000000.0,1025000000.0,9626000000.0,8849000000.0,166000000.0,8171000000.0,7707000000.0,464000000.0,8151000000.0,20000000.0,777000000.0,614000000.0,12452000000.0,,1491000000.0,3757000000.0,,5059000000.0,8849000000.0,9626000000.0,7330000000.0,17234000000.0,10681000000.0,18011000000.0,,1104500000.0,1040887906.0,1041677018.0
Morgan Stanley,MS,,895421,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 17:20:02+00:00,1.02,1.02,,1.02,192000000.0,1288000000.0,9196000000.0,9063000000.0,196000000.0,1159000000.0,694000000.0,465000000.0,1143000000.0,16000000.0,133000000.0,625000000.0,1786000000.0,,1296000000.0,2904000000.0,,3108000000.0,9063000000.0,9196000000.0,5225000000.0,5978000000.0,886000000.0,6111000000.0,,1120600000.0,1041178821.0,1044720912.0
Morgan Stanley,MS,,895421,2009.0,Q4,2009-10-01,2009-12-31,,0.51,0.51,,0.52,96000000.0,1673000000.0,1733000000.0,1179000000.0,152000000.0,770000000.0,755000000.0,15000000.0,617000000.0,153000000.0,554000000.0,823000000.0,1383000000.0,,1238000000.0,3108000000.0,,3654000000.0,1179000000.0,1733000000.0,5867000000.0,6164000000.0,851000000.0,6718000000.0,,-1748100000.0,1185414871.0,1185414871.0
Morgan Stanley,MS,,895421,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:49:37+00:00,-0.77,-0.77,,-0.77,-297000000.0,5020000000.0,7477000000.0,6687000000.0,500000000.0,1406000000.0,1427000000.0,-21000000.0,1346000000.0,60000000.0,790000000.0,2903000000.0,6689000000.0,,4416000000.0,10781000000.0,,14331000000.0,6687000000.0,7477000000.0,22150000000.0,22490000000.0,1130000000.0,23280000000.0,,-1748100000.0,1185414871.0,1185414871.0
Morgan Stanley,MS,,895421,2009.0,Q3YTD,2008-12-01,2009-09-30,,-1.28,-1.28,,-1.29,-393000000.0,3347000000.0,5744000000.0,5508000000.0,348000000.0,636000000.0,672000000.0,-36000000.0,729000000.0,-93000000.0,236000000.0,2080000000.0,5306000000.0,,3178000000.0,7673000000.0,,10677000000.0,5508000000.0,5744000000.0,16283000000.0,16326000000.0,279000000.0,16562000000.0,,1941000000.0,1294298229.0,1300070107.0
Morgan Stanley,MS,,895421,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:24:40+00:00,0.39,0.39,,0.38,521000000.0,1208000000.0,1851000000.0,1354000000.0,118000000.0,793000000.0,972000000.0,-179000000.0,757000000.0,36000000.0,497000000.0,775000000.0,3494000000.0,,1186000000.0,3269000000.0,,4896000000.0,1354000000.0,1851000000.0,6975000000.0,7971000000.0,1493000000.0,8468000000.0,,1941000000.0,1294298229.0,1300070107.0
Morgan Stanley,MS,,895421,2009.0,Q2YTD,2008-12-01,2009-06-30,,-1.67,-1.67,,-1.67,-914000000.0,2139000000.0,3893000000.0,4154000000.0,230000000.0,-157000000.0,-300000000.0,143000000.0,-28000000.0,-129000000.0,-261000000.0,1305000000.0,1812000000.0,,1992000000.0,4404000000.0,,5781000000.0,4154000000.0,3893000000.0,9308000000.0,8355000000.0,-1214000000.0,8094000000.0,,-135500000.0,1138444490.0,1138444490.0
Morgan Stanley,MS,,895421,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 20:53:16+00:00,-1.1,-1.1,,-1.1,-319000000.0,1266000000.0,1648000000.0,1845000000.0,120000000.0,33000000.0,-265000000.0,298000000.0,149000000.0,-116000000.0,-197000000.0,686000000.0,1607000000.0,,1172000000.0,2521000000.0,,3803000000.0,1845000000.0,1648000000.0,5781000000.0,5394000000.0,-584000000.0,5197000000.0,,-135500000.0,1138444490.0,1138444490.0
Morgan Stanley,MS,,895421,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:33:26+00:00,-0.57,-0.57,,-0.57,-595000000.0,873000000.0,2245000000.0,2309000000.0,110000000.0,-190000000.0,-35000000.0,-155000000.0,-177000000.0,-13000000.0,-64000000.0,619000000.0,205000000.0,,820000000.0,1883000000.0,,1978000000.0,2309000000.0,2245000000.0,3527000000.0,2961000000.0,-630000000.0,2897000000.0,,310500000.0,1011741210.0,1011741210.0
Morgan Stanley,MS,,895421,2010.0,Q4,2010-10-01,2010-12-31,,0.44,0.44,-0.2,0.62,90000000.0,1761000000.0,1971000000.0,1685000000.0,150000000.0,1066000000.0,1089000000.0,-23000000.0,836000000.0,-769000000.0,286000000.0,776000000.0,1529000000.0,999000000.0,1431000000.0,3839000000.0,,3879000000.0,1685000000.0,1971000000.0,6236000000.0,7129000000.0,1179000000.0,7415000000.0,,1781400000.0,1361670938.0,1411268971.0
