company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundssold,goodwill,intangibleassets,interestbearingdepositsatotherbanks,loansheldforsale,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Morgan Stanley,MS,,895421,2008.0,FY,,2008-12-31,2010-02-26 15:34:34+00:00,,7258000000.0,-420000000.0,13354000000.0,,471000000.0,122709000000.0,2256000000.0,906000000.0,65316000000.0,,238294000000.0,5095000000.0,703000000.0,51355000000.0,310827000000.0,,110142000000.0,123617000000.0,,24039000000.0,36154000000.0,103900000000.0,676764000000.0,29585000000.0,48753000000.0,49456000000.0,627308000000.0,676764000000.0,19168000000.0,125004000000.0,-6620000000.0
Morgan Stanley,MS,,895421,2009.0,Q3,,2009-09-30,2009-11-06 20:48:02+00:00,,11330000000.0,-299000000.0,6218000000.0,,8456000000.0,146985000000.0,6977000000.0,5679000000.0,22392000000.0,,288306000000.0,6765000000.0,5875000000.0,62415000000.0,309288000000.0,,101155000000.0,110765000000.0,,21753000000.0,34726000000.0,154638000000.0,769503000000.0,36752000000.0,46349000000.0,52224000000.0,717279000000.0,769503000000.0,9597000000.0,232116000000.0,-6131000000.0
Morgan Stanley,MS,,895421,2009.0,Q2,,2009-06-30,2009-08-07 17:20:02+00:00,,11348000000.0,-342000000.0,9184000000.0,0.0,9229000000.0,121799000000.0,6836000000.0,5553000000.0,25822000000.0,,260408000000.0,6548000000.0,4877000000.0,62382000000.0,282986000000.0,,202332000000.0,,,21643000000.0,34245000000.0,100372000000.0,676957000000.0,36989000000.0,46586000000.0,51463000000.0,625494000000.0,676957000000.0,9597000000.0,185238000000.0,-6143000000.0
Morgan Stanley,MS,,895421,2010.0,FY,,2010-12-31,2012-02-27 16:49:37+00:00,,9790000000.0,-467000000.0,26521000000.0,0.0,10072000000.0,148253000000.0,6739000000.0,4667000000.0,40274000000.0,,293120000000.0,6154000000.0,8196000000.0,63812000000.0,326526000000.0,3465000000.0,107893000000.0,123249000000.0,,,38603000000.0,154217000000.0,807698000000.0,47614000000.0,57211000000.0,65407000000.0,742291000000.0,807698000000.0,9597000000.0,238774000000.0,-4059000000.0
Morgan Stanley,MS,,895421,2010.0,Q3,,2010-09-30,2010-11-08 16:24:40+00:00,,9959000000.0,-116000000.0,27209000000.0,,13405000000.0,153952000000.0,6766000000.0,4808000000.0,26179000000.0,,296049000000.0,6032000000.0,8706000000.0,61202000000.0,332182000000.0,,119147000000.0,124185000000.0,,,38056000000.0,175207000000.0,841372000000.0,47279000000.0,56876000000.0,65582000000.0,775790000000.0,841372000000.0,9597000000.0,274285000000.0,-4066000000.0
Morgan Stanley,MS,,895421,2010.0,Q2,,2010-06-30,2010-08-06 20:53:16+00:00,,10454000000.0,-354000000.0,30700000000.0,,7664000000.0,144862000000.0,6749000000.0,4924000000.0,27577000000.0,,270011000000.0,6100000000.0,8146000000.0,61368000000.0,295506000000.0,,105149000000.0,117883000000.0,,,38210000000.0,195886000000.0,809456000000.0,41416000000.0,51013000000.0,59159000000.0,750297000000.0,809456000000.0,9597000000.0,282584000000.0,-4104000000.0
Morgan Stanley,MS,,895421,2010.0,Q1,,2010-03-31,2010-05-07 16:33:26+00:00,2729000000.0,9768000000.0,-559000000.0,5979000000.0,,6765000000.0,138633000000.0,7169000000.0,4998000000.0,29499000000.0,,288752000000.0,6047000000.0,6915000000.0,63926000000.0,305501000000.0,,98073000000.0,121025000000.0,,22367000000.0,36539000000.0,190035000000.0,819719000000.0,38667000000.0,48264000000.0,55179000000.0,764540000000.0,819719000000.0,9597000000.0,289758000000.0,-4078000000.0
Morgan Stanley,MS,,895421,2011.0,FY,,2011-12-31,2013-02-26 17:13:37+00:00,,9444000000.0,-157000000.0,42619000000.0,0.0,19690000000.0,130155000000.0,6686000000.0,4285000000.0,34147000000.0,,280596000000.0,6457000000.0,8029000000.0,65662000000.0,278604000000.0,3166000000.0,104596000000.0,117241000000.0,0.0,,40341000000.0,111725000000.0,749898000000.0,60541000000.0,62049000000.0,70078000000.0,679820000000.0,749898000000.0,1508000000.0,237501000000.0,-2499000000.0
Morgan Stanley,MS,,895421,2011.0,Q3,,2011-09-30,2011-11-07 16:36:53+00:00,,9392000000.0,-413000000.0,43119000000.0,0.0,19305000000.0,169824000000.0,6709000000.0,4370000000.0,41652000000.0,,286435000000.0,6511000000.0,8266000000.0,66184000000.0,302947000000.0,3216000000.0,109684000000.0,143717000000.0,,,40710000000.0,118825000000.0,794939000000.0,60320000000.0,61828000000.0,70094000000.0,724845000000.0,794939000000.0,1508000000.0,210415000000.0,-2498000000.0
Morgan Stanley,MS,,895421,2011.0,Q2,,2011-06-30,2011-08-08 08:08:32+00:00,,9911000000.0,-320000000.0,34570000000.0,,18981000000.0,180990000000.0,6744000000.0,4474000000.0,41681000000.0,,313122000000.0,6399000000.0,8436000000.0,65525000000.0,333211000000.0,3385000000.0,108134000000.0,133372000000.0,,,38637000000.0,142451000000.0,830747000000.0,58199000000.0,59707000000.0,68143000000.0,762604000000.0,830747000000.0,1508000000.0,212767000000.0,-2484000000.0
Morgan Stanley,MS,,895421,2011.0,Q1,,2011-03-31,2011-05-09 16:16:30+00:00,,8840000000.0,-426000000.0,30052000000.0,0.0,12201000000.0,162923000000.0,6743000000.0,4581000000.0,44488000000.0,,310242000000.0,6366000000.0,8322000000.0,63495000000.0,337016000000.0,,105895000000.0,121574000000.0,,,39269000000.0,168471000000.0,836185000000.0,48589000000.0,58186000000.0,66508000000.0,769677000000.0,836185000000.0,9597000000.0,235176000000.0,-2455000000.0
Morgan Stanley,MS,,895421,2012.0,FY,,2012-12-31,2014-02-25 16:34:54+00:00,,,-516000000.0,51848000000.0,0.0,20514000000.0,134412000000.0,6650000000.0,3783000000.0,26026000000.0,5129000000.0,222147000000.0,5946000000.0,3319000000.0,83266000000.0,98716000000.0,4440000000.0,153276000000.0,,4309000000.0,,39912000000.0,252534000000.0,780960000000.0,62109000000.0,62109000000.0,65428000000.0,711223000000.0,780960000000.0,,448450000000.0,-2241000000.0
Morgan Stanley,MS,,895421,2012.0,Q3,,2012-09-30,2012-11-06 17:15:22+00:00,,10399000000.0,-146000000.0,47086000000.0,0.0,20243000000.0,136282000000.0,6622000000.0,3905000000.0,18347000000.0,,284365000000.0,6083000000.0,3371000000.0,70757000000.0,287524000000.0,2979000000.0,97408000000.0,117193000000.0,4302000000.0,,39441000000.0,125790000000.0,764985000000.0,60291000000.0,61799000000.0,65170000000.0,695513000000.0,764985000000.0,1508000000.0,248737000000.0,-2226000000.0
Morgan Stanley,MS,,895421,2012.0,Q2,,2012-06-30,2012-08-06 16:10:26+00:00,,10208000000.0,-220000000.0,41826000000.0,0.0,19973000000.0,147988000000.0,6610000000.0,3987000000.0,29598000000.0,,274932000000.0,6343000000.0,8796000000.0,68252000000.0,265234000000.0,3198000000.0,99417000000.0,119455000000.0,,,40586000000.0,114824000000.0,748517000000.0,61333000000.0,62841000000.0,71637000000.0,676880000000.0,748517000000.0,1508000000.0,236723000000.0,-2204000000.0
Morgan Stanley,MS,,895421,2012.0,Q1,,2012-03-31,2012-05-07 16:10:20+00:00,,10263000000.0,-60000000.0,40285000000.0,0.0,19698000000.0,136451000000.0,6700000000.0,4170000000.0,28592000000.0,,293079000000.0,6410000000.0,8268000000.0,66441000000.0,291915000000.0,3252000000.0,110383000000.0,119045000000.0,,,40118000000.0,121490000000.0,781030000000.0,60816000000.0,62324000000.0,70592000000.0,710438000000.0,781030000000.0,1508000000.0,256244000000.0,-2192000000.0
Morgan Stanley,MS,,895421,2013.0,FY,,2013-12-31,2015-03-02 09:16:58+00:00,,,-1093000000.0,55805000000.0,0.0,22872000000.0,118130000000.0,6595000000.0,3286000000.0,43281000000.0,6329000000.0,200589000000.0,6019000000.0,3109000000.0,112379000000.0,384526000000.0,1718000000.0,145761000000.0,,,,42172000000.0,304943000000.0,832702000000.0,62701000000.0,65921000000.0,69030000000.0,763672000000.0,832702000000.0,3220000000.0,208731000000.0,-2968000000.0
Morgan Stanley,MS,,895421,2013.0,Q3,,2013-09-30,2013-11-04 17:14:21+00:00,,,-1014000000.0,51725000000.0,0.0,22502000000.0,133988000000.0,6591000000.0,3514000000.0,43448000000.0,,205140000000.0,6008000000.0,3113000000.0,104807000000.0,379789000000.0,1753000000.0,160213000000.0,,0.0,,42237000000.0,293822000000.0,832223000000.0,62758000000.0,65128000000.0,68241000000.0,763982000000.0,832223000000.0,2370000000.0,207160000000.0,-2720000000.0
Morgan Stanley,MS,,895421,2013.0,Q2,,2013-06-30,2013-08-02 16:08:55+00:00,,,-1169000000.0,51658000000.0,0.0,22132000000.0,142494000000.0,6600000000.0,3602000000.0,30904000000.0,,210904000000.0,5966000000.0,2933000000.0,81514000000.0,369877000000.0,1821000000.0,162656000000.0,,0.0,,41455000000.0,281503000000.0,802691000000.0,61673000000.0,63181000000.0,66114000000.0,736577000000.0,802691000000.0,1508000000.0,191590000000.0,-2566000000.0
Morgan Stanley,MS,,895421,2013.0,Q1,,2013-03-31,2013-05-07 16:16:08+00:00,,,-694000000.0,49086000000.0,0.0,21809000000.0,140415000000.0,6633000000.0,3694000000.0,25129000000.0,,221787000000.0,5928000000.0,3368000000.0,80623000000.0,370406000000.0,1872000000.0,169604000000.0,,4425000000.0,,40750000000.0,258872000000.0,801383000000.0,61196000000.0,62704000000.0,66072000000.0,730886000000.0,801383000000.0,1508000000.0,200092000000.0,-2541000000.0
Morgan Stanley,MS,,895421,2014.0,FY,,2014-12-31,2016-02-23 16:13:59+00:00,,,-1248000000.0,61988000000.0,0.0,22142000000.0,83288000000.0,6588000000.0,3159000000.0,25603000000.0,,190076000000.0,6108000000.0,1204000000.0,133544000000.0,116822000000.0,8147000000.0,152507000000.0,,,,44625000000.0,253279000000.0,801510000000.0,70900000000.0,70900000000.0,72104000000.0,729406000000.0,801510000000.0,,497954000000.0,-2766000000.0
Morgan Stanley,MS,,895421,2014.0,Q3,,2014-09-30,2014-11-04 16:10:39+00:00,,,-1115000000.0,65348000000.0,0.0,21815000000.0,98994000000.0,6589000000.0,3054000000.0,35584000000.0,6744000000.0,192033000000.0,5642000000.0,1093000000.0,124382000000.0,367497000000.0,2127000000.0,156720000000.0,,,,46573000000.0,267365000000.0,814511000000.0,66898000000.0,72918000000.0,74011000000.0,740500000000.0,814511000000.0,6020000000.0,225059000000.0,-2502000000.0
Morgan Stanley,MS,,895421,2014.0,Q2,,2014-06-30,2014-08-05 16:33:05+00:00,,,-733000000.0,63576000000.0,0.0,21481000000.0,108956000000.0,6600000000.0,3137000000.0,22022000000.0,6630000000.0,194298000000.0,5911000000.0,1446000000.0,117695000000.0,372399000000.0,2147000000.0,150288000000.0,,,,45145000000.0,292086000000.0,826568000000.0,65735000000.0,70755000000.0,72201000000.0,754367000000.0,826568000000.0,5020000000.0,237337000000.0,-2305000000.0
Morgan Stanley,MS,,895421,2014.0,Q1,,2014-03-31,2014-05-06 16:13:13+00:00,,,-968000000.0,57436000000.0,0.0,21285000000.0,107576000000.0,6601000000.0,3210000000.0,41639000000.0,4730000000.0,199225000000.0,5778000000.0,3197000000.0,116648000000.0,371174000000.0,2099000000.0,153273000000.0,,,,43522000000.0,291967000000.0,831381000000.0,63851000000.0,67071000000.0,70268000000.0,761113000000.0,831381000000.0,3220000000.0,233237000000.0,-2087000000.0
Morgan Stanley,MS,,895421,2015.0,FY,,2015-12-31,2017-02-27 17:05:04+00:00,,,-1656000000.0,19827000000.0,0.0,21764000000.0,87657000000.0,6584000000.0,2984000000.0,34256000000.0,,182590000000.0,,1002000000.0,156034000000.0,169053000000.0,9929000000.0,147166000000.0,,,,49204000000.0,225491000000.0,787465000000.0,75182000000.0,75182000000.0,76184000000.0,711281000000.0,787465000000.0,,467104000000.0,-4059000000.0
Morgan Stanley,MS,,895421,2015.0,Q3,,2015-09-30,2015-11-03 16:18:07+00:00,,,-1419000000.0,54796000000.0,0.0,21497000000.0,127206000000.0,6587000000.0,3069000000.0,34274000000.0,9199000000.0,191158000000.0,6259000000.0,1133000000.0,147226000000.0,128240000000.0,2399000000.0,164982000000.0,,,,48746000000.0,254327000000.0,834113000000.0,67767000000.0,75287000000.0,76420000000.0,757693000000.0,834113000000.0,7520000000.0,464483000000.0,-3456000000.0
Morgan Stanley,MS,,895421,2015.0,Q2,,2015-06-30,2015-08-04 16:08:50+00:00,,,-1447000000.0,52797000000.0,0.0,21234000000.0,106760000000.0,6594000000.0,3151000000.0,27214000000.0,9469000000.0,192928000000.0,6182000000.0,1029000000.0,139203000000.0,383823000000.0,2441000000.0,167322000000.0,,,,48106000000.0,250235000000.0,825755000000.0,67518000000.0,75038000000.0,76067000000.0,749688000000.0,825755000000.0,7520000000.0,229765000000.0,-2816000000.0
Morgan Stanley,MS,,895421,2015.0,Q1,,2015-03-31,2015-05-04 16:20:44+00:00,,,-1266000000.0,60023000000.0,0.0,20944000000.0,91232000000.0,6597000000.0,3064000000.0,20610000000.0,8257000000.0,193279000000.0,6141000000.0,1304000000.0,135815000000.0,386699000000.0,2431000000.0,169997000000.0,,,,46740000000.0,254542000000.0,829099000000.0,66642000000.0,74162000000.0,75466000000.0,753633000000.0,829099000000.0,7520000000.0,246476000000.0,-2207000000.0
