company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Morgan Stanley,MS,,895421,2007.0,FY,2006-12-01,2007-11-30,2010-02-26 15:34:34+00:00,,,,475000000.0,476000000.0,594000000.0,-26940000000.0,927000000.0,82814000000.0,,38085000000.0,-11438000000.0,-22249000000.0,38085000000.0,-11438000000.0,-22249000000.0,4992000000.0,23099000000.0,3249000000.0,3249000000.0,489000000.0,-313000000.0,,,-6834000000.0,478000000.0,-21487000000.0,-57351000000.0,-4257000000.0,0.0,9573000000.0
Morgan Stanley,MS,,895421,2008.0,FY,2007-12-01,2008-11-30,2011-02-28 16:44:00+00:00,,,,794000000.0,743000000.0,-2546000000.0,73477000000.0,19394000000.0,47910000000.0,,-16984000000.0,-831000000.0,73417000000.0,-16984000000.0,-831000000.0,73417000000.0,53056000000.0,11576000000.0,1778000000.0,1778000000.0,-2632000000.0,2569000000.0,0.0,0.0,-1227000000.0,,-1574000000.0,-95378000000.0,-1828000000.0,0.0,0.0
Morgan Stanley,MS,,895421,2008.0,Q4,2008-10-01,2008-11-30,,,,,262000000.0,,-1965000000.0,21186000000.0,19098000000.0,17751000000.0,,15719000000.0,-32000000.0,10427000000.0,15719000000.0,-32000000.0,10427000000.0,24149000000.0,9076000000.0,-8984000000.0,-8984000000.0,-2037000000.0,709000000.0,,,-292000000.0,,-32000000.0,-30386000000.0,-237000000.0,,
Morgan Stanley,MS,,895421,2008.0,Q3,2008-07-01,2008-09-30,,,,,294000000.0,-780000000.0,-1686000000.0,19678000000.0,32000000.0,945000000.0,,-34105000000.0,-1175000000.0,27769000000.0,-34105000000.0,-1175000000.0,27769000000.0,-9197000000.0,-894000000.0,8171000000.0,8171000000.0,-374000000.0,1651000000.0,,,-309000000.0,,-395000000.0,-34003000000.0,-1527000000.0,,
Morgan Stanley,MS,,895421,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 20:48:02+00:00,,,,532000000.0,743000000.0,-581000000.0,52291000000.0,296000000.0,30159000000.0,,-32703000000.0,-799000000.0,62990000000.0,-32703000000.0,-799000000.0,62990000000.0,28907000000.0,2500000000.0,10762000000.0,10762000000.0,-595000000.0,1860000000.0,,,-935000000.0,,-1542000000.0,-64992000000.0,-1591000000.0,0.0,
Morgan Stanley,MS,,895421,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 17:20:02+00:00,,,,238000000.0,1523000000.0,1105000000.0,32613000000.0,264000000.0,29214000000.0,,1402000000.0,376000000.0,35221000000.0,1402000000.0,376000000.0,35221000000.0,38104000000.0,3394000000.0,2591000000.0,2591000000.0,-221000000.0,209000000.0,,,-626000000.0,,-1147000000.0,-30989000000.0,-64000000.0,0.0,
Morgan Stanley,MS,,895421,2009.0,Q4,2009-10-01,2009-12-31,,,,,395000000.0,,-149000000.0,3734000000.0,2000000.0,7618000000.0,,-137000000.0,-570000000.0,4237000000.0,-137000000.0,-570000000.0,4237000000.0,3381000000.0,-200000000.0,770000000.0,770000000.0,-662000000.0,83000000.0,,,-287000000.0,,-570000000.0,-7340000000.0,-13000000.0,,
Morgan Stanley,MS,,895421,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:49:37+00:00,,,,1224000000.0,565000000.0,720000000.0,-48689000000.0,6255000000.0,43960000000.0,,3024000000.0,-4472000000.0,-45951000000.0,3024000000.0,-4472000000.0,-45951000000.0,-46679000000.0,10860000000.0,1406000000.0,1406000000.0,108000000.0,17000000.0,0.0,0.0,-1732000000.0,0.0,-5037000000.0,-45336000000.0,-50000000.0,-10950000000.0,0.0
Morgan Stanley,MS,,895421,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,,1091000000.0,565000000.0,-1096000000.0,-31237000000.0,25351000000.0,54093000000.0,,18880000000.0,-3934000000.0,-39761000000.0,18880000000.0,-3934000000.0,-39761000000.0,-25911000000.0,20136000000.0,-8348000000.0,-8348000000.0,-1267000000.0,643000000.0,,,-1737000000.0,,-4499000000.0,-68382000000.0,-274000000.0,-10950000000.0,
Morgan Stanley,MS,,895421,2009.0,Q3,2009-07-01,2009-09-30,,,,,466000000.0,,668000000.0,-10680000000.0,12000000.0,7537000000.0,,2383000000.0,-728000000.0,-8719000000.0,2383000000.0,-728000000.0,-8719000000.0,-6396000000.0,33000000.0,793000000.0,793000000.0,702000000.0,-6000000.0,,,-367000000.0,,-728000000.0,-3858000000.0,-18000000.0,-950000000.0,
Morgan Stanley,MS,,895421,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 16:24:40+00:00,,,,829000000.0,565000000.0,869000000.0,-52423000000.0,6253000000.0,36342000000.0,,3161000000.0,-3902000000.0,-50188000000.0,3161000000.0,-3902000000.0,-50188000000.0,-50060000000.0,11060000000.0,636000000.0,636000000.0,770000000.0,-66000000.0,,,-1445000000.0,,-4467000000.0,-37996000000.0,-37000000.0,-10950000000.0,
Morgan Stanley,MS,,895421,2009.0,Q2TTM,2008-07-01,2009-06-30,,,,,919000000.0,-215000000.0,-3450000000.0,-879000000.0,25371000000.0,47501000000.0,,-17608000000.0,-4381000000.0,-3273000000.0,-17608000000.0,-4381000000.0,-3273000000.0,-28712000000.0,19209000000.0,-970000000.0,-970000000.0,-2343000000.0,2300000000.0,,,-1679000000.0,,-4166000000.0,-98527000000.0,-1783000000.0,-10000000000.0,
Morgan Stanley,MS,,895421,2009.0,Q2,2009-04-01,2009-06-30,,8000000.0,,,208000000.0,565000000.0,862000000.0,-8989000000.0,6222000000.0,9372000000.0,,-3410000000.0,-2039000000.0,-8948000000.0,-3410000000.0,-2039000000.0,-8948000000.0,-13535000000.0,2460000000.0,33000000.0,33000000.0,-200000000.0,-17000000.0,,,-433000000.0,,-2612000000.0,-11009000000.0,-5000000.0,-10000000000.0,
Morgan Stanley,MS,,895421,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 20:53:16+00:00,,,,363000000.0,565000000.0,201000000.0,-41743000000.0,6241000000.0,28805000000.0,,778000000.0,-3174000000.0,-41469000000.0,778000000.0,-3174000000.0,-41469000000.0,-43664000000.0,11027000000.0,-157000000.0,-157000000.0,68000000.0,-60000000.0,,,-1078000000.0,,-3739000000.0,-34138000000.0,-19000000.0,-10000000000.0,
Morgan Stanley,MS,,895421,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:33:26+00:00,-8000000.0,,,155000000.0,,-661000000.0,-32754000000.0,19000000.0,19433000000.0,,4188000000.0,-1135000000.0,-32521000000.0,4188000000.0,-1135000000.0,-32521000000.0,-30129000000.0,8567000000.0,-190000000.0,-190000000.0,268000000.0,-43000000.0,,,-645000000.0,,-1127000000.0,-23129000000.0,-14000000.0,,
Morgan Stanley,MS,,895421,2010.0,Q4,2010-10-01,2010-12-31,,,1091000000.0,5891000000.0,-418000000.0,40000000.0,-157000000.0,21193000000.0,,4482000000.0,,-1417000000.0,-5340000000.0,21362000000.0,-1417000000.0,-5340000000.0,21362000000.0,14500000000.0,2610000000.0,1066000000.0,1066000000.0,-511000000.0,-8000000.0,,52000000.0,-601000000.0,32000000.0,-7337000000.0,-7881000000.0,-19000000.0,,1957000000.0
Morgan Stanley,MS,,895421,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:13:37+00:00,,1091000000.0,5891000000.0,1419000000.0,840000000.0,14000000.0,32377000000.0,5581000000.0,33401000000.0,,4163000000.0,-29464000000.0,40614000000.0,4163000000.0,-29464000000.0,40614000000.0,15624000000.0,1597000000.0,5702000000.0,5702000000.0,-74000000.0,-80000000.0,247000000.0,297000000.0,-1488000000.0,1190000000.0,-32539000000.0,-34531000000.0,-317000000.0,,1988000000.0
Morgan Stanley,MS,,895421,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,,2232000000.0,800000000.0,22000000.0,14918000000.0,5583000000.0,36537000000.0,,5443000000.0,-24694000000.0,23489000000.0,5443000000.0,-24694000000.0,23489000000.0,4505000000.0,-1213000000.0,5406000000.0,5406000000.0,-225000000.0,11000000.0,247000000.0,245000000.0,-1174000000.0,1158000000.0,-25772000000.0,-33990000000.0,-311000000.0,,31000000.0
Morgan Stanley,MS,,895421,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 16:36:53+00:00,,,,1837000000.0,800000000.0,171000000.0,11184000000.0,5581000000.0,28919000000.0,,5580000000.0,-24124000000.0,19252000000.0,5580000000.0,-24124000000.0,19252000000.0,1124000000.0,-1013000000.0,4636000000.0,4636000000.0,437000000.0,-72000000.0,247000000.0,245000000.0,-887000000.0,1158000000.0,-25202000000.0,-26650000000.0,-298000000.0,,31000000.0
Morgan Stanley,MS,,895421,2010.0,Q1TTM,2009-04-01,2010-03-31,,8000000.0,,,1223000000.0,565000000.0,1001000000.0,1786000000.0,6237000000.0,34685000000.0,,414000000.0,-22149000000.0,7671000000.0,414000000.0,-22149000000.0,7671000000.0,-13063000000.0,4004000000.0,3607000000.0,3607000000.0,1055000000.0,23000000.0,,,-1387000000.0,,-22722000000.0,-31900000000.0,-298000000.0,-10950000000.0,
Morgan Stanley,MS,,895421,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:16:30+00:00,,,,154000000.0,,-380000000.0,17721000000.0,1000000.0,10158000000.0,,1578000000.0,-18812000000.0,21101000000.0,1578000000.0,-18812000000.0,21101000000.0,3487000000.0,1711000000.0,2011000000.0,2011000000.0,1215000000.0,-37000000.0,,0.0,-300000000.0,,-18812000000.0,-9693000000.0,-262000000.0,,0.0
Morgan Stanley,MS,,895421,2011.0,Q4,2011-10-01,2011-12-31,,,101000000.0,2003000000.0,217000000.0,,-454000000.0,3654000000.0,,2824000000.0,,-5547000000.0,-5235000000.0,4492000000.0,-5547000000.0,-5235000000.0,4492000000.0,-6595000000.0,-522000000.0,-184000000.0,-184000000.0,918000000.0,-87000000.0,-129000000.0,149000000.0,-422000000.0,-113000000.0,-8805000000.0,-7334000000.0,-6000000.0,,3699000000.0
Morgan Stanley,MS,,895421,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 16:34:54+00:00,,892000000.0,6835000000.0,1404000000.0,0.0,-314000000.0,6877000000.0,,34592000000.0,0.0,-5148000000.0,-10734000000.0,15382000000.0,-5148000000.0,-10734000000.0,15382000000.0,-303000000.0,1850000000.0,4645000000.0,4645000000.0,2569000000.0,-3000000.0,-129000000.0,511000000.0,-1625000000.0,-113000000.0,-31113000000.0,-39645000000.0,-317000000.0,,20508000000.0
Morgan Stanley,MS,,895421,2011.0,Q3TTM,2010-10-01,2011-09-30,,,1882000000.0,10723000000.0,769000000.0,40000000.0,-17000000.0,24416000000.0,,36250000000.0,,-1018000000.0,-10839000000.0,32252000000.0,-1018000000.0,-10839000000.0,32252000000.0,20792000000.0,4982000000.0,5895000000.0,5895000000.0,1140000000.0,76000000.0,,414000000.0,-1804000000.0,32000000.0,-29645000000.0,-40192000000.0,-330000000.0,,18766000000.0
Morgan Stanley,MS,,895421,2011.0,Q3,2011-07-01,2011-09-30,,,261000000.0,1688000000.0,428000000.0,,-276000000.0,13085000000.0,,5686000000.0,,-2349000000.0,-10387000000.0,16064000000.0,-2349000000.0,-10387000000.0,16064000000.0,3160000000.0,659000000.0,2293000000.0,2293000000.0,258000000.0,-91000000.0,,108000000.0,-456000000.0,,-12951000000.0,-8119000000.0,-28000000.0,,2564000000.0
Morgan Stanley,MS,,895421,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 17:15:22+00:00,,791000000.0,4832000000.0,1187000000.0,0.0,140000000.0,3223000000.0,,31768000000.0,,399000000.0,-5499000000.0,10890000000.0,399000000.0,-5499000000.0,10890000000.0,6292000000.0,2372000000.0,4829000000.0,4829000000.0,1651000000.0,84000000.0,,362000000.0,-1203000000.0,,-22308000000.0,-32311000000.0,-311000000.0,,16809000000.0
Morgan Stanley,MS,,895421,2011.0,Q2,2011-04-01,2011-06-30,,,530000000.0,3144000000.0,380000000.0,,-228000000.0,-6017000000.0,,9439000000.0,,-68000000.0,2343000000.0,-3852000000.0,-68000000.0,2343000000.0,-3852000000.0,-1861000000.0,2030000000.0,1406000000.0,1406000000.0,379000000.0,57000000.0,,-56000000.0,-438000000.0,,-5591000000.0,-11146000000.0,-10000000.0,,7934000000.0
Morgan Stanley,MS,,895421,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-06 16:10:26+00:00,,530000000.0,3144000000.0,759000000.0,0.0,416000000.0,-9862000000.0,,26082000000.0,,2748000000.0,4888000000.0,-5174000000.0,2748000000.0,4888000000.0,-5174000000.0,3132000000.0,1713000000.0,2536000000.0,2536000000.0,1393000000.0,175000000.0,,254000000.0,-747000000.0,,-9357000000.0,-24192000000.0,-283000000.0,,14245000000.0
Morgan Stanley,MS,,895421,2011.0,Q1TTM,2010-04-01,2011-03-31,,,1091000000.0,5891000000.0,1644000000.0,840000000.0,1038000000.0,10811000000.0,5580000000.0,39886000000.0,,5401000000.0,-8107000000.0,18191000000.0,5401000000.0,-8107000000.0,18191000000.0,17130000000.0,-431000000.0,4821000000.0,4821000000.0,-275000000.0,75000000.0,247000000.0,607000000.0,-1497000000.0,1190000000.0,-17493000000.0,-37884000000.0,-328000000.0,,8299000000.0
Morgan Stanley,MS,,895421,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 16:10:20+00:00,,,,379000000.0,0.0,644000000.0,-3845000000.0,0.0,16643000000.0,,2816000000.0,2545000000.0,-1322000000.0,2816000000.0,2545000000.0,-1322000000.0,4993000000.0,-317000000.0,1130000000.0,1130000000.0,1014000000.0,118000000.0,0.0,310000000.0,-309000000.0,0.0,-3766000000.0,-13046000000.0,-273000000.0,0.0,6311000000.0
Morgan Stanley,MS,,895421,2012.0,Q4,2012-10-01,2012-12-31,,,58000000.0,1790000000.0,363000000.0,189000000.0,-77000000.0,1476000000.0,,7450000000.0,,10712000000.0,-2271000000.0,1993000000.0,10712000000.0,-2271000000.0,1993000000.0,10318000000.0,12509000000.0,788000000.0,788000000.0,-662000000.0,16000000.0,,-39000000.0,-230000000.0,28000000.0,-9390000000.0,-9028000000.0,-5000000.0,,6930000000.0
Morgan Stanley,MS,,895421,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 09:16:58+00:00,,388000000.0,5213000000.0,1581000000.0,1725000000.0,-119000000.0,21983000000.0,,23646000000.0,0.0,-11897000000.0,-12625000000.0,24759000000.0,-11897000000.0,-12625000000.0,24759000000.0,-408000000.0,17604000000.0,716000000.0,716000000.0,324000000.0,-1730000000.0,,-526000000.0,-765000000.0,155000000.0,-29486000000.0,-50425000000.0,-227000000.0,,15136000000.0
Morgan Stanley,MS,,895421,2012.0,Q3TTM,2011-10-01,2012-09-30,,,431000000.0,5426000000.0,1435000000.0,1536000000.0,-496000000.0,24161000000.0,,19020000000.0,,-28156000000.0,-15589000000.0,27258000000.0,-28156000000.0,-15589000000.0,27258000000.0,-17321000000.0,4573000000.0,-256000000.0,-256000000.0,1904000000.0,-1833000000.0,-129000000.0,-338000000.0,-957000000.0,14000000.0,-28901000000.0,-48731000000.0,-228000000.0,,11905000000.0
Morgan Stanley,MS,,895421,2012.0,Q3,2012-07-01,2012-09-30,,,110000000.0,1019000000.0,425000000.0,,265000000.0,5314000000.0,,6774000000.0,,-2070000000.0,-8875000000.0,5300000000.0,-2070000000.0,-8875000000.0,5300000000.0,-5420000000.0,2505000000.0,-956000000.0,-956000000.0,452000000.0,-1916000000.0,,-40000000.0,-127000000.0,65000000.0,-11572000000.0,-9275000000.0,-31000000.0,,2697000000.0
Morgan Stanley,MS,,895421,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 17:14:21+00:00,,330000000.0,3423000000.0,1218000000.0,1536000000.0,-42000000.0,20507000000.0,,16196000000.0,0.0,-22609000000.0,-10354000000.0,22766000000.0,-22609000000.0,-10354000000.0,22766000000.0,-10726000000.0,5095000000.0,-72000000.0,-72000000.0,986000000.0,-1746000000.0,,-487000000.0,-535000000.0,127000000.0,-20096000000.0,-41397000000.0,-222000000.0,,8206000000.0
