company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2009.0,FY,,2009-12-31,2011-02-28 08:49:56+00:00,103891000.0,225212000.0,128012000.0,-65741000.0,213378000.0,,1236580000.0,984930000.0,197455000.0,,772500000.0,1166275000.0,316597000.0,1730389000.0,,165012000.0,161216000.0,0.0,140712000.0,616298000.0,498535000.0,88716000.0,34623000.0,,1001325000.0,790562000.0,216953000.0,,,574004000.0,1033039000.0,51963000.0,5225667000.0,272776000.0,2359505000.0,2130012000.0,272776000.0,272776000.0,4952891000.0,5225667000.0,2701150000.0,2822879000.0,,-1931102000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,FY,,2010-12-31,2012-02-27 14:15:21+00:00,121856000.0,260945000.0,168578000.0,-34500000.0,139114000.0,0.0,1321695000.0,1044469000.0,279752000.0,,442600000.0,1221823000.0,314391000.0,3530408000.0,,170627000.0,176773000.0,46218000.0,82637000.0,4838354000.0,127022000.0,85179000.0,11920000.0,,203804000.0,597052000.0,185754000.0,,,472428000.0,815718000.0,1999506000.0,8272152000.0,23094000.0,6129535000.0,3862188000.0,23094000.0,23094000.0,8249058000.0,8272152000.0,1971990000.0,4386870000.0,,-2079819000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q3,,2010-09-30,2010-11-09 08:48:47+00:00,124040000.0,234570000.0,132105000.0,-18934000.0,391226000.0,,1303531000.0,1013116000.0,340208000.0,,452400000.0,1214569000.0,332033000.0,4143196000.0,,162758000.0,167733000.0,,106804000.0,4431595000.0,112437000.0,92345000.0,18028000.0,,192214000.0,704730000.0,205359000.0,,,495499000.0,769014000.0,1148260000.0,8130496000.0,45767000.0,6023563000.0,2962266000.0,45767000.0,45767000.0,8084729000.0,8130496000.0,1944175000.0,5122463000.0,,-2007844000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q2,,2010-06-30,2010-08-09 08:36:44+00:00,125534000.0,209609000.0,108565000.0,-13489000.0,250335000.0,,1289274000.0,967308000.0,339993000.0,,426300000.0,1161953000.0,283124000.0,4643423000.0,,157593000.0,160249000.0,,107421000.0,4516623000.0,116663000.0,86946000.0,22020000.0,,199074000.0,863103000.0,313018000.0,,,476629000.0,715955000.0,522996000.0,8046634000.0,34789000.0,5931872000.0,2237649000.0,34789000.0,34789000.0,8011845000.0,8046634000.0,1957169000.0,5774196000.0,,-1956951000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,FY,,2011-12-31,2013-02-28 08:32:30+00:00,149812000.0,300895000.0,206621000.0,-23056000.0,216213000.0,0.0,1388714000.0,1036251000.0,252303000.0,,642567000.0,1449363000.0,383646000.0,3729729000.0,,195397000.0,190185000.0,43408000.0,151746000.0,5197690000.0,121589000.0,105888000.0,2439000.0,,142741000.0,877452000.0,158727000.0,,,515838000.0,1131004000.0,1714032000.0,8980249000.0,175966000.0,6606967000.0,3855171000.0,175966000.0,175966000.0,8804283000.0,8980249000.0,2177885000.0,4949112000.0,,-2320696000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q3,,2011-09-30,2011-11-07 08:34:31+00:00,122055000.0,265156000.0,223449000.0,-17705000.0,239570000.0,0.0,1366175000.0,995122000.0,251820000.0,,752532000.0,1442696000.0,403269000.0,3548551000.0,,182069000.0,179195000.0,44737000.0,112216000.0,4526162000.0,166125000.0,99836000.0,3851000.0,,141126000.0,801993000.0,654705000.0,,,448634000.0,1065098000.0,1788956000.0,8769920000.0,146015000.0,5901318000.0,3981950000.0,146015000.0,146015000.0,8623905000.0,8769920000.0,2686533000.0,4641955000.0,,-2267553000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q2,,2011-06-30,2011-08-08 08:29:22+00:00,111543000.0,296271000.0,170562000.0,-38975000.0,232821000.0,0.0,1351469000.0,1078038000.0,252816000.0,,357409000.0,1462716000.0,424567000.0,4154391000.0,,195850000.0,190980000.0,53815000.0,118068000.0,4478202000.0,132266000.0,107252000.0,5898000.0,,216939000.0,658970000.0,317076000.0,,,479210000.0,971117000.0,1514103000.0,8548447000.0,87131000.0,5877484000.0,3338907000.0,87131000.0,87131000.0,8461316000.0,8548447000.0,2475113000.0,5122409000.0,,-2196480000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q1,,2011-03-31,2011-05-09 09:51:46+00:00,113349000.0,228270000.0,119965000.0,-42071000.0,300362000.0,,1332224000.0,1053931000.0,272225000.0,,380500000.0,1228982000.0,302048000.0,2851097000.0,,170375000.0,184405000.0,47725000.0,80037000.0,4374940000.0,111522000.0,102409000.0,8721000.0,,182023000.0,635289000.0,318333000.0,,,483924000.0,902094000.0,2457475000.0,8029450000.0,50993000.0,5779964000.0,4227629000.0,50993000.0,50993000.0,7978457000.0,8029450000.0,2079111000.0,3750828000.0,,-2141254000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2012.0,FY,,2012-12-31,2014-02-28 08:32:06+00:00,215470000.0,370110000.0,274625000.0,-21861000.0,893352000.0,0.0,1455180000.0,1055323000.0,237268000.0,,1092753000.0,1751053000.0,582874000.0,4708486000.0,,253028000.0,193738000.0,30027000.0,277354000.0,6967674000.0,171049000.0,117283000.0,,,185854000.0,1259297000.0,65160000.0,,,492690000.0,1553260000.0,2277323000.0,12000139000.0,528487000.0,9132143000.0,5032777000.0,528487000.0,528487000.0,11471652000.0,12000139000.0,2614968000.0,6438875000.0,,-2458092000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2012.0,Q3,,2012-09-30,2012-11-05 08:16:21+00:00,236891000.0,287643000.0,238489000.0,-21943000.0,766317000.0,0.0,1430884000.0,1031836000.0,183319000.0,,984798000.0,1458700000.0,403100000.0,3754989000.0,,224018000.0,202254000.0,79315000.0,191036000.0,6130773000.0,155854000.0,104666000.0,,,165361000.0,971287000.0,62205000.0,,,495699000.0,1469599000.0,2203572000.0,10412304000.0,492486000.0,8019605000.0,4800252000.0,492486000.0,492486000.0,9919818000.0,10412304000.0,2168681000.0,5119566000.0,,-2386054000.0
