company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 08:49:56+00:00,67291000.0,2.88,2.88,,68505000.0,2.8,147599000.0,206402000.0,232552000.0,-26150000.0,206402000.0,,1341958000.0,1471250000.0,0.0,554004000.0,1052000.0,3053000.0,82804000.0,1341958000.0,683296000.0,80440000.0,222705000.0,460591000.0,-80440000.0,380151000.0,2025254000.0,71700000.0,71502000.0,73640000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 14:15:21+00:00,63090000.0,2.58,2.58,,62196000.0,2.49,86227000.0,143734000.0,176719000.0,-32985000.0,143734000.0,,1354138000.0,1447124000.0,,517217000.0,-21227000.0,-1436000.0,99823000.0,1354138000.0,610203000.0,144811000.0,202446000.0,407757000.0,-144811000.0,262946000.0,1964341000.0,55700000.0,55765000.0,57706000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 08:48:47+00:00,15770000.0,0.87,0.87,,15364000.0,0.83,9666000.0,45796000.0,45317000.0,479000.0,45796000.0,,326578000.0,356869000.0,,124562000.0,,30000.0,30143000.0,326578000.0,154853000.0,38563000.0,61307000.0,93546000.0,-38563000.0,54983000.0,481431000.0,52600000.0,52841000.0,55136000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 08:36:44+00:00,15815000.0,0.52,0.52,,15300000.0,0.51,18085000.0,29436000.0,28387000.0,1049000.0,29436000.0,,326567000.0,339561000.0,,117978000.0,,64000.0,19214000.0,326567000.0,130972000.0,34107000.0,50393000.0,80579000.0,-34107000.0,46472000.0,457539000.0,56600000.0,56918000.0,57808000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 08:34:31+00:00,20711000.0,1.01,1.01,,17196000.0,0.96,32831000.0,53059000.0,53059000.0,,53059000.0,,385201000.0,683334000.0,89559000.0,19109000.0,,,19767000.0,385201000.0,317242000.0,84119000.0,147233000.0,170009000.0,-84119000.0,85890000.0,702443000.0,52500000.0,52584000.0,55218000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q3YTD,2010-01-01,2010-09-30,,56398000.0,2.79,2.79,,50101000.0,2.63,90881000.0,147033000.0,147033000.0,,147033000.0,,1104912000.0,1981451000.0,272260000.0,54247000.0,,,63440000.0,1104912000.0,930786000.0,250673000.0,442199000.0,488587000.0,-250673000.0,237914000.0,2035698000.0,52500000.0,52584000.0,55218000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 08:29:22+00:00,17841000.0,0.89,0.89,,16580000.0,0.83,29212000.0,47320000.0,47320000.0,,47320000.0,,358708000.0,651291000.0,94700000.0,18427000.0,,,21509000.0,358708000.0,311010000.0,83848000.0,150630000.0,160380000.0,-83848000.0,76532000.0,669718000.0,53200000.0,53188000.0,56821000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q2YTD,2010-01-01,2010-06-30,,35687000.0,1.78,1.78,,32905000.0,1.67,58050000.0,93974000.0,93974000.0,,93974000.0,,719711000.0,1298117000.0,182701000.0,35138000.0,,,43673000.0,719711000.0,613544000.0,166554000.0,294966000.0,318578000.0,-166554000.0,152024000.0,1333255000.0,53200000.0,53188000.0,56821000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 09:51:46+00:00,17846000.0,0.89,0.89,,16325000.0,0.84,28838000.0,46654000.0,46654000.0,,46654000.0,,361003000.0,646826000.0,88001000.0,16711000.0,,,22164000.0,361003000.0,302534000.0,82706000.0,144336000.0,158198000.0,-82706000.0,75492000.0,663537000.0,52400000.0,52441000.0,55419000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 08:32:06+00:00,82726000.0,6.22,6.22,,70427000.0,5.45,198809000.0,315286000.0,315286000.0,,315286000.0,,1811882000.0,3071592000.0,300316000.0,101695000.0,,,95256000.0,1811882000.0,1361405000.0,298585000.0,548725000.0,812680000.0,-298585000.0,514095000.0,3173287000.0,50700000.0,50687000.0,57804000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q4,2011-10-01,2011-12-31,,21983000.0,1.32,1.32,,16519000.0,1.1,41420000.0,65906000.0,65906000.0,,65906000.0,,499114000.0,820323000.0,101577000.0,27226000.0,,,27054000.0,499114000.0,348435000.0,73976000.0,167133000.0,181302000.0,-73976000.0,107326000.0,847549000.0,50700000.0,50687000.0,57804000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q3YTD,2011-01-01,2011-09-30,,60743000.0,4.9,4.9,,53908000.0,4.35,157389000.0,249380000.0,249380000.0,,249380000.0,,1312768000.0,2251269000.0,198739000.0,74469000.0,,,68202000.0,1312768000.0,1012970000.0,224609000.0,381592000.0,631378000.0,-224609000.0,406769000.0,2325738000.0,50500000.0,50644000.0,58579000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 08:16:21+00:00,22929000.0,1.86,1.86,,20304000.0,1.6,59342000.0,93981000.0,93981000.0,,93981000.0,,476993000.0,812139000.0,70697000.0,32705000.0,,,26242000.0,476993000.0,367851000.0,74356000.0,140172000.0,227679000.0,-74356000.0,153323000.0,844844000.0,50500000.0,50644000.0,58579000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q2YTD,2011-01-01,2011-06-30,,37814000.0,3.04,3.04,,33604000.0,2.75,98047000.0,155399000.0,155399000.0,,155399000.0,,835775000.0,1439130000.0,128042000.0,41764000.0,,,41960000.0,835775000.0,645119000.0,150253000.0,241420000.0,403699000.0,-150253000.0,253446000.0,1480894000.0,51100000.0,51070000.0,58145000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 08:31:13+00:00,19170000.0,1.35,1.35,,16850000.0,1.19,43974000.0,69023000.0,69023000.0,,69023000.0,,431250000.0,717747000.0,60376000.0,22711000.0,,,21021000.0,431250000.0,309208000.0,78794000.0,117417000.0,191791000.0,-78794000.0,112997000.0,740458000.0,51100000.0,51070000.0,58145000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 08:31:11+00:00,18644000.0,1.69,1.69,,16754000.0,1.56,54073000.0,86376000.0,86376000.0,,86376000.0,,404525000.0,721383000.0,67666000.0,19053000.0,,,20939000.0,404525000.0,335911000.0,71459000.0,124003000.0,211908000.0,-71459000.0,140449000.0,740436000.0,51100000.0,51122000.0,55412000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2012.0,Q4,2012-10-01,2012-12-31,,28065000.0,1.68,1.68,,18957000.0,1.25,54694000.0,83661000.0,83661000.0,,83661000.0,,573797000.0,936968000.0,102350000.0,34876000.0,,,31944000.0,573797000.0,398047000.0,78376000.0,181316000.0,216731000.0,-78376000.0,138355000.0,971844000.0,50000000.0,50008000.0,64143000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 08:31:42+00:00,93074000.0,8.44,8.44,,73802000.0,6.58,260648000.0,422256000.0,422256000.0,,422256000.0,,2106612000.0,3511275000.0,285479000.0,130115000.0,,,108059000.0,2106612000.0,1534778000.0,291460000.0,560414000.0,974364000.0,-291460000.0,682904000.0,3641390000.0,50000000.0,50008000.0,64143000.0
Alliance Data Systems Corp,ADS,549300G8S4PO686J7H97,1101215,2012.0,Q3YTD,2012-01-01,2012-09-30,,65009000.0,6.76,6.76,,54845000.0,5.33,205954000.0,338595000.0,338595000.0,,338595000.0,,1532815000.0,2574307000.0,183129000.0,95239000.0,,,76115000.0,1532815000.0,1136731000.0,213084000.0,379098000.0,757633000.0,-213084000.0,544549000.0,2669546000.0,50000000.0,49939000.0,65038000.0
