company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,FY,,2013-12-31,2015-02-25 16:51:51+00:00,,,1648000000.0,-68000000.0,6554000000.0,0.0,3692000000.0,,,284000000.0,185000000.0,44766000000.0,,65771000000.0,,20474000000.0,64123000000.0,654000000.0,193000000.0,2367000000.0,,2958000000.0,182000000.0,9611000000.0,140000000.0,79340000000.0,10249000000.0,10809000000.0,10809000000.0,68531000000.0,79340000000.0,560000000.0,4991000000.0,-2986000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q3,,2013-09-30,2013-10-31 19:05:47+00:00,,,1598000000.0,-109000000.0,5623000000.0,0.0,3676000000.0,,,284000000.0,188000000.0,42928000000.0,,62738000000.0,,18665000000.0,61140000000.0,639000000.0,189000000.0,2473000000.0,,3036000000.0,183000000.0,9115000000.0,124000000.0,75544000000.0,10042000000.0,10602000000.0,10602000000.0,64942000000.0,75544000000.0,560000000.0,5014000000.0,-2640000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q2,,2013-06-30,2013-07-30 17:16:17+00:00,,,1556000000.0,-107000000.0,5744000000.0,0.0,3655000000.0,262000000.0,,284000000.0,191000000.0,42423000000.0,,61703000000.0,,18033000000.0,60147000000.0,607000000.0,145000000.0,2491000000.0,,3633000000.0,537000000.0,8629000000.0,,74944000000.0,9888000000.0,10448000000.0,10448000000.0,64496000000.0,74944000000.0,560000000.0,4943000000.0,-2289000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q1,,2013-03-31,2013-04-30 17:25:54+00:00,,,1634000000.0,-84000000.0,8067000000.0,0.0,3638000000.0,290000000.0,,286000000.0,187000000.0,42255000000.0,,60384000000.0,,19230000000.0,58750000000.0,572000000.0,139000000.0,2525000000.0,,3926000000.0,482000000.0,8136000000.0,,76139000000.0,9739000000.0,10299000000.0,10299000000.0,65840000000.0,76139000000.0,560000000.0,5270000000.0,-1951000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2014.0,FY,,2014-12-31,2016-02-24 16:49:41+00:00,,,1746000000.0,-138000000.0,7284000000.0,0.0,3795000000.0,,,257000000.0,176000000.0,45792000000.0,,69969000000.0,,22544000000.0,68223000000.0,670000000.0,297000000.0,2461000000.0,,3246000000.0,106000000.0,11467000000.0,113000000.0,83126000000.0,10574000000.0,11134000000.0,11134000000.0,71992000000.0,83126000000.0,560000000.0,3949000000.0,-4550000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2014.0,Q3,,2014-09-30,2014-10-28 17:04:24+00:00,,,1644000000.0,-70000000.0,7382000000.0,0.0,3780000000.0,,,284000000.0,177000000.0,45177000000.0,,67366000000.0,,20918000000.0,65722000000.0,661000000.0,205000000.0,2272000000.0,,2856000000.0,103000000.0,11182000000.0,139000000.0,80596000000.0,10741000000.0,11301000000.0,11301000000.0,69295000000.0,80596000000.0,560000000.0,3995000000.0,-4151000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2014.0,Q2,,2014-06-30,2014-07-31 18:31:15+00:00,,,1614000000.0,-72000000.0,6879000000.0,0.0,3763000000.0,,,284000000.0,179000000.0,44245000000.0,,65875000000.0,,20057000000.0,64261000000.0,665000000.0,200000000.0,2294000000.0,,2934000000.0,305000000.0,10659000000.0,120000000.0,78937000000.0,10821000000.0,11381000000.0,11381000000.0,67556000000.0,78937000000.0,560000000.0,4070000000.0,-3529000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2014.0,Q1,,2014-03-31,2014-04-29 17:29:37+00:00,,,1591000000.0,-70000000.0,8731000000.0,0.0,3744000000.0,,,284000000.0,182000000.0,44813000000.0,,63852000000.0,,20182000000.0,62261000000.0,668000000.0,171000000.0,2331000000.0,,3273000000.0,1163000000.0,10138000000.0,124000000.0,79584000000.0,10461000000.0,11021000000.0,11021000000.0,68563000000.0,79584000000.0,560000000.0,3964000000.0,-3351000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2015.0,FY,,2015-12-31,2017-02-22 17:54:42+00:00,,,1869000000.0,-160000000.0,9572000000.0,0.0,3890000000.0,,,255000000.0,168000000.0,47094000000.0,,72385000000.0,,24650000000.0,70516000000.0,693000000.0,437000000.0,2412000000.0,,3343000000.0,99000000.0,13250000000.0,,86799000000.0,10715000000.0,11275000000.0,11275000000.0,75524000000.0,86799000000.0,560000000.0,3084000000.0,-6265000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2015.0,Q3,,2015-09-30,2015-10-29 16:54:00+00:00,,,1743000000.0,-180000000.0,10250000000.0,0.0,3873000000.0,,,255000000.0,169000000.0,46246000000.0,,70078000000.0,,23800000000.0,68335000000.0,684000000.0,359000000.0,2518000000.0,,3903000000.0,98000000.0,12880000000.0,0.0,85611000000.0,10743000000.0,11303000000.0,11303000000.0,74308000000.0,85611000000.0,560000000.0,3302000000.0,-5830000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2015.0,Q2,,2015-06-30,2015-07-29 16:46:53+00:00,,,1735000000.0,-160000000.0,10595000000.0,0.0,3858000000.0,,,255000000.0,170000000.0,45989000000.0,,69028000000.0,,24099000000.0,67293000000.0,688000000.0,327000000.0,2455000000.0,,3089000000.0,754000000.0,12400000000.0,144000000.0,84911000000.0,10703000000.0,11263000000.0,11263000000.0,73648000000.0,84911000000.0,560000000.0,2701000000.0,-5395000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2015.0,Q1,,2015-03-31,2015-04-30 17:21:32+00:00,,,1776000000.0,-161000000.0,11814000000.0,0.0,3846000000.0,,,257000000.0,175000000.0,46124000000.0,,67648000000.0,,22924000000.0,65872000000.0,678000000.0,303000000.0,2495000000.0,,3450000000.0,109000000.0,11936000000.0,166000000.0,84178000000.0,10651000000.0,11211000000.0,11211000000.0,72967000000.0,84178000000.0,560000000.0,2778000000.0,-4970000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2016.0,FY,,2016-12-31,2018-02-21 16:25:19+00:00,,,2167000000.0,-161000000.0,11914000000.0,0.0,3967000000.0,,,255000000.0,166000000.0,51461000000.0,,77254000000.0,,25443000000.0,75087000000.0,734000000.0,531000000.0,2300000000.0,,3550000000.0,95000000.0,15130000000.0,,92308000000.0,10763000000.0,11323000000.0,11323000000.0,80985000000.0,92308000000.0,560000000.0,1757000000.0,-8173000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2016.0,Q3,,2016-09-30,2016-10-27 16:35:30+00:00,,,2024000000.0,-165000000.0,12076000000.0,0.0,3951000000.0,,,255000000.0,166000000.0,48785000000.0,,73551000000.0,,26830000000.0,71527000000.0,722000000.0,460000000.0,2993000000.0,,3119000000.0,947000000.0,14696000000.0,,90541000000.0,10787000000.0,11347000000.0,11347000000.0,79194000000.0,90541000000.0,560000000.0,1855000000.0,-7695000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2016.0,Q2,,2016-06-30,2016-08-02 17:05:26+00:00,,,1949000000.0,-174000000.0,10617000000.0,0.0,3937000000.0,,,255000000.0,167000000.0,48104000000.0,,71924000000.0,,24681000000.0,69975000000.0,708000000.0,423000000.0,3220000000.0,,2906000000.0,98000000.0,14188000000.0,,87511000000.0,10837000000.0,11397000000.0,11397000000.0,76114000000.0,87511000000.0,560000000.0,2471000000.0,-7114000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2016.0,Q1,,2016-03-31,2016-04-28 16:58:42+00:00,,,1921000000.0,-172000000.0,12135000000.0,0.0,3918000000.0,,,255000000.0,167000000.0,48055000000.0,,70320000000.0,,24752000000.0,68399000000.0,706000000.0,410000000.0,2465000000.0,,3560000000.0,1010000000.0,13698000000.0,,88093000000.0,10756000000.0,11316000000.0,11316000000.0,76777000000.0,88093000000.0,560000000.0,2956000000.0,-6688000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2017.0,FY,,2017-12-31,2019-02-20 16:56:07+00:00,,,2621000000.0,-152000000.0,13306000000.0,0.0,4048000000.0,,,255000000.0,163000000.0,58165000000.0,,84248000000.0,,26326000000.0,81627000000.0,825000000.0,599000000.0,2262000000.0,,4105000000.0,81000000.0,16687000000.0,,100087000000.0,10329000000.0,10892000000.0,10892000000.0,89195000000.0,100087000000.0,563000000.0,1568000000.0,-10254000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2017.0,Q3,,2017-09-30,2017-11-02 16:18:19+00:00,,,2531000000.0,-148000000.0,13249000000.0,0.0,4022000000.0,,,255000000.0,163000000.0,55583000000.0,,80443000000.0,,26737000000.0,77912000000.0,800000000.0,552000000.0,2323000000.0,,3549000000.0,1279000000.0,16452000000.0,,97608000000.0,10627000000.0,11187000000.0,11187000000.0,86421000000.0,97608000000.0,560000000.0,1627000000.0,-9699000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2017.0,Q2,,2017-06-30,2017-08-01 17:16:43+00:00,,,2384000000.0,-150000000.0,12950000000.0,0.0,4003000000.0,,,255000000.0,164000000.0,52359000000.0,,77997000000.0,,26438000000.0,75613000000.0,774000000.0,505000000.0,2229000000.0,,3196000000.0,93000000.0,15989000000.0,,93757000000.0,10699000000.0,11259000000.0,11259000000.0,82498000000.0,93757000000.0,560000000.0,1679000000.0,-9143000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2017.0,Q1,,2017-03-31,2017-05-02 16:19:54+00:00,,,2264000000.0,-155000000.0,15163000000.0,0.0,3985000000.0,,,255000000.0,165000000.0,53017000000.0,,75853000000.0,,26823000000.0,73589000000.0,750000000.0,505000000.0,2055000000.0,,3185000000.0,1100000000.0,15568000000.0,,94795000000.0,10705000000.0,11265000000.0,11265000000.0,83530000000.0,94795000000.0,560000000.0,1718000000.0,-8693000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2018.0,FY,,2018-12-31,2020-02-26 17:04:06+00:00,,,3041000000.0,-156000000.0,13299000000.0,0.0,4136000000.0,,,255000000.0,161000000.0,67084000000.0,,90512000000.0,,27228000000.0,87471000000.0,936000000.0,675000000.0,2215000000.0,,3436000000.0,1846000000.0,18906000000.0,,109553000000.0,10567000000.0,11130000000.0,11130000000.0,98423000000.0,109553000000.0,563000000.0,3370000000.0,-12319000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2018.0,Q3,,2018-09-30,2018-10-31 16:48:30+00:00,,,2927000000.0,-160000000.0,16019000000.0,0.0,4113000000.0,,,255000000.0,162000000.0,63034000000.0,,86894000000.0,,26998000000.0,83967000000.0,896000000.0,640000000.0,2152000000.0,,4154000000.0,590000000.0,18354000000.0,,105842000000.0,10453000000.0,11016000000.0,11016000000.0,94826000000.0,105842000000.0,563000000.0,1801000000.0,-11854000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2018.0,Q2,,2018-06-30,2018-08-01 17:12:50+00:00,,,2828000000.0,-162000000.0,15289000000.0,0.0,4095000000.0,,,255000000.0,162000000.0,61068000000.0,,84789000000.0,,26252000000.0,81961000000.0,874000000.0,615000000.0,2058000000.0,,3927000000.0,630000000.0,17787000000.0,,102751000000.0,10326000000.0,10889000000.0,10889000000.0,91862000000.0,102751000000.0,563000000.0,1522000000.0,-11394000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2018.0,Q1,,2018-03-31,2018-05-01 17:01:03+00:00,,,2736000000.0,-139000000.0,17011000000.0,0.0,4074000000.0,,,255000000.0,162000000.0,60530000000.0,,82744000000.0,,26244000000.0,80008000000.0,848000000.0,600000000.0,2053000000.0,,3722000000.0,87000000.0,17211000000.0,,101967000000.0,10308000000.0,10871000000.0,10871000000.0,91096000000.0,101967000000.0,563000000.0,1543000000.0,-10838000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2019.0,FY,,2019-12-31,2020-04-30 16:19:10+00:00,,,3383000000.0,-119000000.0,6924000000.0,0.0,4212000000.0,,,255000000.0,155000000.0,71955000000.0,,,,25701000000.0,-3383000000.0,1057000000.0,791000000.0,98353000000.0,,3690000000.0,40000000.0,21290000000.0,,113996000000.0,11296000000.0,11859000000.0,11859000000.0,102137000000.0,113996000000.0,563000000.0,10595000000.0,-14087000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2019.0,Q3,,2019-09-30,2019-10-30 16:21:16+00:00,,,3299000000.0,-74000000.0,6075000000.0,0.0,4194000000.0,,,255000000.0,159000000.0,70327000000.0,,92493000000.0,,24454000000.0,89194000000.0,1028000000.0,694000000.0,3389000000.0,,3594000000.0,37000000.0,20720000000.0,,110786000000.0,11154000000.0,11717000000.0,11717000000.0,99069000000.0,110786000000.0,563000000.0,10649000000.0,-13686000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2019.0,Q2,,2019-06-30,2019-08-01 16:24:30+00:00,,,3202000000.0,-83000000.0,10313000000.0,0.0,4173000000.0,,,255000000.0,160000000.0,69064000000.0,,90229000000.0,,25163000000.0,87027000000.0,1008000000.0,670000000.0,3323000000.0,,4317000000.0,1040000000.0,20107000000.0,,110707000000.0,10930000000.0,11493000000.0,11493000000.0,99214000000.0,110707000000.0,563000000.0,7581000000.0,-13267000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2019.0,Q1,,2019-03-31,2019-05-02 16:52:31+00:00,,,3134000000.0,-136000000.0,15169000000.0,0.0,4154000000.0,,,255000000.0,160000000.0,68254000000.0,,88743000000.0,,26276000000.0,85609000000.0,980000000.0,662000000.0,3260000000.0,,4269000000.0,44000000.0,19484000000.0,,110720000000.0,10696000000.0,11259000000.0,11259000000.0,99461000000.0,110720000000.0,563000000.0,5243000000.0,-12806000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2020.0,Q1,,2020-03-31,2020-04-30 16:19:10+00:00,,,6913000000.0,134000000.0,10028000000.0,0.0,4223000000.0,,,255000000.0,155000000.0,72592000000.0,,,,26098000000.0,-6913000000.0,1070000000.0,826000000.0,96097000000.0,,3476000000.0,1183000000.0,19175000000.0,,112657000000.0,9102000000.0,9665000000.0,9665000000.0,102992000000.0,112657000000.0,563000000.0,10782000000.0,-14430000000.0
