company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities
Macerich Co,MAC,,912242,2009.0,FY,,2009-12-31,2010-11-05 16:08:14+00:00,-25397000.0,93255000.0,,2228898000.0,8350000.0,276922000.0,4531634000.0,5657939000.0,270895000.0,101220000.0,501298000.0,70482000.0,20591000.0,41619000.0,-345930000.0,7252471000.0,1857571000.0,1857571000.0,2128466000.0,5103414000.0,7252471000.0,1073166000.0
Macerich Co,MAC,,912242,2010.0,FY,,2010-12-31,2012-02-24 14:55:55+00:00,-3237000.0,445645000.0,0.0,3457873000.0,9694000.0,316969000.0,3892070000.0,5674127000.0,297717000.0,95083000.0,482993000.0,70585000.0,11366000.0,71434000.0,-564357000.0,7645010000.0,2890279000.0,2890279000.0,3187996000.0,4445648000.0,7645010000.0,1032058000.0
Macerich Co,MAC,,912242,2010.0,Q3,,2010-09-30,2010-11-05 16:08:14+00:00,-8153000.0,486426000.0,,3447554000.0,11646000.0,322162000.0,3908248000.0,5670183000.0,303067000.0,86489000.0,487055000.0,72720000.0,11366000.0,80102000.0,-522335000.0,7699522000.0,2917066000.0,2917066000.0,3220133000.0,4468023000.0,7699522000.0,1042514000.0
Macerich Co,MAC,,912242,2010.0,Q2,,2010-06-30,2010-08-09 15:14:06+00:00,-12209000.0,596718000.0,,3441060000.0,11100000.0,297389000.0,3898770000.0,5655410000.0,308216000.0,84344000.0,487858000.0,59163000.0,20591000.0,42473000.0,-465143000.0,7738306000.0,2963708000.0,2963708000.0,3271924000.0,4445791000.0,7738306000.0,1050872000.0
Macerich Co,MAC,,912242,2011.0,FY,,2011-12-31,2012-11-05 16:22:16+00:00,0.0,67248000.0,0.0,3491968000.0,7382000.0,483763000.0,4206074000.0,6079043000.0,351314000.0,109092000.0,494954000.0,72870000.0,,68628000.0,-678631000.0,7938549000.0,2813337000.0,2813337000.0,3164651000.0,4773898000.0,7938549000.0,1123393000.0
Macerich Co,MAC,,912242,2011.0,Q3,,2011-09-30,2011-11-04 12:30:57+00:00,3019000.0,139420000.0,0.0,3485528000.0,8321000.0,355012000.0,4061991000.0,5827308000.0,266809000.0,94884000.0,493330000.0,87243000.0,0.0,77680000.0,-768816000.0,7629104000.0,2719731000.0,2719731000.0,2986540000.0,4642564000.0,7629104000.0,1126479000.0
Macerich Co,MAC,,912242,2011.0,Q2,,2011-06-30,2011-08-05 11:59:55+00:00,2951000.0,73229000.0,0.0,3481604000.0,8728000.0,348208000.0,3879238000.0,5619750000.0,271714000.0,86559000.0,448609000.0,69808000.0,11366000.0,82455000.0,-715510000.0,7449780000.0,2769045000.0,2769045000.0,3040759000.0,4397655000.0,7449780000.0,1230851000.0
Macerich Co,MAC,,912242,2011.0,Q1,,2011-03-31,2011-05-06 16:14:14+00:00,1593000.0,188025000.0,,3454185000.0,12124000.0,346087000.0,3824667000.0,5686779000.0,300527000.0,92200000.0,461670000.0,74287000.0,11366000.0,76859000.0,-630017000.0,7498278000.0,2825761000.0,2825761000.0,3126288000.0,4360624000.0,7498278000.0,1096204000.0
Macerich Co,MAC,,912242,2012.0,FY,,2012-12-31,2014-02-21 12:40:37+00:00,,65793000.0,0.0,3717270000.0,20413000.0,565130000.0,5261370000.0,7479546000.0,338722000.0,103744000.0,563337000.0,70251000.0,,78658000.0,-639741000.0,9311209000.0,3077529000.0,3077529000.0,3416251000.0,5894958000.0,9311209000.0,997925000.0
Macerich Co,MAC,,912242,2012.0,Q3,,2012-09-30,2012-11-05 16:22:16+00:00,0.0,76553000.0,0.0,3672714000.0,10929000.0,359228000.0,3789512000.0,5942141000.0,347678000.0,108329000.0,459882000.0,74754000.0,,61743000.0,-734684000.0,7609856000.0,2938030000.0,2938030000.0,3285708000.0,4324148000.0,7609856000.0,1050933000.0
Macerich Co,MAC,,912242,2012.0,Q2,,2012-06-30,2012-08-03 12:45:51+00:00,0.0,89797000.0,0.0,3501550000.0,6975000.0,387118000.0,4066764000.0,5945007000.0,341520000.0,98198000.0,468892000.0,57619000.0,,58869000.0,-705292000.0,7731053000.0,2796258000.0,2796258000.0,3137778000.0,4593275000.0,7731053000.0,1145089000.0
Macerich Co,MAC,,912242,2012.0,Q1,,2012-03-31,2012-05-07 10:46:34+00:00,0.0,229260000.0,0.0,3490396000.0,8291000.0,409567000.0,4317385000.0,6090562000.0,347402000.0,137586000.0,603076000.0,77250000.0,0.0,70918000.0,-765674000.0,8069835000.0,2724722000.0,2724722000.0,3072124000.0,4997711000.0,8069835000.0,1123651000.0
Macerich Co,MAC,,912242,2013.0,FY,,2013-12-31,2015-02-23 14:20:21+00:00,,69715000.0,0.0,3907555000.0,32888000.0,533058000.0,4582727000.0,7621766000.0,359968000.0,99497000.0,696865000.0,76941000.0,,16843000.0,-548806000.0,9075250000.0,3358749000.0,3358749000.0,3718717000.0,5356533000.0,9075250000.0,701483000.0
Macerich Co,MAC,,912242,2013.0,Q3,,2013-09-30,2013-11-04 13:08:33+00:00,,62108000.0,0.0,3903083000.0,35035000.0,546582000.0,4763552000.0,7733929000.0,358151000.0,94719000.0,701811000.0,85394000.0,,26704000.0,-606464000.0,9205527000.0,3296619000.0,3296619000.0,3654770000.0,5550757000.0,9205527000.0,706450000.0
Macerich Co,MAC,,912242,2013.0,Q2,,2013-06-30,2013-08-08 13:51:27+00:00,,46943000.0,0.0,3897902000.0,33496000.0,549229000.0,5191067000.0,7778785000.0,342862000.0,96388000.0,609412000.0,71641000.0,,72260000.0,-562995000.0,9549889000.0,3334907000.0,3334907000.0,3677769000.0,5872120000.0,9549889000.0,972788000.0
Macerich Co,MAC,,912242,2013.0,Q1,,2013-03-31,2013-05-06 06:11:04+00:00,,68814000.0,0.0,3718467000.0,34563000.0,579302000.0,5707793000.0,7932563000.0,339571000.0,99767000.0,609063000.0,89237000.0,,78128000.0,-701447000.0,9762684000.0,3017020000.0,3017020000.0,3356591000.0,6406093000.0,9762684000.0,969547000.0
Macerich Co,MAC,,912242,2014.0,FY,,2014-12-31,2016-02-23 14:22:27+00:00,,84907000.0,0.0,5043379000.0,80232000.0,759061000.0,6292400000.0,11067890000.0,399729000.0,132026000.0,674123000.0,115406000.0,,13530000.0,596741000.0,13121778000.0,5640120000.0,5640120000.0,6039849000.0,7081929000.0,13121778000.0,984132000.0
Macerich Co,MAC,,912242,2014.0,Q3,,2014-09-30,2014-11-03 12:01:17+00:00,,58479000.0,0.0,3931726000.0,34783000.0,492697000.0,4930539000.0,7570636000.0,348233000.0,107968000.0,646857000.0,89659000.0,,14121000.0,-740906000.0,9206108000.0,3190820000.0,3190820000.0,3539053000.0,5667055000.0,9206108000.0,927424000.0
Macerich Co,MAC,,912242,2014.0,Q2,,2014-06-30,2014-08-01 11:01:03+00:00,,56500000.0,0.0,3927122000.0,32588000.0,506778000.0,4760107000.0,7556064000.0,353053000.0,97900000.0,644826000.0,66652000.0,,15423000.0,-689497000.0,9062263000.0,3237625000.0,3237625000.0,3590678000.0,5471585000.0,9062263000.0,797010000.0
Macerich Co,MAC,,912242,2014.0,Q1,,2014-03-31,2014-05-05 12:02:14+00:00,,64926000.0,0.0,3922113000.0,31933000.0,516277000.0,4611132000.0,7553979000.0,359284000.0,100838000.0,644993000.0,89146000.0,,15808000.0,-618277000.0,9008391000.0,3303836000.0,3303836000.0,3663120000.0,5345271000.0,9008391000.0,724630000.0
Macerich Co,MAC,,912242,2015.0,FY,,2015-12-31,2017-02-24 14:25:38+00:00,,86510000.0,0.0,4928174000.0,83928000.0,564291000.0,5260750000.0,8796912000.0,355825000.0,130002000.0,491494000.0,412101000.0,,41389000.0,-212760000.0,11235584000.0,4715414000.0,4715414000.0,5071239000.0,6164345000.0,11235584000.0,1532552000.0
Macerich Co,MAC,,912242,2015.0,Q3,,2015-09-30,2015-11-05 12:19:10+00:00,,93009000.0,0.0,5089283000.0,78476000.0,734373000.0,6826158000.0,11031476000.0,386240000.0,123067000.0,617600000.0,92207000.0,,11564000.0,338693000.0,13350181000.0,5427976000.0,5427976000.0,5814216000.0,7535965000.0,13350181000.0,1278216000.0
Macerich Co,MAC,,912242,2015.0,Q2,,2015-06-30,2015-08-04 12:36:18+00:00,,110326000.0,0.0,5078311000.0,78007000.0,731857000.0,6739208000.0,11046427000.0,391319000.0,118398000.0,627125000.0,109396000.0,,12005000.0,415017000.0,13360376000.0,5493328000.0,5493328000.0,5884647000.0,7475729000.0,13360376000.0,1263356000.0
Macerich Co,MAC,,912242,2015.0,Q1,,2015-03-31,2015-05-07 13:42:32+00:00,,118161000.0,0.0,5066031000.0,79582000.0,752702000.0,6474354000.0,11110841000.0,397028000.0,113505000.0,633757000.0,114991000.0,,15224000.0,510506000.0,13196667000.0,5576537000.0,5576537000.0,5973565000.0,7223102000.0,13196667000.0,1006652000.0
Macerich Co,MAC,,912242,2016.0,FY,,2016-12-31,2018-02-23 13:08:15+00:00,0.0,94046000.0,0.0,4594669000.0,68227000.0,478058000.0,4965900000.0,7357310000.0,321281000.0,136998000.0,503764000.0,61316000.0,,49951000.0,-488782000.0,9958148000.0,4105887000.0,4105887000.0,4427168000.0,5530980000.0,9958148000.0,1773558000.0
Macerich Co,MAC,,912242,2016.0,Q3,,2016-09-30,2016-11-02 12:52:08+00:00,,84181000.0,0.0,4582979000.0,69481000.0,478024000.0,4894102000.0,7376768000.0,327306000.0,126811000.0,495137000.0,62018000.0,,52976000.0,-419777000.0,9941765000.0,4163202000.0,4163202000.0,4490508000.0,5451257000.0,9941765000.0,1753524000.0
Macerich Co,MAC,,912242,2016.0,Q2,,2016-06-30,2016-08-03 14:47:02+00:00,,73138000.0,0.0,4614561000.0,70615000.0,488941000.0,4912512000.0,7442988000.0,340929000.0,110670000.0,455230000.0,52836000.0,,44997000.0,-378389000.0,9997679000.0,4236172000.0,4236172000.0,4577101000.0,5420578000.0,9997679000.0,1766330000.0
Macerich Co,MAC,,912242,2016.0,Q1,,2016-03-31,2016-05-06 12:10:37+00:00,,106505000.0,0.0,4842786000.0,73087000.0,505164000.0,4658968000.0,7526652000.0,362859000.0,113188000.0,457958000.0,64549000.0,,42233000.0,-175775000.0,10211345000.0,4667011000.0,4667011000.0,5029870000.0,5181475000.0,10211345000.0,1844516000.0
