company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities
Macerich Co,MAC,,912242,2017.0,FY,,2017-12-31,2019-02-25 12:19:25+00:00,-42000.0,91038000.0,0.0,4511899000.0,82162000.0,449190000.0,5170264000.0,7109230000.0,286421000.0,112653000.0,409187000.0,58412000.0,,52067000.0,-830279000.0,9605862000.0,3681578000.0,3681578000.0,3967999000.0,5637863000.0,9605862000.0,1709522000.0
Macerich Co,MAC,,912242,2017.0,Q3,,2017-09-30,2017-11-03 14:37:38+00:00,,71088000.0,0.0,4505079000.0,81184000.0,439495000.0,5050431000.0,7164649000.0,290773000.0,111153000.0,449769000.0,69617000.0,,50736000.0,-758758000.0,9606911000.0,3746321000.0,3746321000.0,4037094000.0,5569817000.0,9606911000.0,1688606000.0
Macerich Co,MAC,,912242,2017.0,Q2,,2017-06-30,2017-08-07 14:36:43+00:00,,87133000.0,0.0,4523361000.0,81545000.0,452280000.0,4987514000.0,7198283000.0,301119000.0,116089000.0,477421000.0,56596000.0,,50304000.0,-663805000.0,9682206000.0,3859556000.0,3859556000.0,4160675000.0,5521531000.0,9682206000.0,1696572000.0
Macerich Co,MAC,,912242,2017.0,Q1,,2017-03-31,2017-05-01 14:35:55+00:00,,92296000.0,0.0,4532050000.0,80195000.0,459824000.0,4902408000.0,7206598000.0,316444000.0,112520000.0,472361000.0,63398000.0,,50014000.0,-574597000.0,9712064000.0,3957453000.0,3957453000.0,4273897000.0,5438167000.0,9712064000.0,1710617000.0
Macerich Co,MAC,,912242,2018.0,FY,,2018-12-31,2020-02-25 13:13:31+00:00,-4466000.0,102711000.0,0.0,4569055000.0,85181000.0,390403000.0,5360945000.0,6785776000.0,238200000.0,123492000.0,418039000.0,59392000.0,,46590000.0,-1614357000.0,9026808000.0,2950232000.0,2950232000.0,3188432000.0,5838376000.0,9026808000.0,1492655000.0
Macerich Co,MAC,,912242,2018.0,Q3,,2018-09-30,2018-11-05 13:04:02+00:00,142000.0,93479000.0,0.0,4564515000.0,87670000.0,387449000.0,5257414000.0,6821038000.0,243481000.0,105299000.0,404079000.0,61308000.0,,50621000.0,-1520209000.0,9010730000.0,3044448000.0,3044448000.0,3287929000.0,5722801000.0,9010730000.0,1465174000.0
Macerich Co,MAC,,912242,2018.0,Q2,,2018-06-30,2018-08-03 14:31:58+00:00,-33000.0,92452000.0,0.0,4560285000.0,83275000.0,403758000.0,5357221000.0,6868844000.0,244665000.0,235470000.0,384941000.0,57880000.0,,50060000.0,-1489742000.0,9115217000.0,3070510000.0,3070510000.0,3315175000.0,5800042000.0,9115217000.0,1381358000.0
Macerich Co,MAC,,912242,2018.0,Q1,,2018-03-31,2018-05-07 13:07:05+00:00,19000.0,118175000.0,0.0,4551159000.0,84674000.0,399153000.0,5301932000.0,6908416000.0,250825000.0,236692000.0,379326000.0,67430000.0,,49677000.0,-1393418000.0,9157273000.0,3157760000.0,3157760000.0,3408585000.0,5748688000.0,9157273000.0,1360486000.0
Macerich Co,MAC,,912242,2019.0,Q3,,2020-03-31,2020-05-11 16:21:07+00:00,-15446000.0,652354000.0,0.0,4592125000.0,9766000.0,250648000.0,6088202000.0,6558075000.0,190369000.0,277226000.0,420095000.0,66991000.0,,10753000.0,-2042688000.0,9299648000.0,2533991000.0,2533991000.0,2724360000.0,6575288000.0,9299648000.0,1540826000.0
Macerich Co,MAC,,912242,2019.0,Q2,,2019-06-30,2019-08-05 14:48:49+00:00,-10792000.0,104880000.0,0.0,4580033000.0,11005000.0,300143000.0,5433403000.0,6689545000.0,205226000.0,277207000.0,488432000.0,52894000.0,,43548000.0,-1805097000.0,8944099000.0,2764144000.0,2764144000.0,2969370000.0,5974729000.0,8944099000.0,1517771000.0
Macerich Co,MAC,,912242,2019.0,Q1,,2019-03-31,2019-05-07 13:53:33+00:00,-6511000.0,111022000.0,0.0,4576013000.0,14903000.0,307667000.0,5375240000.0,6737198000.0,230556000.0,260998000.0,483388000.0,59024000.0,,43053000.0,-1714789000.0,9002921000.0,2854713000.0,2854713000.0,3085269000.0,5917652000.0,9002921000.0,1528080000.0
