company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Macerich Co,MAC,,912242,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:20:14+00:00,2.17,2.17,,269938000.0,2.17,1126000.0,195015000.0,86593000.0,108422000.0,161925000.0,28966000.0,-295072000.0,77072000.0,84143000.0,,62920000.0,295072000.0,809857000.0,298133000.0,71014000.0,,4124000.0,295072000.0,645143000.0,965014000.0,24799000.0,669942000.0,74600000.0,74319000.0,86794000.0
Macerich Co,MAC,,912242,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 14:55:55+00:00,1.45,1.45,2.6,255231000.0,1.45,-4761000.0,139250000.0,181234000.0,-41984000.0,120742000.0,18508000.0,-264275000.0,79305000.0,,,227835000.0,264275000.0,722703000.0,274760000.0,70345000.0,-29161000.0,,264275000.0,580135000.0,793048000.0,-51362000.0,528773000.0,83300000.0,81226000.0,81226000.0
Macerich Co,MAC,,912242,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:08:14+00:00,1.75,1.75,,60902000.0,1.75,302000.0,164371000.0,159540000.0,4831000.0,142838000.0,21533000.0,-65779000.0,16400000.0,-455000.0,,176777000.0,65779000.0,180728000.0,71191000.0,17064000.0,,0.0,65779000.0,148493000.0,197337000.0,-16935000.0,131558000.0,81600000.0,79496000.0,79694000.0
Macerich Co,MAC,,912242,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 15:14:06+00:00,-0.29,-0.29,,62302000.0,-0.29,-380000.0,-24366000.0,1980000.0,-26346000.0,0.0,-2630000.0,-71914000.0,18872000.0,7127000.0,-21736000.0,15946000.0,71914000.0,185003000.0,70560000.0,17172000.0,,0.0,71914000.0,151734000.0,209302000.0,-14346000.0,137388000.0,0.0,77270000.0,77270000.0
Macerich Co,MAC,,912242,2010.0,Q4,2010-10-01,2010-12-31,,0.22,0.22,,45785000.0,0.22,-3950000.0,25758000.0,35817000.0,-10059000.0,23558000.0,2200000.0,-38732000.0,21719000.0,-1607000.0,,24997000.0,38732000.0,140177000.0,47694000.0,18569000.0,-3661000.0,,38732000.0,111537000.0,157139000.0,6870000.0,118407000.0,132600000.0,120346000.0,120346000.0
Macerich Co,MAC,,912242,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:01:02+00:00,0.19,0.19,,226550000.0,0.19,-9202000.0,28420000.0,38770000.0,-10350000.0,25190000.0,3230000.0,-198043000.0,90414000.0,,,73833000.0,198043000.0,639595000.0,244476000.0,71962000.0,-3661000.0,,198043000.0,557779000.0,711557000.0,-44265000.0,513514000.0,132600000.0,120346000.0,120346000.0
Macerich Co,MAC,,912242,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 12:30:57+00:00,0.06,0.06,,62185000.0,0.06,-2662000.0,9468000.0,9245000.0,223000.0,8429000.0,1039000.0,-51662000.0,22042000.0,2096000.0,,19410000.0,51662000.0,171220000.0,68505000.0,18251000.0,,,51662000.0,152732000.0,191567000.0,-12827000.0,139905000.0,140500000.0,130213000.0,130213000.0
Macerich Co,MAC,,912242,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.03,-0.03,,180765000.0,-0.03,-5252000.0,2662000.0,2953000.0,-291000.0,1632000.0,1030000.0,-159311000.0,68695000.0,1607000.0,,48836000.0,159311000.0,499418000.0,196782000.0,53393000.0,,,159311000.0,446242000.0,554418000.0,-51135000.0,395107000.0,140500000.0,130213000.0,130213000.0
Macerich Co,MAC,,912242,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 11:59:55+00:00,-0.01,-0.01,,59365000.0,-0.01,-1375000.0,55000.0,456000.0,-401000.0,-440000.0,495000.0,-52238000.0,24466000.0,-489000.0,,14351000.0,52238000.0,162222000.0,59938000.0,19004000.0,,,52238000.0,143769000.0,180737000.0,-15270000.0,128499000.0,44000000.0,123446000.0,123446000.0
Macerich Co,MAC,,912242,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.09,-0.09,,118580000.0,-0.09,-2590000.0,-6806000.0,-6292000.0,-514000.0,-6797000.0,-9000.0,-107649000.0,46653000.0,-489000.0,,29426000.0,107649000.0,328198000.0,128277000.0,35142000.0,,,107649000.0,293510000.0,362851000.0,-38308000.0,255202000.0,44000000.0,123446000.0,123446000.0
Macerich Co,MAC,,912242,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:14:14+00:00,-0.08,-0.08,,59215000.0,-0.08,-1215000.0,-6861000.0,-6748000.0,-113000.0,-6357000.0,-504000.0,-55411000.0,22187000.0,,,15075000.0,55411000.0,165976000.0,68339000.0,16138000.0,,0.0,55411000.0,149741000.0,182114000.0,-23038000.0,126703000.0,79500000.0,96951000.0,96951000.0
Macerich Co,MAC,,912242,2011.0,Q4,2011-10-01,2011-12-31,,1.23,1.23,,40904000.0,1.23,-298000.0,175639000.0,195846000.0,-20207000.0,163107000.0,12532000.0,-29798000.0,19560000.0,9133000.0,,190964000.0,29798000.0,104443000.0,37663000.0,20418000.0,1485000.0,,29798000.0,99612000.0,133994000.0,4584000.0,104196000.0,132900000.0,131628000.0,131628000.0
Macerich Co,MAC,,912242,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 12:40:37+00:00,1.18,1.18,,227980000.0,1.18,-6110000.0,169075000.0,239442000.0,-70367000.0,156866000.0,12209000.0,-167249000.0,86587000.0,,,266834000.0,167249000.0,613964000.0,234945000.0,70780000.0,1485000.0,,167249000.0,550997000.0,684744000.0,-33502000.0,517495000.0,132900000.0,131628000.0,131628000.0
Macerich Co,MAC,,912242,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 16:22:16+00:00,0.1,0.1,,64283000.0,0.1,-1566000.0,14256000.0,18812000.0,-4556000.0,12941000.0,1315000.0,-43761000.0,20251000.0,0.0,,19799000.0,43761000.0,175772000.0,67577000.0,17547000.0,,,43761000.0,152111000.0,193319000.0,-2553000.0,149558000.0,129400000.0,132096000.0,132096000.0
Macerich Co,MAC,,912242,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.05,-0.05,,187076000.0,-0.05,-5812000.0,-6564000.0,43596000.0,-50160000.0,-6241000.0,-323000.0,-137451000.0,67027000.0,-9133000.0,,75870000.0,137451000.0,509521000.0,197282000.0,50362000.0,,,137451000.0,451385000.0,550750000.0,-38086000.0,413299000.0,129400000.0,132096000.0,132096000.0
Macerich Co,MAC,,912242,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.17,0.17,,232861000.0,0.17,-9762000.0,19194000.0,79413000.0,-60219000.0,17317000.0,1877000.0,-176183000.0,88746000.0,-10740000.0,,100867000.0,176183000.0,649698000.0,244976000.0,68931000.0,-3661000.0,,176183000.0,562922000.0,707889000.0,-31216000.0,531706000.0,129400000.0,132096000.0,132096000.0
Macerich Co,MAC,,912242,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 12:45:51+00:00,-0.15,-0.15,,60926000.0,-0.15,-1768000.0,-20911000.0,19605000.0,-40516000.0,-19216000.0,-1695000.0,-44066000.0,20921000.0,-32000.0,,25292000.0,44066000.0,165334000.0,62809000.0,15965000.0,,,44066000.0,144656000.0,181267000.0,-7455000.0,137201000.0,128100000.0,131691000.0,131691000.0
Macerich Co,MAC,,912242,2011.0,Q2YTD,2011-01-01,2011-06-30,,-0.15,-0.15,,122793000.0,-0.15,-4246000.0,-20820000.0,24784000.0,-45604000.0,-19182000.0,-1638000.0,-93690000.0,46776000.0,-9133000.0,,56071000.0,93690000.0,333749000.0,129705000.0,32815000.0,,,93690000.0,299274000.0,357431000.0,-35533000.0,263741000.0,128100000.0,131691000.0,131691000.0
Macerich Co,MAC,,912242,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.13,0.13,,230763000.0,0.13,-10858000.0,14406000.0,69846000.0,-55440000.0,12805000.0,1601000.0,-184084000.0,90537000.0,-8644000.0,,100478000.0,184084000.0,645146000.0,245904000.0,69635000.0,-3661000.0,,184084000.0,563543000.0,706137000.0,-41490000.0,522053000.0,128100000.0,131691000.0,131691000.0
Macerich Co,MAC,,912242,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 10:46:34+00:00,0.0,0.0,,61867000.0,0.0,-2478000.0,91000.0,5179000.0,-5088000.0,34000.0,57000.0,-49624000.0,25855000.0,-9101000.0,,30779000.0,49624000.0,168415000.0,66896000.0,16850000.0,,,49624000.0,154618000.0,176164000.0,-28078000.0,126540000.0,,130574000.0,130574000.0
Macerich Co,MAC,,912242,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.27,0.27,,229202000.0,0.27,-10465000.0,35372000.0,50697000.0,-15325000.0,31581000.0,3791000.0,-192256000.0,94082000.0,-9101000.0,,89537000.0,192256000.0,642034000.0,243033000.0,72674000.0,-3661000.0,,192256000.0,562656000.0,705607000.0,-49305000.0,513351000.0,,130574000.0,130574000.0
Macerich Co,MAC,,912242,2012.0,Q4,2012-10-01,2012-12-31,,1.29,1.29,,65874000.0,1.29,-2000000.0,186294000.0,199328000.0,-13034000.0,174247000.0,12047000.0,-37007000.0,18643000.0,,,197350000.0,37007000.0,169692000.0,66323000.0,18133000.0,,,37007000.0,150840000.0,187825000.0,-22000.0,150818000.0,134400000.0,134067000.0,134148000.0
Macerich Co,MAC,,912242,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 14:20:21+00:00,2.51,2.51,,277621000.0,2.51,-4159000.0,366389000.0,303166000.0,63223000.0,337426000.0,28963000.0,-164392000.0,85610000.0,,,301448000.0,164392000.0,716302000.0,272335000.0,81215000.0,0.0,,164392000.0,635566000.0,797517000.0,-2441000.0,633125000.0,134400000.0,134067000.0,134148000.0
