company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2008.0,FY,,2008-12-31,2010-02-26 16:32:59+00:00,274300000.0,1129500000.0,,907200000.0,164800000.0,701100000.0,852400000.0,521900000.0,30000000.0,336800000.0,158600000.0,567500000.0,1871000000.0,368000000.0,,952700000.0,963800000.0,,,212200000.0,275200000.0,,641900000.0,237300000.0,734500000.0,179600000.0,4389500000.0,20500000.0,1494500000.0,7603300000.0,5406700000.0,4979300000.0,1462100000.0,5406700000.0,5406700000.0,2196600000.0,7603300000.0,1660200000.0,734500000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,FY,,2009-12-31,2011-02-18 09:54:01+00:00,200200000.0,1147100000.0,,1016100000.0,258000000.0,658700000.0,939700000.0,602200000.0,134700000.0,354100000.0,59700000.0,956800000.0,1963700000.0,634700000.0,,943000000.0,947600000.0,,,258900000.0,285400000.0,,674300000.0,136700000.0,1035200000.0,204100000.0,5397400000.0,18000000.0,2296100000.0,9071300000.0,6595100000.0,5851200000.0,1441000000.0,6595100000.0,6595100000.0,2476200000.0,9071300000.0,2272500000.0,1035200000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q3,,2009-09-30,2009-11-09 14:36:46+00:00,204500000.0,1113500000.0,,,326600000.0,960300000.0,923400000.0,595300000.0,2100000.0,307300000.0,0.0,594600000.0,,360300000.0,,977300000.0,954100000.0,,,205100000.0,286900000.0,,666000000.0,296400000.0,820300000.0,146300000.0,5190900000.0,18100000.0,1969100000.0,8459200000.0,6440900000.0,5761800000.0,1198000000.0,6440900000.0,6440900000.0,2018300000.0,8459200000.0,1743300000.0,820300000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q2,,2009-06-30,2009-09-03 15:42:27+00:00,211700000.0,1097300000.0,,,189000000.0,666300000.0,906600000.0,570600000.0,14400000.0,262000000.0,0.0,578000000.0,,364000000.0,,,950300000.0,,,209300000.0,282100000.0,991700000.0,567600000.0,299500000.0,790900000.0,152800000.0,4961900000.0,19400000.0,1761600000.0,7923500000.0,6057500000.0,5240300000.0,1075100000.0,6057500000.0,6057500000.0,1866000000.0,7923500000.0,1732900000.0,790900000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,FY,,2010-12-31,2012-02-13 16:25:27+00:00,292000000.0,1252000000.0,,1052000000.0,154000000.0,1758000000.0,1003000000.0,653000000.0,47000000.0,418000000.0,70000000.0,1072000000.0,1850000000.0,703000000.0,996000000.0,1057000000.0,798000000.0,,,248000000.0,291000000.0,,753000000.0,151000000.0,1120000000.0,290000000.0,6017000000.0,25000000.0,2622000000.0,10895000000.0,7174000000.0,7632000000.0,1605000000.0,7174000000.0,7174000000.0,3721000000.0,10895000000.0,2465000000.0,2116000000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q3,,2010-09-30,2010-11-04 15:42:51+00:00,247800000.0,1158600000.0,,,209800000.0,925600000.0,1005000000.0,617200000.0,60200000.0,345200000.0,59600000.0,951000000.0,,653500000.0,996400000.0,1035300000.0,931600000.0,,,250700000.0,297000000.0,,674100000.0,144400000.0,1063500000.0,218000000.0,6091200000.0,19100000.0,3589000000.0,10771900000.0,7306000000.0,7543700000.0,1406000000.0,7306000000.0,7306000000.0,3465900000.0,10771900000.0,2296600000.0,2059900000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q2,,2010-06-30,2010-08-09 10:35:14+00:00,212800000.0,1108200000.0,,,-51800000.0,785200000.0,984200000.0,599500000.0,46300000.0,283800000.0,59600000.0,932300000.0,,654600000.0,996300000.0,968200000.0,898700000.0,,,247200000.0,291100000.0,,673700000.0,136400000.0,1023200000.0,195400000.0,5813100000.0,18900000.0,3243300000.0,10060100000.0,6745500000.0,6899800000.0,1295100000.0,6745500000.0,6745500000.0,3314600000.0,10060100000.0,2261600000.0,2019500000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q1,,2010-03-31,2010-04-29 09:20:58+00:00,230700000.0,1120600000.0,,,152000000.0,1202500000.0,965100000.0,616800000.0,166000000.0,250000000.0,59500000.0,951200000.0,,666300000.0,996200000.0,961000000.0,925000000.0,,,254700000.0,290000000.0,,671000000.0,135800000.0,1026600000.0,239400000.0,5553700000.0,27600000.0,2735100000.0,10098400000.0,6670800000.0,6875400000.0,1404800000.0,6670800000.0,6670800000.0,3427600000.0,10098400000.0,2298000000.0,2022800000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2011.0,FY,,2011-12-31,2013-02-27 17:24:58+00:00,345000000.0,1417000000.0,,1167000000.0,144000000.0,905000000.0,1060000000.0,777000000.0,155000000.0,444000000.0,81000000.0,2072000000.0,2055000000.0,1442000000.0,1751000000.0,1283000000.0,888000000.0,,,,,,798000000.0,537000000.0,872000000.0,312000000.0,6479000000.0,17000000.0,2513000000.0,12146000000.0,7683000000.0,7207000000.0,1840000000.0,7683000000.0,7683000000.0,4463000000.0,12146000000.0,4051000000.0,2623000000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2011.0,Q3,,2011-09-30,2011-10-28 09:37:54+00:00,282000000.0,1319000000.0,,,272000000.0,810000000.0,1045000000.0,775000000.0,59000000.0,384000000.0,69000000.0,2042000000.0,,1454000000.0,1755000000.0,1297000000.0,888000000.0,,,287000000.0,320000000.0,,743000000.0,161000000.0,1209000000.0,327000000.0,6240000000.0,25000000.0,2403000000.0,12083000000.0,7557000000.0,6931000000.0,1562000000.0,7557000000.0,7557000000.0,4526000000.0,12083000000.0,4264000000.0,2964000000.0
