company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:32:59+00:00,41400000.0,2.48,2.48,0.33,2.44,19800000.0,383400000.0,1017400000.0,986700000.0,30700000.0,1017400000.0,1865200000.0,6000500000.0,62800000.0,,375300000.0,0.0,2391500000.0,1865200000.0,4135300000.0,2828000000.0,1307300000.0,62800000.0,1370100000.0,6000500000.0,410200000.0,410200000.0,417000000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 09:54:01+00:00,40000000.0,2.81,2.81,0.4,2.78,,432400000.0,1147800000.0,1147800000.0,,1147800000.0,2131400000.0,6718200000.0,61200000.0,,367800000.0,34900000.0,2625100000.0,2131400000.0,4586800000.0,3067800000.0,1519000000.0,61200000.0,1580200000.0,6718200000.0,408100000.0,408100000.0,408100000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 14:36:46+00:00,9800000.0,,0.67,,0.66,,102200000.0,273800000.0,273800000.0,,273800000.0,541700000.0,1653000000.0,11900000.0,,92600000.0,0.0,644800000.0,541700000.0,1111300000.0,747200000.0,364100000.0,11900000.0,376000000.0,1653000000.0,,409700000.0,415800000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2008.0,Q2,2008-04-01,2008-06-30,2009-09-03 15:42:27+00:00,10000000.0,0.74,0.74,,0.73,,114300000.0,305800000.0,305800000.0,,305800000.0,533200000.0,1712600000.0,19200000.0,,90300000.0,,678200000.0,533200000.0,1179400000.0,778500000.0,400900000.0,19200000.0,420100000.0,1712600000.0,413200000.0,412000000.0,417900000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,FY,2009-01-01,2009-12-31,2011-02-18 09:54:01+00:00,35500000.0,2.79,2.79,0.25,2.77,,516500000.0,1107400000.0,1107400000.0,,1107400000.0,2183700000.0,6723100000.0,29500000.0,,336200000.0,67000000.0,2506300000.0,2183700000.0,4539400000.0,2945000000.0,1594400000.0,29500000.0,1623900000.0,6723100000.0,397400000.0,397400000.0,397400000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q4,2009-10-01,2009-12-31,,8800000.0,2.06,0.77,0.25,0.76,,217100000.0,306000000.0,306000000.0,,306000000.0,593200000.0,1834200000.0,9100000.0,,89500000.0,,628700000.0,593200000.0,1241000000.0,727000000.0,514000000.0,9100000.0,523100000.0,1834200000.0,397400000.0,397400000.0,397400000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q3,2009-07-01,2009-09-30,2009-11-09 14:36:46+00:00,8600000.0,,0.58,,0.57,,85400000.0,229000000.0,229000000.0,,229000000.0,538700000.0,1653300000.0,3000000.0,,83700000.0,67000000.0,643900000.0,538700000.0,1114600000.0,803200000.0,311400000.0,3000000.0,314400000.0,1653300000.0,,397600000.0,399600000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q3YTD,2009-01-01,2009-09-30,,26700000.0,0.73,2.02,,2.01,,299400000.0,801400000.0,801400000.0,,801400000.0,1590500000.0,4888900000.0,20400000.0,,246700000.0,67000000.0,1877600000.0,1590500000.0,3298400000.0,2218000000.0,1080400000.0,20400000.0,1100800000.0,4888900000.0,,397600000.0,399600000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q2,2009-04-01,2009-06-30,2009-09-03 15:42:27+00:00,8500000.0,0.73,0.73,,0.73,,108700000.0,291300000.0,291300000.0,,291300000.0,536300000.0,1634300000.0,10200000.0,,82600000.0,,617100000.0,536300000.0,1098000000.0,708200000.0,389800000.0,10200000.0,400000000.0,1634300000.0,399000000.0,397400000.0,399000000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q2YTD,2009-01-01,2009-06-30,,18100000.0,0.73,1.44,,1.44,,214000000.0,572400000.0,572400000.0,,572400000.0,1051800000.0,3235600000.0,17400000.0,,163000000.0,,1233700000.0,1051800000.0,2183800000.0,1414800000.0,769000000.0,17400000.0,786400000.0,3235600000.0,399000000.0,397400000.0,399000000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 09:20:58+00:00,9600000.0,,0.71,,0.71,,105300000.0,281100000.0,281100000.0,,281100000.0,515500000.0,1601300000.0,7200000.0,,80400000.0,,616600000.0,515500000.0,1085800000.0,706600000.0,379200000.0,7200000.0,386400000.0,1601300000.0,,396700000.0,398600000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q4,2010-10-01,2010-12-31,,15700000.0,1.56,0.75,0.48,0.74,124000000.0,84100000.0,294600000.0,294600000.0,,294600000.0,624500000.0,1995100000.0,-7300000.0,,110800000.0,,734100000.0,624500000.0,1370600000.0,984600000.0,386000000.0,-7300000.0,378700000.0,1995100000.0,396600000.0,396400000.0,399500000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 17:24:58+00:00,58000000.0,3.21,3.21,0.63,3.19,124000000.0,456000000.0,1273000000.0,1273000000.0,,1273000000.0,2286000000.0,7320000000.0,-22000000.0,,394000000.0,,2707000000.0,2286000000.0,5034000000.0,3283000000.0,1751000000.0,-22000000.0,1729000000.0,7320000000.0,396600000.0,396400000.0,399500000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q3,2010-07-01,2010-09-30,2010-11-04 15:42:51+00:00,14400000.0,0.85,0.85,0.15,0.85,,124200000.0,337700000.0,337700000.0,,337700000.0,540800000.0,1767600000.0,-8600000.0,,98600000.0,,643300000.0,540800000.0,1226800000.0,756300000.0,470500000.0,-8600000.0,461900000.0,1767600000.0,397300000.0,397000000.0,398100000.0
Stryker Corp,SYK,5493002F0SC4JTBU5137,310764,2010.0,Q3YTD,2010-01-01,2010-09-30,,42300000.0,1.65,2.46,0.15,2.45,,371900000.0,978400000.0,978400000.0,,978400000.0,1661500000.0,5324900000.0,-14700000.0,,283200000.0,,1972900000.0,1661500000.0,3663400000.0,2298400000.0,1365000000.0,-14700000.0,1350300000.0,5324900000.0,397300000.0,397000000.0,398100000.0
