company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 13:26:06+00:00,,2.41,2.41,1.18,8152000000.0,2.38,3570000000.0,3451000000.0,31260000000.0,4806000000.0,8265000000.0,8265000000.0,8057000000.0,208000000.0,20974000000.0,2839000000.0,1617000000.0,,0.0,293000000.0,703000000.0,8861000000.0,11547000000.0,,1530000000.0,,4939000000.0,11046000000.0,,1245000000.0,14203000000.0,35177000000.0,22746000000.0,18546000000.0,11835000000.0,39520000000.0,173000000.0,3149000000.0,3343200000.0,3348500000.0,3382800000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:40:28+00:00,186000000.0,0.7,0.7,1.3,4521000000.0,0.7,602000000.0,5287000000.0,29253000000.0,3756000000.0,2698000000.0,2698000000.0,2369000000.0,43000000.0,25143000000.0,2976000000.0,555000000.0,,,181000000.0,2257000000.0,8500000000.0,10998000000.0,286000000.0,,,15979000000.0,10936000000.0,,1478000000.0,9755000000.0,34898000000.0,22598000000.0,16734000000.0,3300000000.0,41877000000.0,177000000.0,2924000000.0,3384300000.0,3378100000.0,3391300000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:14:45+00:00,,0.49,0.49,0.34,1019000000.0,0.49,730000000.0,1397000000.0,7294000000.0,882000000.0,1651000000.0,1651000000.0,1637000000.0,14000000.0,6381000000.0,704000000.0,-425000000.0,,0.0,42000000.0,439000000.0,2164000000.0,3244000000.0,,,,2495000000.0,2633000000.0,,492000000.0,2393000000.0,8774000000.0,5501000000.0,3996000000.0,2381000000.0,10377000000.0,41000000.0,738000000.0,3340800000.0,3316400000.0,3331000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:55:52+00:00,,0.53,0.53,0.31,1063000000.0,0.53,834000000.0,1224000000.0,7239000000.0,849000000.0,1769000000.0,1769000000.0,1753000000.0,16000000.0,6278000000.0,705000000.0,-44000000.0,,0.0,46000000.0,550000000.0,2304000000.0,3914000000.0,,,,3012000000.0,2836000000.0,,357000000.0,2269000000.0,8547000000.0,5845000000.0,5182000000.0,2603000000.0,11460000000.0,38000000.0,762000000.0,3307500000.0,3309800000.0,3321400000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q4,2009-10-01,2009-12-31,,,-1.7,-1.7,-0.44,-2861000000.0,-1.69,-4382000000.0,-8543000000.0,-33102000000.0,-4565000000.0,-9654000000.0,-9654000000.0,-8257000000.0,-202000000.0,-34824000000.0,-4182000000.0,-1833000000.0,-1195000000.0,-122000000.0,-249000000.0,-1585000000.0,-15830000000.0,-20037000000.0,,-581000000.0,,-15755000000.0,-16187000000.0,,-210000000.0,-7758000000.0,-42582000000.0,-36199000000.0,-31166000000.0,-14036000000.0,-65990000000.0,-688000000.0,-7130000000.0,,,
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q3YTD,2009-01-01,2009-09-30,,,1.7,1.7,0.44,2861000000.0,1.69,4382000000.0,8543000000.0,33102000000.0,4565000000.0,9654000000.0,9654000000.0,8257000000.0,202000000.0,34824000000.0,4182000000.0,1833000000.0,1195000000.0,122000000.0,249000000.0,1585000000.0,15830000000.0,20037000000.0,,581000000.0,,15755000000.0,16187000000.0,,210000000.0,7758000000.0,42582000000.0,36199000000.0,31166000000.0,14036000000.0,65990000000.0,688000000.0,7130000000.0,4708900000.0,4678300000.0,4706400000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q2YTD,2009-01-01,2009-06-30,,,1.14,1.14,0.39,1956000000.0,1.13,3027000000.0,5596000000.0,22374000000.0,3264000000.0,6338000000.0,6338000000.0,5620000000.0,121000000.0,23140000000.0,2841000000.0,1222000000.0,597000000.0,76000000.0,172000000.0,893000000.0,10966000000.0,13060000000.0,,581000000.0,,9644000000.0,10708000000.0,,178000000.0,5474000000.0,28614000000.0,24515000000.0,20384000000.0,9365000000.0,43524000000.0,472000000.0,4628000000.0,4439700000.0,4483100000.0,4501600000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 17:31:58+00:00,,0.56,0.56,0.34,999000000.0,0.56,1552000000.0,2709000000.0,11247000000.0,1779000000.0,3089000000.0,3089000000.0,3045000000.0,44000000.0,11376000000.0,1483000000.0,511000000.0,,36000000.0,91000000.0,130000000.0,5125000000.0,6204000000.0,,581000000.0,,4558000000.0,5210000000.0,,123000000.0,2937000000.0,14313000000.0,11818000000.0,9641000000.0,4641000000.0,21017000000.0,266000000.0,2215000000.0,5437500000.0,4247400000.0,4249300000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q4,2010-10-01,2010-12-31,,549000000.0,0.62,0.62,0.05,662000000.0,0.61,1672000000.0,2374000000.0,10176000000.0,1153000000.0,3493000000.0,3493000000.0,3232000000.0,79000000.0,11063000000.0,1563000000.0,581000000.0,,65000000.0,124000000.0,-1078000000.0,5520000000.0,6785000000.0,182000000.0,,,2989000000.0,5708000000.0,1185000000.0,26000000.0,1906000000.0,12969000000.0,13340000000.0,10431000000.0,5165000000.0,21494000000.0,295000000.0,2958000000.0,5216100000.0,5226800000.0,5263100000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 11:07:48+00:00,2199000000.0,2.23,2.23,0.2,2832000000.0,2.21,6338000000.0,9666000000.0,41597000000.0,4888000000.0,12663000000.0,12663000000.0,11632000000.0,301000000.0,44757000000.0,5666000000.0,2103000000.0,,227000000.0,435000000.0,815000000.0,20030000000.0,24475000000.0,730000000.0,,,15753000000.0,22561000000.0,2126000000.0,92000000.0,8039000000.0,52796000000.0,50456000000.0,40453000000.0,19001000000.0,85210000000.0,1098000000.0,10934000000.0,5216100000.0,5226800000.0,5263100000.0
