company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 13:26:06+00:00,3719000000.0,14290000000.0,1532000000.0,-9000000.0,1876000000.0,69187000000.0,0.0,67790000000.0,-77347000000.0,9286000000.0,67790000000.0,-77347000000.0,9286000000.0,-271000000.0,27058000000.0,8265000000.0,8265000000.0,3331000000.0,-5441000000.0,-708000000.0,-60667000000.0,-3955000000.0,4939000000.0,-82071000000.0,-18250000000.0,-7418000000.0,0.0,62060000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:40:28+00:00,2554000000.0,8121000000.0,1669000000.0,-38251000000.0,16497000000.0,35701000000.0,22674000000.0,31955000000.0,-18161000000.0,-4788000000.0,31955000000.0,-18161000000.0,-4788000000.0,9006000000.0,7697000000.0,2698000000.0,2698000000.0,51049000000.0,13117000000.0,68000000.0,1873000000.0,-4312000000.0,15979000000.0,-171235000000.0,-44747000000.0,-1623000000.0,,100152000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q4,2008-10-01,2008-12-31,,123000000.0,194000000.0,515000000.0,-30236000000.0,15228000000.0,-18848000000.0,22674000000.0,-11558000000.0,39449000000.0,-16989000000.0,-11558000000.0,39449000000.0,-16989000000.0,10902000000.0,327000000.0,-2741000000.0,-2741000000.0,56350000000.0,7029000000.0,-36000000.0,36660000000.0,-1134000000.0,8444000000.0,-94923000000.0,-29308000000.0,-461000000.0,,41362000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q3,2008-07-01,2008-09-30,,46000000.0,2364000000.0,406000000.0,-11164000000.0,661000000.0,9182000000.0,,15388000000.0,-15561000000.0,-576000000.0,15388000000.0,-15561000000.0,-576000000.0,-749000000.0,12706000000.0,1651000000.0,1651000000.0,-3967000000.0,6036000000.0,85000000.0,-12818000000.0,-1128000000.0,2495000000.0,-23470000000.0,-5476000000.0,-642000000.0,,24694000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:14:45+00:00,2431000000.0,7927000000.0,1154000000.0,-8015000000.0,1269000000.0,54549000000.0,,43513000000.0,-57610000000.0,12201000000.0,43513000000.0,-57610000000.0,12201000000.0,-1896000000.0,7370000000.0,5439000000.0,5439000000.0,-5301000000.0,6088000000.0,104000000.0,-34787000000.0,-3178000000.0,7535000000.0,-76312000000.0,-15439000000.0,-1162000000.0,,58790000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:55:52+00:00,2385000000.0,5563000000.0,748000000.0,3149000000.0,608000000.0,45367000000.0,,28125000000.0,-42049000000.0,12777000000.0,28125000000.0,-42049000000.0,12777000000.0,-1147000000.0,-5336000000.0,3788000000.0,3788000000.0,-1334000000.0,52000000.0,19000000.0,-21969000000.0,-2050000000.0,5040000000.0,-52842000000.0,-9963000000.0,-520000000.0,,34096000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q4,2009-10-01,2009-12-31,,-2834000000.0,-8915000000.0,-2437000000.0,-11468000000.0,-9590000000.0,-4803000000.0,,106934000000.0,-75154000000.0,-25250000000.0,106934000000.0,-75154000000.0,-25250000000.0,6530000000.0,-15212000000.0,-9654000000.0,-9654000000.0,-31942000000.0,14064000000.0,346000000.0,-45437000000.0,3507000000.0,-15755000000.0,89536000000.0,132606000000.0,80000000.0,,-87311000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q3TTM,2008-10-01,2009-09-30,,2957000000.0,9109000000.0,2952000000.0,-18768000000.0,24818000000.0,-14045000000.0,22674000000.0,-118492000000.0,114603000000.0,8261000000.0,-118492000000.0,114603000000.0,8261000000.0,4372000000.0,15539000000.0,6913000000.0,6913000000.0,88292000000.0,-7035000000.0,-382000000.0,82097000000.0,-4641000000.0,24199000000.0,-184459000000.0,-161914000000.0,-541000000.0,,128673000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q3,2009-07-01,2009-09-30,,1772000000.0,2810000000.0,897000000.0,-10591000000.0,282000000.0,927000000.0,,-61472000000.0,50672000000.0,7401000000.0,-61472000000.0,50672000000.0,7401000000.0,-3399000000.0,-16980000000.0,3316000000.0,3316000000.0,-1515000000.0,7668000000.0,-34000000.0,16378000000.0,-797000000.0,6111000000.0,-8472000000.0,-44853000000.0,-17000000.0,,44281000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 12:24:19+00:00,2834000000.0,8915000000.0,2437000000.0,11468000000.0,9590000000.0,4803000000.0,,-106934000000.0,75154000000.0,25250000000.0,-106934000000.0,75154000000.0,25250000000.0,-6530000000.0,15212000000.0,9654000000.0,9654000000.0,31942000000.0,-14064000000.0,-346000000.0,45437000000.0,-3507000000.0,15755000000.0,-89536000000.0,-132606000000.0,-80000000.0,,87311000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q2TTM,2008-07-01,2009-06-30,,1231000000.0,8663000000.0,2461000000.0,-19341000000.0,25197000000.0,-5790000000.0,22674000000.0,-41632000000.0,48370000000.0,284000000.0,-41632000000.0,48370000000.0,284000000.0,7022000000.0,45225000000.0,5248000000.0,5248000000.0,85840000000.0,-8667000000.0,-263000000.0,52901000000.0,-4972000000.0,20583000000.0,-199457000000.0,-122537000000.0,-1166000000.0,,109086000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q2,2009-04-01,2009-06-30,,813000000.0,2401000000.0,559000000.0,-100000000.0,8784000000.0,65000000.0,,-9305000000.0,5781000000.0,1970000000.0,-9305000000.0,5781000000.0,1970000000.0,-1554000000.0,16467000000.0,3249000000.0,3249000000.0,2649000000.0,-6824000000.0,-82000000.0,17272000000.0,-644000000.0,5086000000.0,-37647000000.0,-33886000000.0,-9000000.0,,23507000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 18:50:11+00:00,1062000000.0,6105000000.0,1540000000.0,22059000000.0,9308000000.0,3876000000.0,,-45462000000.0,24482000000.0,17849000000.0,-45462000000.0,24482000000.0,17849000000.0,-3131000000.0,32192000000.0,6338000000.0,6338000000.0,33457000000.0,-21732000000.0,-312000000.0,29059000000.0,-2710000000.0,9644000000.0,-81064000000.0,-87753000000.0,-63000000.0,,43030000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 17:31:58+00:00,249000000.0,3704000000.0,981000000.0,22159000000.0,524000000.0,3811000000.0,,-36157000000.0,18701000000.0,15879000000.0,-36157000000.0,18701000000.0,15879000000.0,-1577000000.0,15725000000.0,3089000000.0,3089000000.0,30808000000.0,-14908000000.0,-230000000.0,11787000000.0,-2066000000.0,4558000000.0,-43417000000.0,-53867000000.0,-54000000.0,,19523000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q4,2010-10-01,2010-12-31,,270000000.0,1936000000.0,422000000.0,7601000000.0,325000000.0,5537000000.0,,33282000000.0,-29211000000.0,-4028000000.0,33282000000.0,-29211000000.0,-4028000000.0,43000000.0,33430000000.0,3493000000.0,3493000000.0,-24088000000.0,-18533000000.0,-84000000.0,-2360000000.0,-379000000.0,2989000000.0,-18651000000.0,-5527000000.0,-20000000.0,,15888000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 11:07:48+00:00,1187000000.0,8307000000.0,1924000000.0,-3934000000.0,1375000000.0,14797000000.0,0.0,-26133000000.0,-3675000000.0,18772000000.0,-26133000000.0,-3675000000.0,18772000000.0,-11036000000.0,23924000000.0,12663000000.0,12663000000.0,-39752000000.0,-7634000000.0,-1039000000.0,4724000000.0,-1782000000.0,15753000000.0,-55864000000.0,-63317000000.0,-91000000.0,,87217000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q3TTM,2009-10-01,2010-09-30,,-1917000000.0,-2544000000.0,-935000000.0,-23003000000.0,-8540000000.0,4457000000.0,,47519000000.0,-49618000000.0,-2450000000.0,47519000000.0,-49618000000.0,-2450000000.0,-4549000000.0,-24718000000.0,-484000000.0,-484000000.0,-47606000000.0,24963000000.0,-609000000.0,-38353000000.0,2104000000.0,-2991000000.0,52323000000.0,74816000000.0,9000000.0,,-15982000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q3,2010-07-01,2010-09-30,,292000000.0,2214000000.0,167000000.0,2585000000.0,185000000.0,6001000000.0,,-21332000000.0,13816000000.0,5946000000.0,-21332000000.0,13816000000.0,5946000000.0,-1570000000.0,-1111000000.0,3425000000.0,3425000000.0,17349000000.0,-3676000000.0,-25000000.0,4387000000.0,-514000000.0,3445000000.0,-24902000000.0,-25865000000.0,-3000000.0,,16982000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q2TTM,2009-07-01,2010-06-30,,-437000000.0,-1948000000.0,-205000000.0,-36179000000.0,-8443000000.0,-617000000.0,,7379000000.0,-12762000000.0,-995000000.0,7379000000.0,-12762000000.0,-995000000.0,-6378000000.0,-40587000000.0,-593000000.0,-593000000.0,-66470000000.0,36307000000.0,-618000000.0,-26362000000.0,1821000000.0,-325000000.0,68753000000.0,55828000000.0,-5000000.0,,11317000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q2,2010-04-01,2010-06-30,,300000000.0,1937000000.0,622000000.0,-6136000000.0,401000000.0,-396000000.0,,-5728000000.0,-975000000.0,7973000000.0,-5728000000.0,-975000000.0,7973000000.0,1270000000.0,10730000000.0,3145000000.0,3145000000.0,-19706000000.0,6353000000.0,-638000000.0,1272000000.0,-378000000.0,3989000000.0,-7546000000.0,-15417000000.0,-30000000.0,,25005000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 08:05:26+00:00,625000000.0,4157000000.0,1335000000.0,-14120000000.0,865000000.0,3259000000.0,,-38083000000.0,11720000000.0,16854000000.0,-38083000000.0,11720000000.0,16854000000.0,-9509000000.0,-8395000000.0,5745000000.0,5745000000.0,-33013000000.0,14575000000.0,-930000000.0,2697000000.0,-889000000.0,9319000000.0,-12311000000.0,-31925000000.0,-68000000.0,,54347000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q1TTM,2009-04-01,2010-03-31,,76000000.0,-1484000000.0,-268000000.0,-30143000000.0,-60000000.0,-156000000.0,,3802000000.0,-6006000000.0,-6998000000.0,3802000000.0,-6006000000.0,-6998000000.0,-9202000000.0,-34850000000.0,-489000000.0,-489000000.0,-44115000000.0,23130000000.0,-62000000.0,-10362000000.0,1555000000.0,772000000.0,38652000000.0,37359000000.0,16000000.0,,9819000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 07:41:01+00:00,325000000.0,2220000000.0,713000000.0,-7984000000.0,464000000.0,3655000000.0,0.0,-32355000000.0,12695000000.0,8881000000.0,-32355000000.0,12695000000.0,8881000000.0,-10779000000.0,-19125000000.0,2600000000.0,2600000000.0,-13307000000.0,8222000000.0,-292000000.0,1425000000.0,-511000000.0,5330000000.0,-4765000000.0,-16508000000.0,-38000000.0,,29342000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2011.0,Q4,2011-10-01,2011-12-31,,1977000000.0,1723000000.0,725000000.0,12175000000.0,282000000.0,3908000000.0,,8525000000.0,16725000000.0,-24124000000.0,8525000000.0,16725000000.0,-24124000000.0,1126000000.0,24642000000.0,4183000000.0,4183000000.0,45437000000.0,-43247000000.0,-65000000.0,240000000.0,-785000000.0,2040000000.0,-56243000000.0,-18803000000.0,-654000000.0,,27291000000.0
