company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundssold,goodwill,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2008.0,FY,,2008-12-31,2010-02-26 13:26:06+00:00,21013000000.0,-6869000000.0,23763000000.0,43299000000.0,49433000000.0,22627000000.0,630565000000.0,,864830000000.0,6228000000.0,267158000000.0,20088000000.0,843817000000.0,11269000000.0,3232000000.0,150837000000.0,125961000000.0,-555000000.0,,50689000000.0,36543000000.0,108074000000.0,1309639000000.0,67752000000.0,99084000000.0,102316000000.0,1207323000000.0,1309639000000.0,31332000000.0,206453000000.0,-4666000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,FY,,2009-12-31,2011-02-25 14:40:28+00:00,24516000000.0,3009000000.0,27080000000.0,61621000000.0,40885000000.0,24812000000.0,642662000000.0,,782770000000.0,44827000000.0,203861000000.0,,758254000000.0,10736000000.0,2573000000.0,181356000000.0,121303000000.0,-442000000.0,,62442000000.0,41563000000.0,38966000000.0,1243646000000.0,103301000000.0,111786000000.0,114359000000.0,1129287000000.0,1243646000000.0,8485000000.0,215749000000.0,-2450000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q3,,2009-09-30,2009-11-06 15:14:45+00:00,24028000000.0,4088000000.0,17233000000.0,48270000000.0,17491000000.0,24052000000.0,631488000000.0,,799952000000.0,5846000000.0,214292000000.0,35538000000.0,775924000000.0,11040000000.0,6774000000.0,165260000000.0,114489000000.0,-511000000.0,,57861000000.0,41485000000.0,30800000000.0,1228625000000.0,90561000000.0,122150000000.0,128924000000.0,1099701000000.0,1228625000000.0,31589000000.0,227012000000.0,-2771000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2009.0,Q2,,2009-06-30,2009-08-07 16:55:52+00:00,23035000000.0,-590000000.0,20632000000.0,48197000000.0,15976000000.0,24619000000.0,640586000000.0,,821614000000.0,5413000000.0,229416000000.0,41991000000.0,798579000000.0,11151000000.0,6759000000.0,173149000000.0,118910000000.0,-520000000.0,,64160000000.0,39165000000.0,55483000000.0,1284176000000.0,83126000000.0,114623000000.0,121382000000.0,1162794000000.0,1284176000000.0,31497000000.0,246905000000.0,-3126000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q3,,2010-09-30,2010-11-05 12:24:19+00:00,23939000000.0,5502000000.0,16001000000.0,61655000000.0,56549000000.0,24831000000.0,630061000000.0,,753664000000.0,47189000000.0,163143000000.0,,729725000000.0,9636000000.0,1507000000.0,184451000000.0,110707000000.0,-826000000.0,,67249000000.0,48953000000.0,50715000000.0,1220784000000.0,114818000000.0,123658000000.0,125165000000.0,1095619000000.0,1220784000000.0,8840000000.0,226146000000.0,-466000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q2,,2010-06-30,2010-08-06 18:50:11+00:00,24584000000.0,4844000000.0,17571000000.0,61430000000.0,73898000000.0,24820000000.0,640608000000.0,,766265000000.0,42580000000.0,185072000000.0,,741681000000.0,10508000000.0,1626000000.0,175015000000.0,109745000000.0,-977000000.0,,58582000000.0,46126000000.0,45187000000.0,1225862000000.0,110792000000.0,119772000000.0,121398000000.0,1104464000000.0,1225862000000.0,8980000000.0,205059000000.0,-631000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2010.0,Q1,,2010-03-31,2010-05-07 17:31:58+00:00,25123000000.0,4087000000.0,16301000000.0,61899000000.0,54192000000.0,24819000000.0,634375000000.0,,781430000000.0,5140000000.0,199879000000.0,34737000000.0,756307000000.0,10405000000.0,2012000000.0,170518000000.0,112214000000.0,-1296000000.0,,54371000000.0,43636000000.0,46333000000.0,1223630000000.0,106866000000.0,116142000000.0,118154000000.0,1105476000000.0,1223630000000.0,9276000000.0,209515000000.0,-1460000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2011.0,FY,,2011-12-31,2013-02-27 11:07:48+00:00,19372000000.0,3207000000.0,19440000000.0,64888000000.0,44367000000.0,25115000000.0,676067000000.0,,769631000000.0,49695000000.0,125354000000.0,,750259000000.0,9531000000.0,1446000000.0,244003000000.0,115033000000.0,-926000000.0,,77665000000.0,64385000000.0,49091000000.0,1313867000000.0,128810000000.0,140241000000.0,141687000000.0,1172180000000.0,1313867000000.0,11431000000.0,300427000000.0,-2744000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2011.0,Q3,,2011-09-30,2011-11-08 08:06:08+00:00,20039000000.0,3828000000.0,18314000000.0,64397000000.0,89804000000.0,25038000000.0,665565000000.0,,760106000000.0,43447000000.0,133214000000.0,,740067000000.0,9607000000.0,1476000000.0,229863000000.0,113706000000.0,-1071000000.0,,86284000000.0,61135000000.0,50775000000.0,1304945000000.0,126202000000.0,137768000000.0,139244000000.0,1165701000000.0,1304945000000.0,11566000000.0,264962000000.0,-2087000000.0
Wells Fargo & Co,WFC,PBLD0EJDB5FWOLXP3B76,72971,2011.0,Q2,,2011-06-30,2011-08-05 08:05:26+00:00,20893000000.0,5422000000.0,24059000000.0,64102000000.0,88406000000.0,24776000000.0,651492000000.0,,751921000000.0,32766000000.0,142872000000.0,,731028000000.0,9613000000.0,1515000000.0,202143000000.0,108018000000.0,-1249000000.0,,71430000000.0,57942000000.0,53881000000.0,1259734000000.0,124671000000.0,136401000000.0,137916000000.0,1121818000000.0,1259734000000.0,11730000000.0,241068000000.0,-1546000000.0
