company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q3YTD,2016-07-01,2017-03-31,,1.17,1.17,0.99,1.16,,63900000.0,139700000.0,139600000.0,,139700000.0,2199400000.0,2796800000.0,700000.0,362800000.0,2199400000.0,597400000.0,-31800000.0,362800000.0,234500000.0,-31100000.0,203500000.0,2796800000.0,118600000.0,117800000.0,120700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q3TTM,2016-04-01,2017-03-31,,2.61,2.61,1.29,2.56,,156400000.0,309800000.0,309600000.0,,309800000.0,2785700000.0,3771400000.0,-600000.0,480700000.0,2785700000.0,985700000.0,-38400000.0,480700000.0,504800000.0,-39000000.0,466000000.0,3771400000.0,118600000.0,117800000.0,120700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q2,2016-10-01,2016-12-31,2018-02-08 13:57:11+00:00,0.25,0.25,0.33,0.25,,15600000.0,30100000.0,30100000.0,,30100000.0,707800000.0,892600000.0,-2500000.0,126000000.0,707800000.0,184800000.0,-10600000.0,126000000.0,58800000.0,-13100000.0,45700000.0,892600000.0,120400000.0,118700000.0,121500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q2YTD,2016-07-01,2016-12-31,,0.53,0.53,0.66,0.53,,33500000.0,63800000.0,63700000.0,,63800000.0,1425700000.0,1787900000.0,-6700000.0,237300000.0,1425700000.0,362200000.0,-21000000.0,237300000.0,124800000.0,-27700000.0,97200000.0,1787900000.0,120400000.0,118700000.0,121500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q2TTM,2016-01-01,2016-12-31,,2.51,2.51,1.26,2.45,,155700000.0,297600000.0,297400000.0,,297600000.0,2498500000.0,3451300000.0,-8700000.0,456900000.0,2498500000.0,952800000.0,-34100000.0,456900000.0,495700000.0,-42800000.0,453100000.0,3451300000.0,120400000.0,118700000.0,121500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q1,2016-07-01,2016-09-30,2017-11-08 12:23:10+00:00,0.28,0.28,0.33,0.28,,17900000.0,33700000.0,33600000.0,,33700000.0,717900000.0,895300000.0,-4200000.0,111300000.0,717900000.0,177400000.0,-10400000.0,111300000.0,66000000.0,-14600000.0,51500000.0,895300000.0,120400000.0,118500000.0,121600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q1TTM,2015-10-01,2016-09-30,,2.6,2.6,1.23,2.53,,161200000.0,307700000.0,307500000.0,,307700000.0,2255200000.0,3197600000.0,-8600000.0,435100000.0,2255200000.0,942400000.0,-29900000.0,435100000.0,507100000.0,-38500000.0,468700000.0,3197600000.0,120400000.0,118500000.0,121600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q3,2018-01-01,2018-03-31,2019-05-07 11:30:46+00:00,0.93,0.93,,0.9,,16200000.0,109100000.0,109000000.0,,109100000.0,802500000.0,1071900000.0,3400000.0,138600000.0,802500000.0,269400000.0,-9000000.0,138600000.0,130800000.0,-5600000.0,125200000.0,1071900000.0,117300000.0,116900000.0,120900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q3YTD,2017-07-01,2018-03-31,,1.89,1.89,0.73,1.84,,82000000.0,221100000.0,221000000.0,,221100000.0,2297800000.0,3009500000.0,-300000.0,379800000.0,2297800000.0,711700000.0,-28600000.0,379800000.0,331900000.0,-28900000.0,303000000.0,3009500000.0,117300000.0,116900000.0,120900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q3TTM,2017-04-01,2018-03-31,,3.49,3.49,-0.26,3.38,,179500000.0,408200000.0,408100000.0,,408200000.0,3206300000.0,4355300000.0,-4200000.0,517700000.0,3206300000.0,1149000000.0,-39500000.0,517700000.0,631400000.0,-43700000.0,587600000.0,4355300000.0,117300000.0,116900000.0,120900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2,2017-10-01,2017-12-31,2019-02-07 15:58:45+00:00,0.53,0.53,0.365,0.52,,41400000.0,62100000.0,62100000.0,,62100000.0,769300000.0,1012800000.0,-2200000.0,127700000.0,769300000.0,243500000.0,-10200000.0,127700000.0,115900000.0,-12400000.0,103500000.0,1012800000.0,117200000.0,116600000.0,120300000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2YTD,2017-07-01,2017-12-31,,0.96,0.96,0.73,0.94,,65800000.0,112000000.0,112000000.0,,112000000.0,1495300000.0,1937600000.0,-3700000.0,241200000.0,1495300000.0,442300000.0,-19600000.0,241200000.0,201100000.0,-23300000.0,177800000.0,1937600000.0,117200000.0,116600000.0,120300000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2TTM,2017-01-01,2017-12-31,,3.2,3.2,0.07,3.11,,193700000.0,375000000.0,375000000.0,,375000000.0,3177500000.0,4292300000.0,-200000.0,504600000.0,3177500000.0,1114800000.0,-41300000.0,504600000.0,610300000.0,-41500000.0,568700000.0,4292300000.0,117200000.0,116600000.0,120300000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q1,2017-07-01,2017-09-30,2018-11-06 11:12:57+00:00,0.43,0.43,0.365,0.42,,24400000.0,49900000.0,49900000.0,,49900000.0,726000000.0,924800000.0,-1500000.0,113500000.0,726000000.0,198800000.0,-9400000.0,113500000.0,85200000.0,-10900000.0,74300000.0,924800000.0,116000000.0,116500000.0,119800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q1TTM,2016-10-01,2017-09-30,,2.92,2.92,0.03,2.84,,167900000.0,343000000.0,343000000.0,,343000000.0,3116000000.0,4172100000.0,-500000.0,502900000.0,3116000000.0,1056100000.0,-41700000.0,502900000.0,553200000.0,-42200000.0,510900000.0,4172100000.0,116000000.0,116500000.0,119800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,FY,2018-07-01,2019-06-30,2019-08-06 15:05:23+00:00,4.16,4.16,1.94,4.06,,125200000.0,482100000.0,482100000.0,,482100000.0,3131900000.0,4362200000.0,-3700000.0,577500000.0,3131900000.0,1230300000.0,-41800000.0,577500000.0,652800000.0,-45500000.0,607300000.0,4362200000.0,115900000.0,115900000.0,118800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q4,2019-04-01,2019-06-30,,1.58,1.58,-1.46,1.55,,46800000.0,183300000.0,183300000.0,,183300000.0,811600000.0,1211200000.0,700000.0,158700000.0,811600000.0,399600000.0,-11500000.0,158700000.0,240900000.0,-10800000.0,230100000.0,1211200000.0,115900000.0,115900000.0,118800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3,2019-01-01,2019-03-31,2020-05-08 11:00:01+00:00,1.49,1.49,0.485,1.45,,51400000.0,172200000.0,172200000.0,,172200000.0,847300000.0,1224800000.0,0.0,143900000.0,847300000.0,377500000.0,-10000000.0,143900000.0,233600000.0,-10000000.0,223600000.0,1224800000.0,115600000.0,115700000.0,118500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3YTD,2018-07-01,2019-03-31,,2.58,2.58,1.46,2.51,,78400000.0,298800000.0,298800000.0,,298800000.0,2320300000.0,3151000000.0,-4400000.0,418800000.0,2320300000.0,830700000.0,-30300000.0,418800000.0,411900000.0,-34700000.0,377200000.0,3151000000.0,115600000.0,115700000.0,118500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2,2018-10-01,2018-12-31,2020-01-31 10:44:25+00:00,0.43,0.43,0.485,0.42,,14400000.0,49900000.0,49900000.0,,49900000.0,734000000.0,953400000.0,-3200000.0,141200000.0,734000000.0,219400000.0,-10700000.0,141200000.0,78200000.0,-13900000.0,64300000.0,953400000.0,116000000.0,116300000.0,119100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2YTD,2018-07-01,2018-12-31,,1.09,1.09,0.97,1.06,,27000000.0,126600000.0,126600000.0,,126600000.0,1473000000.0,1926200000.0,-4400000.0,274900000.0,1473000000.0,453200000.0,-20300000.0,274900000.0,178300000.0,-24700000.0,153600000.0,1926200000.0,116000000.0,116300000.0,119100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q1,2018-07-01,2018-09-30,2019-11-06 10:23:38+00:00,0.66,0.66,0.485,0.64,,12600000.0,76700000.0,76700000.0,,76700000.0,739000000.0,972800000.0,-1200000.0,133700000.0,739000000.0,233800000.0,-9600000.0,133700000.0,100100000.0,-10800000.0,89300000.0,972800000.0,116200000.0,116400000.0,119700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q3YTD,2019-07-01,2020-03-31,,2.04,2.04,1.62,2.0,,51900000.0,232800000.0,232900000.0,,232800000.0,2380900000.0,3167200000.0,1800000.0,460100000.0,2380900000.0,786300000.0,-43200000.0,460100000.0,326200000.0,-41400000.0,284800000.0,3167200000.0,114200000.0,114600000.0,117000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q3TTM,2019-04-01,2020-03-31,,3.62,3.62,0.17,3.55,,98700000.0,416100000.0,416200000.0,,416100000.0,3192500000.0,4378400000.0,2500000.0,618800000.0,3192500000.0,1185900000.0,-54700000.0,618800000.0,567100000.0,-52200000.0,514900000.0,4378400000.0,114200000.0,114600000.0,117000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q3,2020-01-01,2020-03-31,2020-05-08 11:00:01+00:00,1.46,1.46,0.54,1.43,,43600000.0,166800000.0,166900000.0,,166800000.0,872500000.0,1249900000.0,400000.0,151100000.0,872500000.0,377400000.0,-16200000.0,151100000.0,226300000.0,-15800000.0,210500000.0,1249900000.0,114200000.0,114600000.0,117000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q2YTD,2019-07-01,2019-12-31,,0.58,0.58,1.08,0.57,,8300000.0,66000000.0,66000000.0,,66000000.0,1508400000.0,1917300000.0,1400000.0,309000000.0,1508400000.0,408900000.0,-27000000.0,309000000.0,99900000.0,-25600000.0,74300000.0,1917300000.0,112200000.0,114700000.0,117200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q2TTM,2019-01-01,2019-12-31,,3.65,3.65,0.11,3.57,,106500000.0,421500000.0,421500000.0,,421500000.0,3167300000.0,4353300000.0,2100000.0,611600000.0,3167300000.0,1186000000.0,-48500000.0,611600000.0,574400000.0,-46400000.0,528000000.0,4353300000.0,112200000.0,114700000.0,117200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q2,2019-10-01,2019-12-31,2020-01-31 10:44:25+00:00,0.09,0.09,0.54,0.09,,400000.0,10100000.0,10100000.0,,10100000.0,780900000.0,968700000.0,-2400000.0,161000000.0,780900000.0,187800000.0,-13900000.0,161000000.0,26800000.0,-16300000.0,10500000.0,968700000.0,112200000.0,114700000.0,117200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q1TTM,2018-10-01,2019-09-30,,3.99,3.99,0.06,3.9,,120500000.0,461300000.0,461300000.0,,461300000.0,3120400000.0,4338000000.0,1300000.0,591800000.0,3120400000.0,1217600000.0,-45300000.0,591800000.0,625800000.0,-44000000.0,581800000.0,4338000000.0,114100000.0,114400000.0,117100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q1,2019-07-01,2019-09-30,2019-11-06 10:23:38+00:00,0.49,0.49,0.54,0.48,,7900000.0,55900000.0,55900000.0,,55900000.0,727500000.0,948600000.0,3800000.0,148000000.0,727500000.0,221100000.0,-13100000.0,148000000.0,73100000.0,-9300000.0,63800000.0,948600000.0,114100000.0,114400000.0,117100000.0
