company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,FY,2011-07-01,2012-06-30,2014-08-07 16:47:32+00:00,-85300000.0,41000000.0,71100000.0,13800000.0,51000000.0,-6000000.0,-22900000.0,490000000.0,-88700000.0,-110500000.0,290600000.0,,,-88700000.0,-110500000.0,290600000.0,79000000.0,123600000.0,125000000.0,-1400000.0,96500000.0,47500000.0,6500000.0,-6400000.0,-78100000.0,,-33800000.0,-496500000.0,-51600000.0,2100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3TTM,2011-04-01,2012-03-31,,-90900000.0,31900000.0,88800000.0,12800000.0,39900000.0,1500000.0,-37100000.0,241700000.0,-74600000.0,-120200000.0,255900000.0,7200000.0,-16400000.0,-67400000.0,-120200000.0,239500000.0,67500000.0,156400000.0,156900000.0,-500000.0,64300000.0,-142000000.0,2100000.0,14100000.0,-76600000.0,,-31400000.0,-42600000.0,-55100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3YTD,2011-07-01,2012-03-31,2012-05-08 12:10:35+00:00,-82000000.0,13500000.0,61800000.0,8300000.0,37300000.0,,-55400000.0,,-20500000.0,-102700000.0,103900000.0,,-1300000.0,-20500000.0,-102700000.0,102600000.0,-22700000.0,40200000.0,41600000.0,-1400000.0,66900000.0,76100000.0,2100000.0,-2100000.0,-58200000.0,,-22800000.0,-2600000.0,-35800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3,2012-01-01,2012-03-31,,-1700000.0,4700000.0,7100000.0,1500000.0,13600000.0,4000000.0,-99800000.0,,-27000000.0,-8800000.0,15800000.0,,-1300000.0,-27000000.0,-8800000.0,14500000.0,-19400000.0,16700000.0,18100000.0,-1400000.0,79200000.0,-10600000.0,2100000.0,-2100000.0,-100000.0,,-9200000.0,-1200000.0,-15100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2TTM,2011-01-01,2011-12-31,,-293500000.0,30800000.0,95000000.0,11800000.0,41900000.0,-600000.0,23600000.0,241700000.0,110800000.0,-322700000.0,252100000.0,7200000.0,-12600000.0,118000000.0,-322700000.0,239500000.0,50400000.0,169400000.0,171400000.0,-2000000.0,-15600000.0,128100000.0,,16200000.0,-95200000.0,,-29200000.0,-41400000.0,-122000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2YTD,2011-07-01,2011-12-31,2012-02-07 14:48:34+00:00,-80300000.0,8800000.0,54700000.0,6800000.0,23700000.0,-4000000.0,44400000.0,,6500000.0,-93900000.0,88100000.0,,,6500000.0,-93900000.0,88100000.0,-3300000.0,23500000.0,23500000.0,0.0,-12300000.0,86700000.0,,,-58100000.0,,-13600000.0,-1400000.0,-20700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2,2011-10-01,2011-12-31,,-5100000.0,4500000.0,21700000.0,6100000.0,12500000.0,-4400000.0,62800000.0,-300000.0,-60400000.0,-14600000.0,64800000.0,,,-60400000.0,-14600000.0,64800000.0,-14600000.0,6800000.0,6800000.0,,-21800000.0,-8200000.0,,,-39600000.0,,-9500000.0,-1400000.0,-10900000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q1TTM,2010-10-01,2011-09-30,,-308600000.0,29900000.0,77100000.0,9900000.0,42300000.0,5300000.0,-42200000.0,242000000.0,151800000.0,-335600000.0,238700000.0,7200000.0,-11500000.0,159000000.0,-335600000.0,227200000.0,72100000.0,173000000.0,175200000.0,-2200000.0,33500000.0,140800000.0,,16200000.0,-74500000.0,,-27000000.0,-39900000.0,-116600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q1,2011-07-01,2011-09-30,2011-11-03 12:13:32+00:00,-75200000.0,4300000.0,33000000.0,700000.0,11200000.0,400000.0,-18400000.0,300000.0,66900000.0,-79300000.0,23300000.0,,,66900000.0,-79300000.0,23300000.0,11300000.0,16700000.0,16700000.0,,9500000.0,94900000.0,,,-18500000.0,,-4100000.0,,-9800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q4,2013-04-01,2013-06-30,,-6800000.0,11800000.0,20700000.0,5200000.0,10700000.0,-900000.0,33000000.0,200000.0,-97500000.0,-16400000.0,198600000.0,,,-97500000.0,-16400000.0,198600000.0,83800000.0,134600000.0,134600000.0,,8500000.0,21400000.0,-1100000.0,,-21600000.0,,-8500000.0,2300000.0,-99800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,FY,2012-07-01,2013-06-30,2014-08-07 16:47:32+00:00,-12700000.0,45800000.0,118600000.0,13500000.0,47600000.0,-200000.0,-68500000.0,200000.0,-273200000.0,-52000000.0,270900000.0,,,-273200000.0,-52000000.0,270900000.0,-54500000.0,212100000.0,212100000.0,,33900000.0,50900000.0,-1100000.0,,-85800000.0,,-38200000.0,,-238500000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3TTM,2012-04-01,2013-03-31,,-9200000.0,61500000.0,107200000.0,13800000.0,50600000.0,-5300000.0,-69000000.0,490000000.0,-243900000.0,-43400000.0,259000000.0,,1300000.0,-243900000.0,-43400000.0,260300000.0,-36600000.0,160900000.0,160900000.0,,55000000.0,900000.0,4400000.0,-4300000.0,-84100000.0,,-40700000.0,-496200000.0,-154500000.0,2100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3YTD,2012-07-01,2013-03-31,2013-05-07 11:08:46+00:00,-5900000.0,34000000.0,97900000.0,8300000.0,36900000.0,700000.0,-101500000.0,,-175700000.0,-35600000.0,72300000.0,0.0,,-175700000.0,-35600000.0,72300000.0,-138300000.0,77500000.0,77500000.0,,25400000.0,29500000.0,,,-64200000.0,,-29700000.0,-2300000.0,-138700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3,2013-01-01,2013-03-31,,-3400000.0,22700000.0,41600000.0,1500000.0,10900000.0,-1600000.0,-76600000.0,,-57500000.0,-16600000.0,-1200000.0,,,-57500000.0,-16600000.0,-1200000.0,-76900000.0,43400000.0,43400000.0,,-1600000.0,10600000.0,,,-21900000.0,,-13200000.0,-200000.0,-46000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2TTM,2012-01-01,2012-12-31,,-7500000.0,43500000.0,72700000.0,13800000.0,53300000.0,300000.0,-92200000.0,490000000.0,-213400000.0,-35600000.0,276000000.0,,,-213400000.0,-35600000.0,276000000.0,20900000.0,134200000.0,135600000.0,-1400000.0,135800000.0,-20300000.0,6500000.0,-6400000.0,-62300000.0,,-36700000.0,-497200000.0,-123600000.0,2100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2YTD,2012-07-01,2012-12-31,2013-02-07 13:17:30+00:00,-2500000.0,11300000.0,56300000.0,6800000.0,26000000.0,2300000.0,-24900000.0,,-118200000.0,-19000000.0,73500000.0,0.0,0.0,-118200000.0,-19000000.0,73500000.0,-61400000.0,34100000.0,34100000.0,,27000000.0,18900000.0,,0.0,-42300000.0,,-16500000.0,-2100000.0,-92700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2,2012-09-23,2012-12-31,,-800000.0,300000.0,16700000.0,5300000.0,12500000.0,400000.0,42300000.0,,-31300000.0,-10900000.0,89100000.0,,,-31300000.0,-10900000.0,89100000.0,47300000.0,15800000.0,15800000.0,,18200000.0,8300000.0,,,-22000000.0,,-10100000.0,-1000000.0,-16600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q1TTM,2011-10-01,2012-09-30,,-11800000.0,47700000.0,77700000.0,14600000.0,53300000.0,-4500000.0,-71700000.0,489700000.0,-242500000.0,-39300000.0,251700000.0,,,-242500000.0,-39300000.0,251700000.0,-41000000.0,125200000.0,126600000.0,-1400000.0,95800000.0,-36800000.0,6500000.0,-6400000.0,-79900000.0,,-36100000.0,-497600000.0,-117900000.0,2100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q1,2012-07-01,2012-09-30,2012-11-06 16:31:12+00:00,-1700000.0,11000000.0,39600000.0,1500000.0,13500000.0,1900000.0,-67200000.0,,-86900000.0,-8100000.0,-15600000.0,0.0,0.0,-86900000.0,-8100000.0,-15600000.0,-108700000.0,18300000.0,18300000.0,,8800000.0,10600000.0,,0.0,-20300000.0,,-6400000.0,-1100000.0,-76100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,FY,2013-07-01,2014-06-30,2016-08-09 11:28:38+00:00,-96900000.0,50600000.0,150300000.0,17100000.0,46800000.0,3100000.0,12800000.0,399500000.0,-158900000.0,-150300000.0,387700000.0,,,-158900000.0,-150300000.0,387700000.0,81600000.0,263000000.0,263000000.0,,14500000.0,72300000.0,0.0,,-96700000.0,0.0,-53400000.0,-404300000.0,-129700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q4,2014-04-01,2014-06-30,,11100000.0,13500000.0,48800000.0,3800000.0,12100000.0,1900000.0,43900000.0,,-89500000.0,-9500000.0,200300000.0,,,-89500000.0,-9500000.0,200300000.0,103200000.0,140200000.0,140200000.0,,-9400000.0,31400000.0,,,-25200000.0,,-20600000.0,,-95700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3TTM,2013-04-01,2014-03-31,,-114800000.0,48900000.0,122200000.0,18500000.0,45400000.0,300000.0,1900000.0,399700000.0,-166900000.0,-157200000.0,386000000.0,,,-166900000.0,-157200000.0,386000000.0,62200000.0,257400000.0,257400000.0,,32400000.0,62300000.0,-1100000.0,,-93100000.0,,-41300000.0,-402000000.0,-133800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3YTD,2013-07-01,2014-03-31,2014-05-09 12:56:42+00:00,-108000000.0,37100000.0,101500000.0,13300000.0,34700000.0,1200000.0,-31100000.0,399500000.0,-69400000.0,-140800000.0,187400000.0,,,-69400000.0,-140800000.0,187400000.0,-21600000.0,122800000.0,122800000.0,,23900000.0,40900000.0,,,-71500000.0,,-32800000.0,-404300000.0,-34000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3,2014-01-01,2014-03-31,,-63200000.0,12900000.0,9100000.0,8400000.0,12500000.0,-1000000.0,9900000.0,,-19100000.0,-72300000.0,96500000.0,,,-19100000.0,-72300000.0,96500000.0,4100000.0,50800000.0,50800000.0,,10400000.0,26500000.0,,,-25000000.0,,-9100000.0,,-20600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2TTM,2013-01-01,2013-12-31,,-55000000.0,58700000.0,154700000.0,11600000.0,43800000.0,-300000.0,-84600000.0,399700000.0,-205300000.0,-101500000.0,288300000.0,,,-205300000.0,-101500000.0,288300000.0,-18800000.0,250000000.0,250000000.0,,20400000.0,46400000.0,-1100000.0,,-90000000.0,,-45400000.0,-402200000.0,-159200000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2YTD,2013-07-01,2013-12-31,2014-02-06 14:10:24+00:00,-44800000.0,24200000.0,92400000.0,4900000.0,22200000.0,2200000.0,-41000000.0,399500000.0,-50300000.0,-68500000.0,90900000.0,,,-50300000.0,-68500000.0,90900000.0,-25700000.0,72000000.0,72000000.0,,13500000.0,14400000.0,,,-46500000.0,,-23700000.0,-404300000.0,-13400000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2,2013-10-01,2013-12-31,,-42000000.0,12100000.0,41200000.0,3800000.0,11300000.0,1400000.0,35100000.0,399500000.0,-23000000.0,-17500000.0,96300000.0,,,-23000000.0,-17500000.0,96300000.0,57200000.0,27600000.0,27600000.0,,10200000.0,12300000.0,37700000.0,,-25000000.0,,-13200000.0,-404300000.0,-5500000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q1TTM,2012-10-01,2013-09-30,,-13800000.0,46900000.0,130200000.0,13100000.0,45000000.0,-1300000.0,-77400000.0,200000.0,-213600000.0,-94900000.0,281100000.0,,,-213600000.0,-94900000.0,281100000.0,-28700000.0,238200000.0,238200000.0,,28400000.0,42400000.0,-38800000.0,,-87000000.0,,-42300000.0,1100000.0,-170300000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q1,2013-07-01,2013-09-30,2013-11-07 13:57:44+00:00,-2800000.0,12100000.0,51200000.0,1100000.0,10900000.0,800000.0,-76100000.0,,-27300000.0,-51000000.0,-5400000.0,,,-27300000.0,-51000000.0,-5400000.0,-82900000.0,44400000.0,44400000.0,,3300000.0,2100000.0,-37700000.0,,-21500000.0,,-10500000.0,,-7900000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,FY,2014-07-01,2015-06-30,2017-08-10 14:32:56+00:00,-210400000.0,55000000.0,85400000.0,24100000.0,49300000.0,-20200000.0,33100000.0,320000000.0,-158300000.0,-276400000.0,431400000.0,,,-158300000.0,-276400000.0,431400000.0,-23500000.0,287100000.0,287100000.0,,6900000.0,102600000.0,0.0,,-122300000.0,,-66000000.0,-156900000.0,-301700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q4,2015-04-01,2015-06-30,,-132300000.0,14100000.0,40000000.0,4400000.0,12800000.0,1600000.0,92400000.0,200000000.0,-87000000.0,-175400000.0,274800000.0,,,-87000000.0,-175400000.0,274800000.0,14000000.0,165900000.0,165900000.0,,-10400000.0,30900000.0,,,-32200000.0,,-43100000.0,-140000000.0,-145700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3YTD,2014-07-01,2015-03-31,2016-05-05 12:44:02+00:00,-78100000.0,40900000.0,45400000.0,19700000.0,36500000.0,-21800000.0,-59300000.0,120000000.0,-71300000.0,-101000000.0,156600000.0,,,-71300000.0,-101000000.0,156600000.0,-37500000.0,121200000.0,121200000.0,,17300000.0,71700000.0,0.0,,-90100000.0,,-22900000.0,-16900000.0,-156000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3TTM,2014-04-01,2015-03-31,,-67000000.0,54400000.0,94200000.0,23500000.0,48600000.0,-19900000.0,-15400000.0,120000000.0,-160800000.0,-110500000.0,356900000.0,,,-160800000.0,-110500000.0,356900000.0,65700000.0,261400000.0,261400000.0,,7900000.0,103100000.0,,,-115300000.0,,-43500000.0,-16900000.0,-251700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3,2015-01-01,2015-03-31,,-41100000.0,14100000.0,3400000.0,8000000.0,12500000.0,-12800000.0,1700000.0,120000000.0,-26900000.0,-50100000.0,85800000.0,,,-26900000.0,-50100000.0,85800000.0,-4000000.0,54000000.0,54000000.0,,3500000.0,31500000.0,,,-32500000.0,,-9000000.0,-15000000.0,-130900000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2TTM,2014-01-01,2014-12-31,,-89100000.0,53200000.0,99900000.0,23900000.0,48600000.0,-8100000.0,-7200000.0,,-153000000.0,-132700000.0,367600000.0,,,-153000000.0,-132700000.0,367600000.0,73800000.0,258200000.0,258200000.0,,14800000.0,98100000.0,,,-107800000.0,,-43600000.0,-1900000.0,-141400000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2YTD,2014-07-01,2014-12-31,2016-02-04 11:10:43+00:00,-37000000.0,26800000.0,42000000.0,11700000.0,24000000.0,-9000000.0,-61000000.0,0.0,-44400000.0,-50900000.0,70800000.0,,,-44400000.0,-50900000.0,70800000.0,-33500000.0,67200000.0,67200000.0,,13800000.0,40200000.0,,,-57600000.0,,-13900000.0,-1900000.0,-25100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2,2014-10-01,2014-12-31,,-35200000.0,13500000.0,35900000.0,3800000.0,12000000.0,-6400000.0,-16300000.0,,-22800000.0,-41700000.0,53700000.0,,,-22800000.0,-41700000.0,53700000.0,-17200000.0,34700000.0,34700000.0,,9800000.0,19600000.0,,,-32400000.0,,-6500000.0,,-10000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q1TTM,2013-10-01,2014-09-30,,-95900000.0,51800000.0,105200000.0,23900000.0,47900000.0,-300000.0,44200000.0,399500000.0,-153200000.0,-108500000.0,410200000.0,,,-153200000.0,-108500000.0,410200000.0,148200000.0,251100000.0,251100000.0,,15200000.0,90800000.0,37700000.0,,-100400000.0,,-50300000.0,-406200000.0,-136900000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q1,2014-07-01,2014-09-30,2015-11-05 13:10:27+00:00,-1800000.0,13300000.0,6100000.0,7900000.0,12000000.0,-2600000.0,-44700000.0,0.0,-21600000.0,-9200000.0,17100000.0,,,-21600000.0,-9200000.0,17100000.0,-16300000.0,32500000.0,32500000.0,,4000000.0,20600000.0,,,-25200000.0,,-7400000.0,-1900000.0,-15100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,FY,2015-07-01,2016-06-30,2018-08-07 12:24:20+00:00,-53000000.0,68400000.0,122400000.0,26700000.0,52600000.0,-5700000.0,2000000.0,807900000.0,108500000.0,-136800000.0,437700000.0,,,108600000.0,-136900000.0,437700000.0,403700000.0,307500000.0,307500000.0,,7200000.0,46100000.0,-8300000.0,,-138200000.0,,-75500000.0,-487500000.0,-119800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q4,2016-04-01,2016-06-30,,-34300000.0,24900000.0,33200000.0,4600000.0,13400000.0,8000000.0,86000000.0,597900000.0,147400000.0,-58600000.0,276600000.0,,,147500000.0,-58700000.0,276600000.0,373300000.0,170100000.0,170100000.0,,-17800000.0,15000000.0,-4900000.0,,-35200000.0,,-19400000.0,-407500000.0,-22800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3YTD,2015-07-01,2016-03-31,2017-05-10 11:48:13+00:00,-18700000.0,43500000.0,89200000.0,22100000.0,39200000.0,-13700000.0,-84000000.0,210000000.0,-38900000.0,-78200000.0,161100000.0,,,-38900000.0,-78200000.0,161100000.0,30400000.0,137400000.0,137400000.0,,25000000.0,31100000.0,-3400000.0,,-103000000.0,,-56100000.0,-80000000.0,-97000000.0,
