company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,grossppe,intangibleassets,longtermdebt,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3,,2013-03-31,2013-05-07 11:08:46+00:00,130200000.0,412200000.0,191300000.0,2800000.0,182200000.0,0.0,788800000.0,127700000.0,777800000.0,,121900000.0,524500000.0,80900000.0,42800000.0,53500000.0,116900000.0,,,230000000.0,80900000.0,698100000.0,,1921900000.0,771000000.0,711300000.0,449200000.0,771000000.0,771000000.0,1150900000.0,1921900000.0,1129700000.0,701700000.0,0.0,-718700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2,,2012-12-31,2013-02-07 13:17:30+00:00,97700000.0,305200000.0,198300000.0,9200000.0,259100000.0,0.0,770600000.0,48400000.0,782600000.0,,126800000.0,524400000.0,76500000.0,41700000.0,56300000.0,89300000.0,,,216700000.0,106000000.0,676300000.0,,1856200000.0,783400000.0,653600000.0,344400000.0,783400000.0,783400000.0,1072800000.0,1856200000.0,1126100000.0,728400000.0,,-672700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q1,,2012-09-30,2012-11-06 16:31:12+00:00,88900000.0,321400000.0,174100000.0,8300000.0,211800000.0,0.0,754800000.0,50600000.0,781800000.0,,135200000.0,524400000.0,76300000.0,36900000.0,61100000.0,87700000.0,,,216300000.0,105000000.0,682500000.0,,1830500000.0,789500000.0,620900000.0,313600000.0,789500000.0,789500000.0,1041000000.0,1830500000.0,1133300000.0,727400000.0,0.0,-656100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,FY,,2014-06-30,2015-08-07 14:14:42+00:00,116300000.0,424800000.0,306600000.0,10300000.0,347600000.0,0.0,812300000.0,61500000.0,856100000.0,,130000000.0,524100000.0,88300000.0,59000000.0,62400000.0,108200000.0,,,237100000.0,100500000.0,973900000.0,,2192100000.0,961700000.0,880600000.0,484400000.0,961700000.0,961700000.0,1230400000.0,2192100000.0,1223200000.0,746000000.0,0.0,-834800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3,,2014-03-31,2014-05-09 12:56:42+00:00,124800000.0,426300000.0,220600000.0,7800000.0,244400000.0,0.0,813700000.0,148300000.0,854700000.0,,137000000.0,524100000.0,87200000.0,57300000.0,58200000.0,143500000.0,,,236800000.0,97700000.0,858900000.0,,2129900000.0,898900000.0,814200000.0,493700000.0,898900000.0,898900000.0,1231000000.0,2129900000.0,1228500000.0,737300000.0,0.0,-781500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2,,2013-12-31,2014-02-06 14:10:24+00:00,96600000.0,336000000.0,192200000.0,8100000.0,240300000.0,0.0,800400000.0,55100000.0,812900000.0,,120900000.0,524100000.0,87000000.0,53000000.0,64400000.0,110900000.0,,,231000000.0,96100000.0,833200000.0,,1939000000.0,857500000.0,687200000.0,343900000.0,857500000.0,857500000.0,1081500000.0,1939000000.0,1164800000.0,737600000.0,0.0,-784200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q1,,2013-09-30,2013-11-07 13:57:44+00:00,110500000.0,372200000.0,171800000.0,2500000.0,183100000.0,0.0,790000000.0,55800000.0,809300000.0,,125300000.0,524000000.0,82100000.0,43600000.0,69300000.0,101300000.0,,,233900000.0,94200000.0,831100000.0,,1907200000.0,838000000.0,656600000.0,338100000.0,838000000.0,838000000.0,1069200000.0,1907200000.0,1168500000.0,731100000.0,0.0,-785600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,FY,,2015-06-30,2016-08-09 11:28:38+00:00,115900000.0,444500000.0,320400000.0,-20900000.0,324100000.0,0.0,857100000.0,72600000.0,970500000.0,,195700000.0,689400000.0,97300000.0,75200000.0,61700000.0,92800000.0,,,243200000.0,105100000.0,1132000000.0,0.0,2368100000.0,927800000.0,861400000.0,508900000.0,927800000.0,927800000.0,1440300000.0,2368100000.0,1409400000.0,931400000.0,0.0,-1040400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3,,2015-03-31,2015-05-08 15:50:05+00:00,117900000.0,486400000.0,250900000.0,-22200000.0,310100000.0,0.0,853500000.0,161900000.0,891100000.0,,135000000.0,629300000.0,81400000.0,73300000.0,44100000.0,135500000.0,,,241700000.0,105100000.0,998000000.0,,2281200000.0,898700000.0,932000000.0,530700000.0,898700000.0,898700000.0,1382500000.0,2281200000.0,1267800000.0,851800000.0,0.0,-930600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2,,2014-12-31,2015-02-05 12:41:00+00:00,93500000.0,366600000.0,206900000.0,-5500000.0,314100000.0,0.0,837300000.0,59300000.0,874000000.0,,125000000.0,524300000.0,82200000.0,76200000.0,51000000.0,99700000.0,,,238200000.0,105900000.0,976200000.0,,2099800000.0,982700000.0,780400000.0,359700000.0,982700000.0,982700000.0,1117100000.0,2099800000.0,1237200000.0,757400000.0,0.0,-825300000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q1,,2014-09-30,2014-11-06 12:15:13+00:00,108900000.0,361100000.0,190000000.0,5700000.0,331300000.0,0.0,822700000.0,65100000.0,854100000.0,,122700000.0,524200000.0,84500000.0,60200000.0,55900000.0,83200000.0,,,241700000.0,103300000.0,974000000.0,,2078600000.0,971000000.0,775600000.0,364000000.0,971000000.0,971000000.0,1107600000.0,2078600000.0,1218500000.0,743600000.0,0.0,-831400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,FY,,2016-06-30,2017-08-10 14:32:56+00:00,133200000.0,453400000.0,352200000.0,-38200000.0,727700000.0,0.0,902800000.0,82700000.0,999300000.0,,210300000.0,890700000.0,112200000.0,70300000.0,61600000.0,108000000.0,,,261800000.0,111800000.0,1297800000.0,124800000.0,2872700000.0,1045500000.0,1289100000.0,692900000.0,1045500000.0,1045500000.0,1827300000.0,2872700000.0,1471400000.0,1134400000.0,0.0,-1116900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3,,2016-03-31,2016-05-05 12:44:02+00:00,123800000.0,503800000.0,291500000.0,-47700000.0,354400000.0,0.0,902900000.0,166000000.0,973300000.0,,181600000.0,819500000.0,108200000.0,76300000.0,41400000.0,145600000.0,,,257000000.0,103100000.0,1163200000.0,,2524000000.0,902600000.0,1003800000.0,581300000.0,902600000.0,902600000.0,1621500000.0,2524000000.0,1411900000.0,1040300000.0,0.0,-1115800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q2,,2015-12-31,2016-02-04 11:10:43+00:00,113000000.0,409800000.0,248000000.0,-38000000.0,305100000.0,0.0,885600000.0,67500000.0,975400000.0,,191200000.0,754500000.0,106000000.0,80400000.0,47600000.0,113300000.0,,,252700000.0,101100000.0,1134800000.0,,2353600000.0,941600000.0,828200000.0,428400000.0,941500000.0,941500000.0,1412000000.0,2353600000.0,1419300000.0,983600000.0,0.0,-1040800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q1,,2015-09-30,2015-11-05 13:10:27+00:00,111700000.0,410800000.0,223800000.0,-32900000.0,286300000.0,0.0,867600000.0,77500000.0,969600000.0,,188500000.0,734400000.0,100400000.0,76100000.0,52700000.0,98400000.0,,,245600000.0,99100000.0,1130100000.0,,2299500000.0,924300000.0,795500000.0,413000000.0,924200000.0,924200000.0,1375300000.0,2299500000.0,1403700000.0,962300000.0,0.0,-1040500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,FY,,2017-06-30,2018-08-07 12:24:20+00:00,167200000.0,589500000.0,495300000.0,-55800000.0,271100000.0,0.0,989200000.0,82400000.0,1159300000.0,,486400000.0,1102100000.0,198100000.0,74300000.0,82000000.0,129000000.0,,,316400000.0,142700000.0,1469400000.0,,3149800000.0,1003900000.0,989600000.0,744900000.0,1003800000.0,1003800000.0,2146000000.0,3149800000.0,1962100000.0,1401100000.0,0.0,-1398900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q3,,2017-03-31,2017-05-10 11:48:13+00:00,191900000.0,661200000.0,364000000.0,-60500000.0,269500000.0,0.0,973900000.0,205000000.0,1161500000.0,,483900000.0,1141600000.0,169500000.0,75000000.0,70700000.0,187500000.0,,,308800000.0,126400000.0,1320800000.0,125000000.0,3242000000.0,942400000.0,1118200000.0,885900000.0,942300000.0,942300000.0,2299700000.0,3242000000.0,1954200000.0,1413700000.0,0.0,-1291800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q2,,2016-12-31,2017-02-08 11:16:43+00:00,140600000.0,515500000.0,294200000.0,-60900000.0,235700000.0,0.0,953200000.0,78500000.0,1139600000.0,,485900000.0,1081100000.0,145500000.0,71600000.0,72800000.0,148100000.0,,,296800000.0,117700000.0,1283500000.0,124900000.0,2967300000.0,985900000.0,899400000.0,638200000.0,985800000.0,985800000.0,1981500000.0,2967300000.0,1922300000.0,1343200000.0,0.0,-1189900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q1,,2016-09-30,2016-11-09 11:21:27+00:00,134100000.0,499400000.0,308400000.0,-48900000.0,227400000.0,0.0,938100000.0,74400000.0,1239500000.0,,389000000.0,1001000000.0,130700000.0,69600000.0,61400000.0,159000000.0,,,297300000.0,117300000.0,1292400000.0,124900000.0,2942300000.0,1051400000.0,885800000.0,641800000.0,1051300000.0,1051300000.0,1891000000.0,2942300000.0,1925800000.0,1249300000.0,0.0,-1130200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,FY,,2018-06-30,2019-08-06 15:05:23+00:00,671000000.0,615000000.0,,-51900000.0,263900000.0,0.0,1050100000.0,106300000.0,1254900000.0,,494100000.0,1053400000.0,204100000.0,75200000.0,57900000.0,112200000.0,,,360500000.0,246500000.0,1727000000.0,,3304700000.0,1094400000.0,991100000.0,777300000.0,1094300000.0,1094300000.0,2210400000.0,3304700000.0,2109500000.0,1433000000.0,0.0,-1630800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q3,,2018-03-31,2018-05-08 12:26:01+00:00,147400000.0,714100000.0,434500000.0,-34600000.0,352100000.0,0.0,1040500000.0,185400000.0,1231300000.0,,490200000.0,1203100000.0,197900000.0,77500000.0,42800000.0,136900000.0,,,362400000.0,232300000.0,1562600000.0,,3484700000.0,1161900000.0,1203000000.0,767300000.0,1161800000.0,1161800000.0,2323000000.0,3484700000.0,2083900000.0,1555700000.0,0.0,-1406600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2,,2017-12-31,2018-02-08 13:57:11+00:00,134300000.0,575100000.0,372500000.0,-38400000.0,366500000.0,0.0,1014200000.0,79200000.0,1193100000.0,,464100000.0,1222700000.0,202500000.0,83400000.0,52500000.0,109600000.0,,,339100000.0,231200000.0,1496300000.0,,3249900000.0,1074100000.0,1051200000.0,586000000.0,1074000000.0,1074000000.0,2175900000.0,3249900000.0,1996300000.0,1589800000.0,0.0,-1398000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q1,,2017-09-30,2017-11-08 12:23:10+00:00,157300000.0,624400000.0,331000000.0,-37100000.0,288800000.0,0.0,997300000.0,121100000.0,1177300000.0,,469900000.0,1292400000.0,207600000.0,75400000.0,58200000.0,121200000.0,,,335500000.0,151100000.0,1477000000.0,,3224500000.0,1037900000.0,1034300000.0,609400000.0,1037900000.0,1037900000.0,2186600000.0,3224500000.0,1982700000.0,1577100000.0,0.0,-1399300000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,FY,,2019-06-30,2020-05-08 11:00:01+00:00,711700000.0,664000000.0,,-71200000.0,273200000.0,0.0,1110900000.0,90900000.0,1500000000.0,,556200000.0,1470400000.0,189000000.0,160700000.0,86700000.0,105200000.0,,,593100000.0,232800000.0,2087700000.0,0.0,3880700000.0,1127600000.0,1042300000.0,802600000.0,1127500000.0,1127500000.0,2753200000.0,3880700000.0,2649300000.0,1950600000.0,0.0,-1999800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3,,2019-03-31,2019-05-07 11:30:46+00:00,610500000.0,792800000.0,,-64100000.0,292100000.0,0.0,1109200000.0,94700000.0,1256600000.0,,427100000.0,1174400000.0,183400000.0,158600000.0,100900000.0,110500000.0,,,539600000.0,197400000.0,1959900000.0,,3602100000.0,1265800000.0,1195400000.0,705200000.0,1265600000.0,1265600000.0,2336500000.0,3602100000.0,2223300000.0,1631300000.0,0.0,-1739200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2,,2018-12-31,2019-02-07 15:58:45+00:00,509100000.0,607400000.0,,-69200000.0,249800000.0,0.0,1089400000.0,88800000.0,1254300000.0,,445400000.0,1194100000.0,187900000.0,169200000.0,74000000.0,109300000.0,,,503600000.0,199700000.0,1843800000.0,,3357600000.0,1122600000.0,966400000.0,597900000.0,1122600000.0,1122600000.0,2234900000.0,3357600000.0,2203300000.0,1637000000.0,0.0,-1741400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q1,,2018-09-30,2018-11-06 11:12:57+00:00,471800000.0,650100000.0,,-63500000.0,204700000.0,0.0,1070700000.0,101500000.0,1258000000.0,,470800000.0,1143700000.0,192500000.0,138600000.0,84200000.0,113100000.0,,,492600000.0,207800000.0,1850000000.0,,3381700000.0,1234000000.0,967900000.0,573300000.0,1234000000.0,1234000000.0,2147700000.0,3381700000.0,2221400000.0,1574300000.0,0.0,-1623200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q3,,2020-03-31,2020-05-08 11:00:01+00:00,737200000.0,814700000.0,,-67200000.0,402100000.0,0.0,1170900000.0,118000000.0,1704500000.0,,611400000.0,1679900000.0,153900000.0,159700000.0,112800000.0,144200000.0,,,1082600000.0,503600000.0,2135100000.0,399800000.0,4913500000.0,1202600000.0,1361000000.0,1255000000.0,1202500000.0,1202500000.0,3710900000.0,4913500000.0,3398500000.0,2456000000.0,0.0,-2036200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q2,,2019-12-31,2020-01-31 10:44:25+00:00,615400000.0,616000000.0,,-67700000.0,234000000.0,0.0,1151700000.0,109900000.0,1660800000.0,,611200000.0,1449300000.0,137500000.0,150300000.0,98900000.0,160700000.0,,,964500000.0,435900000.0,2030100000.0,399500000.0,4384600000.0,1125400000.0,1010600000.0,1124800000.0,1125400000.0,1125400000.0,3259200000.0,4384600000.0,3236500000.0,2134400000.0,0.0,-1988700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q1,,2019-09-30,2019-11-06 10:23:38+00:00,547900000.0,600700000.0,,-79500000.0,358300000.0,0.0,1132700000.0,93500000.0,1495100000.0,,546800000.0,1368800000.0,186200000.0,154700000.0,96000000.0,136200000.0,,,896900000.0,416300000.0,2082000000.0,399400000.0,4220100000.0,1143600000.0,1095100000.0,1040900000.0,1143400000.0,1143400000.0,3076600000.0,4220100000.0,2938800000.0,2035800000.0,0.0,-1991600000.0
