company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,longtermdebt,mortgageservicingrights,otherassets,otherequity,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,unearnedpremiumsdebit
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2011.0,Q2,,2011-06-30,2011-08-03 15:48:40+00:00,994000000.0,1112000000.0,2912000000.0,0.0,7938000000.0,9271000000.0,17855000000.0,3019000000.0,7534000000.0,6871000000.0,13892000000.0,0.0,5618000000.0,67864000000.0,4536000000.0,88846000000.0,88846000000.0,251000000.0,201554000000.0,13586000000.0,13586000000.0,13586000000.0,187968000000.0,201554000000.0,0.0,75379000000.0,370000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2011.0,Q1,,2011-03-31,2011-05-05 14:20:17+00:00,989000000.0,783000000.0,2216000000.0,0.0,8064000000.0,9272000000.0,17313000000.0,3019000000.0,6924000000.0,6749000000.0,13928000000.0,0.0,5278000000.0,67125000000.0,4243000000.0,88236000000.0,88236000000.0,351000000.0,198317000000.0,13090000000.0,13090000000.0,13090000000.0,185227000000.0,198317000000.0,0.0,73507000000.0,401000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,FY,,2012-12-31,2014-02-25 12:34:17+00:00,1015000000.0,3808000000.0,4230000000.0,0.0,7121000000.0,6667000000.0,19780000000.0,2273000000.0,9620000000.0,7029000000.0,13795000000.0,,6705000000.0,72218000000.0,4044000000.0,95373000000.0,95373000000.0,200000000.0,218869000000.0,14973000000.0,14973000000.0,14973000000.0,203896000000.0,218869000000.0,0.0,88107000000.0,380000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q3,,2012-09-30,2012-11-08 15:49:56+00:00,,,,,,,,,,,,,,,,,,,,15237000000.0,,15237000000.0,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q2,,2012-06-30,2012-08-02 15:05:31+00:00,1021000000.0,3379000000.0,5257000000.0,0.0,7310000000.0,6505000000.0,19930000000.0,2273000000.0,10789000000.0,6804000000.0,13925000000.0,,6648000000.0,70422000000.0,3493000000.0,88839000000.0,88839000000.0,300000000.0,211110000000.0,14182000000.0,14182000000.0,14182000000.0,196928000000.0,211110000000.0,0.0,86098000000.0,388000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q1,,2012-03-31,2012-05-03 15:57:31+00:00,1026000000.0,2622000000.0,3516000000.0,0.0,7448000000.0,6880000000.0,18784000000.0,2273000000.0,8481000000.0,6938000000.0,13884000000.0,,6077000000.0,70027000000.0,3191000000.0,91088000000.0,91088000000.0,300000000.0,208018000000.0,13261000000.0,13261000000.0,13261000000.0,194757000000.0,208018000000.0,0.0,81976000000.0,437000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2013.0,FY,,2013-12-31,2015-02-26 11:26:41+00:00,1029000000.0,1563000000.0,2364000000.0,0.0,6876000000.0,8886000000.0,17251000000.0,2273000000.0,8558000000.0,7210000000.0,13489000000.0,,5500000000.0,74548000000.0,5013000000.0,117135000000.0,117135000000.0,501000000.0,236945000000.0,13452000000.0,13452000000.0,13452000000.0,223493000000.0,236945000000.0,0.0,84139000000.0,420000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2013.0,Q3,,2013-09-30,2013-11-01 13:12:01+00:00,1111000000.0,1750000000.0,2650000000.0,0.0,6886000000.0,8500000000.0,18138000000.0,2273000000.0,8918000000.0,7127000000.0,13973000000.0,,5494000000.0,74106000000.0,4753000000.0,109376000000.0,109376000000.0,503000000.0,229924000000.0,13389000000.0,13389000000.0,13389000000.0,216535000000.0,229924000000.0,0.0,84487000000.0,427000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2013.0,Q2,,2013-06-30,2013-08-01 14:29:33+00:00,1052000000.0,1893000000.0,2574000000.0,0.0,6937000000.0,8214000000.0,18214000000.0,2273000000.0,9302000000.0,7033000000.0,13746000000.0,,5369000000.0,73830000000.0,4487000000.0,102783000000.0,102783000000.0,506000000.0,223321000000.0,13317000000.0,13317000000.0,13317000000.0,210004000000.0,223321000000.0,0.0,85216000000.0,430000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2013.0,Q1,,2013-03-31,2013-05-02 12:04:50+00:00,1078000000.0,3581000000.0,3107000000.0,0.0,7043000000.0,6936000000.0,19149000000.0,2273000000.0,8996000000.0,7057000000.0,13721000000.0,,6502000000.0,72760000000.0,4238000000.0,101366000000.0,101366000000.0,706000000.0,224341000000.0,14862000000.0,14862000000.0,14862000000.0,209479000000.0,224341000000.0,0.0,88363000000.0,440000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2014.0,FY,,2014-12-31,2016-02-25 11:51:31+00:00,1049000000.0,3096000000.0,3919000000.0,0.0,6622000000.0,8207000000.0,20057000000.0,2273000000.0,9679000000.0,7574000000.0,13623000000.0,,6874000000.0,75512000000.0,6022000000.0,125265000000.0,125265000000.0,250000000.0,253377000000.0,15740000000.0,15740000000.0,15740000000.0,237637000000.0,253377000000.0,0.0,90994000000.0,473000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2014.0,Q3,,2014-09-30,2014-10-30 12:29:53+00:00,1129000000.0,2922000000.0,1821000000.0,0.0,6696000000.0,8372000000.0,19553000000.0,2273000000.0,9039000000.0,7466000000.0,14247000000.0,,6322000000.0,74893000000.0,5834000000.0,122937000000.0,122937000000.0,250000000.0,248446000000.0,15452000000.0,15452000000.0,15452000000.0,232994000000.0,248446000000.0,0.0,89753000000.0,448000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2014.0,Q2,,2014-06-30,2014-07-31 11:17:12+00:00,1081000000.0,3199000000.0,1509000000.0,0.0,6739000000.0,8149000000.0,19460000000.0,2273000000.0,8741000000.0,7096000000.0,14547000000.0,,6329000000.0,74735000000.0,5513000000.0,124159000000.0,124159000000.0,250000000.0,249125000000.0,15451000000.0,15451000000.0,15451000000.0,233674000000.0,249125000000.0,0.0,89846000000.0,465000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2014.0,Q1,,2014-03-31,2014-05-01 16:11:49+00:00,1116000000.0,2453000000.0,1849000000.0,0.0,6805000000.0,8454000000.0,18997000000.0,2273000000.0,8899000000.0,7089000000.0,14544000000.0,,6092000000.0,74507000000.0,5228000000.0,118968000000.0,118968000000.0,,241949000000.0,14486000000.0,14486000000.0,14486000000.0,227463000000.0,241949000000.0,0.0,87152000000.0,504000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2015.0,FY,,2015-12-31,2017-02-23 14:27:21+00:00,1070000000.0,845000000.0,3146000000.0,0.0,6298000000.0,9510000000.0,20708000000.0,2273000000.0,10210000000.0,8678000000.0,14046000000.0,,6392000000.0,77362000000.0,6474000000.0,123619000000.0,123619000000.0,,251908000000.0,13617000000.0,13617000000.0,13617000000.0,238291000000.0,251908000000.0,0.0,89190000000.0,376000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2015.0,Q3,,2015-09-30,2015-10-29 13:07:09+00:00,1116000000.0,1663000000.0,3772000000.0,0.0,6380000000.0,8866000000.0,20523000000.0,2273000000.0,10901000000.0,8431000000.0,14136000000.0,,6981000000.0,76451000000.0,6358000000.0,120275000000.0,120275000000.0,,249532000000.0,14401000000.0,14401000000.0,14401000000.0,235131000000.0,249532000000.0,0.0,90280000000.0,383000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2015.0,Q2,,2015-06-30,2015-07-30 14:54:00+00:00,1064000000.0,1944000000.0,2327000000.0,0.0,6469000000.0,9150000000.0,20166000000.0,2273000000.0,10116000000.0,8171000000.0,14199000000.0,,5911000000.0,76243000000.0,6286000000.0,128079000000.0,128079000000.0,,255214000000.0,14699000000.0,14699000000.0,14699000000.0,240515000000.0,255214000000.0,0.0,89536000000.0,415000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2015.0,Q1,,2015-03-31,2015-04-30 15:59:01+00:00,1129000000.0,3653000000.0,3487000000.0,0.0,6493000000.0,8156000000.0,20468000000.0,2273000000.0,10673000000.0,7654000000.0,13713000000.0,,7380000000.0,75663000000.0,6077000000.0,127828000000.0,127828000000.0,250000000.0,258485000000.0,16223000000.0,16223000000.0,16223000000.0,242262000000.0,258485000000.0,0.0,93793000000.0,452000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2016.0,FY,,2016-12-31,2018-02-22 12:18:10+00:00,1062000000.0,1566000000.0,2722000000.0,0.0,5869000000.0,9134000000.0,21576000000.0,2273000000.0,10340000000.0,9889000000.0,15593000000.0,,7933000000.0,78903000000.0,7043000000.0,128397000000.0,128397000000.0,,261627000000.0,14478000000.0,14478000000.0,14478000000.0,247149000000.0,261627000000.0,0.0,92127000000.0,430000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2016.0,Q3,,2016-09-30,2016-11-03 11:52:09+00:00,1117000000.0,3377000000.0,3444000000.0,0.0,5909000000.0,8020000000.0,22120000000.0,2273000000.0,11111000000.0,9430000000.0,15890000000.0,,10245000000.0,77963000000.0,7037000000.0,128593000000.0,128593000000.0,250000000.0,266605000000.0,16323000000.0,16323000000.0,16323000000.0,250282000000.0,266605000000.0,0.0,97483000000.0,355000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2016.0,Q2,,2016-06-30,2016-08-04 12:18:24+00:00,1070000000.0,3195000000.0,4113000000.0,0.0,6009000000.0,8280000000.0,22147000000.0,2273000000.0,11757000000.0,9257000000.0,15869000000.0,,10463000000.0,77458000000.0,6716000000.0,125033000000.0,125033000000.0,250000000.0,263028000000.0,15920000000.0,15920000000.0,15920000000.0,247108000000.0,263028000000.0,0.0,96763000000.0,370000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2016.0,Q1,,2016-03-31,2016-05-05 12:09:05+00:00,1108000000.0,1931000000.0,3177000000.0,0.0,6162000000.0,8984000000.0,21438000000.0,2273000000.0,10667000000.0,8916000000.0,14496000000.0,,7974000000.0,77475000000.0,6565000000.0,123506000000.0,123506000000.0,,255718000000.0,14658000000.0,14658000000.0,14658000000.0,241060000000.0,255718000000.0,0.0,92857000000.0,401000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2017.0,FY,,2017-12-31,2019-02-20 15:18:47+00:00,1078000000.0,3230000000.0,1628000000.0,0.0,5693000000.0,8403000000.0,22887000000.0,1368000000.0,9311000000.0,10762000000.0,16288000000.0,,7365000000.0,80209000000.0,8399000000.0,144219000000.0,144219000000.0,450000000.0,281763000000.0,17322000000.0,17322000000.0,17322000000.0,264441000000.0,281763000000.0,0.0,97621000000.0,396000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2017.0,Q3,,2017-09-30,2017-11-02 12:47:18+00:00,1137000000.0,2859000000.0,1965000000.0,0.0,5717000000.0,8543000000.0,22547000000.0,2273000000.0,9868000000.0,10382000000.0,15809000000.0,,8371000000.0,79623000000.0,7738000000.0,139612000000.0,139612000000.0,450000000.0,276785000000.0,16314000000.0,16314000000.0,16314000000.0,260471000000.0,276785000000.0,0.0,96694000000.0,370000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2017.0,Q2,,2017-06-30,2017-08-03 11:30:07+00:00,1082000000.0,2711000000.0,1978000000.0,0.0,5774000000.0,8555000000.0,22293000000.0,2273000000.0,9853000000.0,10023000000.0,15529000000.0,,8018000000.0,79216000000.0,7511000000.0,135825000000.0,135825000000.0,450000000.0,271651000000.0,15996000000.0,15996000000.0,15996000000.0,255655000000.0,271651000000.0,0.0,96021000000.0,365000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2017.0,Q1,,2017-03-31,2017-05-04 11:41:24+00:00,1124000000.0,1847000000.0,1923000000.0,0.0,5839000000.0,9030000000.0,22202000000.0,2273000000.0,10219000000.0,10001000000.0,15622000000.0,,7838000000.0,79078000000.0,7287000000.0,132958000000.0,132958000000.0,200000000.0,267468000000.0,14973000000.0,14973000000.0,14973000000.0,252495000000.0,267468000000.0,0.0,94072000000.0,465000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2018.0,FY,,2018-12-31,2020-02-20 14:00:47+00:00,1119000000.0,407000000.0,2345000000.0,0.0,5392000000.0,10264000000.0,34648000000.0,1782000000.0,10644000000.0,13260000000.0,38794000000.0,,14439000000.0,91233000000.0,8551000000.0,132833000000.0,132833000000.0,0.0,298147000000.0,14350000000.0,14350000000.0,14350000000.0,283797000000.0,298147000000.0,0.0,97180000000.0,570000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2018.0,Q3,,2018-09-30,2018-11-02 11:58:45+00:00,1168000000.0,836000000.0,1460000000.0,0.0,5619000000.0,10014000000.0,33988000000.0,1757000000.0,10016000000.0,12561000000.0,33187000000.0,,7178000000.0,89906000000.0,8615000000.0,147692000000.0,147692000000.0,,303850000000.0,15070000000.0,15070000000.0,15070000000.0,288780000000.0,303850000000.0,0.0,95419000000.0,592000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2018.0,Q2,,2018-06-30,2018-08-02 12:34:24+00:00,1119000000.0,1201000000.0,1775000000.0,0.0,5674000000.0,9904000000.0,33718000000.0,1750000000.0,10525000000.0,12217000000.0,32056000000.0,,6483000000.0,88698000000.0,8302000000.0,144231000000.0,144231000000.0,,298832000000.0,15177000000.0,15177000000.0,15177000000.0,283655000000.0,298832000000.0,0.0,95206000000.0,574000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2018.0,Q1,,2018-03-31,2018-05-03 12:35:31+00:00,1137000000.0,2233000000.0,2257000000.0,0.0,5700000000.0,9289000000.0,22923000000.0,1368000000.0,9913000000.0,11047000000.0,16347000000.0,,6695000000.0,80710000000.0,8052000000.0,142761000000.0,142761000000.0,250000000.0,279237000000.0,15985000000.0,15985000000.0,15985000000.0,263252000000.0,279237000000.0,0.0,94551000000.0,480000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2019.0,FY,,2019-12-31,2020-05-07 11:17:31+00:00,1148000000.0,5673000000.0,2563000000.0,0.0,5162000000.0,7694000000.0,36420000000.0,1778000000.0,11149000000.0,16339000000.0,39321000000.0,,15619000000.0,98018000000.0,8854000000.0,153566000000.0,153566000000.0,300000000.0,334761000000.0,19689000000.0,19689000000.0,19689000000.0,315072000000.0,334761000000.0,0.0,111887000000.0,465000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2019.0,Q3,,2019-09-30,2019-10-31 12:14:26+00:00,1182000000.0,6248000000.0,2939000000.0,0.0,5192000000.0,7492000000.0,36108000000.0,1778000000.0,11598000000.0,15947000000.0,39699000000.0,,16898000000.0,95283000000.0,8559000000.0,145092000000.0,145092000000.0,300000000.0,325278000000.0,19999000000.0,19999000000.0,19999000000.0,305279000000.0,325278000000.0,0.0,110709000000.0,440000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2019.0,Q2,,2019-06-30,2019-08-01 11:37:31+00:00,1146000000.0,4336000000.0,3314000000.0,0.0,5241000000.0,8588000000.0,34890000000.0,1778000000.0,11253000000.0,15090000000.0,39554000000.0,,16139000000.0,94947000000.0,8878000000.0,146275000000.0,146275000000.0,300000000.0,322259000000.0,18455000000.0,18455000000.0,18455000000.0,303804000000.0,322259000000.0,0.0,105961000000.0,553000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2020.0,Q1,,2020-03-31,2020-05-07 11:17:31+00:00,1185000000.0,3004000000.0,6202000000.0,0.0,5071000000.0,9212000000.0,37100000000.0,1778000000.0,15182000000.0,16791000000.0,41177000000.0,,19667000000.0,99508000000.0,8500000000.0,130617000000.0,130617000000.0,0.0,318649000000.0,16575000000.0,16575000000.0,16575000000.0,302074000000.0,318649000000.0,0.0,111125000000.0,562000000.0
