company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:58:44+00:00,,-977000000.0,64000000.0,474000000.0,98000000.0,1687000000.0,0.0,49000000.0,-1961000000.0,1955000000.0,49000000.0,-1961000000.0,1955000000.0,43000000.0,9519000000.0,1215000000.0,1215000000.0,1243000000.0,-9181000000.0,,,-430000000.0,-15236000000.0,-658000000.0,-986000000.0,,13211000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2008.0,Q4,2008-10-01,2008-12-31,,,,,,,,,573000000.0,2745000000.0,448000000.0,142000000.0,174000000.0,-811000000.0,-495000000.0,,0.0,,-1259000000.0,-431000000.0,-2571000000.0,,,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 10:58:57+00:00,,,,,,,,431000000.0,2571000000.0,1259000000.0,,,,,,,57000000.0,,,,,,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:53:48+00:00,,-549000000.0,645000000.0,-316000000.0,32000000.0,450000000.0,0.0,-142000000.0,-174000000.0,811000000.0,-142000000.0,-174000000.0,811000000.0,495000000.0,7366000000.0,562000000.0,562000000.0,1114000000.0,-6761000000.0,,,-323000000.0,-7516000000.0,-430000000.0,-476000000.0,,6697000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q4,2009-10-01,2009-12-31,,,,,,,,,875000000.0,-552000000.0,385000000.0,-4298000000.0,7300000000.0,-552000000.0,2450000000.0,,0.0,,-937000000.0,-5173000000.0,7852000000.0,,,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:04:05+00:00,,,,,,,,5173000000.0,-7852000000.0,937000000.0,,,,,,,485000000.0,,,,,,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,,,,,,4871000000.0,-4555000000.0,1000000000.0,4440000000.0,-7126000000.0,-259000000.0,-2945000000.0,,0.0,,-1259000000.0,-431000000.0,-2571000000.0,,,,,,,
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q3,2009-07-01,2009-09-30,,,-147000000.0,9000000.0,294000000.0,950000000.0,-4000000.0,,2379000000.0,-1696000000.0,105000000.0,2379000000.0,-1696000000.0,105000000.0,788000000.0,3010000000.0,-1327000000.0,-1327000000.0,1285000000.0,-1535000000.0,,,-8000000.0,-3970000000.0,-54000000.0,20000000.0,,2265000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 15:57:34+00:00,,-275000000.0,13000000.0,124000000.0,1602000000.0,491000000.0,,4298000000.0,-7300000000.0,552000000.0,4298000000.0,-7300000000.0,552000000.0,-2450000000.0,8805000000.0,-587000000.0,-587000000.0,1290000000.0,-5848000000.0,,,-64000000.0,-16217000000.0,-688000000.0,,,8904000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q2,2009-04-01,2009-06-30,,,-6000000.0,2000000.0,-24000000.0,652000000.0,124000000.0,,1018000000.0,-4734000000.0,791000000.0,1018000000.0,-4734000000.0,791000000.0,-2925000000.0,3183000000.0,1319000000.0,1319000000.0,-498000000.0,-2315000000.0,,,-2000000.0,-6991000000.0,-612000000.0,-12000000.0,,2255000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 12:27:58+00:00,,-128000000.0,4000000.0,-170000000.0,652000000.0,495000000.0,,1919000000.0,-5604000000.0,447000000.0,1919000000.0,-5604000000.0,447000000.0,-3238000000.0,5795000000.0,740000000.0,740000000.0,5000000.0,-4313000000.0,,,-56000000.0,-12247000000.0,-634000000.0,-20000000.0,0.0,6639000000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:22:38+00:00,,-122000000.0,2000000.0,-146000000.0,,371000000.0,,901000000.0,-870000000.0,-344000000.0,901000000.0,-870000000.0,-344000000.0,-313000000.0,2612000000.0,-579000000.0,-579000000.0,503000000.0,-1998000000.0,,,-54000000.0,-5256000000.0,-22000000.0,-8000000.0,,4384000000.0
