company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,netrealizedcapitalgains,otheradjustmentstonetincometocommon,otheroperatingexpenses,otherservicechargeincome,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:58:44+00:00,4.5,4.5,1.6,4.43,0.0,476000000.0,,284000000.0,1215000000.0,1199000000.0,16000000.0,1215000000.0,-284000000.0,4206000000.0,,2795000000.0,3556000000.0,0.0,1852000000.0,4860000000.0,284000000.0,7655000000.0,9614000000.0,1675000000.0,9330000000.0,270000000.0,270000000.0,274300000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 15:53:48+00:00,0.58,0.58,,0.58,0.0,-8000000.0,,69000000.0,148000000.0,129000000.0,19000000.0,148000000.0,-69000000.0,880000000.0,,642000000.0,876000000.0,0.0,514000000.0,1438000000.0,69000000.0,2080000000.0,2270000000.0,121000000.0,2201000000.0,255200000.0,255200000.0,255200000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 15:54:51+00:00,0.48,0.48,,0.48,175000000.0,68000000.0,76000000.0,65000000.0,125000000.0,112000000.0,13000000.0,125000000.0,-65000000.0,976000000.0,,805000000.0,938000000.0,,503000000.0,1268000000.0,65000000.0,2248000000.0,2493000000.0,180000000.0,2428000000.0,260400000.0,260400000.0,260400000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q3YTD,2009-01-01,2009-09-30,,-2.44,-2.44,0.01,-2.45,602000000.0,-136000000.0,48000000.0,129000000.0,-587000000.0,-507000000.0,-80000000.0,-603000000.0,-129000000.0,2105000000.0,,2155000000.0,2470000000.0,16000000.0,1542000000.0,3922000000.0,129000000.0,6679000000.0,6165000000.0,-643000000.0,6036000000.0,304400000.0,304400000.0,311400000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q2YTD,2009-01-01,2009-06-30,,-2.89,-2.89,0.01,-2.89,603000000.0,-117000000.0,48000000.0,61000000.0,-740000000.0,-588000000.0,-152000000.0,-740000000.0,-61000000.0,1384000000.0,,1395000000.0,1601000000.0,,1051000000.0,2730000000.0,61000000.0,4728000000.0,4084000000.0,-705000000.0,4023000000.0,259700000.0,259700000.0,259700000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 12:27:58+00:00,-0.62,-0.62,,-0.62,-1000000.0,-46000000.0,,61000000.0,-161000000.0,-7000000.0,-154000000.0,-161000000.0,-61000000.0,546000000.0,,694000000.0,795000000.0,0.0,542000000.0,1182000000.0,61000000.0,1875000000.0,1883000000.0,-53000000.0,1822000000.0,260085214.0,260085214.0,260085214.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:22:38+00:00,-2.27,-2.27,0.01,-2.27,604000000.0,-76000000.0,,0.0,-579000000.0,-587000000.0,8000000.0,-579000000.0,,836000000.0,,643000000.0,787000000.0,0.0,509000000.0,1548000000.0,,2795000000.0,2132000000.0,-663000000.0,2132000000.0,255100000.0,255100000.0,255100000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.23,1.23,,1.18,,171000000.0,,137000000.0,538000000.0,507000000.0,31000000.0,371000000.0,-137000000.0,2167000000.0,,1696000000.0,1806000000.0,167000000.0,1083000000.0,2849000000.0,137000000.0,4393000000.0,5056000000.0,678000000.0,4919000000.0,302900000.0,302900000.0,321200000.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q4,2012-10-01,2012-12-31,,1.16,1.16,0.28,1.14,,79000000.0,,69000000.0,321000000.0,321000000.0,,321000000.0,-69000000.0,1252000000.0,,952000000.0,1084000000.0,,637000000.0,1552000000.0,69000000.0,2504000000.0,2973000000.0,400000000.0,2904000000.0,280648391.0,280648391.0,280648391.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 11:26:41+00:00,4.68,4.68,0.36,4.56,,282000000.0,,273000000.0,1313000000.0,1286000000.0,27000000.0,1313000000.0,-273000000.0,4846000000.0,,3683000000.0,4227000000.0,,2462000000.0,6011000000.0,273000000.0,9694000000.0,11535000000.0,1568000000.0,11262000000.0,280648391.0,280648391.0,280648391.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.52,3.52,0.08,3.42,,203000000.0,,204000000.0,992000000.0,965000000.0,27000000.0,992000000.0,-204000000.0,3594000000.0,,2731000000.0,3143000000.0,,1825000000.0,4459000000.0,204000000.0,7190000000.0,8562000000.0,1168000000.0,8358000000.0,277883878.0,277883878.0,277883878.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 13:12:01+00:00,1.54,1.54,,1.51,,18000000.0,,68000000.0,428000000.0,400000000.0,28000000.0,428000000.0,-68000000.0,1235000000.0,,1047000000.0,1113000000.0,,606000000.0,1421000000.0,68000000.0,2468000000.0,2954000000.0,418000000.0,2886000000.0,277883878.0,277883878.0,277883878.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.98,1.98,0.08,1.91,,185000000.0,,136000000.0,564000000.0,565000000.0,-1000000.0,564000000.0,-136000000.0,2359000000.0,,1684000000.0,2030000000.0,,1219000000.0,3038000000.0,136000000.0,4722000000.0,5608000000.0,750000000.0,5472000000.0,282085602.0,282085602.0,282085602.0
Lincoln National Corp,LNC,EFQMQROEDSNBRIP7LE47,59558,2012.0,Q2,2012-04-01,2012-06-30,2013-08-01 14:29:33+00:00,1.14,1.14,,1.09,,121000000.0,,68000000.0,321000000.0,321000000.0,,321000000.0,-68000000.0,1259000000.0,,828000000.0,1009000000.0,,630000000.0,1560000000.0,68000000.0,2388000000.0,2898000000.0,442000000.0,2830000000.0,282085602.0,282085602.0,282085602.0
