company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 15:13:34+00:00,-337000000.0,153000000.0,666000000.0,,3000000.0,696000000.0,350000000.0,0.0,-2300000000.0,-1205000000.0,4238000000.0,-2300000000.0,-1205000000.0,4238000000.0,736000000.0,3033000000.0,3033000000.0,-310000000.0,124000000.0,24000000.0,-615000000.0,,-940000000.0,-32000000.0,-2127000000.0,48000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,Q4,2008-09-29,2008-12-31,,-38000000.0,28000000.0,205000000.0,,-38000000.0,4000000.0,-242000000.0,342000000.0,-810000000.0,-444000000.0,997000000.0,-810000000.0,-444000000.0,997000000.0,-295000000.0,823000000.0,823000000.0,-63000000.0,-90000000.0,7000000.0,-227000000.0,,-423000000.0,,-593000000.0,10000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 18:26:38+00:00,-233000000.0,118000000.0,727000000.0,,-56000000.0,397000000.0,,833000000.0,-3938000000.0,-907000000.0,4421000000.0,-3938000000.0,-907000000.0,4421000000.0,-480000000.0,3217000000.0,3217000000.0,-38000000.0,,-20000000.0,-737000000.0,,-926000000.0,-1103000000.0,-2931000000.0,272000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,Q3YTD,2008-01-01,2008-09-28,2009-10-22 17:51:13+00:00,-195000000.0,90000000.0,522000000.0,,-18000000.0,393000000.0,242000000.0,491000000.0,-3128000000.0,-463000000.0,3424000000.0,-3128000000.0,-463000000.0,3424000000.0,-185000000.0,2394000000.0,2394000000.0,25000000.0,90000000.0,-27000000.0,-510000000.0,,-503000000.0,-1103000000.0,-2338000000.0,262000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,Q3,2008-06-30,2008-09-28,,-107000000.0,27000000.0,187000000.0,,-23000000.0,67000000.0,125000000.0,,-1406000000.0,-378000000.0,1056000000.0,-1406000000.0,-378000000.0,1056000000.0,-751000000.0,782000000.0,782000000.0,-7000000.0,47000000.0,-67000000.0,-170000000.0,,-229000000.0,-1000000000.0,-408000000.0,25000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,Q2YTD,2008-01-01,2008-06-29,2009-07-22 17:09:08+00:00,-88000000.0,63000000.0,335000000.0,,5000000.0,326000000.0,117000000.0,491000000.0,-1722000000.0,-85000000.0,2368000000.0,-1722000000.0,-85000000.0,2368000000.0,566000000.0,1612000000.0,1612000000.0,32000000.0,43000000.0,40000000.0,-340000000.0,,-274000000.0,-103000000.0,-1930000000.0,237000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q4,2009-09-28,2009-12-31,,-15000000.0,-81000000.0,470000000.0,,-24000000.0,-1445000000.0,-32000000.0,1569000000.0,550000000.0,-553000000.0,-291000000.0,550000000.0,-553000000.0,-291000000.0,-318000000.0,776000000.0,776000000.0,-11000000.0,-16000000.0,37000000.0,-240000000.0,110000000.0,-685000000.0,-242000000.0,-489000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 14:21:16+00:00,-435000000.0,,1014000000.0,,,-585000000.0,,1569000000.0,-1432000000.0,-1832000000.0,3487000000.0,-1432000000.0,-1832000000.0,3487000000.0,223000000.0,2973000000.0,2973000000.0,85000000.0,,48000000.0,-908000000.0,-279000000.0,-1166000000.0,-242000000.0,-1851000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q3YTD,2009-01-01,2009-09-27,2009-10-22 17:51:13+00:00,-420000000.0,81000000.0,544000000.0,,24000000.0,860000000.0,32000000.0,0.0,-1982000000.0,-1279000000.0,3778000000.0,-1982000000.0,-1279000000.0,3778000000.0,541000000.0,2197000000.0,2197000000.0,96000000.0,16000000.0,11000000.0,-668000000.0,-389000000.0,-481000000.0,0.0,-1362000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q3TTM,2008-09-29,2009-09-27,,-458000000.0,109000000.0,749000000.0,,-14000000.0,864000000.0,-210000000.0,342000000.0,-2792000000.0,-1723000000.0,4775000000.0,-2792000000.0,-1723000000.0,4775000000.0,246000000.0,3020000000.0,3020000000.0,33000000.0,-74000000.0,18000000.0,-895000000.0,-389000000.0,-904000000.0,,-1955000000.0,10000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q3,2009-06-29,2009-09-27,,-233000000.0,27000000.0,188000000.0,,-8000000.0,375000000.0,9000000.0,,-600000000.0,-779000000.0,1424000000.0,-600000000.0,-779000000.0,1424000000.0,37000000.0,797000000.0,797000000.0,37000000.0,3000000.0,25000000.0,-219000000.0,-389000000.0,-182000000.0,,-393000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q2YTD,2009-01-01,2009-06-28,2009-07-22 17:09:08+00:00,-187000000.0,54000000.0,356000000.0,,32000000.0,485000000.0,23000000.0,0.0,-1382000000.0,-500000000.0,2354000000.0,-1382000000.0,-500000000.0,2354000000.0,504000000.0,1400000000.0,1400000000.0,59000000.0,13000000.0,-14000000.0,-449000000.0,,-299000000.0,0.0,-969000000.0,0.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q2TTM,2008-06-30,2009-06-28,,-332000000.0,109000000.0,748000000.0,,-29000000.0,556000000.0,-94000000.0,342000000.0,-3598000000.0,-1322000000.0,4407000000.0,-3598000000.0,-1322000000.0,4407000000.0,-542000000.0,3005000000.0,3005000000.0,-11000000.0,-30000000.0,-74000000.0,-846000000.0,,-951000000.0,-1000000000.0,-1970000000.0,35000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q2,2009-03-30,2009-06-28,,-31000000.0,27000000.0,181000000.0,,32000000.0,165000000.0,7000000.0,,-672000000.0,-208000000.0,1136000000.0,-672000000.0,-208000000.0,1136000000.0,288000000.0,734000000.0,734000000.0,29000000.0,13000000.0,-10000000.0,-222000000.0,,-167000000.0,,-470000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q1,2009-01-01,2009-03-29,2010-04-21 15:53:43+00:00,-156000000.0,27000000.0,175000000.0,,0.0,320000000.0,16000000.0,,-710000000.0,-292000000.0,1218000000.0,-710000000.0,-292000000.0,1218000000.0,216000000.0,666000000.0,666000000.0,30000000.0,,-4000000.0,-227000000.0,,-132000000.0,,-499000000.0,0.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,Q4,2010-09-27,2010-12-31,,-107000000.0,-74000000.0,513000000.0,798000000.0,-1000000.0,-970000000.0,-57000000.0,,-1102000000.0,294000000.0,414000000.0,-1102000000.0,294000000.0,414000000.0,-395000000.0,935000000.0,935000000.0,10000000.0,59000000.0,33000000.0,-269000000.0,250000000.0,-680000000.0,19000000.0,-854000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 11:47:11+00:00,-148000000.0,,1052000000.0,798000000.0,,-250000000.0,,,-3358000000.0,-573000000.0,3801000000.0,-3358000000.0,-573000000.0,3801000000.0,-130000000.0,2878000000.0,2878000000.0,121000000.0,59000000.0,22000000.0,-969000000.0,-171000000.0,-1074000000.0,-28000000.0,-2420000000.0,
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,Q3YTD,2010-01-01,2010-09-26,2010-10-21 16:14:46+00:00,-41000000.0,74000000.0,539000000.0,,1000000.0,720000000.0,57000000.0,,-2256000000.0,-867000000.0,3387000000.0,-2256000000.0,-867000000.0,3387000000.0,265000000.0,1943000000.0,1943000000.0,111000000.0,,-11000000.0,-700000000.0,-421000000.0,-394000000.0,-47000000.0,-1566000000.0,
