company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2008.0,FY,,2008-12-31,2010-02-25 15:13:34+00:00,2030000000.0,5296000000.0,-9149000000.0,2168000000.0,393000000.0,4535000000.0,755000000.0,1684000000.0,122000000.0,9526000000.0,355000000.0,3563000000.0,1902000000.0,4488000000.0,,4651000000.0,13390000000.0,562000000.0,2051000000.0,,,3614000000.0,3079000000.0,,,11621000000.0,242000000.0,,33439000000.0,2865000000.0,10683000000.0,10542000000.0,2865000000.0,2865000000.0,30574000000.0,33439000000.0,18268000000.0,20032000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,FY,,2009-12-31,2011-02-24 18:26:38+00:00,2030000000.0,6061000000.0,-8595000000.0,2391000000.0,373000000.0,5049000000.0,815000000.0,1648000000.0,,9948000000.0,,5052000000.0,2183000000.0,4520000000.0,,3779000000.0,12131000000.0,681000000.0,1976000000.0,,,4387000000.0,3096000000.0,,,12351000000.0,,346000000.0,35111000000.0,4129000000.0,12477000000.0,10703000000.0,4129000000.0,4129000000.0,30982000000.0,35111000000.0,18114000000.0,20279000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q3,,2009-09-27,2009-10-22 17:51:13+00:00,2245000000.0,6067000000.0,-9119000000.0,2709000000.0,378000000.0,4934000000.0,747000000.0,1785000000.0,135000000.0,9944000000.0,338000000.0,3563000000.0,2079000000.0,4430000000.0,,4596000000.0,14262000000.0,841000000.0,2377000000.0,,,3856000000.0,3194000000.0,,,11881000000.0,242000000.0,,35742000000.0,3140000000.0,12443000000.0,11583000000.0,3140000000.0,3140000000.0,32602000000.0,35742000000.0,18869000000.0,21019000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2009.0,Q2,,2009-06-28,2009-07-22 17:09:08+00:00,2162000000.0,6131000000.0,-9109000000.0,2672000000.0,382000000.0,4795000000.0,785000000.0,1710000000.0,130000000.0,9725000000.0,339000000.0,3563000000.0,1852000000.0,4441000000.0,,4542000000.0,13972000000.0,473000000.0,2378000000.0,,,3698000000.0,3146000000.0,,,11547000000.0,242000000.0,,34788000000.0,2820000000.0,11913000000.0,11287000000.0,2820000000.0,2820000000.0,31968000000.0,34788000000.0,18434000000.0,20681000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,FY,,2010-12-31,2012-02-23 14:21:16+00:00,1627000000.0,5692000000.0,-9010000000.0,2261000000.0,346000000.0,5890000000.0,1147000000.0,1870000000.0,,9605000000.0,,5019000000.0,2363000000.0,4554000000.0,,3485000000.0,11820000000.0,518000000.0,1810000000.0,396000000.0,204000000.0,4576000000.0,3376000000.0,,,12161000000.0,,516000000.0,35113000000.0,3497000000.0,12893000000.0,11401000000.0,3497000000.0,3497000000.0,31616000000.0,35113000000.0,17666000000.0,20215000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,Q3,,2010-09-26,2010-10-21 16:14:46+00:00,2352000000.0,6275000000.0,-8590000000.0,2656000000.0,358000000.0,5060000000.0,930000000.0,1890000000.0,171000000.0,9588000000.0,158000000.0,5019000000.0,2093000000.0,4347000000.0,,3339000000.0,11798000000.0,413000000.0,1992000000.0,805000000.0,344000000.0,4009000000.0,3178000000.0,,,12150000000.0,,767000000.0,35551000000.0,3918000000.0,13939000000.0,11638000000.0,3918000000.0,3918000000.0,31633000000.0,35551000000.0,17265000000.0,19995000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,Q2,,2010-06-27,2010-07-29 15:33:06+00:00,2271000000.0,6383000000.0,-8614000000.0,2722000000.0,360000000.0,5180000000.0,962000000.0,1698000000.0,167000000.0,9797000000.0,179000000.0,5019000000.0,2360000000.0,4381000000.0,,3614000000.0,12504000000.0,409000000.0,2429000000.0,499000000.0,281000000.0,3889000000.0,3123000000.0,,,11988000000.0,,877000000.0,36239000000.0,3734000000.0,14212000000.0,11859000000.0,3734000000.0,3734000000.0,32505000000.0,36239000000.0,17646000000.0,20646000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2010.0,Q1,,2010-03-28,2010-04-21 15:53:43+00:00,2247000000.0,6610000000.0,-8608000000.0,3288000000.0,369000000.0,5274000000.0,839000000.0,1645000000.0,164000000.0,9938000000.0,283000000.0,5053000000.0,2476000000.0,4436000000.0,,3625000000.0,12512000000.0,706000000.0,2406000000.0,,,3922000000.0,3122000000.0,,,12267000000.0,,,36287000000.0,4028000000.0,13919000000.0,11572000000.0,4028000000.0,4028000000.0,32259000000.0,36287000000.0,17932000000.0,20687000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2011.0,FY,,2011-12-31,2013-02-28 11:47:11+00:00,2269000000.0,6064000000.0,-11257000000.0,3582000000.0,321000000.0,6399000000.0,1339000000.0,1664000000.0,,10148000000.0,,6460000000.0,2481000000.0,4611000000.0,,4388000000.0,14776000000.0,628000000.0,1798000000.0,,,4667000000.0,3541000000.0,,,11937000000.0,,,37908000000.0,1001000000.0,14094000000.0,12130000000.0,1001000000.0,1001000000.0,36907000000.0,37908000000.0,19203000000.0,24777000000.0
Lockheed Martin Corp,LMT,DPRBOZP0K5RM2YE8UU08,936468,2011.0,Q3,,2011-09-25,2011-10-27 17:29:51+00:00,2328000000.0,6523000000.0,-8567000000.0,4564000000.0,321000000.0,5544000000.0,1184000000.0,1800000000.0,,9606000000.0,,6538000000.0,1789000000.0,4428000000.0,,3096000000.0,11233000000.0,606000000.0,1972000000.0,0.0,0.0,4388000000.0,3329000000.0,,,11189000000.0,500000000.0,3000000.0,36187000000.0,2943000000.0,14669000000.0,12144000000.0,2943000000.0,2943000000.0,33244000000.0,36187000000.0,17090000000.0,21100000000.0
