company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2007.0,FY,2007-01-01,2007-12-31,2010-09-03 11:31:11+00:00,8937000.0,,4.15,,461791000.0,4.05,,197462000.0,345262000.0,345262000.0,345262000.0,257733000.0,1430513000.0,14151000.0,93630000.0,10772000.0,55897000.0,257733000.0,1172780000.0,13180000.0,631027000.0,541753000.0,971000.0,542724000.0,1430513000.0,,83200000.0,85200000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2008.0,FY,2008-01-01,2008-12-31,2011-08-16 11:48:48+00:00,8796000.0,,-11.22,,547404000.0,-11.22,2242921000.0,-536404000.0,-915245000.0,-915245000.0,-915245000.0,300681000.0,1970347000.0,10348000.0,130490000.0,10090000.0,170933000.0,300681000.0,1669666000.0,21029000.0,3110634000.0,-1440968000.0,-10681000.0,-1451649000.0,1970347000.0,,81600000.0,81600000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 15:08:34+00:00,1978000.0,,-2.85,,147432000.0,-2.85,657146000.0,-135894000.0,-232423000.0,-232423000.0,-232423000.0,78574000.0,577258000.0,8086000.0,39097000.0,2791000.0,24248000.0,78574000.0,498684000.0,2395000.0,872692000.0,-374008000.0,5691000.0,-368317000.0,577258000.0,,81600000.0,81600000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 13:20:26+00:00,1862000.0,,2.73,,133201000.0,2.65,,126295000.0,229013000.0,229013000.0,229013000.0,72734000.0,617043000.0,5507000.0,39749000.0,2366000.0,13961000.0,72734000.0,544309000.0,3369000.0,191139000.0,353170000.0,2138000.0,355308000.0,617043000.0,,83900000.0,86400000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,Q4,2009-10-01,2009-12-31,,3648000.0,-3.82,1.31,,59908000.0,1.31,,59583000.0,104645000.0,104645000.0,104645000.0,53826000.0,328796000.0,-4663000.0,20555000.0,2423000.0,17090000.0,53826000.0,274970000.0,2455000.0,103624000.0,171346000.0,-7118000.0,164228000.0,328796000.0,84192000.0,84192000.0,84192000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 13:39:07+00:00,12313000.0,-3.82,-3.82,,265699000.0,-3.82,791137000.0,-176538000.0,-311943000.0,-311943000.0,-311943000.0,232533000.0,1009794000.0,-16290000.0,88693000.0,9254000.0,65987000.0,232533000.0,777261000.0,16369000.0,1233083000.0,-455822000.0,-32659000.0,-488481000.0,1009794000.0,84192000.0,84192000.0,84192000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,Q3YTD,2009-01-01,2009-09-30,,8665000.0,,-5.13,,205791000.0,-5.13,791137000.0,-236121000.0,-416588000.0,-416588000.0,-416588000.0,178707000.0,680998000.0,-11627000.0,68138000.0,6831000.0,48897000.0,178707000.0,502291000.0,13914000.0,1129459000.0,-627168000.0,-25541000.0,-652709000.0,680998000.0,,84100000.0,84100000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 14:29:42+00:00,4024000.0,,0.46,,59240000.0,0.46,,26833000.0,38705000.0,38705000.0,38705000.0,56272000.0,249134000.0,-3737000.0,37085000.0,2477000.0,15433000.0,56272000.0,192862000.0,5328000.0,118259000.0,74603000.0,-9065000.0,65538000.0,249134000.0,,84100000.0,84100000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,Q2YTD,2009-01-01,2009-06-30,,4641000.0,,-5.59,,146551000.0,-5.59,791137000.0,-262954000.0,-455293000.0,-455293000.0,-455293000.0,122435000.0,431864000.0,-7890000.0,31053000.0,4354000.0,33464000.0,122435000.0,309429000.0,8586000.0,1011200000.0,-701771000.0,-16476000.0,-718247000.0,431864000.0,,84400000.0,84400000.0
Cimarex Energy Co,XEC,11KYOFXPU1C4CQL1CL44,1168054,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:16:46+00:00,2096000.0,,0.46,,56885000.0,0.46,,22007000.0,38807000.0,38807000.0,38807000.0,58206000.0,222685000.0,-5535000.0,15610000.0,2097000.0,15610000.0,58206000.0,164479000.0,5832000.0,92298000.0,72181000.0,-11367000.0,60814000.0,222685000.0,,84400000.0,84400000.0
