company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Mohawk Industries Inc,MHK,,851968,2009.0,FY,,2009-12-31,2011-03-01 08:09:09+00:00,831115000.0,673931000.0,,296917000.0,,531458000.0,,1228651000.0,130990000.0,1411128000.0,,785342000.0,1801572000.0,892981000.0,1791412000.0,,44564000.0,370903000.0,20693000.0,,,,100667000.0,108947000.0,33459000.0,0.0,1998616000.0,52907000.0,6391446000.0,3200823000.0,2359000000.0,884022000.0,3200823000.0,3200823000.0,3157164000.0,6391446000.0,2241034000.0,2273142000.0,0.0,-323361000.0
Mohawk Industries Inc,MHK,,851968,2010.0,FY,,2010-12-31,2012-02-29 07:02:10+00:00,698326000.0,614473000.0,,178097000.0,,354217000.0,0.0,1236242000.0,133304000.0,1369394000.0,,677127000.0,1302994000.0,1007503000.0,1687124000.0,,,346503000.0,19431000.0,,,116668000.0,93518000.0,91731000.0,35441000.0,27954000.0,2180843000.0,350588000.0,6098926000.0,3271556000.0,2248613000.0,1048914000.0,3271556000.0,3271556000.0,2791929000.0,6098926000.0,2163189000.0,1743015000.0,0.0,-323626000.0
Mohawk Industries Inc,MHK,,851968,2010.0,Q3,,2010-10-02,2010-11-05 17:25:44+00:00,779825000.0,697491000.0,1807692000.0,236377000.0,,365835000.0,,1233051000.0,119729000.0,1389057000.0,3488233000.0,710934000.0,1303151000.0,996271000.0,1680541000.0,31006000.0,117176000.0,352228000.0,27668000.0,,,,89720000.0,87208000.0,,,2138329000.0,351486000.0,6191910000.0,3284494000.0,2294202000.0,1131311000.0,3284494000.0,3315500000.0,2876410000.0,6191910000.0,2217167000.0,1745099000.0,0.0,-323263000.0
Mohawk Industries Inc,MHK,,851968,2010.0,Q2,,2010-07-03,2010-08-06 16:15:54+00:00,808909000.0,703458000.0,1746218000.0,83804000.0,,342673000.0,,1231162000.0,135613000.0,1340003000.0,3400379000.0,686156000.0,1303155000.0,965778000.0,1654161000.0,30252000.0,38736000.0,340773000.0,19242000.0,,,,90582000.0,118096000.0,,,2087235000.0,351307000.0,6003916000.0,3078938000.0,2284860000.0,1160216000.0,3078938000.0,3109190000.0,2894726000.0,6003916000.0,2064895000.0,1734510000.0,0.0,-323263000.0
Mohawk Industries Inc,MHK,,851968,2011.0,FY,,2011-12-31,2013-02-27 16:47:24+00:00,715091000.0,686165000.0,,135639000.0,,311945000.0,,1248929000.0,150910000.0,1375175000.0,,605100000.0,1200184000.0,1113630000.0,1712154000.0,,,355653000.0,22735000.0,,0.0,115635000.0,99537000.0,112779000.0,33723000.0,,2354765000.0,386255000.0,6206228000.0,3415785000.0,2398164000.0,1101346000.0,3415785000.0,3415785000.0,2756720000.0,6206228000.0,2095910000.0,1655374000.0,0.0,-323548000.0
Mohawk Industries Inc,MHK,,851968,2011.0,Q3,,2011-10-01,2011-11-04 17:22:49+00:00,774939000.0,775421000.0,1930433000.0,184631000.0,,276156000.0,0.0,1245818000.0,131931000.0,1389430000.0,3626615000.0,634164000.0,1173038000.0,1132073000.0,1696182000.0,,117204000.0,343870000.0,20757000.0,,,,95928000.0,104250000.0,32758000.0,,2311834000.0,438300000.0,6277568000.0,3418735000.0,2440588000.0,1213239000.0,3418735000.0,3418735000.0,2826075000.0,6277568000.0,2140798000.0,1612836000.0,0.0,-323548000.0
Mohawk Industries Inc,MHK,,851968,2011.0,Q2,,2011-07-02,2011-08-05 16:46:56+00:00,771297000.0,797893000.0,1918967000.0,331558000.0,,285422000.0,0.0,1243761000.0,135338000.0,1418830000.0,3649881000.0,681178000.0,1155150000.0,1102769000.0,1730914000.0,,110841000.0,366610000.0,22297000.0,,,,93499000.0,103518000.0,32300000.0,0.0,2265188000.0,453185000.0,6389000000.0,3516959000.0,2447237000.0,1224482000.0,3516959000.0,3516959000.0,2839741000.0,6389000000.0,2210849000.0,1615259000.0,0.0,-323548000.0
Mohawk Industries Inc,MHK,,851968,2011.0,Q1,,2011-04-02,2011-05-06 16:47:56+00:00,739768000.0,754826000.0,1893740000.0,292828000.0,,256231000.0,,1239845000.0,133487000.0,1406731000.0,3609635000.0,689703000.0,1577188000.0,1075613000.0,1715895000.0,,114229000.0,355342000.0,21672000.0,,,,94642000.0,97846000.0,33255000.0,0.0,2204285000.0,52706000.0,6266233000.0,3413332000.0,2339675000.0,792474000.0,3413332000.0,3413332000.0,2819646000.0,6266233000.0,2210663000.0,2027172000.0,0.0,-323626000.0
Mohawk Industries Inc,MHK,,851968,2012.0,FY,,2012-12-31,2014-02-28 16:17:54+00:00,773436000.0,679473000.0,,159733000.0,,477672000.0,,1278323000.0,111585000.0,1385771000.0,,553799000.0,1327729000.0,1133736000.0,1692852000.0,0.0,,329810000.0,9463000.0,,0.0,121216000.0,97879000.0,138117000.0,,,2605023000.0,55213000.0,6303684000.0,3719617000.0,2550046000.0,828649000.0,3719617000.0,3719617000.0,2584067000.0,6303684000.0,2060786000.0,1755418000.0,0.0,-323462000.0
Mohawk Industries Inc,MHK,,851968,2012.0,Q3,,2012-09-29,2012-11-02 16:07:23+00:00,761186000.0,817214000.0,,112854000.0,,380842000.0,0.0,1266909000.0,112995000.0,1371494000.0,,554257000.0,1467269000.0,1139403000.0,1657226000.0,,,329190000.0,17778000.0,,,122906000.0,92359000.0,128497000.0,0.0,,2538634000.0,57673000.0,6302612000.0,3594935000.0,2596729000.0,818859000.0,3594935000.0,3594935000.0,2707677000.0,6302612000.0,2048657000.0,1888818000.0,0.0,-323462000.0
Mohawk Industries Inc,MHK,,851968,2012.0,Q2,,2012-06-30,2012-08-03 17:03:11+00:00,733411000.0,782122000.0,,70464000.0,,319463000.0,0.0,1260986000.0,126613000.0,1363356000.0,,564948000.0,1570530000.0,1161073000.0,1652444000.0,,,334070000.0,17410000.0,,,149843000.0,93290000.0,127505000.0,0.0,,2468330000.0,57158000.0,6264777000.0,3476318000.0,2534186000.0,790569000.0,3476318000.0,3476318000.0,2788459000.0,6264777000.0,2078147000.0,1997890000.0,0.0,-323462000.0
Mohawk Industries Inc,MHK,,851968,2012.0,Q1,,2012-03-31,2012-05-04 16:55:50+00:00,721383000.0,782000000.0,,190617000.0,,304775000.0,0.0,1257000000.0,156110000.0,1390712000.0,,599625000.0,1642419000.0,1164991000.0,1718396000.0,,,362948000.0,22988000.0,,,145833000.0,95838000.0,113764000.0,,,2395142000.0,57309000.0,6399194000.0,3519297000.0,2544628000.0,778692000.0,3519297000.0,3519297000.0,2879897000.0,6399194000.0,2136170000.0,2101205000.0,0.0,-323462000.0
Mohawk Industries Inc,MHK,,851968,2013.0,FY,,2013-12-31,2015-02-27 15:12:28+00:00,1193593000.0,1062875000.0,,178689000.0,,54066000.0,0.0,1567793000.0,147534000.0,1736092000.0,,811602000.0,2132790000.0,1572325000.0,2701743000.0,9249000.0,,445823000.0,44884000.0,,,159022000.0,124447000.0,204034000.0,,,2953809000.0,127218000.0,8494177000.0,4461057000.0,3085718000.0,1320811000.0,4461057000.0,4470306000.0,4023871000.0,8494177000.0,2706716000.0,2703060000.0,0.0,-239234000.0
Mohawk Industries Inc,MHK,,851968,2013.0,Q3,,2013-09-28,2013-11-04 16:31:02+00:00,1296192000.0,1154368000.0,2243036000.0,146225000.0,,63580000.0,0.0,1558240000.0,136052000.0,1713883000.0,4927020000.0,811116000.0,2257391000.0,1612696000.0,2683984000.0,9148000.0,,452588000.0,42205000.0,,,166711000.0,135322000.0,179562000.0,,,2859158000.0,89031000.0,8564157000.0,4324485000.0,3188463000.0,1385223000.0,4324485000.0,4333633000.0,4230524000.0,8564157000.0,2691710000.0,2845301000.0,0.0,-239138000.0
Mohawk Industries Inc,MHK,,851968,2013.0,Q2,,2013-06-29,2013-08-07 08:53:26+00:00,1261791000.0,1145550000.0,,49806000.0,,168745000.0,0.0,1544892000.0,134489000.0,1690622000.0,,800529000.0,2450584000.0,1591552000.0,2594256000.0,8643000.0,,452822000.0,38742000.0,,,153362000.0,156303000.0,191117000.0,,,2740090000.0,83171000.0,8508964000.0,4095650000.0,3270195000.0,1344962000.0,4095650000.0,4104293000.0,4404671000.0,8508964000.0,2644513000.0,3059709000.0,0.0,-239138000.0
Mohawk Industries Inc,MHK,,851968,2013.0,Q1,,2013-03-30,2013-05-06 16:30:56+00:00,824135000.0,825659000.0,,82242000.0,,1120167000.0,0.0,1308846000.0,113519000.0,1394062000.0,,569356000.0,2253020000.0,1230250000.0,1729916000.0,1366000.0,,319290000.0,22067000.0,,,121905000.0,87320000.0,134944000.0,,,2655518000.0,53496000.0,7261845000.0,3723218000.0,3446606000.0,877631000.0,3723218000.0,3724584000.0,3537261000.0,7261845000.0,2085323000.0,2659630000.0,0.0,-323388000.0
Mohawk Industries Inc,MHK,,851968,2014.0,FY,,2014-12-31,2016-11-23 16:16:28+00:00,1095419000.0,1081963000.0,,-429321000.0,,97877000.0,0.0,1599698000.0,,1604352000.0,,702009000.0,1402135000.0,1543313000.0,2703210000.0,4807000.0,,410764000.0,31574000.0,,,295487000.0,103108000.0,225759000.0,0.0,,3487079000.0,851305000.0,8285544000.0,4418006000.0,2980486000.0,1946724000.0,4418006000.0,4422813000.0,3862731000.0,8285544000.0,2601848000.0,1916007000.0,0.0,-239450000.0
Mohawk Industries Inc,MHK,,851968,2014.0,Q3,,2014-09-27,2014-11-03 16:15:26+00:00,1247862000.0,1209557000.0,2402351000.0,-122885000.0,,105569000.0,0.0,1592849000.0,137220000.0,1668520000.0,5175073000.0,746304000.0,1806821000.0,1640487000.0,2772722000.0,5793000.0,,374947000.0,42218000.0,,,145100000.0,111817000.0,233763000.0,,,3340211000.0,583495000.0,8701460000.0,4570725000.0,3368814000.0,1831357000.0,4570725000.0,4576518000.0,4124942000.0,8701460000.0,2559924000.0,2293585000.0,0.0,-239450000.0
Mohawk Industries Inc,MHK,,851968,2014.0,Q2,,2014-06-28,2014-08-04 16:12:49+00:00,1253291000.0,1261808000.0,2378705000.0,135379000.0,,70044000.0,0.0,1580820000.0,135259000.0,1730713000.0,5208907000.0,792260000.0,1807609000.0,1644768000.0,2830202000.0,8691000.0,,409332000.0,36947000.0,,,149417000.0,118920000.0,230263000.0,,,3187640000.0,619229000.0,8881681000.0,4664609000.0,3379089000.0,1872520000.0,4664609000.0,4673300000.0,4208381000.0,8881681000.0,2672390000.0,2335861000.0,0.0,-239230000.0
Mohawk Industries Inc,MHK,,851968,2014.0,Q1,,2014-03-29,2014-05-05 16:13:01+00:00,1188644000.0,1174895000.0,2310736000.0,115609000.0,,72645000.0,0.0,1573675000.0,133808000.0,1721792000.0,5055793000.0,796896000.0,1811789000.0,1632236000.0,2745057000.0,8504000.0,,423034000.0,42072000.0,,,154469000.0,109706000.0,207618000.0,,,3034890000.0,654871000.0,8681488000.0,4484940000.0,3263274000.0,1843515000.0,4484940000.0,4493444000.0,4188044000.0,8681488000.0,2673157000.0,2344529000.0,0.0,-239234000.0
Mohawk Industries Inc,MHK,,851968,2015.0,FY,,2015-12-31,2017-02-27 16:20:57+00:00,1256025000.0,1257505000.0,,-793568000.0,,81692000.0,0.0,1760829000.0,,2293365000.0,,936541000.0,1188964000.0,1607256000.0,3147118000.0,6690000.0,,388130000.0,44886000.0,,,307404000.0,215463000.0,258633000.0,21952000.0,,4102707000.0,2003003000.0,9934400000.0,4854173000.0,3249972000.0,3259028000.0,4854173000.0,4860863000.0,5051585000.0,9934400000.0,3537310000.0,1792557000.0,0.0,-215795000.0
Mohawk Industries Inc,MHK,,851968,2015.0,Q3,,2015-10-03,2015-11-09 16:22:54+00:00,1371969000.0,1340650000.0,2577028000.0,-698300000.0,,110716000.0,0.0,1752032000.0,152899000.0,2280722000.0,5623519000.0,918655000.0,1263176000.0,1621154000.0,3046491000.0,6798000.0,,485043000.0,47110000.0,,,319420000.0,238446000.0,226665000.0,22150000.0,,3911148000.0,1927815000.0,10064482000.0,4749085000.0,3499194000.0,3299784000.0,4749085000.0,4755883000.0,5286449000.0,10064482000.0,3518797000.0,1986665000.0,0.0,-215795000.0
Mohawk Industries Inc,MHK,,851968,2015.0,Q2,,2015-07-04,2015-08-07 16:04:40+00:00,1303487000.0,1387687000.0,2511539000.0,-625572000.0,,171087000.0,0.0,1753333000.0,153574000.0,2294214000.0,5526290000.0,931296000.0,1777828000.0,1592403000.0,3014751000.0,6648000.0,,518065000.0,40394000.0,,,316787000.0,232060000.0,263477000.0,21304000.0,,3696272000.0,1698044000.0,10165670000.0,4608234000.0,3608622000.0,3001531000.0,4608234000.0,4614882000.0,5529484000.0,10165670000.0,3542297000.0,2527953000.0,0.0,-215799000.0
