company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Mohawk Industries Inc,MHK,,851968,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 08:09:09+00:00,-8276000.0,295054000.0,,2851000.0,146623000.0,,1270449000.0,-348922000.0,-226100000.0,576086000.0,-348922000.0,-226100000.0,576086000.0,3915000.0,-1452534000.0,-1452534000.0,1586943000.0,-9758000.0,,-6052000.0,,-217824000.0,-1603561000.0,,
Mohawk Industries Inc,MHK,,851968,2009.0,Q4,2009-09-27,2009-12-31,,,81827000.0,,-3623000.0,122166000.0,,17391000.0,7095000.0,-37644000.0,259485000.0,7095000.0,-37644000.0,259485000.0,225313000.0,21288000.0,21288000.0,34204000.0,8596000.0,,-525000.0,,-37644000.0,-18367000.0,,
Mohawk Industries Inc,MHK,,851968,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 07:02:10+00:00,-5924000.0,303004000.0,,6427000.0,301332000.0,,356108000.0,-125844000.0,-114849000.0,672205000.0,-125844000.0,-114849000.0,672205000.0,437939000.0,-1019000.0,-1019000.0,68888000.0,5830000.0,,-4402000.0,,-108925000.0,-483380000.0,,
Mohawk Industries Inc,MHK,,851968,2009.0,Q3,2009-06-28,2009-09-26,,-5924000.0,76435000.0,,6636000.0,13879000.0,,-4054000.0,-45926000.0,-24282000.0,143174000.0,-45926000.0,-24282000.0,143174000.0,79602000.0,35395000.0,35395000.0,17465000.0,-14513000.0,,-376000.0,,-18358000.0,-26983000.0,,
Mohawk Industries Inc,MHK,,851968,2009.0,Q3YTD,2009-01-01,2009-09-26,2010-11-05 17:25:44+00:00,-5924000.0,221177000.0,,10050000.0,179166000.0,,338717000.0,-132939000.0,-77205000.0,412720000.0,-132939000.0,-77205000.0,412720000.0,212626000.0,-22307000.0,-22307000.0,34684000.0,-2766000.0,,-3877000.0,,-71281000.0,-465013000.0,,
Mohawk Industries Inc,MHK,,851968,2009.0,Q2YTD,2009-01-01,2009-06-27,2010-08-06 16:15:54+00:00,,144742000.0,,3414000.0,165287000.0,,342771000.0,-87013000.0,-52923000.0,269546000.0,-87013000.0,-52923000.0,269546000.0,133024000.0,-57702000.0,-57702000.0,17219000.0,11747000.0,,-3501000.0,,-52923000.0,-438030000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q4,2010-10-03,2010-12-31,,,74522000.0,,-7101000.0,-14512000.0,,-198000.0,-43896000.0,-69939000.0,109318000.0,-43896000.0,-69939000.0,109318000.0,-11618000.0,47436000.0,47436000.0,1872000.0,-14444000.0,1000.0,-488000.0,,-69940000.0,-28766000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:47:24+00:00,-79917000.0,296773000.0,,-10272000.0,-188764000.0,,0.0,-255199000.0,-231482000.0,319712000.0,-255199000.0,-231482000.0,319712000.0,-177241000.0,189935000.0,189935000.0,21768000.0,-15455000.0,4615000.0,-3472000.0,,-156180000.0,-236272000.0,0.0,
Mohawk Industries Inc,MHK,,851968,2010.0,Q3TTM,2009-09-27,2010-10-02,,-79917000.0,304078000.0,,-6794000.0,-52086000.0,,17589000.0,-204208000.0,-199187000.0,469879000.0,-204208000.0,-199187000.0,469879000.0,59690000.0,163787000.0,163787000.0,54100000.0,7585000.0,4614000.0,-3509000.0,,-123884000.0,-225873000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q3,2010-07-04,2010-10-02,,-79917000.0,72956000.0,,15412000.0,-4882000.0,,10000.0,737000.0,-114404000.0,121417000.0,737000.0,-114404000.0,121417000.0,23162000.0,52264000.0,52264000.0,1079000.0,1043000.0,4614000.0,-316000.0,,-39101000.0,,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q3YTD,2010-01-01,2010-10-02,2011-11-04 17:22:49+00:00,-79917000.0,222251000.0,,-3171000.0,-174252000.0,,198000.0,-211303000.0,-161543000.0,210394000.0,-211303000.0,-161543000.0,210394000.0,-165623000.0,142499000.0,142499000.0,19896000.0,-1011000.0,4614000.0,-2984000.0,,-86240000.0,-207506000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q2TTM,2009-06-28,2010-07-03,,-5924000.0,307557000.0,,-15570000.0,-33325000.0,,13525000.0,-250871000.0,-109065000.0,491636000.0,-250871000.0,-109065000.0,491636000.0,116130000.0,146918000.0,146918000.0,70486000.0,-7971000.0,,-3569000.0,,-103141000.0,-252856000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q2,2010-04-04,2010-07-03,,,72497000.0,,-11003000.0,-18939000.0,,-308000.0,-209998000.0,-23830000.0,135169000.0,-209998000.0,-23830000.0,135169000.0,-109662000.0,68965000.0,68965000.0,12646000.0,-1587000.0,,-597000.0,,-23830000.0,-207506000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q2YTD,2010-01-01,2010-07-03,2011-08-05 16:46:56+00:00,,149295000.0,,-18583000.0,-169370000.0,,188000.0,-212040000.0,-47139000.0,88977000.0,-212040000.0,-47139000.0,88977000.0,-188785000.0,90235000.0,90235000.0,18817000.0,-2054000.0,,-2668000.0,,-47139000.0,-207506000.0,,
Mohawk Industries Inc,MHK,,851968,2010.0,Q1,2010-01-01,2010-04-03,2011-05-06 16:47:56+00:00,,76798000.0,,-7580000.0,-150431000.0,,496000.0,-2042000.0,-23309000.0,-46192000.0,-2042000.0,-23309000.0,-46192000.0,-79123000.0,21270000.0,21270000.0,6171000.0,-467000.0,,-2071000.0,,-23309000.0,,,
Mohawk Industries Inc,MHK,,851968,2011.0,Q4,2011-10-02,2011-12-31,,,74930000.0,,-8548000.0,36481000.0,,303306000.0,-25155000.0,-93313000.0,162805000.0,-25155000.0,-93313000.0,162805000.0,35789000.0,43897000.0,43897000.0,7497000.0,1519000.0,,-1000.0,,-93313000.0,-329979000.0,,
