company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerdeposits,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2008.0,FY,,2008-11-30,2010-01-29 09:02:19+00:00,512000000.0,418000000.0,1142000000.0,-623000000.0,650000000.0,,8037000000.0,2519000000.0,,3266000000.0,,1294000000.0,7735000000.0,315000000.0,26457000000.0,267000000.0,,733000000.0,786000000.0,13980000000.0,1608000000.0,33400000000.0,19098000000.0,1650000000.0,5781000000.0,19098000000.0,19098000000.0,14302000000.0,33400000000.0,5293000000.0,8521000000.0,-2296000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2008.0,Q3,,2008-08-31,2009-10-01 09:01:02+00:00,505000000.0,642000000.0,1224000000.0,666000000.0,792000000.0,,8026000000.0,2917000000.0,,3500000000.0,,1359000000.0,8345000000.0,365000000.0,27735000000.0,254000000.0,,631000000.0,783000000.0,13925000000.0,1183000000.0,35278000000.0,20321000000.0,2053000000.0,5829000000.0,20321000000.0,20321000000.0,14957000000.0,35278000000.0,5490000000.0,9128000000.0,-2296000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,FY,,2009-11-30,2011-01-31 09:35:28+00:00,568000000.0,362000000.0,874000000.0,462000000.0,538000000.0,,8280000000.0,2575000000.0,,3451000000.0,,1346000000.0,9097000000.0,320000000.0,29870000000.0,298000000.0,,650000000.0,732000000.0,15561000000.0,950000000.0,36835000000.0,22039000000.0,1518000000.0,4967000000.0,22039000000.0,22039000000.0,14796000000.0,36835000000.0,5447000000.0,9829000000.0,-2264000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q3,,2009-08-31,2009-10-01 09:01:02+00:00,612000000.0,476000000.0,886000000.0,199000000.0,976000000.0,,8055000000.0,2536000000.0,,3402000000.0,,1332000000.0,8373000000.0,309000000.0,28882000000.0,337000000.0,,645000000.0,651000000.0,15577000000.0,1741000000.0,36359000000.0,21560000000.0,2098000000.0,5775000000.0,21560000000.0,21560000000.0,14799000000.0,36359000000.0,5379000000.0,9024000000.0,-2271000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2010.0,FY,,2010-11-30,2012-01-30 09:17:14+00:00,503000000.0,248000000.0,1094000000.0,-254000000.0,429000000.0,0.0,8455000000.0,2805000000.0,,3320000000.0,,1320000000.0,8011000000.0,320000000.0,30967000000.0,247000000.0,,639000000.0,693000000.0,17224000000.0,1353000000.0,37490000000.0,23031000000.0,1244000000.0,5755000000.0,23031000000.0,23031000000.0,14459000000.0,37490000000.0,5279000000.0,8704000000.0,-2394000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2010.0,Q3,,2010-08-31,2010-10-01 09:34:44+00:00,541000000.0,388000000.0,991000000.0,-545000000.0,527000000.0,,8470000000.0,2776000000.0,,3287000000.0,,1310000000.0,7644000000.0,291000000.0,30162000000.0,239000000.0,,643000000.0,732000000.0,17055000000.0,1568000000.0,36847000000.0,22595000000.0,1445000000.0,5876000000.0,22595000000.0,22595000000.0,14252000000.0,36847000000.0,5240000000.0,8376000000.0,-2385000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2010.0,Q2,,2010-05-31,2010-07-01 12:06:42+00:00,548000000.0,455000000.0,928000000.0,-1029000000.0,594000000.0,,8420000000.0,3208000000.0,,3214000000.0,,1289000000.0,7681000000.0,297000000.0,29317000000.0,240000000.0,,623000000.0,721000000.0,15830000000.0,2079000000.0,36029000000.0,20864000000.0,1586000000.0,6763000000.0,20864000000.0,20864000000.0,15165000000.0,36029000000.0,5126000000.0,8402000000.0,-2357000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2010.0,Q1,,2010-02-28,2010-04-01 12:02:00+00:00,528000000.0,392000000.0,912000000.0,-273000000.0,753000000.0,,8328000000.0,2515000000.0,,3326000000.0,,1316000000.0,8933000000.0,321000000.0,29702000000.0,279000000.0,,643000000.0,713000000.0,15657000000.0,1712000000.0,36732000000.0,21419000000.0,1745000000.0,5667000000.0,21419000000.0,21419000000.0,15313000000.0,36732000000.0,5285000000.0,9646000000.0,-2293000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2011.0,FY,,2011-11-30,2013-01-29 09:18:27+00:00,576000000.0,263000000.0,832000000.0,-209000000.0,450000000.0,0.0,8543000000.0,3106000000.0,194000000.0,3322000000.0,,1330000000.0,8053000000.0,374000000.0,32054000000.0,225000000.0,97000000.0,619000000.0,647000000.0,18349000000.0,1300000000.0,38637000000.0,23832000000.0,1312000000.0,6105000000.0,23832000000.0,23832000000.0,14805000000.0,38637000000.0,5271000000.0,8700000000.0,-2851000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2011.0,Q3,,2011-08-31,2011-09-30 09:34:55+00:00,548000000.0,353000000.0,1084000000.0,585000000.0,430000000.0,0.0,8530000000.0,3141000000.0,,3430000000.0,,1396000000.0,7714000000.0,366000000.0,33243000000.0,248000000.0,,560000000.0,679000000.0,18319000000.0,2108000000.0,40026000000.0,24752000000.0,1397000000.0,6881000000.0,24752000000.0,24752000000.0,15274000000.0,40026000000.0,5386000000.0,8393000000.0,-2682000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2011.0,Q2,,2011-05-31,2011-07-01 09:31:02+00:00,552000000.0,360000000.0,1137000000.0,542000000.0,557000000.0,0.0,8518000000.0,3668000000.0,,3424000000.0,,1396000000.0,8678000000.0,365000000.0,32822000000.0,217000000.0,,622000000.0,712000000.0,17186000000.0,1164000000.0,39763000000.0,23852000000.0,1499000000.0,6521000000.0,23852000000.0,23852000000.0,15911000000.0,39763000000.0,5442000000.0,9390000000.0,-2394000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2011.0,Q1,,2011-02-28,2011-04-01 09:33:57+00:00,516000000.0,308000000.0,1121000000.0,141000000.0,465000000.0,,8511000000.0,2882000000.0,,3373000000.0,,1335000000.0,7815000000.0,343000000.0,31225000000.0,249000000.0,,667000000.0,706000000.0,17178000000.0,1490000000.0,37965000000.0,23435000000.0,1365000000.0,6009000000.0,23435000000.0,23435000000.0,14530000000.0,37965000000.0,5375000000.0,8521000000.0,-2395000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2012.0,FY,,2012-11-30,2014-01-29 09:07:42+00:00,549000000.0,270000000.0,1398000000.0,-207000000.0,465000000.0,0.0,8615000000.0,3076000000.0,583000000.0,3174000000.0,,1314000000.0,7168000000.0,390000000.0,32137000000.0,696000000.0,,715000000.0,724000000.0,18479000000.0,1734000000.0,39161000000.0,23929000000.0,1821000000.0,7340000000.0,23929000000.0,23929000000.0,15232000000.0,39161000000.0,5203000000.0,7892000000.0,-2958000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2012.0,Q3,,2012-08-31,2012-10-05 09:22:01+00:00,561000000.0,306000000.0,970000000.0,-434000000.0,568000000.0,0.0,8581000000.0,3078000000.0,,3146000000.0,,1307000000.0,8289000000.0,364000000.0,31972000000.0,703000000.0,564000000.0,716000000.0,664000000.0,18969000000.0,763000000.0,39082000000.0,24193000000.0,1941000000.0,5936000000.0,24193000000.0,24193000000.0,14889000000.0,39082000000.0,5169000000.0,8953000000.0,-2923000000.0
