company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2007.0,FY,2006-12-01,2007-11-30,2010-01-29 09:02:19+00:00,3.04,3.04,1.375,1101000000.0,2.95,,16000000.0,2408000000.0,2408000000.0,2408000000.0,7628000000.0,12638000000.0,-1000000.0,,395000000.0,1579000000.0,7628000000.0,5405000000.0,367000000.0,67000000.0,2680000000.0,2725000000.0,-301000000.0,2424000000.0,13033000000.0,792100000.0,792100000.0,816300000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2008.0,FY,2007-12-01,2008-11-30,2011-01-31 09:35:28+00:00,2.96,2.96,1.6,1249000000.0,2.9,,47000000.0,2324000000.0,2324000000.0,2324000000.0,9340000000.0,14555000000.0,27000000.0,,392000000.0,1629000000.0,9340000000.0,5607000000.0,420000000.0,35000000.0,2878000000.0,2729000000.0,-358000000.0,2371000000.0,14947000000.0,786000000.0,786000000.0,786000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2008.0,Q3,2008-06-01,2008-08-31,2009-10-01 09:01:02+00:00,1.7,1.7,0.4,323000000.0,1.65,,52000000.0,1333000000.0,1333000000.0,1333000000.0,2634000000.0,4522000000.0,0.0,,292000000.0,372000000.0,2634000000.0,2180000000.0,108000000.0,8000000.0,695000000.0,1485000000.0,-100000000.0,1385000000.0,4814000000.0,784100000.0,784100000.0,807900000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q4,2009-09-01,2009-11-30,,0.24,0.24,,345000000.0,0.25,,8000000.0,193000000.0,193000000.0,193000000.0,2446000000.0,3475000000.0,2000000.0,,34000000.0,424000000.0,2446000000.0,1063000000.0,99000000.0,4000000.0,769000000.0,294000000.0,-93000000.0,201000000.0,3509000000.0,787000000.0,787000000.0,787000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,FY,2008-12-01,2009-11-30,2012-01-30 09:17:14+00:00,2.27,2.27,,1309000000.0,2.24,,16000000.0,1790000000.0,1790000000.0,1790000000.0,8407000000.0,13173000000.0,18000000.0,,287000000.0,1590000000.0,8407000000.0,5053000000.0,380000000.0,14000000.0,2899000000.0,2154000000.0,-348000000.0,1806000000.0,13460000000.0,787000000.0,787000000.0,787000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q3YTD,2008-12-01,2009-08-31,,2.03,2.03,,964000000.0,1.99,,8000000.0,1597000000.0,1597000000.0,1597000000.0,5961000000.0,9698000000.0,16000000.0,,253000000.0,1166000000.0,5961000000.0,3990000000.0,281000000.0,10000000.0,2130000000.0,1860000000.0,-255000000.0,1605000000.0,9951000000.0,787000000.0,787000000.0,787000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q3,2009-06-01,2009-08-31,2010-10-01 09:34:44+00:00,1.36,1.36,,336000000.0,1.33,,24000000.0,1073000000.0,1073000000.0,1073000000.0,2226000000.0,3930000000.0,-8000000.0,,209000000.0,381000000.0,2226000000.0,1913000000.0,95000000.0,4000000.0,717000000.0,1196000000.0,-99000000.0,1097000000.0,4139000000.0,787000000.0,787000000.0,787000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q2YTD,2008-12-01,2009-05-31,,0.67,0.67,,628000000.0,0.66,,-16000000.0,524000000.0,524000000.0,524000000.0,3735000000.0,5768000000.0,24000000.0,,44000000.0,785000000.0,3735000000.0,2077000000.0,186000000.0,6000000.0,1413000000.0,664000000.0,-156000000.0,508000000.0,5812000000.0,776500000.0,776500000.0,800000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q2,2009-03-01,2009-05-31,2010-07-01 12:06:42+00:00,0.34,0.34,,317000000.0,0.33,,6000000.0,264000000.0,264000000.0,264000000.0,1885000000.0,2915000000.0,5000000.0,,33000000.0,393000000.0,1885000000.0,1063000000.0,90000000.0,2000000.0,710000000.0,353000000.0,-83000000.0,270000000.0,2948000000.0,776500000.0,776500000.0,800000000.0
Carnival Corp,CCL,F1OF2ZSX47CR0BCWA982,815097,2009.0,Q1,2008-12-01,2009-02-28,2010-04-01 12:02:00+00:00,0.33,0.33,0.0,311000000.0,0.33,,-22000000.0,260000000.0,260000000.0,260000000.0,1850000000.0,2853000000.0,19000000.0,,11000000.0,392000000.0,1850000000.0,1014000000.0,96000000.0,4000000.0,703000000.0,311000000.0,-73000000.0,238000000.0,2864000000.0,787900000.0,787900000.0,787900000.0
