company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depositsinterestexpense,dilutedeps,fedfundsandrepointerestincome,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:14:34+00:00,2.27,2.27,23929000.0,2.16,12572000.0,0.0,52213000.0,3640000.0,62727000.0,364192000.0,46967000.0,15406000.0,55147000.0,55147000.0,73579000.0,-19139000.0,368595000.0,39490000.0,3728000.0,,12006000.0,73367000.0,132991000.0,707000.0,7309000.0,100713000.0,177315000.0,,70896000.0,439491000.0,312887000.0,152365000.0,107360000.0,520960000.0,,32400000.0,32400000.0,34100000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:21:28+00:00,0.67,0.67,21346000.0,0.66,9790000.0,4092000.0,35207000.0,,85630000.0,335806000.0,27730000.0,14014000.0,10640000.0,10640000.0,22674000.0,-37370000.0,382150000.0,41158000.0,-31962000.0,,10333000.0,77936000.0,119372000.0,25336000.0,17035000.0,90180000.0,189631000.0,,49076000.0,431226000.0,343866000.0,97743000.0,45847000.0,479893000.0,,33901000.0,33901000.0,33901000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:29:22+00:00,0.62,0.62,4801000.0,0.61,2367000.0,0.0,16879000.0,,22570000.0,83049000.0,6367000.0,2902000.0,26409000.0,26409000.0,20608000.0,2246000.0,96818000.0,10090000.0,2815000.0,,3019000.0,18411000.0,28473000.0,3555000.0,2589000.0,8030000.0,45815000.0,,11168000.0,107986000.0,79807000.0,34307000.0,43288000.0,131125000.0,,33200000.0,33200000.0,33800000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 17:05:01+00:00,0.24,0.24,5605000.0,0.24,2485000.0,,7174000.0,,17823000.0,84248000.0,7270000.0,3403000.0,2377000.0,2377000.0,7793000.0,-8961000.0,91681000.0,10537000.0,-9597000.0,,2329000.0,19536000.0,35543000.0,3545000.0,8589000.0,21393000.0,46947000.0,,12875000.0,104556000.0,89012000.0,28275000.0,9551000.0,119956000.0,,32500000.0,32500000.0,32500000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q4,2010-10-01,2010-12-31,,0.41,0.41,3463000.0,0.41,2516000.0,,11005000.0,,26869000.0,89324000.0,10728000.0,5695000.0,33982000.0,33982000.0,17487000.0,16495000.0,104518000.0,11282000.0,30897000.0,,2613000.0,29076000.0,38354000.0,,3225000.0,15504000.0,66613000.0,,14191000.0,118709000.0,115891000.0,71864000.0,44987000.0,176382000.0,,41774000.0,41774000.0,41774000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:47:01+00:00,2.27,2.27,14778000.0,2.24,10960000.0,,61402000.0,,131231000.0,319540000.0,28818000.0,20237000.0,136817000.0,136817000.0,94951000.0,41866000.0,418135000.0,42401000.0,102882000.0,,10482000.0,95076000.0,134166000.0,,16498000.0,44628000.0,248606000.0,,43596000.0,461731000.0,422818000.0,247530000.0,198219000.0,665665000.0,,41774000.0,41774000.0,41774000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 16:10:55+00:00,0.9,0.9,3783000.0,0.89,2719000.0,,24996000.0,,33323000.0,80716000.0,6634000.0,5153000.0,52439000.0,52439000.0,37787000.0,14652000.0,106341000.0,10679000.0,47868000.0,,2752000.0,23532000.0,35616000.0,,2637000.0,10971000.0,62170000.0,,10417000.0,116758000.0,104171000.0,86236000.0,77435000.0,192577000.0,,42000000.0,42000000.0,42500000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.86,1.86,11315000.0,1.83,8444000.0,,50397000.0,,104362000.0,230216000.0,18090000.0,14542000.0,102835000.0,102835000.0,77464000.0,25371000.0,313617000.0,31119000.0,71985000.0,,7869000.0,66000000.0,95812000.0,,13273000.0,29124000.0,181993000.0,,29405000.0,343022000.0,306927000.0,175666000.0,153232000.0,489283000.0,,42000000.0,42000000.0,42500000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:39:01+00:00,0.51,0.51,3867000.0,0.5,2885000.0,,13819000.0,,37802000.0,75558000.0,5942000.0,5103000.0,21186000.0,21186000.0,21120000.0,66000.0,106436000.0,9968000.0,6131000.0,,2606000.0,23529000.0,31420000.0,,5587000.0,7408000.0,59993000.0,,9809000.0,116245000.0,104180000.0,40157000.0,35005000.0,146593000.0,,41400000.0,41400000.0,42200000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.96,0.96,7532000.0,0.94,5725000.0,,25401000.0,,71039000.0,149500000.0,11456000.0,9389000.0,50396000.0,50396000.0,39677000.0,10719000.0,207276000.0,20440000.0,24117000.0,,5117000.0,42468000.0,60196000.0,,10636000.0,18153000.0,119823000.0,,18988000.0,226264000.0,202756000.0,89430000.0,75797000.0,296706000.0,,41400000.0,41400000.0,42200000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:13:31+00:00,0.45,0.45,3665000.0,0.44,2840000.0,,11582000.0,,33237000.0,73942000.0,5514000.0,4286000.0,29210000.0,29210000.0,18557000.0,10653000.0,100840000.0,10472000.0,17986000.0,,2511000.0,18939000.0,28776000.0,,5049000.0,10745000.0,59830000.0,,9179000.0,110019000.0,98576000.0,49273000.0,40792000.0,150113000.0,,41200000.0,41200000.0,42200000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 17:30:34+00:00,4.0,4.0,8862000.0,3.94,6486000.0,,119087000.0,,169072000.0,389830000.0,30249000.0,24250000.0,282793000.0,282793000.0,171902000.0,110891000.0,526277000.0,47959000.0,231832000.0,,12201000.0,105078000.0,138299000.0,,10298000.0,6101000.0,313043000.0,,39111000.0,565388000.0,500628000.0,382332000.0,401880000.0,908609000.0,,43000000.0,43000000.0,43600000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q4,2011-10-01,2011-12-31,,0.82,0.82,1483000.0,0.82,1514000.0,,26284000.0,,41393000.0,104895000.0,6249000.0,6821000.0,43890000.0,43890000.0,35574000.0,8316000.0,140070000.0,14224000.0,32400000.0,,3749000.0,30793000.0,36910000.0,,2358000.0,8245000.0,80514000.0,,7732000.0,147802000.0,134710000.0,73059000.0,70174000.0,213129000.0,,43000000.0,43000000.0,43600000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 19:04:03+00:00,0.87,0.87,1715000.0,0.86,1375000.0,,26770000.0,,40256000.0,101693000.0,6154000.0,5886000.0,76076000.0,76076000.0,37571000.0,38505000.0,135455000.0,12187000.0,62213000.0,,3040000.0,30067000.0,30358000.0,,2302000.0,769000.0,77009000.0,,7869000.0,143324000.0,127451000.0,95611000.0,102846000.0,231066000.0,,43200000.0,43200000.0,43700000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.18,3.18,7379000.0,3.12,4972000.0,,92803000.0,,127679000.0,284935000.0,24000000.0,17429000.0,238903000.0,238903000.0,136328000.0,102575000.0,386207000.0,33735000.0,199432000.0,,8452000.0,74285000.0,101389000.0,,7940000.0,-2144000.0,232529000.0,,31379000.0,417586000.0,365918000.0,309273000.0,331706000.0,695480000.0,,43200000.0,43200000.0,43700000.0
