company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2015.0,FY,,2015-12-31,2017-02-28 16:06:27+00:00,217613000.0,15404000.0,1503257000.0,0.0,1189084000.0,,,,8275279000.0,16742070000.0,796702000.0,16524457000.0,102625000.0,135097000.0,30867497000.0,709707000.0,,639094000.0,1993646000.0,774900000.0,44686703000.0,3198134000.0,3198134000.0,3333231000.0,41353472000.0,44686703000.0,0.0,25846657000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2015.0,Q3,,2015-09-30,2015-11-06 16:04:13+00:00,197507000.0,97064000.0,1674145000.0,0.0,1171700000.0,3756000.0,,,8390454000.0,15314580000.0,797211000.0,15117073000.0,94652000.0,139329000.0,28658963000.0,580370000.0,,566370000.0,1906135000.0,,41730982000.0,3174899000.0,3174899000.0,3314228000.0,38416754000.0,41730982000.0,0.0,24264742000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2015.0,Q2,,2015-06-30,2015-08-07 17:12:57+00:00,192644000.0,63917000.0,2625550000.0,0.0,1162559000.0,2537000.0,,,7892245000.0,14261430000.0,802454000.0,14068786000.0,88284000.0,138370000.0,27734720000.0,576342000.0,,614690000.0,1824626000.0,,40236118000.0,3051102000.0,3051102000.0,3189472000.0,37046646000.0,40236118000.0,0.0,22877156000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2015.0,Q1,,2015-03-31,2015-05-11 17:19:03+00:00,167875000.0,92668000.0,1308003000.0,0.0,1140486000.0,77766000.0,,,8134989000.0,14439574000.0,802917000.0,14271699000.0,82724000.0,1305594000.0,25716586000.0,762971000.0,,686501000.0,1738483000.0,,39695990000.0,2971637000.0,2971637000.0,4277231000.0,35418759000.0,39695990000.0,0.0,23270593000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2016.0,FY,,2016-12-31,2018-02-28 16:54:38+00:00,225366000.0,23430000.0,2545750000.0,0.0,1242793000.0,,,,7004411000.0,19899944000.0,795704000.0,19674578000.0,120683000.0,134483000.0,31975457000.0,672688000.0,,618383000.0,2376331000.0,512668000.0,44683660000.0,3642554000.0,3642554000.0,3777037000.0,40906623000.0,44683660000.0,0.0,21669961000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2016.0,Q3,,2016-09-30,2016-11-08 16:07:42+00:00,240565000.0,96579000.0,2521319000.0,0.0,1219607000.0,,,,7160442000.0,19112265000.0,795971000.0,18871700000.0,115014000.0,130266000.0,31028974000.0,683180000.0,,562912000.0,2276865000.0,2421000.0,43274037000.0,3593051000.0,3593051000.0,3723317000.0,39550720000.0,43274037000.0,0.0,21082824000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2016.0,Q2,,2016-06-30,2016-08-08 17:21:56+00:00,244723000.0,129921000.0,1854457000.0,0.0,1209873000.0,,,,7308718000.0,18833778000.0,796329000.0,18589055000.0,110485000.0,128215000.0,30287849000.0,655543000.0,,602746000.0,2165784000.0,503219000.0,43132654000.0,3505578000.0,3505578000.0,3633793000.0,39498861000.0,43132654000.0,0.0,21923114000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2016.0,Q1,,2016-03-31,2016-05-09 19:14:52+00:00,230249000.0,115390000.0,1868512000.0,0.0,1192834000.0,,,,7826465000.0,17735147000.0,796570000.0,17504898000.0,108570000.0,129996000.0,30933256000.0,548108000.0,,506571000.0,2072820000.0,0.0,43573902000.0,3381044000.0,3381044000.0,3511040000.0,40062862000.0,43573902000.0,0.0,23543814000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2017.0,FY,,2017-12-31,2019-02-28 17:09:01+00:00,255024000.0,-1472000.0,2923075000.0,0.0,1314430000.0,,,,7598578000.0,23106316000.0,695492000.0,22851292000.0,128682000.0,139620000.0,36655497000.0,876246000.0,,911755000.0,2866837000.0,1033730000.0,51214467000.0,4179795000.0,4179795000.0,4319415000.0,46895052000.0,51214467000.0,0.0,24435172000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2017.0,Q3,,2017-09-30,2017-11-08 16:28:01+00:00,249010000.0,15634000.0,3555571000.0,0.0,1294552000.0,,,,7950012000.0,22189327000.0,749618000.0,21940317000.0,122826000.0,137485000.0,36862021000.0,849761000.0,,990498000.0,2749627000.0,4840000.0,50754287000.0,4059813000.0,4059813000.0,4197298000.0,46556989000.0,50754287000.0,0.0,24285812000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2017.0,Q2,,2017-06-30,2017-08-07 16:26:05+00:00,236496000.0,14890000.0,3854244000.0,0.0,1283538000.0,,,,7418920000.0,20976466000.0,749429000.0,20739970000.0,121947000.0,140600000.0,35046371000.0,1044125000.0,,1145154000.0,2601007000.0,470000.0,48400379000.0,3899435000.0,3899435000.0,4040035000.0,44360344000.0,48400379000.0,0.0,22640093000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2017.0,Q1,,2017-03-31,2017-05-09 18:17:48+00:00,243130000.0,17958000.0,3795679000.0,0.0,1268559000.0,,,,7491766000.0,20427451000.0,795465000.0,20184321000.0,122304000.0,139125000.0,33587934000.0,675783000.0,,629555000.0,2477814000.0,5163000.0,46413339000.0,3764331000.0,3764331000.0,3903456000.0,42509883000.0,46413339000.0,0.0,21635252000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2018.0,FY,,2018-12-31,2020-02-28 16:20:25+00:00,280903000.0,-54120000.0,3571539000.0,0.0,1378491000.0,,0.0,0.0,10225478000.0,28338280000.0,696465000.0,28057377000.0,129213000.0,148634000.0,39103422000.0,951261000.0,,1006359000.0,3791838000.0,631412000.0,56927979000.0,5116209000.0,5116209000.0,5264843000.0,51663136000.0,56927979000.0,0.0,24218589000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2018.0,Q3,,2018-09-30,2018-11-09 09:08:36+00:00,285713000.0,-108410000.0,3819141000.0,0.0,1360083000.0,,,,8122337000.0,27494915000.0,696217000.0,27209202000.0,121890000.0,145676000.0,40473774000.0,1105917000.0,,1146109000.0,3672696000.0,2631252000.0,58139734000.0,4924369000.0,4924369000.0,5070045000.0,53069689000.0,58139734000.0,0.0,25883584000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2018.0,Q2,,2018-06-30,2018-08-07 16:06:39+00:00,286709000.0,-86865000.0,2712101000.0,0.0,1346639000.0,,,,8293993000.0,25996192000.0,695972000.0,25709483000.0,117603000.0,147188000.0,40593302000.0,984424000.0,,1062391000.0,3397879000.0,417246000.0,55867745000.0,4657653000.0,4657653000.0,4804841000.0,51062904000.0,55867745000.0,0.0,26344134000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2018.0,Q1,,2018-03-31,2018-05-08 16:15:25+00:00,274294000.0,-71686000.0,2619384000.0,0.0,1327051000.0,,,,8421177000.0,24587944000.0,695731000.0,24313650000.0,127054000.0,144278000.0,37515355000.0,986523000.0,,1206660000.0,3160081000.0,1102140000.0,53500787000.0,4415446000.0,4415446000.0,4559724000.0,48941063000.0,53500787000.0,0.0,25454176000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2019.0,Q3,,2019-09-30,2019-11-12 06:28:04+00:00,304410000.0,136153000.0,6946196000.0,0.0,1441782000.0,,137823000.0,52288000.0,19062264000.0,31063994000.0,697227000.0,30759584000.0,146713000.0,157789000.0,40480610000.0,1764600000.0,,1923765000.0,4312745000.0,18898000.0,68231233000.0,5890680000.0,5890680000.0,6048469000.0,62182764000.0,68231233000.0,0.0,28424029000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2019.0,Q2,,2019-06-30,2019-08-09 13:46:09+00:00,301888000.0,81232000.0,9020925000.0,0.0,1421617000.0,,137823000.0,55158000.0,16279051000.0,29209573000.0,696970000.0,28907685000.0,141888000.0,152132000.0,39331489000.0,1621428000.0,,1735802000.0,4051194000.0,24252000.0,63773739000.0,5554043000.0,5554043000.0,5706175000.0,58067564000.0,63773739000.0,0.0,23888832000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2019.0,Q1,,2019-03-31,2019-05-09 16:09:37+00:00,300151000.0,-15374000.0,7066883000.0,0.0,1394182000.0,,135190000.0,58029000.0,13048485000.0,28850445000.0,696715000.0,28550294000.0,139003000.0,141050000.0,39278712000.0,1425558000.0,,1638095000.0,3963965000.0,14455000.0,60160285000.0,5342773000.0,5342773000.0,5483823000.0,54676462000.0,60160285000.0,0.0,22785328000.0
