company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,FY,,2009-12-31,2011-02-25 17:14:34+00:00,72450000.0,5905000.0,3512853000.0,0.0,389531000.0,38755000.0,,,4032949000.0,4548094000.0,856650000.0,4475644000.0,31736000.0,345767000.0,6298988000.0,329447000.0,,139947000.0,732907000.0,,12841399000.0,1128343000.0,1128343000.0,1474110000.0,11367289000.0,12841399000.0,0.0,4491719000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,FY,,2010-12-31,2012-02-28 17:21:28+00:00,82627000.0,24143000.0,3076432000.0,0.0,422376000.0,37245000.0,,,5325403000.0,5521737000.0,1209260000.0,5439110000.0,44545000.0,473928000.0,9011538000.0,328187000.0,,196037000.0,827831000.0,,17527761000.0,1274350000.0,1274350000.0,1748278000.0,15779483000.0,17527761000.0,0.0,8639487000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3,,2010-09-30,2010-11-05 16:29:22+00:00,74369000.0,47600000.0,3778369000.0,0.0,410632000.0,59735000.0,,,4965864000.0,4859205000.0,1225810000.0,4784836000.0,41917000.0,427685000.0,7449081000.0,395682000.0,,263283000.0,810379000.0,,15660069000.0,1268611000.0,1268611000.0,1696296000.0,13963773000.0,15660069000.0,0.0,6659265000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q2,,2010-06-30,2010-08-06 17:05:01+00:00,71789000.0,59948000.0,4190343000.0,,404563000.0,44735000.0,,,4934309000.0,4450189000.0,869810000.0,4378400000.0,38123000.0,389852000.0,7206104000.0,342548000.0,,222073000.0,772592000.0,,14903986000.0,1237103000.0,1237103000.0,1626955000.0,13277031000.0,14903986000.0,0.0,5954572000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,FY,,2011-12-31,2013-02-27 16:47:01+00:00,89947000.0,85399000.0,1114948000.0,,484260000.0,0.0,,,4847648000.0,6970082000.0,603648000.0,6880135000.0,56471000.0,680997000.0,11861888000.0,376854000.0,0.0,405321000.0,999733000.0,,19968894000.0,1569392000.0,1569392000.0,2250389000.0,17718505000.0,19968894000.0,0.0,11540486000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q3,,2011-09-30,2011-11-04 16:10:55+00:00,85246000.0,99453000.0,2041972000.0,0.0,472486000.0,0.0,,,4976446000.0,6328588000.0,609557000.0,6243342000.0,53458000.0,656230000.0,11162776000.0,265242000.0,,254256000.0,964159000.0,,19195363000.0,1536098000.0,1536098000.0,2192328000.0,17003035000.0,19195363000.0,0.0,10591349000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q2,,2011-06-30,2011-08-05 16:39:01+00:00,82155000.0,47377000.0,2565219000.0,0.0,462928000.0,0.0,,,5594529000.0,5978646000.0,609596000.0,5896491000.0,49452000.0,579158000.0,10683945000.0,399474000.0,,462614000.0,926588000.0,,19366735000.0,1436893000.0,1436893000.0,2016051000.0,17350684000.0,19366735000.0,0.0,10456099000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2011.0,Q1,,2011-03-31,2011-05-06 16:13:31+00:00,82051000.0,9240000.0,2350060000.0,0.0,443496000.0,35415000.0,,,5805621000.0,5651170000.0,1204733000.0,5569119000.0,46161000.0,533457000.0,9524698000.0,354034000.0,,200768000.0,860838000.0,,18618266000.0,1313574000.0,1313574000.0,1847031000.0,16771235000.0,18618266000.0,0.0,10298892000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2012.0,FY,,2012-12-31,2014-02-27 17:30:34+00:00,110651000.0,108553000.0,1008983000.0,0.0,547124000.0,166110000.0,,,5301177000.0,8946933000.0,457762000.0,8836282000.0,66545000.0,774678000.0,13875275000.0,326871000.0,,360566000.0,1174878000.0,,22766123000.0,1830555000.0,1830555000.0,2605233000.0,20160890000.0,22766123000.0,0.0,12527442000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2012.0,Q3,,2012-09-30,2012-11-08 19:04:03+00:00,101524000.0,122010000.0,906680000.0,0.0,538499000.0,508170000.0,,,5126427000.0,8192369000.0,458314000.0,8090845000.0,68270000.0,770422000.0,12598639000.0,299594000.0,,330038000.0,1124415000.0,,21576934000.0,1784924000.0,1784924000.0,2555346000.0,19021588000.0,21576934000.0,0.0,12211545000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2012.0,Q2,,2012-06-30,2012-08-08 16:07:42+00:00,98166000.0,104077000.0,1411725000.0,0.0,529157000.0,5880000.0,,,5226562000.0,7789752000.0,458232000.0,7691586000.0,64773000.0,728965000.0,12842250000.0,368425000.0,,312523000.0,1082126000.0,,21289772000.0,1715360000.0,1715360000.0,2444325000.0,18845447000.0,21289772000.0,0.0,11753263000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2012.0,Q1,,2012-03-31,2012-05-10 15:25:22+00:00,100922000.0,89309000.0,850624000.0,0.0,515658000.0,849380000.0,,,4879282000.0,7121289000.0,601835000.0,7020367000.0,59320000.0,703213000.0,11837600000.0,338544000.0,,307537000.0,1034523000.0,,20818337000.0,1639490000.0,1639490000.0,2342703000.0,18475634000.0,20818337000.0,0.0,12549482000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2013.0,FY,,2013-12-31,2015-02-26 17:19:03+00:00,142886000.0,-48764000.0,1538779000.0,0.0,624302000.0,5080000.0,,,6578619000.0,10906386000.0,455216000.0,10763500000.0,67485000.0,1113058000.0,15894360000.0,465110000.0,,404586000.0,1390732000.0,,26417189000.0,1966270000.0,1966270000.0,3079328000.0,23337861000.0,26417189000.0,0.0,13582315000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2013.0,Q3,,2013-09-30,2013-11-08 17:09:31+00:00,124734000.0,5443000.0,1942744000.0,0.0,607509000.0,5580000.0,,,5891263000.0,9824982000.0,455744000.0,9700248000.0,65385000.0,978717000.0,14105728000.0,397432000.0,,358905000.0,1331975000.0,,23740864000.0,1944927000.0,1944927000.0,2923644000.0,20817220000.0,23740864000.0,0.0,11635055000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2013.0,Q2,,2013-06-30,2013-08-08 16:47:59+00:00,119571000.0,-9771000.0,873251000.0,0.0,593373000.0,5400000.0,,,5476516000.0,9622172000.0,455938000.0,9502601000.0,65644000.0,824139000.0,13213558000.0,413639000.0,,330394000.0,1264354000.0,,22153901000.0,1847956000.0,1847956000.0,2672095000.0,19481806000.0,22153901000.0,0.0,11298766000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2013.0,Q1,,2013-03-31,2013-05-10 14:55:50+00:00,112205000.0,95615000.0,1519249000.0,0.0,570834000.0,7460000.0,,,5271321000.0,8844890000.0,457194000.0,8732685000.0,65713000.0,779839000.0,14038587000.0,354402000.0,,359380000.0,1215770000.0,,22796000000.0,1882219000.0,1882219000.0,2662058000.0,20133942000.0,22796000000.0,0.0,12123951000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2014.0,FY,,2014-12-31,2016-02-26 17:34:35+00:00,165359000.0,42704000.0,1796062000.0,0.0,1120401000.0,7781000.0,,,9759817000.0,14384276000.0,451362000.0,14218917000.0,79845000.0,1238662000.0,24583682000.0,553208000.0,,483493000.0,1649967000.0,,39337869000.0,2813072000.0,2813072000.0,4051734000.0,35286135000.0,39337869000.0,0.0,22689837000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2014.0,Q3,,2014-09-30,2014-11-07 16:36:03+00:00,129061000.0,18744000.0,1872537000.0,0.0,1107388000.0,6630000.0,,,8662067000.0,12017181000.0,453764000.0,11888120000.0,74375000.0,1218059000.0,22461068000.0,506964000.0,,517462000.0,1595825000.0,,36041007000.0,2721957000.0,2721957000.0,3940016000.0,32100991000.0,36041007000.0,0.0,21699011000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2014.0,Q2,,2014-06-30,2014-08-08 16:19:09+00:00,120728000.0,50276000.0,2649831000.0,0.0,1092633000.0,4910000.0,,,8116998000.0,11348711000.0,454462000.0,11227983000.0,71465000.0,1262285000.0,20235549000.0,465792000.0,,559073000.0,1532830000.0,,33309016000.0,2675739000.0,2675739000.0,3938024000.0,29370992000.0,33309016000.0,0.0,18893945000.0
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2014.0,Q1,,2014-03-31,2014-05-09 16:48:07+00:00,123542000.0,-30390000.0,3862464000.0,0.0,642357000.0,4810000.0,,,7162075000.0,10833908000.0,454770000.0,10710366000.0,66123000.0,1272981000.0,18314830000.0,458531000.0,,407573000.0,1482033000.0,,29711039000.0,2094000000.0,2094000000.0,3366981000.0,26344058000.0,29711039000.0,0.0,14613555000.0
