company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,Q4,2009-10-01,2009-12-31,,-46084000.0,3226000.0,14165000.0,9334000.0,,-23148000.0,293864000.0,,,333310000.0,-915447000.0,-15838000.0,333310000.0,-915447000.0,-15838000.0,-597975000.0,276305000.0,24082000.0,24082000.0,688000.0,-45626000.0,45716000.0,58603000.0,19290000.0,-1335066000.0,-4418000.0,-14836000.0,,-235000000.0,378321000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:21:28+00:00,-42010000.0,39050000.0,50017000.0,24931000.0,,-60068000.0,297980000.0,,,2846631000.0,-1857466000.0,86963000.0,2846631000.0,-1857466000.0,86963000.0,1076128000.0,2858465000.0,10640000.0,10640000.0,64657000.0,458000.0,,50671000.0,88813000.0,-3450081000.0,-15963000.0,-125943000.0,,-235000000.0,1608578000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,Q3,2009-07-01,2009-09-30,,3119000.0,8512000.0,7283000.0,5557000.0,,-33996000.0,1462000.0,,,1047565000.0,-662306000.0,16199000.0,1047565000.0,-662306000.0,16199000.0,401458000.0,1061049000.0,26409000.0,26409000.0,7015000.0,46023000.0,-45716000.0,-31527000.0,8095000.0,-990225000.0,-4734000.0,-29442000.0,,,378369000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 17:05:01+00:00,955000.0,27312000.0,28569000.0,10040000.0,,-2924000.0,2654000.0,,,1465756000.0,-279713000.0,86602000.0,1465756000.0,-279713000.0,86602000.0,1272645000.0,1521111000.0,-39851000.0,-39851000.0,56954000.0,61000.0,,23595000.0,61428000.0,-1124790000.0,-6811000.0,-81665000.0,,,851888000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q4,2010-10-01,2010-12-31,,-5358000.0,20403000.0,12685000.0,5670000.0,,-2313000.0,0.0,0.0,,,-2656945000.0,18366000.0,1936642000.0,-2656945000.0,18366000.0,-701937000.0,0.0,33982000.0,33982000.0,-30641000.0,0.0,,0.0,17026000.0,-3308591000.0,-6025000.0,0.0,0.0,,657671000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:47:01+00:00,-26417000.0,41763000.0,35588000.0,23224000.0,,65982000.0,30839000.0,346437000.0,,4470620000.0,-5052707000.0,163228000.0,4453058000.0,-5052707000.0,163228000.0,-436421000.0,4005004000.0,136817000.0,136817000.0,-85089000.0,4151000.0,,85699000.0,48711000.0,-7914650000.0,-27056000.0,-1510000.0,,,2888999000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 16:10:55+00:00,-21059000.0,21360000.0,22903000.0,17554000.0,,68295000.0,15210000.0,365274000.0,,2516416000.0,-2395762000.0,144862000.0,2516416000.0,-2395762000.0,144862000.0,265516000.0,2083008000.0,102835000.0,102835000.0,-54448000.0,3197000.0,,56547000.0,31685000.0,-4606059000.0,-21031000.0,0.0,-6820000.0,,2231328000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3TTM,2009-10-01,2010-09-30,,-67143000.0,24586000.0,37068000.0,26888000.0,,45147000.0,309074000.0,365274000.0,,2849726000.0,-3311209000.0,129024000.0,2849726000.0,-3311209000.0,129024000.0,-332459000.0,2359313000.0,126917000.0,126917000.0,-53760000.0,-42429000.0,45716000.0,115150000.0,50975000.0,-5941125000.0,-25449000.0,-14836000.0,-6820000.0,-235000000.0,2609649000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q3,2010-07-01,2010-09-30,,-7304000.0,484000.0,3912000.0,6366000.0,,30993000.0,2006000.0,359294000.0,,659435000.0,-1121279000.0,49870000.0,659435000.0,-1121279000.0,49870000.0,-411974000.0,274532000.0,52439000.0,52439000.0,-45287000.0,422000.0,,23181000.0,12663000.0,-2169619000.0,-7811000.0,,,,1056151000.0,
SVB Financial Group,SIVB,549300D2KJ20JMXE7542,719739,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:39:01+00:00,-13755000.0,20876000.0,18991000.0,11188000.0,,37302000.0,13204000.0,5980000.0,,1856981000.0,-1274483000.0,94992000.0,1856981000.0,-1274483000.0,94992000.0,677490000.0,1808476000.0,50396000.0,50396000.0,-9161000.0,2775000.0,,33366000.0,19022000.0,-2436440000.0,-13220000.0,0.0,-6820000.0,,1175177000.0,
