company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Abercrombie & Fitch Co,ANF,,1018840,2015.0,Q3,,2015-10-31,2015-12-07 16:12:11+00:00,303992000.0,62132000.0,309209000.0,-106230000.0,145363000.0,405611000.0,429684000.0,25031000.0,34344000.0,4665000.0,,288091000.0,,601541000.0,918926000.0,3714000.0,,109527000.0,,380663000.0,166002000.0,2485878000.0,1513000.0,,2512744000.0,1265164000.0,1213155000.0,644410000.0,1265164000.0,1268878000.0,1243866000.0,2512744000.0,380663000.0,599456000.0,-1544168000.0
Abercrombie & Fitch Co,ANF,,1018840,2015.0,Q2,,2015-08-01,2015-09-10 16:16:35+00:00,199412000.0,72477000.0,299301000.0,-101787000.0,147324000.0,408311000.0,423789000.0,25304000.0,40724000.0,3094000.0,,289834000.0,,478618000.0,947053000.0,1422000.0,,103012000.0,,372006000.0,169968000.0,2458325000.0,2017000.0,,2422201000.0,1284525000.0,1103142000.0,529128000.0,1284525000.0,1285947000.0,1136254000.0,2422201000.0,372006000.0,607126000.0,-1495802000.0
Abercrombie & Fitch Co,ANF,,1018840,2015.0,Q1,,2015-05-02,2015-06-08 17:14:36+00:00,122757000.0,59169000.0,279985000.0,-89015000.0,152140000.0,383220000.0,423746000.0,26102000.0,44785000.0,6642000.0,,290338000.0,,441005000.0,949587000.0,,,118563000.0,,368263000.0,177311000.0,2473346000.0,2017000.0,,2364592000.0,1307300000.0,1046742000.0,437503000.0,1307300000.0,1307300000.0,1057292000.0,2364592000.0,368263000.0,619789000.0,-1500777000.0
Abercrombie & Fitch Co,ANF,,1018840,2016.0,FY,,2017-01-28,2018-04-02 17:22:33+00:00,187017000.0,93384000.0,273044000.0,-121302000.0,122718000.0,547189000.0,397623000.0,20076000.0,,5863000.0,,262992000.0,,399795000.0,824738000.0,8604000.0,,98932000.0,,331719000.0,172008000.0,2474703000.0,,,2295757000.0,1243435000.0,1139300000.0,486000000.0,1243435000.0,1252039000.0,1043718000.0,2295757000.0,331719000.0,557718000.0,-1507589000.0
Abercrombie & Fitch Co,ANF,,1018840,2016.0,Q3,,2016-10-29,2016-12-05 16:12:25+00:00,228880000.0,71235000.0,266761000.0,-113192000.0,126610000.0,469720000.0,395168000.0,20623000.0,,7654000.0,,285029000.0,,516146000.0,827996000.0,7955000.0,,93170000.0,,358201000.0,179085000.0,2440069000.0,2204000.0,,2336468000.0,1211667000.0,1150271000.0,526122000.0,1211667000.0,1219622000.0,1116846000.0,2336468000.0,358201000.0,590724000.0,-1510378000.0
Abercrombie & Fitch Co,ANF,,1018840,2016.0,Q2,,2016-07-30,2016-09-06 17:11:58+00:00,180834000.0,79012000.0,279918000.0,-104935000.0,130009000.0,455606000.0,395958000.0,21962000.0,,15162000.0,,285528000.0,,453175000.0,850114000.0,6280000.0,,108878000.0,,385605000.0,185285000.0,2446287000.0,1468000.0,,2332390000.0,1225944000.0,1096671000.0,499344000.0,1225944000.0,1232224000.0,1100166000.0,2332390000.0,385605000.0,600822000.0,-1511366000.0
Abercrombie & Fitch Co,ANF,,1018840,2016.0,Q1,,2016-04-30,2016-06-06 16:09:41+00:00,157024000.0,61690000.0,294303000.0,-104149000.0,138225000.0,490975000.0,396797000.0,23298000.0,,2287000.0,,285882000.0,,435663000.0,886346000.0,5139000.0,,106200000.0,,363308000.0,187635000.0,2476943000.0,733000.0,,2344182000.0,1249656000.0,1094528000.0,477645000.0,1249656000.0,1254795000.0,1089387000.0,2344182000.0,363308000.0,611742000.0,-1519935000.0
Abercrombie & Fitch Co,ANF,,1018840,2017.0,FY,,2018-02-03,2019-04-01 17:08:33+00:00,168868000.0,79724000.0,308601000.0,-95054000.0,126301000.0,675558000.0,407384000.0,19751000.0,,10326000.0,,249686000.0,,424393000.0,738182000.0,10092000.0,,84863000.0,,322972000.0,189688000.0,2420552000.0,,,2325692000.0,1242379000.0,1264538000.0,507546000.0,1242379000.0,1252471000.0,1073221000.0,2325692000.0,322972000.0,565675000.0,-1490503000.0
Abercrombie & Fitch Co,ANF,,1018840,2017.0,Q3,,2017-10-28,2017-12-04 16:16:41+00:00,248963000.0,78554000.0,292479000.0,-109349000.0,122864000.0,459293000.0,390417000.0,19314000.0,,6189000.0,,263910000.0,,570484000.0,767930000.0,9399000.0,,68903000.0,,352737000.0,174023000.0,2361055000.0,,,2297901000.0,1160760000.0,1177234000.0,566945000.0,1160760000.0,1170159000.0,1127742000.0,2297901000.0,352737000.0,560797000.0,-1481363000.0
Abercrombie & Fitch Co,ANF,,1018840,2017.0,Q2,,2017-07-29,2017-09-05 16:39:43+00:00,208432000.0,110590000.0,267745000.0,-111371000.0,127249000.0,421903000.0,386600000.0,19723000.0,,2880000.0,,263714000.0,,471037000.0,793374000.0,9250000.0,,72215000.0,,358794000.0,171852000.0,2364596000.0,,,2227913000.0,1157068000.0,1075745000.0,498780000.0,1157068000.0,1166318000.0,1061595000.0,2227913000.0,358794000.0,562815000.0,-1482757000.0
Abercrombie & Fitch Co,ANF,,1018840,2017.0,Q1,,2017-04-29,2017-06-06 06:04:17+00:00,147531000.0,90346000.0,248915000.0,-120295000.0,123006000.0,421441000.0,388427000.0,19522000.0,,5264000.0,,263353000.0,,398750000.0,806057000.0,8814000.0,,91565000.0,,349806000.0,169588000.0,2393693000.0,,,2157965000.0,1171972000.0,1002102000.0,421232000.0,1171972000.0,1180786000.0,977179000.0,2157965000.0,349806000.0,555947000.0,-1489853000.0
Abercrombie & Fitch Co,ANF,,1018840,2018.0,FY,,2019-02-02,2019-04-01 17:08:33+00:00,226878000.0,73112000.0,293579000.0,-102452000.0,122471000.0,723135000.0,406412000.0,19558000.0,,18902000.0,,250439000.0,,437879000.0,694855000.0,9721000.0,,101824000.0,,354788000.0,235145000.0,2418544000.0,,,2385593000.0,1208900000.0,1335950000.0,558917000.0,1208900000.0,1218621000.0,1166972000.0,2385593000.0,354788000.0,608055000.0,-1513604000.0
Abercrombie & Fitch Co,ANF,,1018840,2018.0,Q3,,2018-11-03,2018-12-12 16:57:28+00:00,266933000.0,87714000.0,293410000.0,-98668000.0,125748000.0,520523000.0,407202000.0,19465000.0,,10360000.0,,250142000.0,,572173000.0,684527000.0,9820000.0,,109888000.0,,308244000.0,182721000.0,2345710000.0,0.0,,2283069000.0,1124470000.0,1290298000.0,590168000.0,1124470000.0,1134290000.0,1148779000.0,2283069000.0,308244000.0,558611000.0,-1529774000.0
Abercrombie & Fitch Co,ANF,,1018840,2018.0,Q2,,2018-08-04,2018-09-10 16:56:23+00:00,213167000.0,91719000.0,311930000.0,-94892000.0,123134000.0,581166000.0,402516000.0,19449000.0,,8189000.0,,249920000.0,,454913000.0,691933000.0,10074000.0,,115276000.0,,325842000.0,187676000.0,2337100000.0,0.0,,2260849000.0,1137310000.0,1243074000.0,552735000.0,1137310000.0,1147384000.0,1113465000.0,2260849000.0,325842000.0,560730000.0,-1507414000.0
Abercrombie & Fitch Co,ANF,,1018840,2018.0,Q1,,2018-05-05,2018-06-08 16:42:15+00:00,166577000.0,72795000.0,262964000.0,-91133000.0,122615000.0,591960000.0,400893000.0,19269000.0,,12784000.0,,249962000.0,,405107000.0,709007000.0,10579000.0,,104806000.0,,327844000.0,188502000.0,2356880000.0,,,2211519000.0,1178267000.0,1174668000.0,461594000.0,1178267000.0,1188846000.0,1022673000.0,2211519000.0,327844000.0,561079000.0,-1488373000.0
Abercrombie & Fitch Co,ANF,,1018840,2019.0,FY,,2020-02-01,2020-06-10 16:18:25+00:00,219919000.0,80251000.0,302214000.0,-108886000.0,0.0,671267000.0,406016000.0,,,10392000.0,665290000.0,231963000.0,,434326000.0,665290000.0,12368000.0,,78905000.0,282829000.0,1619626000.0,1431170000.0,2313745000.0,0.0,,3549665000.0,1058810000.0,1264749000.0,815354000.0,1058810000.0,1071178000.0,2478487000.0,3549665000.0,1619626000.0,1663133000.0,-1552065000.0
Abercrombie & Fitch Co,ANF,,1018840,2019.0,Q3,,2019-11-02,2019-12-11 16:29:48+00:00,269578000.0,92736000.0,269334000.0,-108245000.0,1234502000.0,410775000.0,401014000.0,0.0,,13728000.0,,241343000.0,,590883000.0,665862000.0,10854000.0,,86275000.0,,1639474000.0,178460000.0,2244150000.0,284694000.0,,3486005000.0,983512000.0,1180669000.0,837334000.0,983512000.0,994366000.0,2491639000.0,3486005000.0,1639474000.0,1654305000.0,-1553407000.0
Abercrombie & Fitch Co,ANF,,1018840,2019.0,Q2,,2019-08-03,2019-09-11 16:42:51+00:00,226234000.0,98691000.0,279050000.0,-105946000.0,1229609000.0,499757000.0,395727000.0,0.0,,10903000.0,,251033000.0,,487109000.0,649360000.0,11318000.0,,86586000.0,,1585501000.0,132891000.0,2251032000.0,273989000.0,,3407004000.0,991977000.0,1172143000.0,790176000.0,991977000.0,1003295000.0,2403709000.0,3407004000.0,1585501000.0,1613533000.0,-1548836000.0
Abercrombie & Fitch Co,ANF,,1018840,2019.0,Q1,,2019-05-04,2019-06-12 16:52:26+00:00,180041000.0,82026000.0,240050000.0,-105291000.0,1207103000.0,586133000.0,397007000.0,0.0,,16022000.0,,250736000.0,,432350000.0,633686000.0,10124000.0,,71803000.0,,1616968000.0,145659000.0,2296347000.0,278392000.0,,3422966000.0,1094839000.0,1172312000.0,714505000.0,1094839000.0,1104963000.0,2318003000.0,3422966000.0,1616968000.0,1603498000.0,-1493224000.0
Abercrombie & Fitch Co,ANF,,1018840,2020.0,Q1,,2020-05-02,2020-06-10 16:18:25+00:00,162747000.0,88639000.0,285799000.0,-105420000.0,0.0,703989000.0,390937000.0,,,8232000.0,654784000.0,232178000.0,,426594000.0,654784000.0,7827000.0,,67412000.0,307173000.0,1350413000.0,1287636000.0,2022366000.0,210000000.0,,3291831000.0,790239000.0,1286634000.0,973951000.0,790239000.0,798066000.0,2493765000.0,3291831000.0,1350413000.0,1519814000.0,-1517644000.0
