company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Abercrombie & Fitch Co,ANF,,1018840,2009.0,Q2,2009-05-03,2009-08-01,2010-09-08 16:05:37+00:00,-0.3,-0.3,0.175,-0.3,,18856000.0,86666000.0,-26747000.0,-8190000.0,-18557000.0,-26747000.0,,212705000.0,637221000.0,-3333000.0,,332296000.0,212705000.0,424516000.0,-1779000.0,415629000.0,8887000.0,1779000.0,10666000.0,637221000.0,89200000.0,87878000.0,87878000.0
Abercrombie & Fitch Co,ANF,,1018840,2010.0,Q4,2010-10-31,2011-01-29,,-0.16,1.55,0.52,1.51,,70835000.0,305598000.0,136230000.0,136230000.0,,136230000.0,,990898000.0,2722979000.0,-8156000.0,,1225019000.0,990898000.0,1732081000.0,2555000.0,1522461000.0,209620000.0,-2555000.0,207065000.0,2722979000.0,2595200000.0,88061000.0,89851000.0
Abercrombie & Fitch Co,ANF,,1018840,2010.0,FY,2010-01-31,2011-01-29,2013-04-02 16:54:55+00:00,0.06,1.77,0.7,1.73,,78109000.0,400804000.0,155709000.0,155709000.0,0.0,155709000.0,,1251348000.0,3468777000.0,-10056000.0,,1589501000.0,1251348000.0,2217429000.0,3362000.0,1980249000.0,237180000.0,-3362000.0,233818000.0,3468777000.0,2595200000.0,88061000.0,89851000.0
Abercrombie & Fitch Co,ANF,,1018840,2010.0,Q3YTD,2010-01-31,2010-10-30,,0.22,0.22,0.18,0.22,,7274000.0,95206000.0,19479000.0,19479000.0,,19479000.0,,260450000.0,745798000.0,-1900000.0,,364482000.0,260450000.0,485348000.0,807000.0,457788000.0,27560000.0,-807000.0,26753000.0,745798000.0,,,
Abercrombie & Fitch Co,ANF,,1018840,2010.0,Q2,2010-05-02,2010-07-31,2011-09-07 13:06:30+00:00,0.22,0.22,0.175,0.22,,7274000.0,95206000.0,19479000.0,19479000.0,,19479000.0,,260450000.0,745798000.0,-1900000.0,,364482000.0,260450000.0,485348000.0,807000.0,457788000.0,27560000.0,-807000.0,26753000.0,745798000.0,88500000.0,88220000.0,89386000.0
Abercrombie & Fitch Co,ANF,,1018840,2010.0,Q2YTD,2010-01-31,2010-07-31,,0.22,0.22,0.18,0.22,,7274000.0,95206000.0,19479000.0,19479000.0,,19479000.0,,260450000.0,745798000.0,-1900000.0,,364482000.0,260450000.0,485348000.0,807000.0,457788000.0,27560000.0,-807000.0,26753000.0,745798000.0,88500000.0,88220000.0,89386000.0
Abercrombie & Fitch Co,ANF,,1018840,2011.0,Q4,2011-10-30,2012-01-28,,0.7,0.7,0.35,0.69,68022000.0,32099000.0,219277000.0,60998000.0,60202000.0,796000.0,60998000.0,,844779000.0,2165439000.0,5783000.0,,933218000.0,844779000.0,1320660000.0,2059000.0,1226300000.0,94360000.0,-2059000.0,92301000.0,2165439000.0,86700000.0,86848000.0,89537000.0
Abercrombie & Fitch Co,ANF,,1018840,2011.0,FY,2011-01-30,2012-01-28,2014-03-31 17:00:29+00:00,1.66,1.66,0.7,1.61,68022000.0,74669000.0,437120000.0,143934000.0,143138000.0,796000.0,143934000.0,,1607834000.0,4158058000.0,3472000.0,0.0,1820226000.0,1607834000.0,2550224000.0,3577000.0,2328840000.0,221384000.0,-3577000.0,217807000.0,4158058000.0,86700000.0,86848000.0,89537000.0
Abercrombie & Fitch Co,ANF,,1018840,2011.0,Q3TTM,2010-10-31,2011-10-29,,0.8,2.51,0.88,2.43,,113405000.0,523441000.0,219166000.0,219166000.0,,219166000.0,,1753953000.0,4715598000.0,-10467000.0,,2112027000.0,1753953000.0,2961645000.0,4073000.0,2625001000.0,336644000.0,-4073000.0,332571000.0,4715598000.0,86300000.0,86962000.0,89707000.0
Abercrombie & Fitch Co,ANF,,1018840,2011.0,Q3YTD,2011-01-30,2011-10-29,,0.96,0.96,0.35,0.92,,42570000.0,217843000.0,82936000.0,82936000.0,,82936000.0,,763055000.0,1992619000.0,-2311000.0,,887008000.0,763055000.0,1229564000.0,1518000.0,1102540000.0,127024000.0,-1518000.0,125506000.0,1992619000.0,86300000.0,86962000.0,89707000.0
