company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2007.0,FY,2007-01-01,2007-12-31,2010-02-09 12:57:02+00:00,-296724000.0,4519000.0,324715000.0,,156676000.0,19224000.0,247500000.0,105839000.0,-972104000.0,684033000.0,,,,105839000.0,-972104000.0,684033000.0,-182232000.0,292820000.0,292820000.0,,-94697000.0,23682000.0,-7057000.0,,-56475000.0,-10000000.0,-743114000.0,-47935000.0,-80157000.0,,84791000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,FY,2008-01-01,2008-12-31,2010-02-09 12:57:02+00:00,0.0,4871000.0,389621000.0,,158633000.0,15215000.0,310200000.0,166253000.0,-1098856000.0,1029464000.0,,,,166253000.0,-1098856000.0,1029464000.0,96861000.0,485661000.0,485661000.0,,-9322000.0,22003000.0,1879000.0,,-72957000.0,-67259000.0,-1061669000.0,-10414000.0,-97794000.0,,28193000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q4,2008-10-01,2008-12-31,,,0.0,0.0,,0.0,0.0,0.0,,,346222000.0,,,,159029000.0,-377041000.0,346222000.0,128210000.0,219513000.0,485661000.0,,-139439000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q3,2008-07-01,2008-09-30,,,0.0,0.0,,0.0,0.0,0.0,,,213265000.0,,,,43847000.0,-301999000.0,213265000.0,-44887000.0,69127000.0,-197021000.0,,410286000.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q2,2008-04-01,2008-06-30,,,1153000.0,95775000.0,,113939000.0,8886000.0,-31194000.0,-70657000.0,-260813000.0,323884000.0,,,,-70657000.0,-260813000.0,323884000.0,-7586000.0,112790000.0,112790000.0,,227000.0,10473000.0,-2355000.0,,-18294000.0,,-259935000.0,-40500000.0,-28000.0,,1477000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-03 11:27:26+00:00,,3240000.0,188503000.0,,80483000.0,14156000.0,6307000.0,-36623000.0,-419816000.0,469977000.0,,,,-36623000.0,-419816000.0,469977000.0,13538000.0,197021000.0,197021000.0,,730000.0,19994000.0,-819000.0,,-36549000.0,,-436277000.0,-40500000.0,-31000.0,,17280000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q1,2008-01-01,2008-03-31,2009-04-27 17:11:54+00:00,,2087000.0,92728000.0,,-33456000.0,5270000.0,37501000.0,34034000.0,-159003000.0,146093000.0,,,,34034000.0,-159003000.0,146093000.0,21124000.0,84231000.0,84231000.0,,503000.0,9521000.0,1536000.0,,-18255000.0,,-176342000.0,,-3000.0,,15803000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q4,2009-10-01,2009-12-31,,,0.0,0.0,,0.0,1412000.0,,-68641000.0,-230397000.0,332243000.0,,,,-68641000.0,-230397000.0,332243000.0,33205000.0,150046000.0,150046000.0,,182197000.0,2879000.0,1095000.0,,-18085000.0,,-230961000.0,-54847000.0,,,-531000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 11:57:03+00:00,0.0,3970000.0,437417000.0,,-20486000.0,2547000.0,0.0,-288015000.0,-845341000.0,1057903000.0,,,,-288015000.0,-845341000.0,1060451000.0,-72905000.0,567142000.0,567142000.0,,69860000.0,3270000.0,4855000.0,,-74792000.0,,-920080000.0,-219040000.0,,,69884000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-28 08:22:20+00:00,,3444000.0,323659000.0,,-21343000.0,1135000.0,,-219374000.0,-614944000.0,728208000.0,,,,-219374000.0,-614944000.0,728208000.0,-106110000.0,417096000.0,417096000.0,,5352000.0,391000.0,3760000.0,,-56707000.0,,-689119000.0,-164193000.0,0.0,,70415000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q3TTM,2008-10-01,2009-09-30,,,0.0,0.0,,0.0,0.0,0.0,,,1074430000.0,,,,-60345000.0,-991985000.0,1074430000.0,22100000.0,636609000.0,902757000.0,,171673000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q3,2009-07-01,2009-09-30,,,1046000.0,109965000.0,,2625000.0,524000.0,,-69072000.0,-168799000.0,161962000.0,,,,-69072000.0,-168799000.0,161962000.0,-75909000.0,93286000.0,93286000.0,,-44960000.0,-6000.0,1670000.0,,-20379000.0,,-192700000.0,-49211000.0,,,22231000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-08-03 11:27:26+00:00,,2398000.0,213694000.0,,-23968000.0,611000.0,,-150302000.0,-446145000.0,566246000.0,,,,-150302000.0,-446145000.0,566246000.0,-30201000.0,323810000.0,323810000.0,,50312000.0,397000.0,2090000.0,,-36328000.0,,-496419000.0,-114982000.0,0.0,,48184000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q2TTM,2008-07-01,2009-06-30,,,4029000.0,414812000.0,,54182000.0,1670000.0,303893000.0,52574000.0,-1125185000.0,1125733000.0,,,,52574000.0,-1125185000.0,1125733000.0,53122000.0,612450000.0,612450000.0,,40260000.0,2406000.0,4788000.0,,-72736000.0,-67259000.0,-1121811000.0,-84896000.0,-97763000.0,,59097000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q2,2009-04-01,2009-06-30,,,727000.0,107475000.0,,43787000.0,490000.0,,-88578000.0,-191132000.0,316466000.0,,,,-88578000.0,-191132000.0,316466000.0,36756000.0,118839000.0,118839000.0,,45638000.0,257000.0,1370000.0,,-18068000.0,,-196859000.0,-71257000.0,,,4357000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q1TTM,2008-04-01,2009-03-31,,,4455000.0,403112000.0,,124334000.0,10066000.0,272699000.0,70495000.0,-1194866000.0,1133151000.0,,,,70495000.0,-1194866000.0,1133151000.0,8780000.0,606401000.0,606401000.0,,-5151000.0,12622000.0,1063000.0,,-72962000.0,-67259000.0,-1184887000.0,-54139000.0,-97791000.0,,56217000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 10:36:33+00:00,,1671000.0,106219000.0,,-67755000.0,121000.0,,-61724000.0,-255013000.0,249780000.0,,,,-61724000.0,-255013000.0,249780000.0,-66957000.0,204971000.0,204971000.0,,4674000.0,140000.0,720000.0,,-18260000.0,,-299560000.0,-43725000.0,,,43827000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,Q4,2010-10-01,2010-12-31,,-4461246000.0,270000.0,154284000.0,,-13380000.0,1832254000.0,2900000000.0,53474000.0,-288644000.0,252382000.0,,,,53474000.0,-288644000.0,252382000.0,17212000.0,104461000.0,104461000.0,,6747000.0,-4639199000.0,4469818000.0,,-22585000.0,,-332116000.0,-16996000.0,,,34900000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,FY,2010-01-01,2010-12-31,2013-02-07 13:32:15+00:00,-4461246000.0,4160000.0,567663000.0,,184606000.0,1834855000.0,2900000000.0,4379849000.0,-5543974000.0,1131312000.0,,,,4379849000.0,-5543974000.0,1131312000.0,-32813000.0,358626000.0,358626000.0,,16257000.0,15365000.0,11452000.0,,-85861000.0,,-1154024000.0,-284510000.0,,,59844000.0
