company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2007.0,FY,,2007-12-31,2008-11-04 13:45:37+00:00,,,,,-419284000.0,,,,968395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,766536000.0,,,1214419000.0,,,1214419000.0,1214419000.0,,1214419000.0,,,,-101228000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,FY,,2008-12-31,2010-02-09 12:57:02+00:00,385197000.0,301281000.0,546442000.0,4214316000.0,-461900000.0,523376000.0,75039000.0,138512000.0,995308000.0,94461000.0,0.0,,9980288000.0,,393312000.0,72996000.0,227810000.0,5765972000.0,212159000.0,333543000.0,,2816388000.0,,,,,,,214133000.0,376257000.0,,,221750000.0,,1010902000.0,580101000.0,7370458000.0,1462187000.0,983814000.0,1511740000.0,1462187000.0,1674346000.0,5696112000.0,7370458000.0,620672000.0,4184372000.0,0.0,-82123000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q3,,2008-09-30,2008-11-04 13:45:37+00:00,,,,,-370825000.0,,,,998369000.0,,,,,,,,,,,,,,,,,,,,,,,,,,882228000.0,,,1442775000.0,,,1442775000.0,1442775000.0,,1442775000.0,,,,-66997000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,FY,,2009-12-31,2011-02-10 14:11:18+00:00,269560000.0,383443000.0,612838000.0,4557665000.0,-640504000.0,510417000.0,59179000.0,65607000.0,1035446000.0,73383000.0,27944000.0,,10681955000.0,,363729000.0,83533000.0,307597000.0,6124290000.0,238931000.0,425297000.0,,3021529000.0,,,,,,,151245000.0,317482000.0,,,161006000.0,,1456898000.0,568244000.0,7775401000.0,1785548000.0,991036000.0,1478586000.0,1785548000.0,2024479000.0,5750922000.0,7775401000.0,660075000.0,4272336000.0,0.0,-66292000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q3,,2009-09-30,2009-10-28 08:22:20+00:00,238826000.0,187828000.0,527951000.0,4471096000.0,-501140000.0,508389000.0,64565000.0,32402000.0,1024646000.0,88750000.0,,,10452687000.0,,390127000.0,81724000.0,310539000.0,5981591000.0,233380000.0,294018000.0,,2774405000.0,,,,,,,131670000.0,354750000.0,,,210415000.0,,1345112000.0,432597000.0,7318937000.0,1793947000.0,829934000.0,1199374000.0,1793947000.0,2027327000.0,5291610000.0,7318937000.0,507412000.0,4092236000.0,0.0,-74671000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q2,,2009-06-30,2009-08-03 11:27:26+00:00,232136000.0,201673000.0,554190000.0,4362575000.0,-467193000.0,499585000.0,69736000.0,108311000.0,1015640000.0,63103000.0,4891000.0,,10265654000.0,,391856000.0,77706000.0,324655000.0,5903079000.0,236515000.0,301511000.0,,2793600000.0,,,,,,,148800000.0,350284000.0,,,228462000.0,,1279979000.0,474231000.0,7357300000.0,1750276000.0,926204000.0,1265448000.0,1750276000.0,1986791000.0,5370509000.0,7357300000.0,528017000.0,4105061000.0,0.0,-78150000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,FY,,2010-12-31,2012-02-10 11:57:03+00:00,354011000.0,473711000.0,801991000.0,4822107000.0,-874338000.0,578571000.0,57402000.0,32794000.0,2180877000.0,206699000.0,0.0,,14951358000.0,,3128736000.0,93509000.0,258538000.0,10129251000.0,-8464000.0,484846000.0,,3386877000.0,6866000.0,816000.0,,,,,220841000.0,318226000.0,20291000.0,,142856000.0,,1680597000.0,508783000.0,12070610000.0,2944477000.0,1115006000.0,1664785000.0,2944477000.0,2936013000.0,9134597000.0,12070610000.0,826353000.0,7469812000.0,0.0,-42659000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,Q3,,2010-09-30,2010-11-01 11:47:29+00:00,312910000.0,444743000.0,797137000.0,4747384000.0,-619755000.0,572170000.0,57291000.0,15582000.0,2161432000.0,114396000.0,,,14737790000.0,,3140764000.0,92261000.0,262331000.0,9990406000.0,-8653000.0,396347000.0,,2990068000.0,,,,,,,241983000.0,323972000.0,,,163709000.0,,1617769000.0,429817000.0,11721758000.0,3106282000.0,1000761000.0,1539864000.0,3106282000.0,3097629000.0,8624129000.0,11721758000.0,730591000.0,7084265000.0,0.0,-53164000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,Q2,,2010-06-30,2010-08-02 17:17:12+00:00,265089000.0,460678000.0,738240000.0,4667316000.0,-626940000.0,555941000.0,57870000.0,34313000.0,2147756000.0,122345000.0,,,14589592000.0,,3111079000.0,87124000.0,293850000.0,9922276000.0,-8490000.0,402078000.0,,3009669000.0,,,,,,,232769000.0,321256000.0,,,132658000.0,,1566921000.0,604854000.0,11688091000.0,3032583000.0,1043844000.0,1608183000.0,3032583000.0,3024093000.0,8663998000.0,11688091000.0,721971000.0,7055815000.0,0.0,-55154000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2010.0,Q1,,2010-03-31,2010-05-04 10:36:33+00:00,305310000.0,536497000.0,609525000.0,4535190000.0,-609537000.0,515840000.0,58340000.0,1879007000.0,2877167000.0,63900000.0,42082000.0,,10744244000.0,,362248000.0,87856000.0,327443000.0,6209054000.0,252322000.0,408361000.0,,3016393000.0,,,,,,,176545000.0,316082000.0,,,185901000.0,,1525007000.0,661840000.0,9874564000.0,3734582000.0,2992748000.0,1618757000.0,3734582000.0,3986904000.0,5887660000.0,9874564000.0,672762000.0,4268903000.0,0.0,-58055000.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2011.0,FY,,2011-12-31,2013-02-07 13:32:15+00:00,522003000.0,568520000.0,770070000.0,4760903000.0,-801554000.0,570732000.0,55189000.0,375736000.0,2237048000.0,141083000.0,75633000.0,,14087319000.0,,3122234000.0,182036000.0,258335000.0,9326416000.0,0.0,507724000.0,,3479774000.0,300492000.0,314950000.0,,,,,288907000.0,298489000.0,22148000.0,,239353000.0,0.0,2184737000.0,20691000.0,12525700000.0,3610885000.0,1897977000.0,1388397000.0,3610885000.0,3610885000.0,8914815000.0,12525700000.0,1301307000.0,7526418000.0,0.0,-9346000.0
