company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2007.0,FY,2007-01-01,2007-12-31,2010-02-09 12:57:02+00:00,1.47,1.47,0.31,324715000.0,1.45,,,136137000.0,,292820000.0,292820000.0,,267782000.0,25038000.0,2585992000.0,3762197000.0,,,,283018000.0,,,,108664000.0,2585992000.0,1176205000.0,30851000.0,,716397000.0,459808000.0,-30851000.0,428957000.0,3762197000.0,182200000.0,182050627.0,184149751.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q4,2008-10-01,2008-12-31,,0.98,0.98,0.1,104830000.0,0.96,,,101569000.0,-144905000.0,186224000.0,186224000.0,,176322000.0,9902000.0,790052000.0,1242712000.0,,,,145805000.0,,,,32023000.0,790052000.0,452660000.0,27114000.0,,137753000.0,314907000.0,-27114000.0,287793000.0,1242712000.0,182100000.0,182386011.0,184679592.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 14:11:18+00:00,2.43,2.43,0.4,389621000.0,2.4,,,239934000.0,,485661000.0,485661000.0,,442470000.0,43191000.0,3142308000.0,4652445000.0,,,,234195000.0,,,,124543000.0,3142308000.0,1510137000.0,36183000.0,,748359000.0,761778000.0,-36183000.0,725595000.0,4652445000.0,182100000.0,182386011.0,184679592.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q3YTD,2008-01-01,2008-09-30,,1.45,1.45,-0.3,284791000.0,1.45,,,138365000.0,144905000.0,299437000.0,299437000.0,,266148000.0,33289000.0,2352256000.0,3409733000.0,,,,88390000.0,,,,92520000.0,2352256000.0,1057477000.0,9069000.0,,610606000.0,446871000.0,-9069000.0,437802000.0,3409733000.0,183800000.0,183202086.0,185591759.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 08:22:20+00:00,0.49,0.49,0.1,96288000.0,0.49,,,41014000.0,,102416000.0,102416000.0,,90054000.0,12362000.0,823225000.0,1173106000.0,,,,69688000.0,,,,31406000.0,823225000.0,349881000.0,9069000.0,,197382000.0,152499000.0,-9069000.0,143430000.0,1173106000.0,183800000.0,183202086.0,185591759.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q2YTD,2008-01-01,2008-06-30,,0.96,0.96,0.2,188503000.0,0.96,,,97351000.0,144905000.0,197021000.0,197021000.0,,176094000.0,20927000.0,1529031000.0,2236627000.0,,,,18702000.0,,,,61114000.0,1529031000.0,707596000.0,,,413224000.0,294372000.0,,294372000.0,2236627000.0,183700000.0,182977726.0,185637248.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q2,2008-04-01,2008-06-30,2009-08-03 11:27:26+00:00,0.55,0.55,0.1,95775000.0,0.54,,,61798000.0,73299000.0,112790000.0,112790000.0,,101012000.0,11778000.0,828064000.0,1210896000.0,,,,8526000.0,,,,30644000.0,828064000.0,382832000.0,,,208244000.0,174588000.0,,174588000.0,1210896000.0,183700000.0,182977726.0,185637248.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2008.0,Q1,2008-01-01,2008-03-31,2009-04-27 17:11:54+00:00,0.41,0.41,0.1,92728000.0,0.41,,,35553000.0,71606000.0,84231000.0,84231000.0,,75082000.0,9149000.0,700967000.0,1025731000.0,,,,10176000.0,,,,30470000.0,700967000.0,324764000.0,,,204980000.0,119784000.0,,119784000.0,1025731000.0,183100000.0,182572985.0,185192551.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 11:57:03+00:00,2.99,2.99,0.4,437417000.0,2.95,,0.0,221203000.0,,567142000.0,567142000.0,,539717000.0,27425000.0,2944777000.0,4621875000.0,,,,289213000.0,,0.0,0.0,130704000.0,2944777000.0,1677098000.0,31419000.0,,857334000.0,819764000.0,-31419000.0,788345000.0,4621875000.0,180500000.0,180693243.0,182821136.0
CNX Resources Corp,CNX,549300JK3KH8PWM3B226,1070412,2009.0,Q1TTM,2008-04-01,2009-03-31,,3.12,3.12,0.4,403112000.0,3.12,,,284116000.0,-71606000.0,606401000.0,606401000.0,,563207000.0,43194000.0,3152000000.0,4845465000.0,,,,301858000.0,,,,124889000.0,3152000000.0,1693465000.0,44695000.0,,758253000.0,935212000.0,-44695000.0,890517000.0,4845465000.0,181300000.0,180576479.0,182150090.0
