company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Monster Beverage Corp,MNST,,865752,2012.0,Q3,2012-07-01,2012-09-30,2013-11-08 19:28:22+00:00,,0.49,0.47,55096000.0,86142000.0,86142000.0,86142000.0,268348000.0,541940000.0,553000.0,132907000.0,268348000.0,273592000.0,-331000.0,222000.0,132907000.0,140685000.0,1106000.0,141238000.0,541940000.0,,175026000.0,183899000.0
Monster Beverage Corp,MNST,,865752,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.06,1.06,1.06,110450000.0,185894000.0,185894000.0,185894000.0,499068000.0,1047245000.0,286000.0,252119000.0,499068000.0,548177000.0,77000.0,363000.0,252119000.0,296058000.0,572000.0,296344000.0,1047245000.0,,176186000.0,186284000.0
Monster Beverage Corp,MNST,,865752,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.89,1.89,1.89,199280000.0,332822000.0,332822000.0,332822000.0,919183000.0,1931911000.0,558000.0,481184000.0,919183000.0,1012728000.0,-1542000.0,-984000.0,481184000.0,531544000.0,1116000.0,532102000.0,1931911000.0,,176186000.0,186284000.0
Monster Beverage Corp,MNST,,865752,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 14:50:59+00:00,,0.62,0.59,59918000.0,109795000.0,109795000.0,109795000.0,285632000.0,592640000.0,-60000.0,137235000.0,285632000.0,307008000.0,27000.0,-33000.0,137235000.0,169773000.0,-120000.0,169713000.0,592640000.0,,176186000.0,186284000.0
Monster Beverage Corp,MNST,,865752,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.76,1.76,1.76,187870000.0,307275000.0,307275000.0,307275000.0,851475000.0,1801416000.0,892000.0,455688000.0,851475000.0,949941000.0,-1569000.0,-677000.0,455688000.0,494253000.0,1784000.0,495145000.0,1801416000.0,,174832000.0,185262000.0
Monster Beverage Corp,MNST,,865752,2012.0,Q1,2012-01-01,2012-03-31,2013-05-10 13:48:19+00:00,,0.44,0.41,50532000.0,76099000.0,76099000.0,76099000.0,213436000.0,454605000.0,346000.0,114884000.0,213436000.0,241169000.0,50000.0,396000.0,114884000.0,126285000.0,692000.0,126631000.0,454605000.0,,174832000.0,185262000.0
Monster Beverage Corp,MNST,,865752,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 15:09:11+00:00,,2.03,1.95,225233000.0,338661000.0,338661000.0,338661000.0,1073497000.0,2246428000.0,-9022000.0,600015000.0,1073497000.0,1172931000.0,,,600015000.0,572916000.0,-9022000.0,563894000.0,2246428000.0,,166679000.0,173387000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.57,1.57,1.57,169596000.0,262556000.0,262556000.0,262556000.0,809808000.0,1705579000.0,-706000.0,457609000.0,809808000.0,895771000.0,8691000.0,2681000.0,457609000.0,438162000.0,-6716000.0,432152000.0,1705579000.0,,167457000.0,173948000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 16:44:57+00:00,,0.55,0.53,58536000.0,92187000.0,92187000.0,92187000.0,282952000.0,590422000.0,-706000.0,156041000.0,282952000.0,307470000.0,750000.0,44000.0,156041000.0,151429000.0,-1412000.0,150723000.0,590422000.0,,167457000.0,173948000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.02,1.02,1.02,111060000.0,170369000.0,170369000.0,170369000.0,526856000.0,1115157000.0,,301568000.0,526856000.0,588301000.0,7941000.0,2637000.0,301568000.0,286733000.0,-5304000.0,281429000.0,1115157000.0,,166447000.0,173350000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.95,1.95,1.95,209744000.0,324495000.0,324495000.0,324495000.0,1022834000.0,2128614000.0,-1755000.0,564482000.0,1022834000.0,1105780000.0,10120000.0,3061000.0,564482000.0,541298000.0,-8814000.0,534239000.0,2128614000.0,,166447000.0,173350000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q2,2013-04-01,2013-06-30,2014-08-08 15:54:15+00:00,,0.64,0.62,69152000.0,106873000.0,106873000.0,106873000.0,294672000.0,630934000.0,,156835000.0,294672000.0,336262000.0,3468000.0,66000.0,156835000.0,179427000.0,-3402000.0,176025000.0,630934000.0,,166447000.0,173350000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.98,1.98,1.98,200510000.0,327417000.0,327417000.0,327417000.0,1013794000.0,2090320000.0,-1815000.0,544882000.0,1013794000.0,1076526000.0,6679000.0,2962000.0,544882000.0,531644000.0,-5532000.0,527927000.0,2090320000.0,,165525000.0,172559000.0
Monster Beverage Corp,MNST,,865752,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 20:47:28+00:00,,0.38,0.37,41908000.0,63496000.0,63496000.0,63496000.0,232184000.0,484223000.0,,144733000.0,232184000.0,252039000.0,4473000.0,2571000.0,144733000.0,107306000.0,-1902000.0,105404000.0,484223000.0,,165525000.0,172559000.0
Monster Beverage Corp,MNST,,865752,2014.0,FY,2014-01-01,2014-12-31,2017-03-01 16:19:57+00:00,,0.96,0.92,262603000.0,483185000.0,483185000.0,483185000.0,1125057000.0,2464867000.0,-1717000.0,592305000.0,1125057000.0,1339810000.0,,,592305000.0,747505000.0,-1717000.0,745788000.0,2464867000.0,,501771000.0,522855000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q4,2014-10-01,2014-12-31,,0.25,0.25,0.25,66579000.0,125332000.0,125332000.0,125332000.0,273783000.0,605567000.0,-1717000.0,138862000.0,273783000.0,331784000.0,-706000.0,,138862000.0,192922000.0,-1011000.0,191911000.0,605567000.0,,501771000.0,522855000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 16:02:49+00:00,,0.73,0.7,67269000.0,121600000.0,121600000.0,121600000.0,294052000.0,635972000.0,,152013000.0,294052000.0,341920000.0,1038000.0,,152013000.0,189907000.0,-1038000.0,188869000.0,635972000.0,,167346000.0,174270000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.14,2.14,2.14,196024000.0,357853000.0,357853000.0,357853000.0,851274000.0,1859300000.0,,453443000.0,851274000.0,1008026000.0,706000.0,,453443000.0,554583000.0,-706000.0,553877000.0,1859300000.0,,167346000.0,174270000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.59,2.59,2.59,251661000.0,433958000.0,433958000.0,433958000.0,1114963000.0,2400149000.0,-8316000.0,595849000.0,1114963000.0,1285186000.0,-7985000.0,-2681000.0,595849000.0,689337000.0,-3012000.0,685619000.0,2400149000.0,,167346000.0,174270000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q2,2014-04-01,2014-06-30,2015-08-10 16:04:56+00:00,,0.84,0.81,74988000.0,141003000.0,141003000.0,141003000.0,307911000.0,687199000.0,,163475000.0,307911000.0,379288000.0,-178000.0,,163475000.0,215813000.0,178000.0,215991000.0,687199000.0,,167098000.0,173964000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.41,1.41,1.41,128755000.0,236253000.0,236253000.0,236253000.0,557222000.0,1223328000.0,,301430000.0,557222000.0,666106000.0,-332000.0,,301430000.0,364676000.0,332000.0,365008000.0,1223328000.0,,167098000.0,173964000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.42,2.42,2.42,242928000.0,404545000.0,404545000.0,404545000.0,1103863000.0,2354599000.0,-9022000.0,599877000.0,1103863000.0,1250736000.0,-8273000.0,-2637000.0,599877000.0,650859000.0,-3386000.0,647473000.0,2354599000.0,,167098000.0,173964000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 15:55:39+00:00,,0.57,0.55,53767000.0,95250000.0,95250000.0,95250000.0,249311000.0,536129000.0,,137955000.0,249311000.0,286818000.0,-154000.0,,137955000.0,148863000.0,154000.0,149017000.0,536129000.0,,166913000.0,173741000.0
Monster Beverage Corp,MNST,,865752,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.22,2.22,2.22,237092000.0,370415000.0,370415000.0,370415000.0,1090624000.0,2298334000.0,-9022000.0,593237000.0,1090624000.0,1207710000.0,-4627000.0,-2571000.0,593237000.0,614473000.0,-6966000.0,607507000.0,2298334000.0,,166913000.0,173741000.0
Monster Beverage Corp,MNST,,865752,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 15:20:56+00:00,,0.97,0.95,344815000.0,546733000.0,546733000.0,546733000.0,1090263000.0,2722564000.0,159365000.0,900118000.0,1090263000.0,1632301000.0,,,900118000.0,732183000.0,159365000.0,891548000.0,2722564000.0,,566448000.0,577758000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q4,2015-10-01,2015-12-31,,0.24,0.24,0.24,90745000.0,138741000.0,138741000.0,138741000.0,242072000.0,645432000.0,-2105000.0,174913000.0,242072000.0,403360000.0,-3144000.0,,174913000.0,228447000.0,1039000.0,229486000.0,645432000.0,,566448000.0,577758000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q3,2015-07-01,2015-09-30,2016-11-07 15:21:49+00:00,,0.85,0.84,113502000.0,174574000.0,174574000.0,174574000.0,291143000.0,756619000.0,,174038000.0,291143000.0,465476000.0,3362000.0,,174038000.0,291438000.0,-3362000.0,288076000.0,756619000.0,,205051000.0,208094000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.99,1.99,1.99,254070000.0,407992000.0,407992000.0,407992000.0,848191000.0,2077132000.0,161470000.0,725205000.0,848191000.0,1228941000.0,3144000.0,,725205000.0,503736000.0,158326000.0,662062000.0,2077132000.0,,205051000.0,208094000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q3TTM,2014-10-01,2015-09-30,,2.6,2.6,2.6,320649000.0,533324000.0,533324000.0,533324000.0,1121974000.0,2682699000.0,159753000.0,864067000.0,1121974000.0,1560725000.0,2438000.0,,864067000.0,696658000.0,157315000.0,853973000.0,2682699000.0,,205051000.0,208094000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 13:44:20+00:00,,1.29,1.26,136120000.0,229004000.0,229004000.0,229004000.0,299214000.0,693722000.0,161470000.0,189839000.0,299214000.0,394508000.0,1015000.0,,189839000.0,204669000.0,160455000.0,365124000.0,693722000.0,,176985000.0,181417000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.32,1.32,1.32,140568000.0,233418000.0,233418000.0,233418000.0,557048000.0,1320513000.0,161470000.0,551167000.0,557048000.0,763465000.0,-218000.0,,551167000.0,212298000.0,161688000.0,373986000.0,1320513000.0,,176985000.0,181417000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.71,2.71,2.71,274416000.0,480350000.0,480350000.0,480350000.0,1124883000.0,2562052000.0,159753000.0,842042000.0,1124883000.0,1437169000.0,114000.0,,842042000.0,595127000.0,159639000.0,754766000.0,2562052000.0,,176985000.0,181417000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 21:59:25+00:00,,0.03,0.03,4448000.0,4414000.0,4414000.0,4414000.0,257834000.0,626791000.0,,361328000.0,257834000.0,368957000.0,-1233000.0,,361328000.0,7629000.0,1233000.0,8862000.0,626791000.0,,169871000.0,173778000.0
Monster Beverage Corp,MNST,,865752,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.31,2.31,2.31,213284000.0,392349000.0,392349000.0,392349000.0,1133580000.0,2555529000.0,-1717000.0,815678000.0,1133580000.0,1421949000.0,-1079000.0,,815678000.0,606271000.0,-638000.0,605633000.0,2555529000.0,,169871000.0,173778000.0
Monster Beverage Corp,MNST,,865752,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 16:47:15+00:00,,1.21,1.19,367000000.0,712685000.0,712685000.0,712685000.0,1107393000.0,3049393000.0,-5653000.0,856662000.0,1107393000.0,1942000000.0,,,856662000.0,1085338000.0,-5653000.0,1079685000.0,3049393000.0,,587874000.0,599819000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q4,2016-10-01,2016-12-31,,0.29,0.29,0.29,73779000.0,172946000.0,172946000.0,172946000.0,255652000.0,753765000.0,-5653000.0,246386000.0,255652000.0,498113000.0,-651000.0,,246386000.0,251727000.0,-5002000.0,246725000.0,753765000.0,,587874000.0,599819000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q3,2016-07-01,2016-09-30,2017-11-08 19:28:35+00:00,,0.34,0.33,97695000.0,191643000.0,191643000.0,191643000.0,284979000.0,787954000.0,,212600000.0,284979000.0,502975000.0,1037000.0,,212600000.0,290375000.0,-1037000.0,289338000.0,787954000.0,,571137000.0,583293000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.95,0.95,0.95,293221000.0,539739000.0,539739000.0,539739000.0,851741000.0,2295628000.0,,610276000.0,851741000.0,1443887000.0,651000.0,,610276000.0,833611000.0,-651000.0,832960000.0,2295628000.0,,571137000.0,583293000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.19,1.19,1.19,383966000.0,678480000.0,678480000.0,678480000.0,1093813000.0,2941060000.0,-2105000.0,785189000.0,1093813000.0,1847247000.0,-2493000.0,,785189000.0,1062058000.0,388000.0,1062446000.0,2941060000.0,,571137000.0,583293000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q2,2016-04-01,2016-06-30,2017-08-08 18:12:30+00:00,,0.31,0.3,104082000.0,184219000.0,184219000.0,184219000.0,309674000.0,827488000.0,,229291000.0,309674000.0,517814000.0,222000.0,,229291000.0,288523000.0,-222000.0,288301000.0,827488000.0,,602937000.0,614904000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.58,0.58,0.58,195526000.0,348096000.0,348096000.0,348096000.0,566762000.0,1507674000.0,,397676000.0,566762000.0,940912000.0,-386000.0,,397676000.0,543236000.0,386000.0,543622000.0,1507674000.0,,602937000.0,614904000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.1,1.1,1.1,399773000.0,661411000.0,661411000.0,661411000.0,1099977000.0,2909725000.0,-2105000.0,746627000.0,1099977000.0,1809748000.0,-168000.0,,746627000.0,1063121000.0,-1937000.0,1061184000.0,2909725000.0,,602937000.0,614904000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 18:38:09+00:00,,0.27,0.26,91444000.0,163877000.0,163877000.0,163877000.0,257088000.0,680186000.0,,168385000.0,257088000.0,423098000.0,-608000.0,,168385000.0,254713000.0,608000.0,255321000.0,680186000.0,,608838000.0,620724000.0
Monster Beverage Corp,MNST,,865752,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.16,1.16,1.16,431811000.0,706196000.0,706196000.0,706196000.0,1089517000.0,2775959000.0,159365000.0,707175000.0,1089517000.0,1686442000.0,625000.0,,707175000.0,979267000.0,158740000.0,1138007000.0,2775959000.0,,608838000.0,620724000.0
Monster Beverage Corp,MNST,,865752,2017.0,FY,2017-01-01,2017-12-31,2020-02-28 17:05:10+00:00,,1.45,1.42,380945000.0,820678000.0,820678000.0,820678000.0,1231355000.0,3369045000.0,2836000.0,938903000.0,1231355000.0,2137690000.0,,,938903000.0,1198787000.0,2836000.0,1201623000.0,3369045000.0,,566782000.0,577141000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q4,2017-10-01,2017-12-31,,0.36,0.36,0.36,66524000.0,201321000.0,201321000.0,201321000.0,306745000.0,810355000.0,733000.0,236498000.0,306745000.0,503610000.0,,,236498000.0,267112000.0,733000.0,267845000.0,810355000.0,,566782000.0,577141000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q3,2017-07-01,2017-09-30,2018-11-08 14:21:06+00:00,,0.39,0.38,102624000.0,218744000.0,218744000.0,218744000.0,339767000.0,909476000.0,3996000.0,252337000.0,339767000.0,569709000.0,,,252337000.0,317372000.0,3996000.0,321368000.0,909476000.0,,567878000.0,578368000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.09,1.09,1.09,314421000.0,619357000.0,619357000.0,619357000.0,924610000.0,2558690000.0,2103000.0,702405000.0,924610000.0,1634080000.0,,,702405000.0,931675000.0,2103000.0,933778000.0,2558690000.0,,567878000.0,578368000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q3TTM,2016-10-01,2017-09-30,,1.4,1.4,1.4,388200000.0,792303000.0,792303000.0,792303000.0,1180262000.0,3312455000.0,-3550000.0,948791000.0,1180262000.0,2132193000.0,-651000.0,,948791000.0,1183402000.0,-2899000.0,1180503000.0,3312455000.0,,567878000.0,578368000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q2,2017-04-01,2017-06-30,2018-08-09 13:07:30+00:00,,0.39,0.39,124857000.0,222633000.0,222633000.0,222633000.0,323571000.0,907068000.0,-2551000.0,233456000.0,323571000.0,583497000.0,,,233456000.0,350041000.0,-2551000.0,347490000.0,907068000.0,,567910000.0,578020000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.71,0.71,0.71,211797000.0,400613000.0,400613000.0,400613000.0,584843000.0,1649214000.0,-1893000.0,450068000.0,584843000.0,1064371000.0,,,450068000.0,614303000.0,-1893000.0,612410000.0,1649214000.0,,567910000.0,578020000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q2TTM,2016-07-01,2017-06-30,,1.35,1.35,1.35,383271000.0,765202000.0,765202000.0,765202000.0,1125474000.0,3190933000.0,-7546000.0,909054000.0,1125474000.0,2065459000.0,386000.0,,909054000.0,1156405000.0,-7932000.0,1148473000.0,3190933000.0,,567910000.0,578020000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q1,2017-01-01,2017-03-31,2018-05-10 12:16:42+00:00,,0.31,0.31,86940000.0,177980000.0,177980000.0,177980000.0,261272000.0,742146000.0,658000.0,216612000.0,261272000.0,480874000.0,,,216612000.0,264262000.0,658000.0,264920000.0,742146000.0,,571578000.0,582032000.0
Monster Beverage Corp,MNST,,865752,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.27,1.27,1.27,362496000.0,726788000.0,726788000.0,726788000.0,1111577000.0,3111353000.0,-4995000.0,904889000.0,1111577000.0,1999776000.0,608000.0,,904889000.0,1094887000.0,-5603000.0,1089284000.0,3111353000.0,,571578000.0,582032000.0
