company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Hospira Inc ,HSP,,1274057,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 08:16:27+00:00,-1980500000.0,52100000.0,72400000.0,127400000.0,183000000.0,,15800000.0,-12800000.0,3336200000.0,1580200000.0,-2228000000.0,552100000.0,1580200000.0,-2228000000.0,551100000.0,-80900000.0,136800000.0,136800000.0,193000000.0,75400000.0,-5500000.0,-55700000.0,-210500000.0,-1831400000.0,,10400000.0,13800000.0
Hospira Inc ,HSP,,1274057,2008.0,Q4,2008-10-01,2008-12-31,,-3900000.0,17600000.0,6300000.0,24200000.0,42000000.0,,-9700000.0,83000000.0,-2200000.0,-6900000.0,-42500000.0,255500000.0,-6900000.0,-42500000.0,255500000.0,196400000.0,104600000.0,104600000.0,8300000.0,400000.0,-1200000.0,,-37400000.0,-5100000.0,,,
Hospira Inc ,HSP,,1274057,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 11:02:15+00:00,-26100000.0,68700000.0,14900000.0,120800000.0,183200000.0,,-16400000.0,-27700000.0,6300000.0,-60100000.0,-264900000.0,584100000.0,-60100000.0,-264900000.0,584100000.0,242700000.0,320900000.0,320900000.0,39000000.0,28800000.0,-50800000.0,-24500000.0,-164300000.0,-95200000.0,,,800000.0
Hospira Inc ,HSP,,1274057,2008.0,Q3,2008-07-01,2008-09-30,,-1800000.0,16700000.0,-19100000.0,34200000.0,47300000.0,,-12100000.0,-6000000.0,1500000.0,1400000.0,-49300000.0,146000000.0,1400000.0,-49300000.0,146000000.0,86000000.0,81800000.0,81800000.0,6200000.0,4900000.0,-7300000.0,,-40200000.0,-5000000.0,,,
Hospira Inc ,HSP,,1274057,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 08:07:17+00:00,-22200000.0,51100000.0,8600000.0,96600000.0,141200000.0,0.0,-6700000.0,-110700000.0,8500000.0,-53200000.0,-222400000.0,328600000.0,-53200000.0,-222400000.0,328600000.0,46300000.0,216300000.0,216300000.0,30700000.0,28400000.0,-49600000.0,-24500000.0,-126900000.0,-90100000.0,,,800000.0
Hospira Inc ,HSP,,1274057,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-29 08:03:14+00:00,-20400000.0,34400000.0,27700000.0,62400000.0,93900000.0,,5400000.0,-104700000.0,7000000.0,-54600000.0,-173100000.0,182600000.0,-54600000.0,-173100000.0,182600000.0,-39700000.0,134500000.0,134500000.0,24500000.0,23500000.0,-42300000.0,-24500000.0,-86700000.0,-85100000.0,,,800000.0
Hospira Inc ,HSP,,1274057,2009.0,Q4,2009-10-01,2009-12-31,,-65900000.0,15600000.0,2700000.0,21600000.0,42200000.0,,26600000.0,228500000.0,-100000.0,-312000000.0,-92900000.0,403700000.0,-312000000.0,-92900000.0,403700000.0,25400000.0,96700000.0,96700000.0,20700000.0,63200000.0,-5000000.0,,-40700000.0,-375100000.0,,,18700000.0
Hospira Inc ,HSP,,1274057,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 09:03:46+00:00,-86600000.0,61500000.0,28400000.0,108700000.0,168600000.0,,37000000.0,175300000.0,249300000.0,-308600000.0,-211100000.0,944900000.0,-308600000.0,-211100000.0,944900000.0,462200000.0,403900000.0,403900000.0,135600000.0,123300000.0,-14300000.0,,-159400000.0,-681200000.0,,,49200000.0
Hospira Inc ,HSP,,1274057,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-26 08:01:05+00:00,-20700000.0,45900000.0,25700000.0,87100000.0,126400000.0,,10400000.0,-53200000.0,249400000.0,3400000.0,-118200000.0,541200000.0,3400000.0,-118200000.0,541200000.0,436800000.0,307200000.0,307200000.0,114900000.0,60100000.0,-9300000.0,,-118700000.0,-306100000.0,,,30500000.0
Hospira Inc ,HSP,,1274057,2009.0,Q3TTM,2008-10-01,2009-09-30,,-24600000.0,63500000.0,32000000.0,111300000.0,168400000.0,,700000.0,29800000.0,247200000.0,-3500000.0,-160700000.0,796700000.0,-3500000.0,-160700000.0,796700000.0,633200000.0,411800000.0,411800000.0,123200000.0,60500000.0,-10500000.0,,-156100000.0,-311200000.0,,,30500000.0
