company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hospira Inc ,HSP,,1274057,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 08:16:27+00:00,0.87,0.87,0.85,,51000000.0,136800000.0,136800000.0,136800000.0,2240500000.0,3436200000.0,,19700000.0,289200000.0,21800000.0,582100000.0,2240500000.0,1195700000.0,134500000.0,893100000.0,302600000.0,-114800000.0,187800000.0,3436200000.0,157200000.0,156900000.0,160200000.0
Hospira Inc ,HSP,,1274057,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 11:02:15+00:00,2.02,2.02,1.99,22400000.0,86600000.0,320900000.0,320900000.0,320900000.0,2286800000.0,3629500000.0,,5900000.0,212400000.0,,590100000.0,2286800000.0,1342700000.0,116200000.0,824900000.0,517800000.0,-110300000.0,407500000.0,3629500000.0,158900000.0,159200000.0,161300000.0
Hospira Inc ,HSP,,1274057,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 08:07:17+00:00,0.51,0.51,0.51,,25700000.0,81800000.0,81800000.0,81800000.0,591700000.0,925500000.0,,2400000.0,51000000.0,4500000.0,145600000.0,591700000.0,333800000.0,27600000.0,201100000.0,132700000.0,-25200000.0,107500000.0,925500000.0,160400000.0,159400000.0,161600000.0
Hospira Inc ,HSP,,1274057,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 08:03:14+00:00,0.43,0.43,0.43,,20400000.0,69100000.0,69100000.0,69100000.0,566400000.0,901600000.0,,,58500000.0,6300000.0,152700000.0,566400000.0,335200000.0,28200000.0,217500000.0,117700000.0,-28200000.0,89500000.0,901600000.0,160700000.0,159100000.0,161500000.0
Hospira Inc ,HSP,,1274057,2009.0,Q4,2009-10-01,2009-12-31,,0.59,0.59,0.57,15100000.0,15300000.0,96700000.0,96700000.0,96700000.0,660200000.0,1055200000.0,700000.0,1800000.0,79700000.0,,164600000.0,660200000.0,395000000.0,26100000.0,259400000.0,135600000.0,-24300000.0,111300000.0,1055200000.0,160900000.0,161000000.0,163200000.0
Hospira Inc ,HSP,,1274057,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 09:03:46+00:00,2.51,2.51,2.47,94200000.0,-19100000.0,403900000.0,403900000.0,403900000.0,2422900000.0,3879300000.0,700000.0,-12500000.0,240500000.0,,618800000.0,2422900000.0,1456400000.0,106300000.0,953500000.0,502900000.0,-118800000.0,384100000.0,3879300000.0,160900000.0,161000000.0,163200000.0
Hospira Inc ,HSP,,1274057,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.92,1.92,1.9,79100000.0,-34400000.0,307200000.0,307200000.0,307200000.0,1762700000.0,2824100000.0,,-14300000.0,160800000.0,,454200000.0,1762700000.0,1061400000.0,80200000.0,694100000.0,367300000.0,-94500000.0,272800000.0,2824100000.0,161400000.0,161100000.0,163700000.0
Hospira Inc ,HSP,,1274057,2009.0,Q3,2009-07-01,2009-09-30,2010-10-26 08:01:05+00:00,0.72,0.72,0.71,13800000.0,20100000.0,116200000.0,116200000.0,116200000.0,611900000.0,1007500000.0,,-100000.0,57900000.0,,162400000.0,611900000.0,395600000.0,25100000.0,234100000.0,161500000.0,-25200000.0,136300000.0,1007500000.0,161400000.0,161100000.0,163700000.0
Hospira Inc ,HSP,,1274057,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.2,1.2,1.19,65300000.0,-54500000.0,191000000.0,191000000.0,191000000.0,1150800000.0,1816600000.0,,-14200000.0,102900000.0,,291800000.0,1150800000.0,665800000.0,55100000.0,460000000.0,205800000.0,-69300000.0,136500000.0,1816600000.0,159400000.0,160500000.0,162400000.0
Hospira Inc ,HSP,,1274057,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 08:16:04+00:00,0.16,0.16,0.16,55900000.0,22900000.0,25500000.0,25500000.0,25500000.0,610700000.0,956900000.0,,-14500000.0,52900000.0,,146300000.0,610700000.0,346200000.0,28200000.0,255100000.0,91100000.0,-42700000.0,48400000.0,956900000.0,159400000.0,160500000.0,162400000.0
Hospira Inc ,HSP,,1274057,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 08:18:37+00:00,1.04,1.04,1.03,9400000.0,-77400000.0,165500000.0,165500000.0,165500000.0,540100000.0,859700000.0,,300000.0,50000000.0,,145500000.0,540100000.0,319600000.0,26900000.0,204900000.0,114700000.0,-26600000.0,88100000.0,859700000.0,159100000.0,159500000.0,160600000.0
Hospira Inc ,HSP,,1274057,2010.0,Q4,2010-10-01,2010-12-31,,0.36,0.36,0.36,23500000.0,-28500000.0,60600000.0,60600000.0,60600000.0,644200000.0,992100000.0,9800000.0,-4300000.0,103200000.0,,167600000.0,644200000.0,347900000.0,27000000.0,294300000.0,53600000.0,-31300000.0,22300000.0,992100000.0,166100000.0,166000000.0,169500000.0
Hospira Inc ,HSP,,1274057,2010.0,FY,2010-01-01,2010-12-31,2013-02-13 09:02:59+00:00,2.15,2.15,2.11,19700000.0,34300000.0,357200000.0,357200000.0,357200000.0,2402800000.0,3917200000.0,12200000.0,-38800000.0,300500000.0,,675000000.0,2402800000.0,1514400000.0,101100000.0,995200000.0,519200000.0,-139900000.0,379300000.0,3917200000.0,166100000.0,166000000.0,169500000.0
Hospira Inc ,HSP,,1274057,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.79,1.79,1.75,-3800000.0,62800000.0,296600000.0,296600000.0,296600000.0,1758600000.0,2925100000.0,2400000.0,-34500000.0,197300000.0,,507400000.0,1758600000.0,1166500000.0,74100000.0,700900000.0,465600000.0,-108600000.0,357000000.0,2925100000.0,166000000.0,166900000.0,170000000.0
Hospira Inc ,HSP,,1274057,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.38,2.38,2.32,11300000.0,78100000.0,393300000.0,393300000.0,393300000.0,2418800000.0,3980300000.0,3100000.0,-32700000.0,277000000.0,,672000000.0,2418800000.0,1561500000.0,100200000.0,960300000.0,601200000.0,-132900000.0,468300000.0,3980300000.0,166000000.0,166900000.0,170000000.0
