company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hospira Inc ,HSP,,1274057,2012.0,Q1,,2012-03-31,2012-05-01 08:13:40+00:00,234400000.0,698500000.0,,655900000.0,0.0,3038900000.0,167400000.0,,107600000.0,1088900000.0,341700000.0,1712000000.0,63700000.0,1065000000.0,1392800000.0,244300000.0,5400000.0,268400000.0,,474800000.0,,,141300000.0,,49200000.0,,67200000.0,5908700000.0,3038900000.0,2636000000.0,884000000.0,3038900000.0,3038900000.0,2869800000.0,5908700000.0,1879900000.0,1985800000.0,,
Hospira Inc ,HSP,,1274057,2013.0,FY,,2013-12-31,2015-02-12 08:02:32+00:00,329200000.0,574300000.0,-202000000.0,798100000.0,0.0,1839900000.0,208600000.0,,185400000.0,1057700000.0,172200000.0,1747000000.0,33100000.0,1066200000.0,1574200000.0,358900000.0,3200000.0,301700000.0,101300000.0,556800000.0,,,144300000.0,,90000000.0,1923800000.0,93700000.0,6178900000.0,2961900000.0,2838500000.0,1165100000.0,2961900000.0,2961900000.0,3217000000.0,6178900000.0,1766200000.0,2051900000.0,,-599800000.0
Hospira Inc ,HSP,,1274057,2013.0,Q3,,2013-09-30,2013-11-06 08:12:19+00:00,255400000.0,731800000.0,,631800000.0,0.0,2911200000.0,188800000.0,,166400000.0,1058600000.0,192000000.0,1747400000.0,35800000.0,1071400000.0,1487000000.0,399700000.0,3600000.0,356000000.0,,518100000.0,,,149400000.0,,85900000.0,,74100000.0,6032200000.0,2911200000.0,2709700000.0,1014000000.0,2911200000.0,2911200000.0,3121000000.0,6032200000.0,1835500000.0,2107000000.0,,
Hospira Inc ,HSP,,1274057,2013.0,Q2,,2013-06-30,2013-07-31 09:11:11+00:00,273000000.0,758700000.0,,683200000.0,0.0,2897100000.0,199800000.0,,156000000.0,1063100000.0,218600000.0,1301900000.0,37300000.0,1032800000.0,1452800000.0,327400000.0,3100000.0,342800000.0,,581800000.0,,,157700000.0,,83500000.0,,459200000.0,6014900000.0,2897100000.0,2758000000.0,1470000000.0,2897100000.0,2897100000.0,3117800000.0,6014900000.0,1804100000.0,1647800000.0,,
Hospira Inc ,HSP,,1274057,2013.0,Q1,,2013-03-31,2013-05-01 08:06:09+00:00,258400000.0,698300000.0,,726800000.0,0.0,2983200000.0,181700000.0,,126000000.0,1080600000.0,251500000.0,1704500000.0,76100000.0,995300000.0,1450500000.0,376000000.0,3100000.0,372500000.0,,579700000.0,,,166700000.0,,65000000.0,,41100000.0,6068500000.0,2983200000.0,2667100000.0,1005200000.0,2983200000.0,2983200000.0,3085300000.0,6068500000.0,1950900000.0,2080100000.0,,
Hospira Inc ,HSP,,1274057,2014.0,FY,,2014-12-31,2015-07-29 07:51:18+00:00,414500000.0,601900000.0,,802400000.0,0.0,,230000000.0,,252000000.0,1089100000.0,123400000.0,1749200000.0,252200000.0,1133300000.0,1816700000.0,295400000.0,5400000.0,258700000.0,117300000.0,626800000.0,,,119000000.0,3336600000.0,69300000.0,,6800000.0,6650000000.0,,2954200000.0,1300100000.0,,,6650000000.0,6650000000.0,1879100000.0,5349900000.0,,
Hospira Inc ,HSP,,1274057,2014.0,Q3,,2014-09-30,2014-11-06 07:50:12+00:00,356100000.0,741300000.0,,541400000.0,0.0,3351700000.0,215200000.0,,212700000.0,1093000000.0,145100000.0,1749200000.0,257100000.0,1190000000.0,1787700000.0,314600000.0,6900000.0,215400000.0,,588200000.0,,,136400000.0,,71300000.0,,12900000.0,6493100000.0,3351700000.0,2759200000.0,1169900000.0,3351700000.0,3351700000.0,3141400000.0,6493100000.0,1946200000.0,1971500000.0,,
Hospira Inc ,HSP,,1274057,2014.0,Q2,,2014-06-30,2014-07-30 07:55:29+00:00,349200000.0,792600000.0,,796500000.0,0.0,3250600000.0,222000000.0,,183100000.0,1070900000.0,139300000.0,1748900000.0,44300000.0,1167800000.0,1655600000.0,296700000.0,6800000.0,204000000.0,,639300000.0,,,134300000.0,,81800000.0,,19900000.0,6401800000.0,3250600000.0,3060700000.0,1191500000.0,3250600000.0,3250600000.0,3151200000.0,6401800000.0,1685500000.0,1959700000.0,,
Hospira Inc ,HSP,,1274057,2014.0,Q1,,2014-03-31,2014-04-30 07:42:16+00:00,339500000.0,701600000.0,,677100000.0,0.0,3096100000.0,218400000.0,,127900000.0,1070300000.0,161600000.0,1747500000.0,36200000.0,1138300000.0,1616400000.0,316700000.0,5500000.0,241000000.0,,568300000.0,,,152500000.0,,68600000.0,,31900000.0,6157700000.0,3096100000.0,2804000000.0,1067600000.0,3096100000.0,3096100000.0,3061600000.0,6157700000.0,1737300000.0,1994000000.0,,
Hospira Inc ,HSP,,1274057,2015.0,Q2,,2015-06-30,2015-07-29 07:51:18+00:00,378000000.0,588000000.0,,819900000.0,0.0,,197200000.0,,205400000.0,1073700000.0,116600000.0,1748100000.0,255000000.0,1222400000.0,1909300000.0,287300000.0,4400000.0,225000000.0,108700000.0,606500000.0,,,132200000.0,3613600000.0,73500000.0,,2800000.0,6783800000.0,,3009700000.0,1192700000.0,,,6783800000.0,6783800000.0,1864800000.0,5591100000.0,,
Hospira Inc ,HSP,,1274057,2015.0,Q1,,2015-03-31,2015-04-28 07:57:14+00:00,359600000.0,595800000.0,,643700000.0,0.0,,190700000.0,,162800000.0,1083900000.0,126400000.0,1754200000.0,257200000.0,1181000000.0,1852700000.0,312900000.0,4500000.0,230000000.0,113200000.0,597100000.0,,,128100000.0,3436600000.0,64000000.0,,4800000.0,6549600000.0,,2788400000.0,1124300000.0,,,6549600000.0,6549600000.0,1908500000.0,5425300000.0,,
