company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hospira Inc ,HSP,,1274057,2008.0,FY,,2008-12-31,2010-02-18 08:16:27+00:00,231500000.0,627100000.0,-295900000.0,483800000.0,,1235900000.0,172200000.0,1500000.0,144700000.0,1167400000.0,404400000.0,1834000000.0,37600000.0,830500000.0,1192100000.0,70100000.0,25200000.0,391000000.0,,331500000.0,,,53200000.0,,35700000.0,1136200000.0,338300000.0,5074100000.0,1776400000.0,2149300000.0,1047500000.0,1776400000.0,1776400000.0,3297700000.0,5074100000.0,1732700000.0,2250200000.0,0.0,-299800000.0
Hospira Inc ,HSP,,1274057,2009.0,FY,,2009-12-31,2011-02-16 11:02:15+00:00,229500000.0,539600000.0,-27800000.0,946000000.0,,1411200000.0,185900000.0,100000.0,176500000.0,1243400000.0,406500000.0,1707300000.0,49300000.0,755400000.0,1147800000.0,54500000.0,18600000.0,271400000.0,,438300000.0,65000000.0,13900000.0,75200000.0,,34300000.0,1540100000.0,23600000.0,5502900000.0,2623700000.0,2526200000.0,881900000.0,2623700000.0,2623700000.0,2879200000.0,5502900000.0,1828900000.0,1997300000.0,0.0,-299800000.0
Hospira Inc ,HSP,,1274057,2009.0,Q3,,2009-09-30,2009-10-27 08:07:17+00:00,200100000.0,648700000.0,,920600000.0,,2445100000.0,214900000.0,100000.0,163500000.0,1213500000.0,404300000.0,1710900000.0,50100000.0,849500000.0,1182800000.0,24300000.0,23100000.0,167100000.0,,412800000.0,,,67000000.0,92000000.0,38500000.0,,399500000.0,5614200000.0,2445100000.0,2672200000.0,1176000000.0,2445100000.0,2445100000.0,3169100000.0,5614200000.0,1759200000.0,1993100000.0,,
Hospira Inc ,HSP,,1274057,2009.0,Q2,,2009-06-30,2009-07-29 08:03:14+00:00,200400000.0,644900000.0,,608500000.0,,2194300000.0,191700000.0,,121200000.0,1189500000.0,399700000.0,1705800000.0,41300000.0,864700000.0,1183200000.0,62100000.0,29900000.0,200300000.0,,340700000.0,,,54800000.0,94300000.0,48500000.0,,402000000.0,5288900000.0,2194300000.0,2358300000.0,1064300000.0,2194300000.0,2194300000.0,3094600000.0,5288900000.0,1747400000.0,2030300000.0,,
Hospira Inc ,HSP,,1274057,2010.0,FY,,2010-12-31,2012-02-14 09:03:46+00:00,320700000.0,708900000.0,42300000.0,604300000.0,0.0,1643700000.0,165200000.0,,136000000.0,1500800000.0,480300000.0,1714400000.0,64700000.0,955500000.0,1279200000.0,178800000.0,4400000.0,212400000.0,,441400000.0,,,65000000.0,,43600000.0,1897300000.0,33500000.0,6046300000.0,3183500000.0,2477500000.0,931600000.0,3183500000.0,3183500000.0,2862800000.0,6046300000.0,2289600000.0,1931200000.0,0.0,-399800000.0
Hospira Inc ,HSP,,1274057,2010.0,Q3,,2010-09-30,2010-10-26 08:01:05+00:00,309200000.0,770000000.0,,1149500000.0,,3137400000.0,162300000.0,,138500000.0,1447000000.0,620200000.0,1714500000.0,59900000.0,914800000.0,1259500000.0,113400000.0,16400000.0,287900000.0,,480600000.0,,,68600000.0,,48100000.0,,528800000.0,6613300000.0,3137400000.0,3044700000.0,1457100000.0,3137400000.0,3137400000.0,3475900000.0,6613300000.0,2309100000.0,2018800000.0,,
Hospira Inc ,HSP,,1274057,2010.0,Q2,,2010-06-30,2010-07-28 08:16:04+00:00,253000000.0,718000000.0,,783300000.0,,2880600000.0,171200000.0,,115600000.0,1366100000.0,469800000.0,1717400000.0,50500000.0,794200000.0,1211500000.0,56200000.0,16300000.0,277200000.0,,447200000.0,0.0,0.0,65900000.0,,44400000.0,,23800000.0,5731100000.0,2880600000.0,2511100000.0,839600000.0,2880600000.0,2880600000.0,2850500000.0,5731100000.0,2008500000.0,2010900000.0,,
Hospira Inc ,HSP,,1274057,2010.0,Q1,,2010-03-31,2010-04-27 08:18:37+00:00,244700000.0,710600000.0,,646300000.0,,2855900000.0,167700000.0,,117400000.0,1407600000.0,507800000.0,1712700000.0,49000000.0,773700000.0,1233600000.0,69800000.0,21400000.0,274900000.0,,429700000.0,,,77200000.0,,37300000.0,,23900000.0,5680600000.0,2855900000.0,2335600000.0,815700000.0,2855900000.0,2855900000.0,2824700000.0,5680600000.0,2111400000.0,2009000000.0,,
Hospira Inc ,HSP,,1274057,2011.0,FY,,2011-12-31,2013-02-13 09:02:59+00:00,241300000.0,725900000.0,-98300000.0,597500000.0,0.0,1748200000.0,174400000.0,,113000000.0,1082900000.0,355800000.0,1711900000.0,48700000.0,1027000000.0,1355000000.0,232200000.0,5700000.0,275700000.0,,456900000.0,,,133800000.0,,45900000.0,1887900000.0,36600000.0,5779100000.0,2938000000.0,2570700000.0,847800000.0,2938000000.0,2938000000.0,2841100000.0,5779100000.0,1853400000.0,1993300000.0,0.0,-599800000.0
Hospira Inc ,HSP,,1274057,2011.0,Q3,,2011-09-30,2011-10-26 08:36:36+00:00,230700000.0,661000000.0,,527400000.0,0.0,3188500000.0,164400000.0,,110000000.0,1330600000.0,382800000.0,1713700000.0,57100000.0,1125300000.0,1328000000.0,196900000.0,5000000.0,189700000.0,,455100000.0,,,116400000.0,,47000000.0,,44200000.0,5936900000.0,3188500000.0,2525100000.0,840000000.0,3188500000.0,3188500000.0,2748400000.0,5936900000.0,2083800000.0,1908400000.0,,
Hospira Inc ,HSP,,1274057,2011.0,Q2,,2011-06-30,2011-07-27 08:12:53+00:00,280300000.0,654100000.0,,601400000.0,,3473700000.0,149000000.0,,128100000.0,1531700000.0,448800000.0,1716400000.0,91100000.0,1141600000.0,1346000000.0,216500000.0,4500000.0,189000000.0,,476600000.0,,,74400000.0,,57100000.0,,43100000.0,6311700000.0,3473700000.0,2603200000.0,928100000.0,3473700000.0,3473700000.0,2838000000.0,6311700000.0,2362500000.0,1909900000.0,,
Hospira Inc ,HSP,,1274057,2011.0,Q1,,2011-03-31,2011-04-26 08:13:15+00:00,291100000.0,794000000.0,,597100000.0,,3453900000.0,161000000.0,,112400000.0,1491200000.0,509200000.0,1710600000.0,83100000.0,1072700000.0,1296400000.0,174300000.0,4300000.0,190300000.0,,492400000.0,,,67100000.0,,43800000.0,,34900000.0,6289900000.0,3453900000.0,2668600000.0,930800000.0,3453900000.0,3453900000.0,2836000000.0,6289900000.0,2324900000.0,1905200000.0,,
Hospira Inc ,HSP,,1274057,2012.0,FY,,2012-12-31,2014-02-12 08:25:06+00:00,276000000.0,722200000.0,-83200000.0,772100000.0,0.0,1792600000.0,214400000.0,,144000000.0,1079100000.0,266800000.0,1706800000.0,71800000.0,997800000.0,1445100000.0,296800000.0,4400000.0,306500000.0,,580300000.0,,,168600000.0,,53900000.0,1932100000.0,28900000.0,6088600000.0,3041700000.0,2760400000.0,1029200000.0,3041700000.0,3041700000.0,3046900000.0,6088600000.0,1883100000.0,2017700000.0,0.0,-599800000.0
Hospira Inc ,HSP,,1274057,2012.0,Q3,,2012-09-30,2012-11-07 09:00:43+00:00,267700000.0,705200000.0,,841200000.0,0.0,3031000000.0,163800000.0,,130000000.0,1083800000.0,288500000.0,1708800000.0,64700000.0,1009200000.0,1405700000.0,284100000.0,2800000.0,327400000.0,,519500000.0,,,157400000.0,,70600000.0,,87000000.0,6074200000.0,3031000000.0,2790000000.0,1004200000.0,3031000000.0,3031000000.0,3043200000.0,6074200000.0,1878500000.0,2039000000.0,,
Hospira Inc ,HSP,,1274057,2012.0,Q2,,2012-06-30,2012-08-01 08:29:02+00:00,226600000.0,723300000.0,,720300000.0,0.0,2976000000.0,153900000.0,,139600000.0,1077300000.0,313400000.0,1711300000.0,57100000.0,1012000000.0,1365200000.0,270000000.0,2200000.0,286600000.0,,493500000.0,,,142300000.0,,79400000.0,,78400000.0,5914200000.0,2976000000.0,2688900000.0,938100000.0,2976000000.0,2976000000.0,2938200000.0,5914200000.0,1860100000.0,2000100000.0,,
