company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NYSE Euronext,NYX,,1368007,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 20:29:31+00:00,2.72,2.72,,240000000.0,2.7,0.0,243000000.0,69000000.0,129000000.0,172000000.0,653000000.0,649000000.0,4000000.0,643000000.0,10000000.0,-60000000.0,379000000.0,704000000.0,,1939000000.0,334000000.0,-386000000.0,-30000000.0,67000000.0,612000000.0,469000000.0,129000000.0,69000000.0,1774000000.0,2726000000.0,892000000.0,2666000000.0,236400000.0,237000000.0,238000000.0
NYSE Euronext,NYX,,1368007,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:45:13+00:00,-2.78,-2.78,1.15,253000000.0,-2.78,1590000000.0,95000000.0,51000000.0,150000000.0,,-733000000.0,-740000000.0,7000000.0,-738000000.0,5000000.0,-99000000.0,317000000.0,1000000.0,,-1197000000.0,468000000.0,3532000000.0,,177000000.0,664000000.0,587000000.0,150000000.0,51000000.0,3469000000.0,2923000000.0,-645000000.0,2824000000.0,265500000.0,265000000.0,265000000.0
NYSE Euronext,NYX,,1368007,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:07:50+00:00,0.66,0.66,,65000000.0,0.66,,70000000.0,,42000000.0,48000000.0,174000000.0,171000000.0,3000000.0,174000000.0,0.0,-42000000.0,103000000.0,229000000.0,11000000.0,709000000.0,402000000.0,-10000000.0,-1000000.0,30000000.0,168000000.0,159000000.0,42000000.0,,815000000.0,1087000000.0,241000000.0,1045000000.0,263600000.0,263600000.0,263600000.0
NYSE Euronext,NYX,,1368007,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 11:12:43+00:00,0.73,0.73,,59000000.0,0.73,,74000000.0,17000000.0,40000000.0,46000000.0,196000000.0,195000000.0,1000000.0,195000000.0,1000000.0,-23000000.0,114000000.0,230000000.0,,409000000.0,96000000.0,6000000.0,0.0,38000000.0,139000000.0,139000000.0,40000000.0,17000000.0,492000000.0,784000000.0,269000000.0,761000000.0,267100000.0,267100000.0,267100000.0
NYSE Euronext,NYX,,1368007,2009.0,Q4,2009-10-01,2009-12-31,,0.66,0.66,1.2,66000000.0,0.66,,-14000000.0,34000000.0,62000000.0,-41000000.0,161000000.0,161000000.0,,172000000.0,-11000000.0,-28000000.0,19000000.0,-224000000.0,-1000000.0,-2291000000.0,-1159000000.0,1611000000.0,4000000.0,43000000.0,157000000.0,169000000.0,62000000.0,34000000.0,-911000000.0,-735000000.0,147000000.0,-763000000.0,260700000.0,260000000.0,261000000.0
NYSE Euronext,NYX,,1368007,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 21:50:46+00:00,0.84,0.84,1.2,266000000.0,0.84,,-7000000.0,11000000.0,122000000.0,,212000000.0,212000000.0,,219000000.0,-7000000.0,-111000000.0,225000000.0,2000000.0,,-1411000000.0,536000000.0,3291000000.0,,516000000.0,649000000.0,626000000.0,122000000.0,11000000.0,2192000000.0,2508000000.0,205000000.0,2397000000.0,260700000.0,260000000.0,261000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 16:07:50+00:00,0.48,0.48,,66000000.0,0.48,,47000000.0,,29000000.0,41000000.0,124000000.0,124000000.0,0.0,125000000.0,-1000000.0,-29000000.0,93000000.0,226000000.0,1000000.0,679000000.0,428000000.0,-62000000.0,-4000000.0,8000000.0,166000000.0,154000000.0,29000000.0,,798000000.0,997000000.0,171000000.0,968000000.0,260400000.0,260400000.0,260400000.0
NYSE Euronext,NYX,,1368007,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.18,0.18,,200000000.0,0.18,,7000000.0,-23000000.0,60000000.0,41000000.0,51000000.0,51000000.0,,47000000.0,4000000.0,-83000000.0,206000000.0,226000000.0,1000000.0,880000000.0,1695000000.0,1680000000.0,-4000000.0,473000000.0,492000000.0,457000000.0,60000000.0,-23000000.0,3103000000.0,3243000000.0,58000000.0,3160000000.0,260400000.0,260400000.0,260400000.0
NYSE Euronext,NYX,,1368007,2009.0,Q2YTD,2009-01-01,2009-06-30,,-0.3,-0.3,,134000000.0,-0.3,,-40000000.0,-23000000.0,31000000.0,,-73000000.0,-73000000.0,,-78000000.0,5000000.0,-54000000.0,113000000.0,,,201000000.0,1267000000.0,1742000000.0,,465000000.0,326000000.0,303000000.0,31000000.0,-23000000.0,2305000000.0,2246000000.0,-113000000.0,2192000000.0,260000000.0,260000000.0,260000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 14:29:04+00:00,-0.7,-0.7,,66000000.0,-0.7,,-72000000.0,3000000.0,31000000.0,,-179000000.0,-179000000.0,,-182000000.0,3000000.0,-28000000.0,56000000.0,,,101000000.0,631000000.0,879000000.0,,442000000.0,158000000.0,150000000.0,31000000.0,3000000.0,1353000000.0,1130000000.0,-251000000.0,1102000000.0,260000000.0,260000000.0,260000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 15:48:23+00:00,0.4,0.4,,68000000.0,0.4,,32000000.0,-26000000.0,,,106000000.0,106000000.0,,104000000.0,2000000.0,-26000000.0,57000000.0,,,100000000.0,636000000.0,863000000.0,,23000000.0,168000000.0,153000000.0,,-26000000.0,952000000.0,1116000000.0,138000000.0,1090000000.0,260000000.0,260000000.0,260000000.0
NYSE Euronext,NYX,,1368007,2010.0,Q4,2010-10-01,2010-12-31,,0.52,0.52,1.2,80000000.0,0.51,,9000000.0,1000000.0,31000000.0,,131000000.0,131000000.0,,135000000.0,-4000000.0,-30000000.0,55000000.0,-2000000.0,,-249000000.0,156000000.0,687000000.0,,18000000.0,134000000.0,177000000.0,31000000.0,1000000.0,443000000.0,613000000.0,140000000.0,583000000.0,261100000.0,261000000.0,262000000.0
NYSE Euronext,NYX,,1368007,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:06:19+00:00,2.21,2.21,1.2,281000000.0,2.2,,128000000.0,3000000.0,111000000.0,,558000000.0,558000000.0,,577000000.0,-19000000.0,-108000000.0,206000000.0,-6000000.0,,-1177000000.0,578000000.0,3052000000.0,,88000000.0,613000000.0,691000000.0,111000000.0,3000000.0,1766000000.0,2560000000.0,686000000.0,2452000000.0,261100000.0,261000000.0,262000000.0
NYSE Euronext,NYX,,1368007,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.35,2.35,1.2,267000000.0,2.35,,105000000.0,36000000.0,142000000.0,-41000000.0,588000000.0,588000000.0,,614000000.0,-26000000.0,-106000000.0,170000000.0,-228000000.0,-1000000.0,-3219000000.0,-737000000.0,3976000000.0,4000000.0,113000000.0,636000000.0,683000000.0,142000000.0,36000000.0,412000000.0,1212000000.0,693000000.0,1106000000.0,261200000.0,261200000.0,261200000.0
NYSE Euronext,NYX,,1368007,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.69,1.69,,201000000.0,1.69,,119000000.0,2000000.0,80000000.0,,427000000.0,427000000.0,,442000000.0,-15000000.0,-78000000.0,151000000.0,-4000000.0,,-928000000.0,422000000.0,2365000000.0,,70000000.0,479000000.0,514000000.0,80000000.0,2000000.0,1323000000.0,1947000000.0,546000000.0,1869000000.0,261200000.0,261200000.0,261200000.0
NYSE Euronext,NYX,,1368007,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 16:19:34+00:00,0.49,0.49,,69000000.0,0.49,,5000000.0,1000000.0,27000000.0,,123000000.0,123000000.0,,128000000.0,-5000000.0,-26000000.0,52000000.0,-1000000.0,,-269000000.0,151000000.0,692000000.0,,25000000.0,147000000.0,176000000.0,27000000.0,1000000.0,444000000.0,598000000.0,128000000.0,572000000.0,261200000.0,261200000.0,261200000.0
NYSE Euronext,NYX,,1368007,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.34,2.34,1.2,264000000.0,2.34,,147000000.0,35000000.0,144000000.0,,589000000.0,589000000.0,,611000000.0,-22000000.0,-109000000.0,211000000.0,-1000000.0,,-2271000000.0,-460000000.0,3222000000.0,,96000000.0,655000000.0,661000000.0,144000000.0,35000000.0,766000000.0,1611000000.0,736000000.0,1502000000.0,262900000.0,262900000.0,262900000.0
NYSE Euronext,NYX,,1368007,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.2,1.2,,132000000.0,1.2,,114000000.0,1000000.0,53000000.0,,304000000.0,304000000.0,,314000000.0,-10000000.0,-52000000.0,99000000.0,-3000000.0,,-659000000.0,271000000.0,1673000000.0,,45000000.0,332000000.0,338000000.0,53000000.0,1000000.0,879000000.0,1349000000.0,418000000.0,1297000000.0,262900000.0,262900000.0,262900000.0
NYSE Euronext,NYX,,1368007,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 15:57:53+00:00,0.7,0.7,,66000000.0,0.7,,66000000.0,1000000.0,26000000.0,,179000000.0,179000000.0,,184000000.0,-5000000.0,-25000000.0,47000000.0,-1000000.0,,-389000000.0,134000000.0,931000000.0,,32000000.0,160000000.0,168000000.0,26000000.0,1000000.0,439000000.0,709000000.0,245000000.0,684000000.0,262900000.0,262900000.0,262900000.0
NYSE Euronext,NYX,,1368007,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.94,0.94,1.2,264000000.0,0.94,,9000000.0,37000000.0,149000000.0,,231000000.0,231000000.0,,245000000.0,-14000000.0,-112000000.0,220000000.0,,,-1781000000.0,37000000.0,3170000000.0,,506000000.0,653000000.0,643000000.0,149000000.0,37000000.0,1680000000.0,2032000000.0,240000000.0,1920000000.0,260000000.0,260000000.0,260000000.0
NYSE Euronext,NYX,,1368007,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 17:02:23+00:00,0.5,0.5,0.3,66000000.0,0.5,,48000000.0,,27000000.0,,125000000.0,125000000.0,,130000000.0,-5000000.0,-27000000.0,52000000.0,-2000000.0,,-270000000.0,137000000.0,742000000.0,,13000000.0,172000000.0,170000000.0,27000000.0,,440000000.0,640000000.0,173000000.0,613000000.0,260000000.0,260000000.0,260000000.0
NYSE Euronext,NYX,,1368007,2011.0,Q4,2011-10-01,2011-12-31,,0.43,0.43,1.2,68000000.0,0.42,,-4000000.0,3000000.0,31000000.0,,96000000.0,96000000.0,,110000000.0,-14000000.0,-28000000.0,45000000.0,-4000000.0,1000000.0,-230000000.0,186000000.0,672000000.0,,46000000.0,159000000.0,185000000.0,31000000.0,3000000.0,504000000.0,623000000.0,92000000.0,595000000.0,261200000.0,261000000.0,263000000.0
NYSE Euronext,NYX,,1368007,2011.0,FY,2011-01-01,2011-12-31,2013-02-26 17:06:19+00:00,2.37,2.37,1.2,280000000.0,2.36,,122000000.0,7000000.0,123000000.0,,603000000.0,603000000.0,,619000000.0,-16000000.0,-116000000.0,188000000.0,-9000000.0,,-1063000000.0,602000000.0,3006000000.0,,114000000.0,638000000.0,729000000.0,123000000.0,7000000.0,1822000000.0,2663000000.0,725000000.0,2547000000.0,261200000.0,261000000.0,263000000.0
NYSE Euronext,NYX,,1368007,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.94,1.94,,212000000.0,1.94,,126000000.0,4000000.0,92000000.0,,507000000.0,507000000.0,,509000000.0,-2000000.0,-88000000.0,143000000.0,-5000000.0,-1000000.0,-833000000.0,416000000.0,2334000000.0,,68000000.0,479000000.0,544000000.0,92000000.0,4000000.0,1318000000.0,2040000000.0,633000000.0,1952000000.0,263200000.0,263200000.0,263200000.0
NYSE Euronext,NYX,,1368007,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.46,2.46,1.2,292000000.0,2.45,,135000000.0,5000000.0,123000000.0,,638000000.0,638000000.0,,644000000.0,-6000000.0,-118000000.0,198000000.0,-7000000.0,-1000000.0,-1082000000.0,572000000.0,3021000000.0,,86000000.0,613000000.0,721000000.0,123000000.0,5000000.0,1761000000.0,2653000000.0,773000000.0,2535000000.0,263200000.0,263200000.0,263200000.0
NYSE Euronext,NYX,,1368007,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:25:55+00:00,0.76,0.76,,72000000.0,0.76,,21000000.0,2000000.0,31000000.0,,206000000.0,206000000.0,,200000000.0,6000000.0,-29000000.0,46000000.0,-2000000.0,-1000000.0,-332000000.0,138000000.0,851000000.0,,29000000.0,160000000.0,185000000.0,31000000.0,2000000.0,445000000.0,702000000.0,227000000.0,673000000.0,263200000.0,263200000.0,263200000.0
NYSE Euronext,NYX,,1368007,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.18,1.18,,140000000.0,1.18,,105000000.0,2000000.0,61000000.0,,301000000.0,301000000.0,,309000000.0,-8000000.0,-59000000.0,97000000.0,-3000000.0,,-501000000.0,278000000.0,1483000000.0,,39000000.0,319000000.0,359000000.0,61000000.0,2000000.0,873000000.0,1338000000.0,406000000.0,1279000000.0,261000000.0,261000000.0,261000000.0
NYSE Euronext,NYX,,1368007,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.19,2.19,1.2,289000000.0,2.18,,119000000.0,4000000.0,119000000.0,,555000000.0,555000000.0,,572000000.0,-17000000.0,-115000000.0,204000000.0,-6000000.0,,-1019000000.0,585000000.0,2862000000.0,,82000000.0,600000000.0,712000000.0,119000000.0,4000000.0,1760000000.0,2549000000.0,674000000.0,2434000000.0,261000000.0,261000000.0,261000000.0
NYSE Euronext,NYX,,1368007,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 14:35:34+00:00,0.59,0.59,,70000000.0,0.59,,43000000.0,1000000.0,31000000.0,,150000000.0,150000000.0,,154000000.0,-4000000.0,-30000000.0,45000000.0,-2000000.0,,-230000000.0,146000000.0,711000000.0,,18000000.0,158000000.0,181000000.0,31000000.0,1000000.0,437000000.0,660000000.0,193000000.0,630000000.0,261000000.0,261000000.0,261000000.0
NYSE Euronext,NYX,,1368007,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.3,2.3,1.2,285000000.0,2.29,,142000000.0,4000000.0,114000000.0,,584000000.0,584000000.0,,602000000.0,-18000000.0,-110000000.0,206000000.0,-5000000.0,,-1178000000.0,573000000.0,3082000000.0,,96000000.0,602000000.0,699000000.0,114000000.0,4000000.0,1762000000.0,2598000000.0,726000000.0,2488000000.0,262700000.0,262700000.0,262700000.0
NYSE Euronext,NYX,,1368007,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 15:56:34+00:00,0.59,0.59,0.3,70000000.0,0.59,,62000000.0,1000000.0,30000000.0,,151000000.0,151000000.0,,155000000.0,-4000000.0,-29000000.0,52000000.0,-1000000.0,,-271000000.0,132000000.0,772000000.0,,21000000.0,161000000.0,178000000.0,30000000.0,1000000.0,436000000.0,678000000.0,213000000.0,649000000.0,262700000.0,262700000.0,262700000.0
NYSE Euronext,NYX,,1368007,2012.0,Q4,2012-10-01,2012-12-31,,0.11,0.11,1.2,64000000.0,0.12,,14000000.0,1000000.0,53000000.0,,31000000.0,31000000.0,,28000000.0,3000000.0,-52000000.0,43000000.0,-1000000.0,,-158000000.0,141000000.0,549000000.0,,73000000.0,144000000.0,172000000.0,53000000.0,1000000.0,465000000.0,562000000.0,45000000.0,510000000.0,250400000.0,250000000.0,250000000.0
