company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
NYSE Euronext,NYX,,1368007,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 20:29:31+00:00,-87000000.0,250000000.0,122000000.0,273000000.0,727000000.0,50000000.0,-86000000.0,1977000000.0,1686000000.0,-1748000000.0,712000000.0,1686000000.0,-1748000000.0,712000000.0,656000000.0,653000000.0,649000000.0,-4000000.0,-37000000.0,50000000.0,,-44000000.0,-194000000.0,-10404000000.0,-182000000.0,-146000000.0,-1000000.0,8111000000.0
NYSE Euronext,NYX,,1368007,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:45:13+00:00,-79000000.0,250000000.0,105000000.0,276000000.0,409000000.0,-71000000.0,-162000000.0,2178000000.0,-97000000.0,-701000000.0,721000000.0,-97000000.0,-701000000.0,721000000.0,-157000000.0,-733000000.0,-740000000.0,-7000000.0,1426000000.0,6000000.0,,-9000000.0,-305000000.0,-3137000000.0,-376000000.0,-1627000000.0,-349000000.0,2403000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q4,2009-10-01,2009-12-31,,-80000000.0,45000000.0,137000000.0,74000000.0,15000000.0,25000000.0,-82000000.0,,-133000000.0,-256000000.0,359000000.0,-133000000.0,-256000000.0,359000000.0,-5000000.0,161000000.0,161000000.0,,286000000.0,,,,,-173000000.0,-179000000.0,,,81000000.0
NYSE Euronext,NYX,,1368007,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 21:50:46+00:00,-80000000.0,45000000.0,137000000.0,301000000.0,72000000.0,48000000.0,50000000.0,312000000.0,-477000000.0,-394000000.0,469000000.0,-477000000.0,-394000000.0,469000000.0,-354000000.0,212000000.0,212000000.0,,-14000000.0,52000000.0,,,-312000000.0,-874000000.0,-497000000.0,-529000000.0,,905000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q3,2009-07-01,2009-09-30,,37000000.0,,,71000000.0,57000000.0,-14000000.0,-168000000.0,,175000000.0,16000000.0,-256000000.0,175000000.0,16000000.0,-256000000.0,-79000000.0,124000000.0,124000000.0,,-320000000.0,,,,,-220000000.0,-106000000.0,,,285000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q2,2009-04-01,2009-06-30,,-18000000.0,,,75000000.0,,62000000.0,365000000.0,312000000.0,-161000000.0,-212000000.0,212000000.0,-161000000.0,-212000000.0,212000000.0,-99000000.0,-179000000.0,-179000000.0,,-31000000.0,1000000.0,,,-78000000.0,-481000000.0,-133000000.0,-396000000.0,,402000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 14:29:04+00:00,-37000000.0,,,156000000.0,,37000000.0,300000000.0,312000000.0,-519000000.0,-154000000.0,366000000.0,-519000000.0,-154000000.0,366000000.0,-270000000.0,-73000000.0,-73000000.0,,20000000.0,2000000.0,,,-156000000.0,-481000000.0,-212000000.0,-677000000.0,,539000000.0
NYSE Euronext,NYX,,1368007,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 15:48:23+00:00,-19000000.0,,,81000000.0,,-25000000.0,-65000000.0,,-358000000.0,58000000.0,154000000.0,-358000000.0,58000000.0,154000000.0,-171000000.0,106000000.0,106000000.0,,51000000.0,1000000.0,,,-78000000.0,0.0,-79000000.0,-281000000.0,,137000000.0
NYSE Euronext,NYX,,1368007,2010.0,Q4,2010-10-01,2010-12-31,,-22000000.0,72000000.0,115000000.0,88000000.0,,-8000000.0,73000000.0,,-158000000.0,-62000000.0,231000000.0,-158000000.0,-62000000.0,231000000.0,3000000.0,131000000.0,131000000.0,,-39000000.0,2000000.0,,,-78000000.0,-172000000.0,-61000000.0,-82000000.0,,171000000.0
NYSE Euronext,NYX,,1368007,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:06:19+00:00,-88000000.0,72000000.0,115000000.0,307000000.0,,-24000000.0,-119000000.0,0.0,-533000000.0,-126000000.0,587000000.0,-533000000.0,-126000000.0,587000000.0,-96000000.0,558000000.0,558000000.0,,-71000000.0,2000000.0,,,-313000000.0,-483000000.0,-305000000.0,-222000000.0,0.0,662000000.0
