company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
PetSmart Inc ,PETM,,863157,2010.0,FY,,2010-01-31,2011-03-24 16:07:00+00:00,212121000.0,52232000.0,63142000.0,2369000.0,533635000.0,308360000.0,,1148244000.0,36805000.0,105162000.0,42200000.0,32486000.0,563389000.0,1201857000.0,91030000.0,94901000.0,146965000.0,,23932000.0,99377000.0,57652000.0,48172000.0,1093708000.0,37839000.0,0.0,2461986000.0,1172715000.0,1066610000.0,565229000.0,1172715000.0,1172715000.0,1289271000.0,2461986000.0,193519000.0,724042000.0,0.0,-1071606000.0
PetSmart Inc ,PETM,,863157,2010.0,Q3,,2009-11-01,2010-11-24 11:11:06+00:00,179709000.0,52144000.0,65495000.0,2053000.0,545226000.0,185215000.0,,1137148000.0,29333000.0,103526000.0,41882000.0,30865000.0,608274000.0,1225116000.0,91695000.0,83631000.0,126745000.0,,24192000.0,97225000.0,88126000.0,55250000.0,1030753000.0,36151000.0,,2424028000.0,1178256000.0,1018342000.0,511626000.0,1178256000.0,1178256000.0,1245772000.0,2424028000.0,180570000.0,734146000.0,0.0,-991698000.0
PetSmart Inc ,PETM,,863157,2010.0,Q2,,2009-08-02,2010-08-27 11:31:37+00:00,189242000.0,58729000.0,60404000.0,2178000.0,553960000.0,180656000.0,,1127963000.0,29334000.0,92879000.0,41989000.0,28591000.0,574985000.0,1262458000.0,92587000.0,84829000.0,130075000.0,,24257000.0,98241000.0,89680000.0,55250000.0,1005050000.0,34930000.0,,2430758000.0,1178440000.0,988634000.0,507530000.0,1178440000.0,1178440000.0,1252318000.0,2430758000.0,179666000.0,744788000.0,0.0,-956751000.0
PetSmart Inc ,PETM,,863157,2011.0,FY,,2011-01-30,2012-03-23 06:10:43+00:00,168776000.0,53971000.0,64328000.0,5380000.0,521552000.0,291949000.0,0.0,1222356000.0,44999000.0,139359000.0,44111000.0,42858000.0,615841000.0,1132435000.0,86027000.0,96215000.0,156065000.0,,30672000.0,118194000.0,46022000.0,61439000.0,1277803000.0,45277000.0,9708000.0,2470220000.0,1170642000.0,1123929000.0,573805000.0,1170642000.0,1170642000.0,1299578000.0,2470220000.0,213856000.0,725773000.0,0.0,-1334897000.0
PetSmart Inc ,PETM,,863157,2011.0,Q3,,2010-10-31,2011-11-23 10:18:29+00:00,201564000.0,43108000.0,67606000.0,4478000.0,528270000.0,235407000.0,0.0,1201174000.0,36805000.0,125563000.0,43555000.0,38691000.0,687825000.0,1150286000.0,87479000.0,86199000.0,155655000.0,,29140000.0,107078000.0,91822000.0,46515000.0,1201957000.0,43503000.0,0.0,2489353000.0,1172635000.0,1141482000.0,593891000.0,1172635000.0,1172635000.0,1316718000.0,2489353000.0,197585000.0,722827000.0,0.0,-1234974000.0
PetSmart Inc ,PETM,,863157,2011.0,Q2,,2010-08-01,2011-08-25 11:12:03+00:00,198093000.0,54042000.0,62046000.0,4091000.0,534928000.0,239413000.0,0.0,1181663000.0,36805000.0,107203000.0,43323000.0,36043000.0,622483000.0,1158509000.0,88279000.0,87561000.0,128807000.0,,26566000.0,105223000.0,92585000.0,46515000.0,1171039000.0,41147000.0,0.0,2443845000.0,1178119000.0,1091843000.0,537296000.0,1178119000.0,1178119000.0,1265726000.0,2443845000.0,193493000.0,728430000.0,0.0,-1178674000.0
PetSmart Inc ,PETM,,863157,2011.0,Q1,,2010-05-02,2011-05-27 11:54:06+00:00,198280000.0,47460000.0,59293000.0,4786000.0,533893000.0,241964000.0,0.0,1169946000.0,36805000.0,98615000.0,43667000.0,33924000.0,596660000.0,1176144000.0,89625000.0,87148000.0,142136000.0,,27155000.0,103621000.0,61007000.0,46515000.0,1137466000.0,39462000.0,0.0,2398449000.0,1133524000.0,1030411000.0,537786000.0,1133524000.0,1133524000.0,1264925000.0,2398449000.0,191894000.0,727139000.0,0.0,-1178674000.0
PetSmart Inc ,PETM,,863157,2012.0,FY,,2012-01-29,2013-03-28 11:20:47+00:00,199177000.0,53899000.0,68584000.0,5490000.0,505273000.0,342892000.0,0.0,1313012000.0,51381000.0,158079000.0,44084000.0,37824000.0,644864000.0,1067028000.0,81403000.0,93485000.0,201247000.0,,37775000.0,122273000.0,80352000.0,70189000.0,1507054000.0,54219000.0,20311000.0,2544084000.0,1153829000.0,1263888000.0,681306000.0,1153829000.0,1153829000.0,1390255000.0,2544084000.0,213168000.0,708949000.0,0.0,-1671727000.0
PetSmart Inc ,PETM,,863157,2012.0,Q3,,2011-10-30,2012-11-21 10:17:02+00:00,228431000.0,65709000.0,72563000.0,5731000.0,511984000.0,271252000.0,0.0,1290168000.0,44999000.0,149032000.0,44266000.0,35082000.0,707997000.0,1064993000.0,82565000.0,95426000.0,169733000.0,,34336000.0,121068000.0,88908000.0,61439000.0,1420471000.0,52446000.0,19555000.0,2533962000.0,1146140000.0,1259859000.0,672205000.0,1146140000.0,1146140000.0,1387822000.0,2533962000.0,209110000.0,715617000.0,0.0,-1570230000.0
PetSmart Inc ,PETM,,863157,2012.0,Q2,,2011-07-31,2012-08-23 11:18:50+00:00,189959000.0,63991000.0,65704000.0,7964000.0,514724000.0,259180000.0,0.0,1268313000.0,44999000.0,123557000.0,45428000.0,32256000.0,638294000.0,1072269000.0,83675000.0,92198000.0,142081000.0,,37553000.0,118620000.0,84177000.0,61439000.0,1379937000.0,49362000.0,11833000.0,2443617000.0,1155935000.0,1163913000.0,570663000.0,1155935000.0,1155935000.0,1287682000.0,2443617000.0,207435000.0,717019000.0,0.0,-1500279000.0
PetSmart Inc ,PETM,,863157,2012.0,Q1,,2011-05-01,2012-05-24 11:17:10+00:00,154435000.0,52802000.0,60349000.0,8154000.0,515139000.0,228097000.0,0.0,1238620000.0,44999000.0,114608000.0,45597000.0,29473000.0,635354000.0,1100910000.0,84704000.0,91260000.0,168690000.0,,36802000.0,119693000.0,72286000.0,61439000.0,1334534000.0,47176000.0,9761000.0,2408780000.0,1143986000.0,1104738000.0,545258000.0,1143986000.0,1143986000.0,1264794000.0,2408780000.0,203132000.0,719536000.0,0.0,-1437322000.0
