company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 14:23:08+00:00,-138163000.0,100772000.0,36238000.0,82348000.0,,5126000.0,-46914000.0,41622000.0,-45578000.0,-237941000.0,387899000.0,-45578000.0,-237941000.0,387899000.0,109506000.0,363712000.0,363712000.0,-11247000.0,58241000.0,,-51847000.0,-1360000.0,-103772000.0,,-93594000.0,,5354000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q4,2008-10-01,2008-12-31,,-35434000.0,124929000.0,39180000.0,22283000.0,,-4004000.0,63780000.0,422889000.0,-133917000.0,-48672000.0,170839000.0,-133917000.0,-48672000.0,170839000.0,-15754000.0,101544000.0,101544000.0,-16768000.0,212000.0,,,-12264000.0,-25236000.0,-407086000.0,-149932000.0,23322000.0,940000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:14:35+00:00,-135807000.0,124929000.0,39180000.0,91302000.0,,-10152000.0,-34365000.0,469000000.0,-193940000.0,-246085000.0,481523000.0,-193940000.0,-246085000.0,481523000.0,31346000.0,429577000.0,429577000.0,-4991000.0,48388000.0,,-10617000.0,-26260000.0,-108280000.0,-407086000.0,-293625000.0,23322000.0,940000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q3,2008-07-01,2008-09-30,,-899000.0,-72095000.0,-19877000.0,23335000.0,,-4952000.0,-39529000.0,-48166000.0,-19053000.0,-38885000.0,104869000.0,-19053000.0,-38885000.0,104869000.0,41979000.0,116482000.0,116482000.0,4581000.0,34413000.0,,-5300000.0,-5445000.0,-32541000.0,,,,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-26 14:07:11+00:00,-100373000.0,,,69019000.0,,-6148000.0,-98145000.0,46111000.0,-60023000.0,-197413000.0,310684000.0,-60023000.0,-197413000.0,310684000.0,47100000.0,328033000.0,328033000.0,11777000.0,48176000.0,,-10617000.0,-13996000.0,-83044000.0,,-143693000.0,,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 10:03:21+00:00,-99474000.0,72095000.0,19877000.0,45684000.0,,-1196000.0,-58616000.0,94277000.0,-40970000.0,-158528000.0,205815000.0,-40970000.0,-158528000.0,205815000.0,5121000.0,211551000.0,211551000.0,7196000.0,13763000.0,,-5317000.0,-8551000.0,-50503000.0,,-143693000.0,,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q4,2009-10-01,2009-12-31,,-7321000.0,117122000.0,38532000.0,25601000.0,,-1142000.0,47240000.0,685626000.0,-32752000.0,-40776000.0,151714000.0,-32752000.0,-40776000.0,151714000.0,77044000.0,89977000.0,89977000.0,-11104000.0,31625000.0,,-20620000.0,-32672000.0,-17451000.0,-729383000.0,,13444000.0,3224000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 14:13:06+00:00,-280014000.0,117122000.0,38532000.0,98524000.0,,-5159000.0,152402000.0,1208526000.0,-34322000.0,-373190000.0,582297000.0,-34322000.0,-373190000.0,582297000.0,169626000.0,327216000.0,327216000.0,4155000.0,36991000.0,,-33607000.0,-46786000.0,-63058000.0,-1246232000.0,,13444000.0,3224000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q3TTM,2008-10-01,2009-09-30,,-308127000.0,124929000.0,39180000.0,95206000.0,,-8021000.0,168942000.0,945789000.0,-135487000.0,-381086000.0,601422000.0,-135487000.0,-381086000.0,601422000.0,76828000.0,338783000.0,338783000.0,-1509000.0,5578000.0,,-12987000.0,-26378000.0,-70843000.0,-923935000.0,-149932000.0,23322000.0,940000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q3,2009-07-01,2009-09-30,,-1115000.0,,,25153000.0,,3129000.0,32194000.0,127700000.0,-32856000.0,-29411000.0,145942000.0,-32856000.0,-29411000.0,145942000.0,86804000.0,83364000.0,83364000.0,5231000.0,1655000.0,,-5281000.0,-13521000.0,-14775000.0,-156930000.0,,,
