company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 14:23:08+00:00,1.98,1.98,0.06,1.94,147790000.0,363712000.0,363712000.0,353194000.0,10518000.0,1920900000.0,2851041000.0,-4480000.0,,,377283000.0,1920900000.0,930141000.0,36876000.0,377283000.0,552858000.0,-41356000.0,511502000.0,2851041000.0,178400000.0,178453249.0,182503969.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:14:35+00:00,2.39,2.39,0.06,2.34,163003000.0,429577000.0,429577000.0,419151000.0,10426000.0,2187318000.0,3236471000.0,-32000.0,,,416914000.0,2187318000.0,1049153000.0,39627000.0,416914000.0,632239000.0,-39659000.0,592580000.0,3236471000.0,175400000.0,175663797.0,178813013.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q3,2008-07-01,2008-09-30,2009-10-26 14:07:11+00:00,0.64,0.64,0.015,0.63,45245000.0,116482000.0,116482000.0,112955000.0,3527000.0,582407000.0,863658000.0,179000.0,,,109931000.0,582407000.0,281251000.0,9772000.0,109931000.0,171320000.0,-9593000.0,161727000.0,863658000.0,176500000.0,176716395.0,180134110.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 10:03:21+00:00,0.63,0.63,0.015,0.61,46022000.0,112420000.0,112420000.0,109995000.0,2425000.0,570227000.0,846817000.0,134000.0,,,108367000.0,570227000.0,276590000.0,9915000.0,108367000.0,168223000.0,-9781000.0,158442000.0,846817000.0,174600000.0,175487646.0,179395729.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q4,2009-10-01,2009-12-31,,0.94,0.51,0.02,0.5,34129000.0,89977000.0,89977000.0,87639000.0,2338000.0,516664000.0,758296000.0,-283000.0,,,103172000.0,516664000.0,241632000.0,14071000.0,103172000.0,138460000.0,-14354000.0,124106000.0,758296000.0,171800000.0,171607643.0,173941752.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 14:13:06+00:00,1.85,1.85,0.06,1.83,119311000.0,327216000.0,327216000.0,317834000.0,9382000.0,1933511000.0,2820065000.0,-1225000.0,,,397641000.0,1933511000.0,886554000.0,41161000.0,397641000.0,488913000.0,-42386000.0,446527000.0,2820065000.0,171800000.0,171607643.0,173941752.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.34,1.34,0.08,1.34,85182000.0,237239000.0,237239000.0,230195000.0,7044000.0,1416847000.0,2061769000.0,-942000.0,,,294469000.0,1416847000.0,644922000.0,27090000.0,294469000.0,350453000.0,-28032000.0,322421000.0,2061769000.0,172200000.0,171428237.0,173928589.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 09:02:16+00:00,0.47,0.47,0.015,0.47,31620000.0,83364000.0,83364000.0,80915000.0,2449000.0,492180000.0,716573000.0,-345000.0,,,100103000.0,492180000.0,224393000.0,8961000.0,100103000.0,124290000.0,-9306000.0,114984000.0,716573000.0,172200000.0,171428237.0,173928589.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.87,0.87,0.04,0.87,53562000.0,153875000.0,153875000.0,149280000.0,4595000.0,924667000.0,1345196000.0,-597000.0,,,194366000.0,924667000.0,420529000.0,18129000.0,194366000.0,226163000.0,-18726000.0,207437000.0,1345196000.0,170200000.0,171317112.0,173649705.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 10:27:27+00:00,0.44,0.44,0.015,0.43,29140000.0,76825000.0,76825000.0,74870000.0,1955000.0,471034000.0,685184000.0,-382000.0,,,98672000.0,471034000.0,214150000.0,9131000.0,98672000.0,115478000.0,-9513000.0,105965000.0,685184000.0,170200000.0,171317112.0,173649705.0
