company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2011.0,Q2,,2011-06-30,2011-08-05 16:12:45+00:00,426184000.0,793418000.0,,,-42521000.0,611208000.0,,168831000.0,69581000.0,74463000.0,,1576987000.0,,,1157589000.0,642273000.0,379731000.0,12952000.0,,171613000.0,114434000.0,77822000.0,119337000.0,35751000.0,,2170142000.0,328000.0,85347000.0,4322735000.0,2296452000.0,2246680000.0,648378000.0,2296452000.0,2309404000.0,2013331000.0,4322735000.0,1696324000.0,1364953000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2011.0,Q1,,2011-03-31,2011-05-09 11:44:54+00:00,414296000.0,744203000.0,40000000.0,,-61082000.0,592999000.0,,167834000.0,76746000.0,76201000.0,,1536506000.0,,,949385000.0,602985000.0,371491000.0,22333000.0,,169905000.0,107285000.0,74855000.0,117342000.0,43037000.0,,2385897000.0,329000.0,98422000.0,4171233000.0,2304146000.0,2145894000.0,682427000.0,2304146000.0,2326479000.0,1844754000.0,4171233000.0,1653848000.0,1162327000.0,-188503000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2012.0,FY,,2012-12-31,2014-02-21 14:10:50+00:00,496525000.0,910711000.0,,715895000.0,-117004000.0,690850000.0,0.0,336843000.0,94341000.0,89142000.0,,2091112000.0,1133331000.0,,1606204000.0,733718000.0,417436000.0,12223000.0,,244571000.0,119983000.0,108213000.0,,33992000.0,,2210120000.0,100293000.0,251653000.0,5215463000.0,2429959000.0,2706915000.0,888514000.0,2429959000.0,2442182000.0,2773281000.0,5215463000.0,2091112000.0,1884767000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2012.0,Q3,,2012-09-30,2012-11-02 12:28:17+00:00,478100000.0,903344000.0,,,-112977000.0,725546000.0,,302709000.0,78956000.0,86014000.0,,1876539000.0,,,1511297000.0,712189000.0,407587000.0,11377000.0,,205922000.0,132557000.0,127425000.0,145858000.0,50940000.0,,2237109000.0,94093000.0,167345000.0,5070965000.0,2426841000.0,2640981000.0,864588000.0,2426841000.0,2438218000.0,2632747000.0,5070965000.0,2022397000.0,1768159000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2012.0,Q2,,2012-06-30,2012-08-03 11:30:52+00:00,431954000.0,840090000.0,,,-133607000.0,646014000.0,,249134000.0,85653000.0,81040000.0,,1803710000.0,,,1454545000.0,675342000.0,396180000.0,12943000.0,,204932000.0,130264000.0,113725000.0,140789000.0,42189000.0,,2135047000.0,89284000.0,134450000.0,4766839000.0,2250574000.0,2426160000.0,801656000.0,2250574000.0,2263517000.0,2503322000.0,4766839000.0,1944499000.0,1701666000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2012.0,Q1,,2012-03-31,2012-05-04 11:16:33+00:00,402916000.0,771400000.0,,,-103647000.0,620983000.0,,224520000.0,80664000.0,80919000.0,,1754951000.0,,,1316819000.0,659108000.0,389873000.0,13718000.0,,207304000.0,118060000.0,102182000.0,140756000.0,43560000.0,,2130127000.0,78298000.0,122249000.0,4577380000.0,2251000000.0,2291800000.0,744979000.0,2251000000.0,2264718000.0,2312662000.0,4577380000.0,1895707000.0,1567683000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2013.0,FY,,2013-12-31,2015-02-20 14:49:55+00:00,549900000.0,1001000000.0,,804000000.0,-55000000.0,886800000.0,0.0,490100000.0,96400000.0,104900000.0,,2289100000.0,1336400000.0,188900000.0,1431400000.0,792600000.0,532400000.0,20600000.0,,246600000.0,171800000.0,157300000.0,,,,2424400000.0,701400000.0,305400000.0,6168000000.0,2859500000.0,3157600000.0,1609900000.0,2859500000.0,2880100000.0,3287900000.0,6168000000.0,2478000000.0,1678000000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2013.0,Q3,,2013-09-30,2013-11-01 10:39:49+00:00,481022000.0,926194000.0,,,-120686000.0,889366000.0,,462094000.0,83023000.0,90289000.0,31631000.0,1972428000.0,,,1784539000.0,732724000.0,441799000.0,9271000.0,,250701000.0,135036000.0,122249000.0,148919000.0,45720000.0,,2315841000.0,84987000.0,394215000.0,5640681000.0,2657249000.0,3077535000.0,893201000.0,2657249000.0,2666520000.0,2974161000.0,5640681000.0,2121347000.0,2080960000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2013.0,Q2,,2013-06-30,2013-08-02 10:55:07+00:00,447159000.0,905823000.0,,,-151798000.0,723659000.0,,434396000.0,81946000.0,84591000.0,,1952251000.0,,,1698951000.0,703489000.0,424844000.0,12121000.0,,250373000.0,122606000.0,118264000.0,152736000.0,42158000.0,,2302541000.0,83599000.0,418893000.0,5404301000.0,2585139000.0,2874470000.0,815559000.0,2585139000.0,2597260000.0,2807041000.0,5404301000.0,2104987000.0,1991482000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2013.0,Q1,,2013-03-31,2013-05-03 14:22:29+00:00,445517000.0,861598000.0,,,-141760000.0,734993000.0,,386095000.0,82912000.0,83161000.0,,1919929000.0,,,1596050000.0,711581000.0,415943000.0,11659000.0,,246707000.0,130590000.0,111234000.0,152418000.0,39123000.0,,2261073000.0,92190000.0,286909000.0,5213961000.0,2505408000.0,2725671000.0,815014000.0,2505408000.0,2517067000.0,2696894000.0,5213961000.0,2072347000.0,1881880000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2014.0,FY,,2014-12-31,2016-02-19 16:13:34+00:00,618400000.0,1123700000.0,,849600000.0,-205800000.0,968900000.0,0.0,659700000.0,90800000.0,109900000.0,38700000.0,2616700000.0,1440300000.0,326300000.0,2654600000.0,865600000.0,590700000.0,30500000.0,,347800000.0,133300000.0,186200000.0,,,,2453500000.0,1600000.0,360700000.0,6985900000.0,2907400000.0,3452200000.0,1045600000.0,2907400000.0,2937900000.0,4048000000.0,6985900000.0,2943000000.0,3002400000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2014.0,Q3,,2014-09-30,2014-11-05 08:56:25+00:00,599754000.0,1092424000.0,,,-97094000.0,872999000.0,,635973000.0,88451000.0,109953000.0,,2893844000.0,,,2023178000.0,848072000.0,585353000.0,21500000.0,,275534000.0,187459000.0,156436000.0,,,,2437281000.0,600803000.0,371618000.0,6851769000.0,2976160000.0,3372572000.0,1555397000.0,2976160000.0,2997660000.0,3854109000.0,6851769000.0,2893844000.0,2298712000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2014.0,Q2,,2014-06-30,2014-08-06 10:33:17+00:00,534381000.0,1031071000.0,,,-52105000.0,1080083000.0,,584583000.0,66737000.0,107755000.0,31370000.0,2496263000.0,,,1542891000.0,805452000.0,558652000.0,21268000.0,,184949000.0,181962000.0,170880000.0,,79078000.0,,2444843000.0,800670000.0,363817000.0,6517300000.0,2977321000.0,3462385000.0,1711793000.0,2977321000.0,2998589000.0,3518711000.0,6517300000.0,2496263000.0,1806918000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2014.0,Q1,,2014-03-31,2014-05-07 09:10:16+00:00,479786000.0,971576000.0,,,-69541000.0,1023320000.0,,514679000.0,97223000.0,99680000.0,31416000.0,2487021000.0,,,1522570000.0,772710000.0,538715000.0,20414000.0,,184201000.0,160728000.0,147054000.0,,71366000.0,,2430310000.0,701045000.0,276133000.0,6230203000.0,2875448000.0,3204467000.0,1556204000.0,2875448000.0,2895862000.0,3334341000.0,6230203000.0,2487021000.0,1778137000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2015.0,FY,,2015-12-31,2017-02-17 14:28:24+00:00,587800000.0,1104600000.0,,900900000.0,-349500000.0,1737200000.0,0.0,783600000.0,81800000.0,105600000.0,43200000.0,2692900000.0,1510400000.0,306000000.0,2813200000.0,851800000.0,609500000.0,39900000.0,,262500000.0,133200000.0,189700000.0,,95900000.0,,2804400000.0,300000.0,23200000.0,7458400000.0,3238500000.0,3850000000.0,1008400000.0,3238500000.0,3278400000.0,4180000000.0,7458400000.0,2998900000.0,3171600000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2015.0,Q3,,2015-09-30,2015-11-05 11:58:33+00:00,661500000.0,1163300000.0,,,-303600000.0,1575600000.0,,746200000.0,97800000.0,108700000.0,43100000.0,2706300000.0,,305300000.0,2853000000.0,887700000.0,611700000.0,38100000.0,,369900000.0,213600000.0,169800000.0,,,,2700700000.0,400000.0,22100000.0,7485600000.0,3143300000.0,3862300000.0,1081300000.0,3143300000.0,3181400000.0,4304200000.0,7485600000.0,3011600000.0,3222900000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2015.0,Q2,,2015-06-30,2015-08-07 10:07:47+00:00,559500000.0,1089500000.0,,,-256100000.0,1242800000.0,,729900000.0,79000000.0,106000000.0,38600000.0,2709000000.0,,317000000.0,2759200000.0,893000000.0,609900000.0,37700000.0,,382000000.0,213100000.0,201200000.0,,,,2591300000.0,400000.0,154400000.0,7228700000.0,3065100000.0,3592800000.0,984700000.0,3065100000.0,3102800000.0,4125900000.0,7228700000.0,3026000000.0,3141200000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2015.0,Q1,,2015-03-31,2015-05-08 13:21:17+00:00,582900000.0,1091800000.0,,,-271500000.0,969900000.0,,689100000.0,98900000.0,99000000.0,,2594500000.0,,307800000.0,2757000000.0,871400000.0,589500000.0,29300000.0,,363700000.0,219500000.0,143300000.0,,,,2532300000.0,1600000.0,381200000.0,7025600000.0,2949900000.0,3533800000.0,925700000.0,2949900000.0,2979200000.0,4046400000.0,7025600000.0,2902300000.0,3120700000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2016.0,FY,,2016-12-31,2018-02-21 17:28:05+00:00,678200000.0,1349300000.0,,1007200000.0,-469000000.0,1034600000.0,0.0,1021200000.0,125100000.0,131800000.0,49300000.0,3678800000.0,1718600000.0,517300000.0,2635500000.0,928900000.0,711400000.0,48200000.0,77700000.0,288400000.0,139800000.0,275600000.0,,138800000.0,,3122700000.0,375200000.0,138600000.0,8498700000.0,3674900000.0,3591200000.0,1635200000.0,3674900000.0,3723100000.0,4775600000.0,8498700000.0,4196100000.0,3140400000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2016.0,Q3,,2016-09-30,2016-11-03 11:34:38+00:00,650700000.0,1319400000.0,,,-297300000.0,853600000.0,,972500000.0,79500000.0,132100000.0,43300000.0,3707800000.0,,539200000.0,2598000000.0,926600000.0,717600000.0,46700000.0,,503600000.0,142300000.0,233400000.0,,,,3032800000.0,374500000.0,163300000.0,8369800000.0,3708000000.0,3405200000.0,1513500000.0,3708000000.0,3754700000.0,4615100000.0,8369800000.0,4247000000.0,3101600000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2016.0,Q2,,2016-06-30,2016-08-04 11:34:26+00:00,645100000.0,1257300000.0,,,-328800000.0,794000000.0,,890500000.0,66800000.0,125100000.0,43200000.0,3641700000.0,,534400000.0,2834600000.0,926600000.0,692800000.0,39300000.0,,518500000.0,149500000.0,219500000.0,,,,2972900000.0,300000.0,30700000.0,8027000000.0,3534600000.0,3158100000.0,1100000000.0,3534600000.0,3573900000.0,4453100000.0,8027000000.0,4176100000.0,3353100000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2016.0,Q1,,2016-03-31,2016-05-05 16:36:06+00:00,615400000.0,1201900000.0,,,-297400000.0,687000000.0,,814800000.0,95800000.0,122000000.0,43000000.0,3659800000.0,,547300000.0,2866200000.0,933500000.0,693300000.0,38000000.0,,530000000.0,140600000.0,193100000.0,,,,2868800000.0,300000.0,26600000.0,7890000000.0,3386200000.0,2989600000.0,1069600000.0,3386200000.0,3424200000.0,4465800000.0,7890000000.0,4207100000.0,3396200000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2017.0,FY,,2017-12-31,2019-02-13 16:59:26+00:00,875600000.0,1598600000.0,,1200100000.0,-201000000.0,1719100000.0,0.0,1249300000.0,154200000.0,151600000.0,58100000.0,4042600000.0,2016900000.0,488500000.0,3541500000.0,1106900000.0,816800000.0,53600000.0,241200000.0,272000000.0,196800000.0,338800000.0,,326400000.0,,2941500000.0,1100000.0,34600000.0,10003900000.0,3989800000.0,4656000000.0,1579400000.0,3989800000.0,4043400000.0,5960500000.0,10003900000.0,4531100000.0,4381100000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2017.0,Q3,,2017-09-30,2017-11-02 13:43:18+00:00,826800000.0,1575500000.0,,,-286200000.0,1452200000.0,,1188100000.0,102000000.0,143400000.0,57900000.0,3969300000.0,,496500000.0,3559700000.0,1098200000.0,790100000.0,42100000.0,,285000000.0,189600000.0,302500000.0,,221100000.0,,3165300000.0,1100000.0,37400000.0,9608800000.0,4067200000.0,4352900000.0,1433700000.0,4067200000.0,4109300000.0,5499500000.0,9608800000.0,4465800000.0,4065800000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2017.0,Q2,,2017-06-30,2017-08-03 17:00:09+00:00,769900000.0,1407300000.0,,,-341000000.0,1316900000.0,,1114500000.0,85300000.0,141200000.0,48900000.0,3902400000.0,,508700000.0,3020600000.0,1059200000.0,769400000.0,41000000.0,,296500000.0,165800000.0,292600000.0,,226000000.0,,3101400000.0,376000000.0,43200000.0,9172900000.0,3874900000.0,3992400000.0,1713900000.0,3874900000.0,3915900000.0,5257000000.0,9172900000.0,4411100000.0,3543100000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2017.0,Q1,,2017-03-31,2017-05-04 16:50:32+00:00,682400000.0,1318300000.0,,,-402300000.0,1242900000.0,,1057000000.0,117700000.0,123200000.0,48900000.0,3748700000.0,,509400000.0,2862100000.0,962300000.0,726900000.0,46900000.0,,288800000.0,162100000.0,236000000.0,,222100000.0,,3049500000.0,375100000.0,36800000.0,8707400000.0,3704200000.0,3722400000.0,1583300000.0,3704200000.0,3751100000.0,4956300000.0,8707400000.0,4258100000.0,3373000000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2018.0,FY,,2018-12-31,2020-02-12 16:51:12+00:00,890500000.0,1791800000.0,,,-390200000.0,1279300000.0,0.0,1433500000.0,203500000.0,157200000.0,68700000.0,4103200000.0,,397900000.0,2806400000.0,1233800000.0,875800000.0,47200000.0,255600000.0,190200000.0,,367100000.0,96400000.0,277200000.0,254300000.0,3028700000.0,764300000.0,12400000.0,10044900000.0,4017000000.0,4571600000.0,2451300000.0,4017000000.0,4064200000.0,5980700000.0,10044900000.0,4597500000.0,3529400000.0,-55000000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2018.0,Q3,,2018-09-30,2018-10-26 14:13:53+00:00,1014000000.0,1737600000.0,,,-337300000.0,998300000.0,,1410400000.0,184800000.0,161100000.0,69300000.0,4113700000.0,,461000000.0,2468300000.0,1245500000.0,886400000.0,44400000.0,203100000.0,171000000.0,278600000.0,323800000.0,,303700000.0,,2935800000.0,790200000.0,21500000.0,9742600000.0,4008900000.0,4281500000.0,2543200000.0,4008900000.0,4053300000.0,5689300000.0,9742600000.0,4574700000.0,3146100000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2018.0,Q2,,2018-06-30,2018-07-31 11:53:16+00:00,903100000.0,1627300000.0,,,-288700000.0,964400000.0,,1326500000.0,155700000.0,151400000.0,69000000.0,4128600000.0,,472100000.0,2668200000.0,1159800000.0,888200000.0,51500000.0,205000000.0,176800000.0,243200000.0,293200000.0,,306900000.0,,2723300000.0,768400000.0,26700000.0,9510300000.0,3761100000.0,4021400000.0,2340800000.0,3761100000.0,3812600000.0,5697700000.0,9510300000.0,4600700000.0,3356900000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2018.0,Q1,,2018-03-31,2018-05-03 16:19:55+00:00,798200000.0,1515800000.0,,,-139700000.0,1000200000.0,,1282700000.0,166300000.0,141300000.0,57400000.0,4146500000.0,,480800000.0,2489400000.0,1166800000.0,839300000.0,54000000.0,243300000.0,190500000.0,230200000.0,271600000.0,,327900000.0,,2770900000.0,749900000.0,24100000.0,9403700000.0,3913900000.0,3937100000.0,2184700000.0,3913900000.0,3967900000.0,5435800000.0,9403700000.0,4627300000.0,3251100000.0,
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2019.0,FY,,2019-12-31,2020-04-24 16:55:41+00:00,866800000.0,1736400000.0,,,-430900000.0,891200000.0,,1683600000.0,127900000.0,171800000.0,74400000.0,4867100000.0,,442000000.0,3203400000.0,1310100000.0,999000000.0,65900000.0,260400000.0,198800000.0,,488500000.0,296200000.0,424000000.0,256100000.0,3348400000.0,403300000.0,17400000.0,10815500000.0,4530300000.0,4211200000.0,2132700000.0,4530300000.0,4596200000.0,6219300000.0,10815500000.0,5605300000.0,4086600000.0,-70800000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2019.0,Q3,,2019-09-30,2019-10-25 16:40:16+00:00,830700000.0,1689100000.0,,,-493700000.0,969300000.0,,1585900000.0,168800000.0,160400000.0,74000000.0,4750000000.0,,736200000.0,3545400000.0,1273500000.0,965200000.0,55800000.0,231200000.0,176000000.0,282900000.0,485000000.0,,397300000.0,,3158700000.0,403700000.0,17400000.0,10683600000.0,4155300000.0,4232200000.0,2122600000.0,4155300000.0,4211100000.0,6472500000.0,10683600000.0,5486200000.0,4349900000.0,-95600000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2019.0,Q2,,2019-06-30,2019-07-26 16:16:22+00:00,814600000.0,1685000000.0,,,-396900000.0,982300000.0,,1542100000.0,155200000.0,159700000.0,68300000.0,4706100000.0,,735800000.0,3569400000.0,1275300000.0,970000000.0,54900000.0,237500000.0,184800000.0,264500000.0,452000000.0,,386200000.0,,3104600000.0,403100000.0,15000000.0,10634000000.0,4148300000.0,4222100000.0,2052900000.0,4148300000.0,4203200000.0,6430800000.0,10634000000.0,5441900000.0,4377900000.0,-101500000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2019.0,Q1,,2019-03-31,2019-04-26 17:13:21+00:00,797100000.0,1661900000.0,,,-384800000.0,969700000.0,,1485500000.0,177700000.0,151000000.0,68500000.0,4439900000.0,,708700000.0,3554800000.0,1224400000.0,932000000.0,47300000.0,255800000.0,186100000.0,253600000.0,448900000.0,,391800000.0,,3142100000.0,6000000.0,17900000.0,10208100000.0,4123100000.0,4127500000.0,1649200000.0,4123100000.0,4170400000.0,6037700000.0,10208100000.0,5148600000.0,4388500000.0,-119700000.0
Amphenol Corp,APH,549300D3L3G0R4U4VT04,820313,2020.0,Q1,,2020-03-31,2020-04-24 16:55:41+00:00,817200000.0,1540500000.0,,,-525100000.0,2372300000.0,,1720900000.0,119400000.0,160300000.0,74000000.0,4846200000.0,,428200000.0,4591500000.0,1325000000.0,982400000.0,59900000.0,271400000.0,187900000.0,,498400000.0,303400000.0,411000000.0,268400000.0,3248500000.0,500900000.0,11300000.0,12077700000.0,4385800000.0,5517500000.0,2170200000.0,4385800000.0,4445700000.0,7632000000.0,12077700000.0,5577800000.0,5461800000.0,-58500000.0
