company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2008.0,FY,,2008-12-31,2010-02-25 11:55:07+00:00,3373000000.0,4704000000.0,1803000000.0,-5994000000.0,1244000000.0,,23563000000.0,804000000.0,951000000.0,56000000.0,27581000000.0,12926000000.0,18589000000.0,,3881000000.0,9917000000.0,61000000.0,,4064000000.0,5045000000.0,828000000.0,3255000000.0,1232000000.0,2075000000.0,13440000000.0,1662000000.0,63173000000.0,22295000000.0,11461000000.0,11044000000.0,22295000000.0,22356000000.0,40817000000.0,63173000000.0,41795000000.0,29773000000.0,-8714000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2009.0,FY,,2009-12-31,2011-02-28 10:44:30+00:00,3766000000.0,5197000000.0,2181000000.0,-3955000000.0,2101000000.0,,23611000000.0,730000000.0,1175000000.0,115000000.0,28764000000.0,13429000000.0,18024000000.0,,3775000000.0,10693000000.0,96000000.0,,4508000000.0,4581000000.0,651000000.0,3403000000.0,1259000000.0,2138000000.0,14636000000.0,966000000.0,66714000000.0,25876000000.0,12454000000.0,11491000000.0,25876000000.0,25972000000.0,40742000000.0,66714000000.0,43567000000.0,29251000000.0,-8416000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2009.0,Q3,,2009-09-30,2009-11-03 17:10:27+00:00,3264000000.0,4720000000.0,1967000000.0,-4355000000.0,2996000000.0,,23570000000.0,654000000.0,1020000000.0,122000000.0,28617000000.0,13319000000.0,18108000000.0,,4073000000.0,10409000000.0,86000000.0,,4314000000.0,4886000000.0,575000000.0,3188000000.0,1184000000.0,2094000000.0,14394000000.0,2617000000.0,66669000000.0,25125000000.0,13018000000.0,12056000000.0,25125000000.0,25211000000.0,41458000000.0,66669000000.0,43242000000.0,29402000000.0,-8484000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2009.0,Q2,,2009-06-30,2009-08-05 11:43:35+00:00,3225000000.0,4646000000.0,1869000000.0,-4723000000.0,1731000000.0,0.0,23517000000.0,682000000.0,847000000.0,100000000.0,28225000000.0,13257000000.0,18610000000.0,,4011000000.0,10224000000.0,84000000.0,,4266000000.0,4891000000.0,618000000.0,2747000000.0,1160000000.0,2204000000.0,14016000000.0,1615000000.0,64654000000.0,24296000000.0,11688000000.0,10303000000.0,24296000000.0,24380000000.0,40274000000.0,64654000000.0,42742000000.0,29971000000.0,-8514000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2010.0,FY,,2010-12-31,2012-02-27 10:45:56+00:00,5409000000.0,6539000000.0,2515000000.0,-3890000000.0,2481000000.0,0.0,31231000000.0,898000000.0,1292000000.0,86000000.0,37856000000.0,25963000000.0,26859000000.0,,5310000000.0,13792000000.0,108000000.0,,7984000000.0,5428000000.0,993000000.0,4812000000.0,1371000000.0,3183000000.0,16619000000.0,1865000000.0,95289000000.0,35834000000.0,16221000000.0,15893000000.0,35834000000.0,35942000000.0,59347000000.0,95289000000.0,65276000000.0,43454000000.0,-8126000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2010.0,Q3,,2010-09-30,2010-11-05 11:53:12+00:00,5130000000.0,6013000000.0,1947000000.0,-4720000000.0,2288000000.0,,31181000000.0,901000000.0,1197000000.0,195000000.0,36764000000.0,25476000000.0,29571000000.0,,5735000000.0,13710000000.0,102000000.0,,6992000000.0,5334000000.0,887000000.0,4888000000.0,1651000000.0,3115000000.0,16621000000.0,464000000.0,93620000000.0,34880000000.0,15824000000.0,13626000000.0,34880000000.0,34982000000.0,58638000000.0,93620000000.0,64086000000.0,45012000000.0,-8202000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2010.0,Q2,,2010-06-30,2010-08-19 16:34:45+00:00,4913000000.0,5606000000.0,1954000000.0,-5959000000.0,2854000000.0,,31131000000.0,828000000.0,1056000000.0,162000000.0,36439000000.0,25230000000.0,29103000000.0,,5167000000.0,13047000000.0,60000000.0,,7353000000.0,5376000000.0,796000000.0,4919000000.0,1461000000.0,2630000000.0,16393000000.0,927000000.0,91590000000.0,33299000000.0,15251000000.0,13769000000.0,33299000000.0,33359000000.0,58231000000.0,91590000000.0,63292000000.0,44462000000.0,-8266000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2010.0,Q1,,2010-03-31,2010-05-07 12:11:46+00:00,5422000000.0,6575000000.0,2154000000.0,-4422000000.0,3878000000.0,,30915000000.0,839000000.0,1223000000.0,140000000.0,37119000000.0,25648000000.0,29496000000.0,,5097000000.0,13896000000.0,316000000.0,,7561000000.0,5443000000.0,826000000.0,5258000000.0,1691000000.0,3134000000.0,15971000000.0,1524000000.0,95709000000.0,34178000000.0,17215000000.0,15581000000.0,34178000000.0,34494000000.0,61215000000.0,95709000000.0,64598000000.0,45634000000.0,-8286000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2011.0,FY,,2011-12-31,2013-02-25 11:38:27+00:00,5525000000.0,6361000000.0,2863000000.0,-6637000000.0,1974000000.0,0.0,31318000000.0,912000000.0,1365000000.0,31000000.0,37297000000.0,25186000000.0,23095000000.0,,5706000000.0,13813000000.0,111000000.0,,6738000000.0,6835000000.0,1249000000.0,4856000000.0,1308000000.0,3396000000.0,18012000000.0,3836000000.0,93837000000.0,35217000000.0,16202000000.0,18445000000.0,35217000000.0,35328000000.0,58509000000.0,93837000000.0,63822000000.0,40064000000.0,-7476000000.0
Mondelez International Inc,MDLZ,549300DV9GIB88LZ5P30,1103982,2011.0,Q3,,2011-09-30,2011-11-04 10:46:54+00:00,5293000000.0,6835000000.0,2681000000.0,-4864000000.0,1976000000.0,0.0,31279000000.0,973000000.0,1363000000.0,169000000.0,37592000000.0,25416000000.0,23139000000.0,,6399000000.0,13856000000.0,108000000.0,,7580000000.0,4772000000.0,1146000000.0,5284000000.0,1470000000.0,3281000000.0,17695000000.0,5739000000.0,95832000000.0,36592000000.0,17329000000.0,20360000000.0,36592000000.0,36700000000.0,59132000000.0,95832000000.0,64647000000.0,38772000000.0,-7518000000.0
