company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:02:46+00:00,0.77,0.77,,0.74,348211000.0,1614420000.0,1614420000.0,1598965000.0,15455000.0,6018877000.0,13230205000.0,-4677000.0,1528078000.0,31310000.0,3912688000.0,6018877000.0,7211328000.0,169793000.0,397849000.0,5472076000.0,1739252000.0,223379000.0,1962631000.0,13230205000.0,2076600000.0,2079542000.0,2157873000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:05:31+00:00,,,,,,,1319829000.0,,,,,,,,,6653794000.0,8222369000.0,,,6653433000.0,,31289000.0,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:11:00+00:00,0.19,0.19,,0.19,63309000.0,406544000.0,406544000.0,393411000.0,13133000.0,1656872000.0,3715592000.0,-13313000.0,410793000.0,4398000.0,1172579000.0,1656872000.0,2058720000.0,44501000.0,56717000.0,1587770000.0,470950000.0,-1097000.0,469853000.0,3715592000.0,2070600000.0,2048594000.0,2077474000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:10:11+00:00,0.18,0.18,,0.17,94432000.0,367837000.0,367837000.0,360124000.0,7713000.0,1645304000.0,3673874000.0,-2811000.0,442502000.0,0.0,1135674000.0,1645304000.0,2028570000.0,44044000.0,58730000.0,1578176000.0,450394000.0,11875000.0,462269000.0,3673874000.0,2000700000.0,2057766000.0,2094795000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q4,2009-10-01,2009-12-31,,-0.35,0.19,,0.19,156313000.0,400972000.0,400972000.0,390596000.0,10376000.0,1722517000.0,4100166000.0,-14911000.0,424243000.0,23903000.0,1341873000.0,1722517000.0,2377649000.0,46571000.0,31137000.0,1790019000.0,587630000.0,-30345000.0,557285000.0,4100166000.0,,2022371000.0,2055146000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:41:57+00:00,,,,,,,1121801000.0,,,,,,,,,6281011000.0,7744899000.0,,,6330624000.0,,-39699000.0,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.35,0.35,,0.34,96462000.0,720829000.0,720829000.0,697481000.0,23348000.0,4558494000.0,9925744000.0,17281000.0,1203266000.0,83587000.0,3253752000.0,4558494000.0,5367250000.0,135928000.0,109293000.0,4540605000.0,826645000.0,-9354000.0,817291000.0,9925744000.0,1987900000.0,2027347000.0,2065951000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 16:14:48+00:00,0.15,0.15,,0.14,20602000.0,304868000.0,304868000.0,298180000.0,6688000.0,1577413000.0,3517630000.0,28022000.0,422092000.0,34781000.0,1177775000.0,1577413000.0,1940217000.0,46227000.0,38106000.0,1634648000.0,305569000.0,19901000.0,325470000.0,3517630000.0,1987900000.0,2027347000.0,2065951000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.2,0.2,,0.2,75860000.0,415961000.0,415961000.0,399301000.0,16660000.0,2981081000.0,6408114000.0,-10741000.0,781174000.0,48806000.0,2075977000.0,2981081000.0,3427033000.0,89701000.0,71187000.0,2905957000.0,521076000.0,-29255000.0,491821000.0,6408114000.0,2052300000.0,2011508000.0,2030048000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 10:36:20+00:00,0.1,0.1,,0.1,38045000.0,210616000.0,210616000.0,205232000.0,5384000.0,1513574000.0,3257352000.0,17000.0,397881000.0,33234000.0,1051204000.0,1513574000.0,1743778000.0,44158000.0,31343000.0,1482319000.0,261459000.0,-12798000.0,248661000.0,3257352000.0,2052300000.0,2011508000.0,2030048000.0
