company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:02:46+00:00,-692003000.0,,-76025000.0,917274000.0,150000000.0,10908000.0,354420000.0,1256293000.0,19815000.0,,679492000.0,-1162897000.0,3126602000.0,679492000.0,-1162897000.0,3126602000.0,2654105000.0,1614420000.0,1614420000.0,240488000.0,874231000.0,0.0,,-6216836000.0,-931085000.0,-17178000.0,-1453669000.0,6527027000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q4,2008-10-01,2008-12-31,,-47303000.0,,128965000.0,271640000.0,,-47676000.0,271855000.0,22690000.0,443903000.0,,149291000.0,-798376000.0,1066746000.0,149291000.0,-798376000.0,1066746000.0,369985000.0,287640000.0,287640000.0,235611000.0,65945000.0,31878000.0,,-1119137000.0,-291365000.0,-473000.0,-382774000.0,627551000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:05:31+00:00,,,,,,,,,,,-534011000.0,-1614932000.0,3565088000.0,,,,,,1319829000.0,,,,,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q3,2008-07-01,2008-09-30,,-73430000.0,,-92048000.0,268179000.0,,-5357000.0,141149000.0,34090000.0,305000.0,,-371053000.0,-330710000.0,961473000.0,-371053000.0,-330710000.0,961473000.0,254353000.0,406544000.0,406544000.0,145601000.0,27987000.0,,,-1196203000.0,-254210000.0,-399000.0,-433036000.0,1193133000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 16:11:00+00:00,-678218000.0,,-55270000.0,785871000.0,,-6995000.0,249189000.0,167417000.0,2125000.0,,-683302000.0,-816556000.0,2498342000.0,-683302000.0,-816556000.0,2498342000.0,991489000.0,1032189000.0,1032189000.0,431093000.0,272820000.0,,,-2204918000.0,-699507000.0,-5678000.0,-1119986000.0,2766087000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:10:11+00:00,-604788000.0,,36778000.0,517692000.0,,-1638000.0,108040000.0,133327000.0,1820000.0,,-312249000.0,-485846000.0,1536869000.0,-312249000.0,-485846000.0,1536869000.0,737136000.0,625645000.0,625645000.0,285492000.0,244833000.0,,,-1008715000.0,-445297000.0,-5279000.0,-686950000.0,1572954000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q4,2009-10-01,2009-12-31,,-19200000.0,,-33880000.0,282092000.0,,-14867000.0,137181000.0,61143000.0,3354000.0,,224310000.0,-433960000.0,1008657000.0,224310000.0,-433960000.0,1008657000.0,784140000.0,400972000.0,400972000.0,188412000.0,160812000.0,1184000.0,,-1280758000.0,-216078000.0,-999000.0,,1080892000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:41:57+00:00,,,,,,,,,,,211922000.0,-3095488000.0,3334385000.0,,,,,,1121801000.0,,,,,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q3TTM,2008-10-01,2009-09-30,,-2711444000.0,,89415000.0,1062683000.0,,-24814000.0,611648000.0,189213000.0,445518000.0,,136903000.0,-3459904000.0,3392474000.0,136903000.0,-3459904000.0,3392474000.0,44659000.0,1008469000.0,1008469000.0,709674000.0,317576000.0,31878000.0,,-5496676000.0,-791386000.0,-432630000.0,-382774000.0,5507724000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q3,2009-07-01,2009-09-30,,-2500281000.0,,-3650000.0,281977000.0,,18544000.0,124605000.0,84917000.0,499000.0,,-14293000.0,-1796301000.0,887649000.0,-14293000.0,-1796301000.0,887649000.0,-904401000.0,304868000.0,304868000.0,176199000.0,160888000.0,,,-954878000.0,-142735000.0,-260597000.0,,1801593000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 16:14:48+00:00,-2664141000.0,,-39550000.0,791043000.0,,22862000.0,339793000.0,166523000.0,1615000.0,,-12388000.0,-2661528000.0,2325728000.0,-12388000.0,-2661528000.0,2325728000.0,-325326000.0,720829000.0,720829000.0,474063000.0,251631000.0,,,-4377539000.0,-500021000.0,-432157000.0,,4880173000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q2TTM,2008-07-01,2009-06-30,,-284593000.0,,1017000.0,1048885000.0,,-48715000.0,628192000.0,138386000.0,445324000.0,,-219857000.0,-1994313000.0,3466298000.0,-219857000.0,-1994313000.0,3466298000.0,1203413000.0,1110145000.0,1110145000.0,679076000.0,184675000.0,31878000.0,,-5738001000.0,-902861000.0,-172432000.0,-815810000.0,4899264000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q2,2009-04-01,2009-06-30,,-163860000.0,,-31893000.0,253268000.0,,26490000.0,-40935000.0,77103000.0,78000.0,,71387000.0,-572957000.0,574388000.0,71387000.0,-572957000.0,574388000.0,99308000.0,210616000.0,210616000.0,151439000.0,81330000.0,-1054000.0,,-1143189000.0,-174339000.0,-87124000.0,,909485000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 10:36:20+00:00,-163860000.0,,-35900000.0,509066000.0,,4318000.0,215188000.0,81606000.0,1116000.0,,1905000.0,-865227000.0,1438079000.0,1905000.0,-865227000.0,1438079000.0,579075000.0,415961000.0,415961000.0,297864000.0,90743000.0,,,-3422661000.0,-357286000.0,-171560000.0,,3078580000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:17:00+00:00,,,-4007000.0,255798000.0,,-22172000.0,256123000.0,4503000.0,1038000.0,,-69482000.0,-292270000.0,863691000.0,-69482000.0,-292270000.0,863691000.0,479767000.0,205345000.0,205345000.0,146425000.0,9413000.0,1054000.0,,-2279472000.0,-182947000.0,-84436000.0,,2169095000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q4,2010-10-01,2010-12-31,,-2372831000.0,,35090000.0,304586000.0,,-11170000.0,423827000.0,75460000.0,2950000.0,,15203000.0,-2337724000.0,1512237000.0,15203000.0,-2337724000.0,1512237000.0,-821454000.0,652425000.0,652425000.0,131399000.0,299047000.0,,,-1257744000.0,-294010000.0,-373000.0,-361881000.0,1586861000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:56:00+00:00,-3224211000.0,,76711000.0,1167550000.0,0.0,-12328000.0,915526000.0,431306000.0,4066000.0,,-243827000.0,-6476049000.0,4548843000.0,-243827000.0,-6476049000.0,4548843000.0,-2183361000.0,1969686000.0,1969686000.0,496081000.0,1062604000.0,,,-6354840000.0,-1108368000.0,-4128000.0,-1737675000.0,4211370000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q3TTM,2009-10-01,2010-09-30,,-870580000.0,,7741000.0,1145056000.0,,-16025000.0,628880000.0,416989000.0,4470000.0,,-34720000.0,-4572285000.0,4045263000.0,-34720000.0,-4572285000.0,4045263000.0,-577767000.0,1718233000.0,1718233000.0,553094000.0,924369000.0,1184000.0,,-6377854000.0,-1030436000.0,-4754000.0,-1375794000.0,3705401000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q3,2010-07-01,2010-09-30,,-502534000.0,,3370000.0,296525000.0,,25335000.0,86637000.0,139939000.0,,,-41688000.0,-1790267000.0,962400000.0,-41688000.0,-1790267000.0,962400000.0,-844220000.0,489074000.0,489074000.0,90164000.0,334450000.0,,,-2161530000.0,-327532000.0,-240000.0,-515837000.0,1201329000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 16:15:14+00:00,,,,,,,,,,,-259030000.0,-4138325000.0,3036606000.0,,,,,,1317261000.0,,,,,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q2TTM,2009-07-01,2010-06-30,,-2868327000.0,,721000.0,1130508000.0,,-22816000.0,666848000.0,361967000.0,4969000.0,,-7325000.0,-4578319000.0,3970512000.0,-7325000.0,-4578319000.0,3970512000.0,-637948000.0,1534027000.0,1534027000.0,639129000.0,750807000.0,1184000.0,,-5171202000.0,-845639000.0,-265111000.0,-859957000.0,4305665000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q2,2010-04-01,2010-06-30,,-60600000.0,,33581000.0,284859000.0,,-19954000.0,-86968000.0,106132000.0,,,-184384000.0,-1024336000.0,756860000.0,-184384000.0,-1024336000.0,756860000.0,-471814000.0,440497000.0,440497000.0,118472000.0,263521000.0,16648000.0,,-1455097000.0,-279617000.0,-1188000.0,-552849000.0,754330000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:10:11+00:00,,,,,,,,,,,-217342000.0,-2348058000.0,2074206000.0,,,,,,828187000.0,,,,,,,,,
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q1TTM,2009-04-01,2010-03-31,,-2971587000.0,,-64753000.0,1098917000.0,,23628000.0,712881000.0,332938000.0,5047000.0,,248446000.0,-4126940000.0,3788040000.0,248446000.0,-4126940000.0,3788040000.0,-66826000.0,1304146000.0,1304146000.0,672096000.0,568616000.0,-16518000.0,,-4859294000.0,-740361000.0,-351047000.0,-307108000.0,4460820000.0
EMC Corp,EMC,KDMDXRWU7UTJ30FC8R59,790070,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:16:04+00:00,,,,,,,,,,,-32958000.0,-1323722000.0,1317346000.0,,,,,,387690000.0,,,,,,,,,
