company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2008.0,FY,2007-08-26,2008-08-30,2010-10-25 16:48:43+00:00,,1837000.0,313875000.0,107477000.0,169509000.0,,539000.0,32428000.0,27065000.0,750000000.0,-522682000.0,-243150000.0,921100000.0,-522682000.0,-243150000.0,921100000.0,155807000.0,641606000.0,641606000.0,75720000.0,10142000.0,,-54282000.0,-243594000.0,-460693000.0,-849196000.0,50712000.0,4014000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q4,2009-05-10,2009-08-29,,,1783000.0,299021000.0,132905000.0,57160000.0,,-731000.0,42651000.0,3060000.0,621000000.0,-281878000.0,-107760000.0,388788000.0,-281878000.0,-107760000.0,388788000.0,-1581000.0,236126000.0,236126000.0,51068000.0,893000.0,,-20714000.0,-112160000.0,-319435000.0,-587396000.0,23007000.0,2107000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,FY,2008-08-31,2009-08-29,2011-10-24 17:27:49+00:00,,3644000.0,299021000.0,132905000.0,180433000.0,,-2945000.0,25636000.0,39855000.0,777600000.0,-806896000.0,-263722000.0,923808000.0,-806896000.0,-263722000.0,923808000.0,-149755000.0,657049000.0,657049000.0,57046000.0,8407000.0,,-48444000.0,-272247000.0,-332756000.0,-1300002000.0,46306000.0,10663000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q3,2009-02-15,2009-05-09,,,621000.0,,,41309000.0,,707000.0,170384000.0,13129000.0,-285389000.0,-338734000.0,-62385000.0,386726000.0,-338734000.0,-62385000.0,386726000.0,-13686000.0,173688000.0,173688000.0,724000.0,3461000.0,,-13210000.0,-61941000.0,-4495000.0,-65440000.0,11135000.0,1631000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q3YTD,2008-08-31,2009-05-09,2010-06-16 16:55:05+00:00,,1861000.0,,,123273000.0,,-2214000.0,-17015000.0,36795000.0,156600000.0,-525018000.0,-155962000.0,535020000.0,-525018000.0,-155962000.0,535020000.0,-148174000.0,420923000.0,420923000.0,5978000.0,7514000.0,,-27730000.0,-160087000.0,-13321000.0,-712606000.0,23299000.0,8556000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q2,2008-11-23,2009-02-14,,,620000.0,,,41811000.0,,-364000.0,-153103000.0,15604000.0,423089000.0,62036000.0,-46965000.0,7510000.0,62036000.0,-46965000.0,7510000.0,22217000.0,115864000.0,115864000.0,2318000.0,2533000.0,,-9239000.0,-47047000.0,-4147000.0,-375043000.0,6894000.0,2427000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q2YTD,2008-08-31,2009-02-14,2010-03-18 14:18:48+00:00,,1240000.0,,,81964000.0,,-2921000.0,-187399000.0,23666000.0,441989000.0,-186284000.0,-93577000.0,148294000.0,-186284000.0,-93577000.0,148294000.0,-134488000.0,247235000.0,247235000.0,5254000.0,4053000.0,,-14520000.0,-98146000.0,-8826000.0,-647166000.0,12164000.0,6925000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,Q1,2008-08-31,2008-11-22,2009-12-17 16:52:15+00:00,,620000.0,,,40153000.0,,-2557000.0,-34296000.0,8062000.0,18900000.0,-248320000.0,-46612000.0,140784000.0,-248320000.0,-46612000.0,140784000.0,-156705000.0,131371000.0,131371000.0,2936000.0,1520000.0,,-5281000.0,-51099000.0,-4679000.0,-272123000.0,5270000.0,4498000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,Q4,2010-05-09,2010-08-28,,,1990000.0,420575000.0,150745000.0,62166000.0,,-111000.0,132842000.0,24104000.0,181586000.0,-321945000.0,-130671000.0,455245000.0,-321945000.0,-130671000.0,455245000.0,2518000.0,268933000.0,268933000.0,-10686000.0,12084000.0,,-24739000.0,-135334000.0,25667000.0,-565386000.0,24365000.0,5037000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,FY,2009-08-30,2010-08-28,2012-10-22 17:06:09+00:00,,6495000.0,420575000.0,150745000.0,192084000.0,,262000.0,271516000.0,52922000.0,181586000.0,-883493000.0,-307447000.0,1196252000.0,-883493000.0,-307447000.0,1196252000.0,5574000.0,738311000.0,738311000.0,-12154000.0,22251000.0,,-56156000.0,-315400000.0,-16597000.0,-1123655000.0,52620000.0,11489000.0
