company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2009.0,FY,,2009-08-29,2010-10-25 16:48:43+00:00,2118746000.0,126514000.0,381271000.0,1455057000.0,-92035000.0,,92706000.0,,549905000.0,,206735000.0,302645000.0,3809414000.0,2726900000.0,2207497000.0,2354357000.0,59067000.0,,135013000.0,,40606000.0,317827000.0,136935000.0,0.0,5318405000.0,-433074000.0,2561730000.0,2706752000.0,-433074000.0,-433074000.0,5751479000.0,5318405000.0,402318000.0,3044727000.0,0.0,-1027879000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,FY,,2010-08-28,2011-10-24 17:27:49+00:00,2433050000.0,125802000.0,432368000.0,1547315000.0,-106468000.0,,98280000.0,0.0,558456000.0,,172356000.0,302645000.0,4067261000.0,2882300000.0,2304579000.0,2519946000.0,46223000.0,,83160000.0,,90959000.0,364099000.0,-245344000.0,26186000.0,5571594000.0,-738765000.0,2611821000.0,3063960000.0,-738765000.0,-738765000.0,6310359000.0,5571594000.0,439827000.0,3246399000.0,0.0,-945409000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,Q3,,2010-05-08,2010-06-16 16:55:05+00:00,2235766000.0,121325000.0,385250000.0,1525756000.0,-84012000.0,,95762000.0,,516363000.0,,251060000.0,302645000.0,3950799000.0,2698500000.0,2288364000.0,2425043000.0,46642000.0,,73497000.0,,99492000.0,344144000.0,-514278000.0,,5452770000.0,-461950000.0,2578948000.0,2872076000.0,-461950000.0,-461950000.0,5914720000.0,5452770000.0,448779000.0,3042644000.0,0.0,-380023000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,Q2,,2010-02-13,2010-03-18 14:18:48+00:00,2144995000.0,147466000.0,367059000.0,1518700000.0,,,105161000.0,,-421671000.0,,237270000.0,302645000.0,3901843000.0,2774700000.0,2261528000.0,2383143000.0,50746000.0,,134558000.0,,39745000.0,322639000.0,,,5424992000.0,-421671000.0,2648713000.0,2749324000.0,-421671000.0,-421671000.0,5846663000.0,5424992000.0,393136000.0,3097339000.0,,
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,Q1,,2009-11-21,2009-12-17 16:52:15+00:00,2187347000.0,142721000.0,357778000.0,1494652000.0,,,79603000.0,,-483965000.0,,259255000.0,302645000.0,3863498000.0,2739500000.0,2262823000.0,2368846000.0,55154000.0,,132794000.0,,41237000.0,325908000.0,,,5385823000.0,-483965000.0,2617941000.0,2804380000.0,-483965000.0,-483965000.0,5869788000.0,5385823000.0,399036000.0,3065408000.0,,
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,FY,,2011-08-27,2012-10-22 17:06:09+00:00,2755853000.0,140690000.0,449327000.0,1702997000.0,-119691000.0,,97606000.0,0.0,591825000.0,,191634000.0,302645000.0,4371872000.0,3317600000.0,2466107000.0,2668875000.0,10661000.0,,88022000.0,,94996000.0,375338000.0,-643998000.0,34082000.0,5869602000.0,-1254232000.0,2792425000.0,3430896000.0,-1254232000.0,-1254232000.0,7123834000.0,5869602000.0,408302000.0,3692938000.0,,-1082368000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q3,,2011-05-07,2011-06-15 16:48:57+00:00,2710081000.0,136369000.0,430541000.0,1655620000.0,-82473000.0,,100367000.0,0.0,557453000.0,,271535000.0,302645000.0,4270644000.0,3171100000.0,2491981000.0,2615024000.0,62686000.0,,77812000.0,,97994000.0,371476000.0,-945467000.0,49686000.0,5884878000.0,-1119541000.0,2806529000.0,3461843000.0,-1119541000.0,-1119541000.0,7004419000.0,5884878000.0,463325000.0,3542576000.0,0.0,-649054000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q2,,2011-02-12,2011-03-17 16:17:29+00:00,2524539000.0,140227000.0,414502000.0,1619108000.0,-92338000.0,,107881000.0,,536383000.0,,245165000.0,302645000.0,4173972000.0,3208300000.0,2418751000.0,2554864000.0,59634000.0,,71256000.0,,110345000.0,370579000.0,-1172935000.0,40930000.0,5765603000.0,-1038412000.0,2738115000.0,3225136000.0,-1038412000.0,-1038412000.0,6804015000.0,5765603000.0,472624000.0,3578879000.0,0.0,-309522000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q1,,2010-11-20,2010-12-16 17:16:30+00:00,2519943000.0,116645000.0,429027000.0,1586693000.0,-93309000.0,,98013000.0,,594473000.0,,262400000.0,302645000.0,4118898000.0,2845700000.0,2361512000.0,2532205000.0,50040000.0,,84394000.0,,95035000.0,367070000.0,-73269000.0,33517000.0,5640489000.0,-817168000.0,2660564000.0,3244887000.0,-817168000.0,-817168000.0,6457657000.0,5640489000.0,447720000.0,3212770000.0,0.0,-1245063000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,FY,,2012-08-25,2013-10-28 16:06:07+00:00,2926740000.0,161375000.0,478085000.0,1803833000.0,-152013000.0,,103093000.0,,690289000.0,846000.0,200886000.0,302645000.0,4659761000.0,3718302000.0,2627983000.0,2855928000.0,33796000.0,,85649000.0,,94324000.0,439770000.0,-1033197000.0,49881000.0,6265639000.0,-1548025000.0,2978946000.0,3655592000.0,-1548025000.0,-1548025000.0,7813664000.0,6265639000.0,430765000.0,4158072000.0,,-1053104000.0
