company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2010.0,Q1,2009-08-30,2009-11-21,2010-12-16 17:16:30+00:00,2.86,2.86,2.82,80788000.0,143300000.0,143300000.0,143300000.0,789320000.0,1589244000.0,539496000.0,789320000.0,799924000.0,36340000.0,,539496000.0,260428000.0,-36340000.0,224088000.0,1589244000.0,50100000.0,50114000.0,50824000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q4,2011-05-08,2011-08-27,,7.23,7.23,7.07,168728000.0,301469000.0,301469000.0,301469000.0,1289422000.0,2641996000.0,828565000.0,1289422000.0,1352574000.0,53812000.0,,828565000.0,524009000.0,-53812000.0,470197000.0,2641996000.0,42600000.0,42632000.0,43603000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,FY,2010-08-29,2011-08-27,2013-10-28 16:06:07+00:00,19.91,19.91,19.47,475272000.0,848974000.0,848974000.0,848974000.0,3953510000.0,8072973000.0,2624660000.0,3953510000.0,4119463000.0,170557000.0,,2624660000.0,1494803000.0,-170557000.0,1324246000.0,8072973000.0,42600000.0,42632000.0,43603000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q3YTD,2010-08-29,2011-05-07,,12.68,12.68,12.4,306544000.0,547505000.0,547505000.0,547505000.0,2664088000.0,5430977000.0,1796095000.0,2664088000.0,2766889000.0,116745000.0,,1796095000.0,970794000.0,-116745000.0,854049000.0,5430977000.0,42000000.0,41978000.0,42955000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q3TTM,2010-05-09,2011-05-07,,18.37,18.37,17.97,460924000.0,816438000.0,816438000.0,816438000.0,3874284000.0,7876136000.0,2558318000.0,3874284000.0,4001852000.0,166172000.0,,2558318000.0,1443534000.0,-166172000.0,1277362000.0,7876136000.0,42000000.0,41978000.0,42955000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q3,2011-02-13,2011-05-07,2012-06-13 16:42:33+00:00,5.42,5.42,5.29,125636000.0,227373000.0,227373000.0,227373000.0,964839000.0,1978369000.0,620605000.0,964839000.0,1013530000.0,39916000.0,,620605000.0,392925000.0,-39916000.0,353009000.0,1978369000.0,42000000.0,41978000.0,42955000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q2YTD,2010-08-29,2011-02-12,,7.26,7.26,7.11,180908000.0,320132000.0,320132000.0,320132000.0,1699249000.0,3452608000.0,1175490000.0,1699249000.0,1753359000.0,76829000.0,,1175490000.0,577869000.0,-76829000.0,501040000.0,3452608000.0,43400000.0,43399000.0,44378000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q2TTM,2010-02-14,2011-02-12,,17.14,17.14,16.8,451575000.0,791810000.0,791810000.0,791810000.0,3808314000.0,7719757000.0,2504969000.0,3808314000.0,3911443000.0,163089000.0,,2504969000.0,1406474000.0,-163089000.0,1243385000.0,7719757000.0,43400000.0,43399000.0,44378000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q2,2010-11-21,2011-02-12,2012-03-08 17:25:34+00:00,3.41,3.41,3.34,84116000.0,148056000.0,148056000.0,148056000.0,815335000.0,1660946000.0,573863000.0,815335000.0,845611000.0,39576000.0,,573863000.0,271748000.0,-39576000.0,232172000.0,1660946000.0,43400000.0,43399000.0,44378000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q1TTM,2009-11-22,2010-11-20,,16.22,16.22,15.92,438198000.0,767087000.0,767087000.0,767087000.0,3745468000.0,7565036000.0,2454461000.0,3745468000.0,3819568000.0,159822000.0,,2454461000.0,1365107000.0,-159822000.0,1205285000.0,7565036000.0,44700000.0,44669000.0,45634000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2011.0,Q1,2010-08-29,2010-11-20,2011-12-15 16:56:42+00:00,3.85,3.85,3.77,96792000.0,172076000.0,172076000.0,172076000.0,883914000.0,1791662000.0,601627000.0,883914000.0,907748000.0,37253000.0,,601627000.0,306121000.0,-37253000.0,268868000.0,1791662000.0,44700000.0,44669000.0,45634000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q4,2012-05-06,2012-08-25,,8.57,8.57,8.37,178179000.0,323732000.0,323732000.0,323732000.0,1331192000.0,2763587000.0,872339000.0,1331192000.0,1432395000.0,58145000.0,,872339000.0,560056000.0,-58145000.0,501911000.0,2763587000.0,38700000.0,38696000.0,39625000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,FY,2011-08-28,2012-08-25,2014-10-27 16:58:39+00:00,24.04,24.04,23.48,522613000.0,930373000.0,930373000.0,930373000.0,4171827000.0,8603863000.0,2803145000.0,4171827000.0,4432036000.0,175905000.0,,2803145000.0,1628891000.0,-175905000.0,1452986000.0,8603863000.0,38700000.0,38696000.0,39625000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q3YTD,2011-08-28,2012-05-05,,15.47,15.47,15.11,344434000.0,606641000.0,606641000.0,606641000.0,2840635000.0,5840276000.0,1930806000.0,2840635000.0,2999641000.0,117760000.0,,1930806000.0,1068835000.0,-117760000.0,951075000.0,5840276000.0,38700000.0,38644000.0,39590000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q3TTM,2011-05-08,2012-05-05,,22.7,22.7,22.18,513162000.0,908110000.0,908110000.0,908110000.0,4130057000.0,8482272000.0,2759371000.0,4130057000.0,4352215000.0,171572000.0,,2759371000.0,1592844000.0,-171572000.0,1421272000.0,8482272000.0,38700000.0,38644000.0,39590000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q3,2012-02-12,2012-05-05,2013-06-12 17:17:04+00:00,6.43,6.43,6.28,138921000.0,248586000.0,248586000.0,248586000.0,1022067000.0,2111866000.0,662549000.0,1022067000.0,1089799000.0,39743000.0,,662549000.0,427250000.0,-39743000.0,387507000.0,2111866000.0,38700000.0,38644000.0,39590000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q2YTD,2011-08-28,2012-02-11,,9.04,9.04,8.83,205513000.0,358055000.0,358055000.0,358055000.0,1818568000.0,3728410000.0,1268257000.0,1818568000.0,1909842000.0,78017000.0,,1268257000.0,641585000.0,-78017000.0,563568000.0,3728410000.0,39300000.0,39281000.0,40237000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q2TTM,2011-02-13,2012-02-11,,21.69,21.69,21.19,499877000.0,886897000.0,886897000.0,886897000.0,4072829000.0,8348775000.0,2717427000.0,4072829000.0,4275946000.0,171745000.0,,2717427000.0,1558519000.0,-171745000.0,1386774000.0,8348775000.0,39300000.0,39281000.0,40237000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q2,2011-11-20,2012-02-11,2013-03-07 16:34:17+00:00,4.25,4.25,4.15,94798000.0,166930000.0,166930000.0,166930000.0,877854000.0,1804069000.0,625564000.0,877854000.0,926215000.0,38923000.0,,625564000.0,300651000.0,-38923000.0,261728000.0,1804069000.0,39300000.0,39281000.0,40237000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q1TTM,2010-11-21,2011-11-19,,20.85,20.85,20.38,489195000.0,868023000.0,868023000.0,868023000.0,4010310000.0,8205652000.0,2665726000.0,4010310000.0,4195342000.0,172398000.0,,2665726000.0,1529616000.0,-172398000.0,1357218000.0,8205652000.0,39900000.0,39865000.0,40864000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2012.0,Q1,2011-08-28,2011-11-19,2012-12-13 16:32:14+00:00,4.79,4.79,4.68,110715000.0,191125000.0,191125000.0,191125000.0,940714000.0,1924341000.0,642693000.0,940714000.0,983627000.0,39094000.0,,642693000.0,340934000.0,-39094000.0,301840000.0,1924341000.0,39900000.0,39865000.0,40864000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,FY,2012-08-26,2013-08-31,2015-10-26 17:23:30+00:00,28.28,28.28,27.79,571203000.0,1016480000.0,1016480000.0,1016480000.0,4406595000.0,9147530000.0,2967837000.0,4406595000.0,4740935000.0,,-185415000.0,2967837000.0,1773098000.0,-185415000.0,1587683000.0,9147530000.0,35900000.0,35943000.0,36581000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q4,2013-05-05,2013-08-31,,10.51,10.51,10.33,204126000.0,371198000.0,371198000.0,371198000.0,1491039000.0,3095414000.0,968154000.0,1491039000.0,1604375000.0,-124518000.0,-185415000.0,968154000.0,636221000.0,-60897000.0,575324000.0,3095414000.0,35900000.0,35943000.0,36581000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q3YTD,2012-08-26,2013-05-04,,17.77,17.77,17.46,367077000.0,645282000.0,645282000.0,645282000.0,2915556000.0,6052116000.0,1999683000.0,2915556000.0,3136560000.0,124518000.0,,1999683000.0,1136877000.0,-124518000.0,1012359000.0,6052116000.0,35900000.0,35922000.0,36529000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q3TTM,2012-05-06,2013-05-04,,26.34,26.34,25.83,545256000.0,969014000.0,969014000.0,969014000.0,4246748000.0,8815703000.0,2872022000.0,4246748000.0,4568955000.0,182663000.0,,2872022000.0,1696933000.0,-182663000.0,1514270000.0,8815703000.0,35900000.0,35922000.0,36529000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q3,2013-02-10,2013-05-04,2014-06-18 16:45:28+00:00,7.39,7.39,7.27,148356000.0,265583000.0,265583000.0,265583000.0,1063165000.0,2205878000.0,686683000.0,1063165000.0,1142713000.0,42091000.0,,686683000.0,456030000.0,-42091000.0,413939000.0,2205878000.0,35900000.0,35922000.0,36529000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q2YTD,2012-08-26,2013-02-09,,10.38,10.38,10.19,218721000.0,379699000.0,379699000.0,379699000.0,1852391000.0,3846238000.0,1313000000.0,1852391000.0,1993847000.0,82427000.0,,1313000000.0,680847000.0,-82427000.0,598420000.0,3846238000.0,36300000.0,36258000.0,36904000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q2TTM,2012-02-12,2013-02-09,,25.38,25.38,24.84,535821000.0,952017000.0,952017000.0,952017000.0,4205650000.0,8721691000.0,2847888000.0,4205650000.0,4516041000.0,180315000.0,,2847888000.0,1668153000.0,-180315000.0,1487838000.0,8721691000.0,36300000.0,36258000.0,36904000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q2,2012-11-18,2013-02-09,2014-03-25 16:39:57+00:00,4.86,4.86,4.78,100001000.0,176247000.0,176247000.0,176247000.0,893217000.0,1855198000.0,644410000.0,893217000.0,961981000.0,41323000.0,,644410000.0,317571000.0,-41323000.0,276248000.0,1855198000.0,36300000.0,36258000.0,36904000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q1TTM,2011-11-20,2012-11-17,,24.77,24.77,24.21,530618000.0,942700000.0,942700000.0,942700000.0,4190287000.0,8670562000.0,2829042000.0,4190287000.0,4480275000.0,177915000.0,,2829042000.0,1651233000.0,-177915000.0,1473318000.0,8670562000.0,36900000.0,36845000.0,37586000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2013.0,Q1,2012-08-26,2012-11-17,2013-12-18 17:21:51+00:00,5.52,5.52,5.41,118720000.0,203452000.0,203452000.0,203452000.0,959174000.0,1991040000.0,668590000.0,959174000.0,1031866000.0,41104000.0,,668590000.0,363276000.0,-41104000.0,322172000.0,1991040000.0,36900000.0,36845000.0,37586000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,FY,2013-09-01,2014-08-30,2016-10-24 16:35:15+00:00,32.16,32.16,31.57,592970000.0,1069744000.0,1069744000.0,1069744000.0,4540406000.0,9475313000.0,3104684000.0,4540406000.0,4934907000.0,,-167509000.0,3104684000.0,1830223000.0,-167509000.0,1662714000.0,9475313000.0,33300000.0,33267000.0,33882000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q4,2014-05-11,2014-08-30,,11.42,11.42,11.19,207105000.0,373670000.0,373670000.0,373670000.0,1454479000.0,3049696000.0,965016000.0,1454479000.0,1595217000.0,-81921000.0,-131347000.0,965016000.0,630201000.0,-49426000.0,580775000.0,3049696000.0,33300000.0,33267000.0,33882000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q3YTD,2013-09-01,2014-05-10,,20.74,20.74,20.38,385865000.0,696074000.0,696074000.0,696074000.0,3085927000.0,6425617000.0,2139668000.0,3085927000.0,3339690000.0,81921000.0,-36162000.0,2139668000.0,1200022000.0,-118083000.0,1081939000.0,6425617000.0,33100000.0,33073000.0,33716000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q3TTM,2013-05-05,2014-05-10,,31.25,31.25,30.71,589991000.0,1067272000.0,1067272000.0,1067272000.0,4576966000.0,9521031000.0,3107822000.0,4576966000.0,4944065000.0,-42597000.0,-221577000.0,3107822000.0,1836243000.0,-178980000.0,1657263000.0,9521031000.0,33100000.0,33073000.0,33716000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q3,2014-02-16,2014-05-10,2015-06-17 16:39:54+00:00,8.62,8.62,8.46,157633000.0,285157000.0,285157000.0,285157000.0,1124587000.0,2341545000.0,738006000.0,1124587000.0,1216958000.0,,-36162000.0,738006000.0,478952000.0,-36162000.0,442790000.0,2341545000.0,33100000.0,33073000.0,33716000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q2YTD,2013-09-01,2014-02-15,,12.12,12.12,11.92,228232000.0,410917000.0,410917000.0,410917000.0,1961340000.0,4084072000.0,1401662000.0,1961340000.0,2122732000.0,81921000.0,,1401662000.0,721070000.0,-81921000.0,639149000.0,4084072000.0,33700000.0,33647000.0,34261000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q2TTM,2013-02-10,2014-02-15,,30.02,30.02,29.52,580714000.0,1047698000.0,1047698000.0,1047698000.0,4515544000.0,9385364000.0,3056499000.0,4515544000.0,4869820000.0,-506000.0,-185415000.0,3056499000.0,1813321000.0,-184909000.0,1628412000.0,9385364000.0,33700000.0,33647000.0,34261000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q2,2013-11-24,2014-02-15,2015-03-24 16:22:58+00:00,5.73,5.73,5.63,105024000.0,192830000.0,192830000.0,192830000.0,953459000.0,1990494000.0,699691000.0,953459000.0,1037035000.0,39490000.0,,699691000.0,337344000.0,-39490000.0,297854000.0,1990494000.0,33700000.0,33647000.0,34261000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q1TTM,2012-11-18,2013-11-23,,29.15,29.15,28.67,575691000.0,1031115000.0,1031115000.0,1031115000.0,4455302000.0,9250068000.0,3001218000.0,4455302000.0,4794766000.0,1327000.0,-185415000.0,3001218000.0,1793548000.0,-186742000.0,1606806000.0,9250068000.0,34100000.0,34111000.0,34676000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2014.0,Q1,2013-09-01,2013-11-23,2014-12-18 17:14:56+00:00,6.39,6.39,6.29,123208000.0,218087000.0,218087000.0,218087000.0,1007881000.0,2093578000.0,701971000.0,1007881000.0,1085697000.0,42431000.0,,701971000.0,383726000.0,-42431000.0,341295000.0,2093578000.0,34100000.0,34111000.0,34676000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,FY,2014-08-31,2015-08-29,2017-10-25 16:40:07+00:00,36.76,36.76,36.03,642371000.0,1160241000.0,1160241000.0,1160241000.0,4860309000.0,10187340000.0,3373980000.0,4860309000.0,5327031000.0,,-150439000.0,3373980000.0,1953051000.0,-150439000.0,1802612000.0,10187340000.0,31600000.0,31560000.0,32206000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q4,2015-05-10,2015-08-29,,12.93,12.93,12.68,221070000.0,401137000.0,401137000.0,401137000.0,1562856000.0,3290404000.0,1058277000.0,1562856000.0,1727548000.0,,-47064000.0,1058277000.0,669271000.0,-47064000.0,622207000.0,3290404000.0,31600000.0,31560000.0,32206000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q3,2015-02-15,2015-05-09,2016-06-15 16:26:58+00:00,9.77,9.77,9.57,173099000.0,309071000.0,309071000.0,309071000.0,1190232000.0,2493021000.0,788840000.0,1190232000.0,1302789000.0,,-31779000.0,788840000.0,513949000.0,-31779000.0,482170000.0,2493021000.0,31600000.0,31643000.0,32301000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q3YTD,2014-08-31,2015-05-09,,23.83,23.83,23.35,421301000.0,759104000.0,759104000.0,759104000.0,3297453000.0,6896936000.0,2315703000.0,3297453000.0,3599483000.0,,-103375000.0,2315703000.0,1283780000.0,-103375000.0,1180405000.0,6896936000.0,31600000.0,31643000.0,32301000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q3TTM,2014-05-11,2015-05-09,,35.25,35.25,34.54,628406000.0,1132774000.0,1132774000.0,1132774000.0,4751932000.0,9946632000.0,3280719000.0,4751932000.0,5194700000.0,-81921000.0,-234722000.0,3280719000.0,1913981000.0,-152801000.0,1761180000.0,9946632000.0,31600000.0,31643000.0,32301000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q2,2014-11-23,2015-02-14,2016-03-22 16:47:26+00:00,6.64,6.64,6.51,115010000.0,211723000.0,211723000.0,211723000.0,1023618000.0,2143651000.0,758764000.0,1023618000.0,1120033000.0,,-34536000.0,758764000.0,361269000.0,-34536000.0,326733000.0,2143651000.0,31900000.0,31903000.0,32540000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q2YTD,2014-08-31,2015-02-14,,14.06,14.06,13.78,248202000.0,450033000.0,450033000.0,450033000.0,2107221000.0,4403915000.0,1526863000.0,2107221000.0,2296694000.0,,-71596000.0,1526863000.0,769831000.0,-71596000.0,698235000.0,4403915000.0,31900000.0,31903000.0,32540000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q2TTM,2014-02-16,2015-02-14,,34.1,34.1,33.43,612940000.0,1108860000.0,1108860000.0,1108860000.0,4686287000.0,9795156000.0,3229885000.0,4686287000.0,5108869000.0,-81921000.0,-239105000.0,3229885000.0,1878984000.0,-157184000.0,1721800000.0,9795156000.0,31900000.0,31903000.0,32540000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q1,2014-08-31,2014-11-22,2015-12-16 16:35:30+00:00,7.42,7.42,7.27,133192000.0,238310000.0,238310000.0,238310000.0,1083603000.0,2260264000.0,768099000.0,1083603000.0,1176661000.0,,-37060000.0,768099000.0,408562000.0,-37060000.0,371502000.0,2260264000.0,32100000.0,32132000.0,32761000.0
Autozone Inc,AZO,GA3JGKJ41LJKXDN23E90,866787,2015.0,Q1TTM,2013-11-24,2014-11-22,,33.19,33.19,32.55,602954000.0,1089967000.0,1089967000.0,1089967000.0,4616128000.0,9641999000.0,3170812000.0,4616128000.0,5025871000.0,-42431000.0,-204569000.0,3170812000.0,1855059000.0,-162138000.0,1692921000.0,9641999000.0,32100000.0,32132000.0,32761000.0
