company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2008.0,FY,,2008-12-31,2010-02-26 16:27:31+00:00,121807000.0,376855000.0,261682000.0,21513000.0,178069000.0,,816655000.0,,29390000.0,1892000.0,,2118852000.0,804020000.0,1033689000.0,185919000.0,112463000.0,28050000.0,272182000.0,61168000.0,26906000.0,,,49846000.0,42826000.0,,,1187467000.0,233526000.0,3971538000.0,2003934000.0,858307000.0,618907000.0,2003934000.0,2003934000.0,1967604000.0,3971538000.0,3000768000.0,1348697000.0,,-21701000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2009.0,Q2,,2009-06-30,2009-08-17 09:30:04+00:00,98645000.0,325922000.0,225988000.0,46673000.0,220826000.0,,836403000.0,,27309000.0,880000.0,,2134121000.0,774682000.0,1014487000.0,177360000.0,106588000.0,28149000.0,280485000.0,56915000.0,57105000.0,,,50673000.0,45182000.0,,,1283652000.0,148745000.0,3959650000.0,2145238000.0,865437000.0,474258000.0,2145238000.0,2145238000.0,1814412000.0,3959650000.0,2987625000.0,1340154000.0,,-21490000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2010.0,FY,,2010-12-31,2012-02-24 10:50:00+00:00,137778000.0,403337000.0,298080000.0,43978000.0,270394000.0,,1046257000.0,,32894000.0,10445000.0,,2727780000.0,1104513000.0,1247703000.0,178559000.0,103487000.0,57850000.0,465001000.0,75620000.0,37287000.0,,,77803000.0,66268000.0,,,1680849000.0,93342000.0,5069524000.0,2750907000.0,998091000.0,539645000.0,2750907000.0,2750907000.0,2318617000.0,5069524000.0,3967946000.0,1778972000.0,,-20177000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2010.0,Q3,,2010-09-30,2010-11-05 13:50:35+00:00,134316000.0,378323000.0,269309000.0,52514000.0,250813000.0,,1020960000.0,,28941000.0,9933000.0,,2727249000.0,1128435000.0,1380742000.0,180929000.0,105878000.0,60828000.0,466356000.0,76928000.0,41708000.0,,,76095000.0,63308000.0,,,1583997000.0,95788000.0,5056127000.0,2636375000.0,957642000.0,509346000.0,2636375000.0,2636375000.0,2419752000.0,5056127000.0,3992607000.0,1910406000.0,,-21096000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2010.0,Q2,,2010-06-30,2010-08-06 15:47:02+00:00,120313000.0,347681000.0,240393000.0,15677000.0,290740000.0,,1004252000.0,,26884000.0,1446000.0,,2365297000.0,833594000.0,1016400000.0,170943000.0,104505000.0,29848000.0,328578000.0,80327000.0,68893000.0,,,68615000.0,60692000.0,,,1508724000.0,112028000.0,4387327000.0,2507477000.0,985468000.0,474180000.0,2507477000.0,2507477000.0,1879850000.0,4387327000.0,3297354000.0,1405670000.0,,-21176000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2011.0,FY,,2011-12-31,2013-02-25 17:30:07+00:00,141943000.0,439134000.0,122185000.0,33800000.0,338101000.0,,1118080000.0,94761000.0,38004000.0,19443000.0,105958000.0,2866426000.0,1094142000.0,1015110000.0,204758000.0,108775000.0,63006000.0,482603000.0,63829000.0,31647000.0,,,71595000.0,72412000.0,,,2063110000.0,69906000.0,5319417000.0,3195096000.0,1115473000.0,554196000.0,3195096000.0,3195096000.0,2124321000.0,5319417000.0,4095169000.0,1570125000.0,0.0,-19894000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2011.0,Q3,,2011-09-30,2011-11-02 14:30:29+00:00,144606000.0,422418000.0,302058000.0,45681000.0,246454000.0,,1088227000.0,,34141000.0,7971000.0,,2874732000.0,1109406000.0,1103296000.0,211582000.0,106965000.0,60587000.0,486095000.0,72681000.0,42747000.0,,,76725000.0,74555000.0,,,1954728000.0,71194000.0,5258438000.0,3068663000.0,1030023000.0,525829000.0,3068663000.0,3068663000.0,2189775000.0,5258438000.0,4121450000.0,1663946000.0,,-19973000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2011.0,Q2,,2011-06-30,2011-08-08 08:50:44+00:00,153518000.0,440133000.0,306346000.0,73427000.0,196027000.0,,1075147000.0,,33339000.0,9440000.0,,2884544000.0,1133059000.0,1173694000.0,211687000.0,107491000.0,58222000.0,489153000.0,72096000.0,48777000.0,,,78617000.0,75968000.0,,,1855025000.0,72319000.0,5263992000.0,2983554000.0,1002059000.0,541623000.0,2983554000.0,2983554000.0,2280438000.0,5263992000.0,4154442000.0,1738815000.0,,-20045000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2011.0,Q1,,2011-03-31,2011-05-05 16:12:43+00:00,147015000.0,413371000.0,268036000.0,81188000.0,261447000.0,,1061762000.0,,33834000.0,10664000.0,,2748510000.0,1083482000.0,1159961000.0,198788000.0,103639000.0,55629000.0,474185000.0,79072000.0,43128000.0,,,75994000.0,73078000.0,,,1759282000.0,81826000.0,5096894000.0,2882129000.0,1029640000.0,507541000.0,2882129000.0,2882129000.0,2214765000.0,5096894000.0,3963615000.0,1707224000.0,,-20103000.0
Roper Technologies Inc,ROP,549300LJXD867XMVE759,882835,2012.0,FY,,2012-12-31,2014-02-21 15:49:25+00:00,138340000.0,526408000.0,128351000.0,58537000.0,370590000.0,,1159007000.0,185912000.0,41992000.0,3868000.0,110724000.0,3868857000.0,1698867000.0,1503107000.0,190867000.0,110397000.0,78644000.0,707278000.0,72193000.0,43492000.0,,,68797000.0,86783000.0,,,2489858000.0,519015000.0,7071104000.0,3687726000.0,1245542000.0,1086210000.0,3687726000.0,3687726000.0,3383378000.0,7071104000.0,5715165000.0,2297168000.0,0.0,-19676000.0
