company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Carrier Global Corp,CARR,,1783180,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 07:31:44+00:00,0.46,0.46,0.46,140000000.0,403000000.0,403000000.0,400000000.0,3000000.0,3097000000.0,4323000000.0,39000000.0,-15000000.0,-40000000.0,97000000.0,684000000.0,3097000000.0,1226000000.0,4000000.0,726000000.0,500000000.0,43000000.0,543000000.0,4323000000.0,869600000.0,866000000.0,866000000.0
Carrier Global Corp,CARR,,1783180,2020.0,Q1,2020-01-01,2020-03-31,2020-05-11 07:31:44+00:00,0.11,0.11,0.11,193000000.0,102000000.0,102000000.0,96000000.0,6000000.0,2766000000.0,3888000000.0,17000000.0,46000000.0,-29000000.0,98000000.0,692000000.0,2766000000.0,1122000000.0,-37000000.0,807000000.0,315000000.0,-20000000.0,295000000.0,3888000000.0,872700000.0,866000000.0,866000000.0
