company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt
Carrier Global Corp,CARR,,1783180,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 07:31:44+00:00,85000000.0,1000000.0,16000000.0,-577000000.0,58000000.0,-57000000.0,-43000000.0,-183000000.0,-57000000.0,-43000000.0,-183000000.0,-267000000.0,403000000.0,403000000.0,-94000000.0,-89000000.0,-3000000.0,-2000000.0,-41000000.0,-24000000.0
Carrier Global Corp,CARR,,1783180,2020.0,Q1,2020-01-01,2020-03-31,2020-05-11 07:31:44+00:00,81000000.0,0.0,-28000000.0,-156000000.0,10961000000.0,-76000000.0,-128000000.0,47000000.0,-76000000.0,-128000000.0,47000000.0,-185000000.0,102000000.0,102000000.0,20000000.0,-10948000000.0,-80000000.0,-8000000.0,-48000000.0,-81000000.0
